Date,MIDQ50ADD.NS
2023-12-08,200.0
2023-12-11,201.17999267578125
2023-12-12,200.60000610351562
2023-12-13,201.02000427246094
2023-12-14,202.5500030517578
2023-12-15,204.3300018310547
2023-12-18,204.67999267578125
2023-12-19,204.42999267578125
2023-12-20,203.8300018310547
2023-12-21,202.8800048828125
2023-12-22,204.25999450683594
2023-12-26,202.5
2023-12-27,206.3699951171875
2023-12-28,206.66000366210938
2023-12-29,208.22000122070312
2024-01-01,207.10000610351562
2024-01-02,208.0800018310547
2024-01-03,209.5800018310547
2024-01-04,208.60000610351562
2024-01-05,209.5
2024-01-08,207.4499969482422
2024-01-09,207.61000061035156
2024-01-10,208.3699951171875
2024-01-11,208.99000549316406
2024-01-12,210.19000244140625
2024-01-15,211.02999877929688
2024-01-16,210.86000061035156
2024-01-17,208.97999572753906
2024-01-19,209.94000244140625
2024-01-23,207.74000549316406
2024-01-24,210.3699951171875
2024-01-25,209.1999969482422
2024-01-29,210.89999389648438
2024-01-30,209.3000030517578
2024-01-31,211.80999755859375
2024-02-01,211.00999450683594
2024-02-02,213.47000122070312
2024-02-05,212.14999389648438
2024-02-06,214.1999969482422
2024-02-07,214.08999633789062
2024-02-08,212.5800018310547
2024-02-09,210.6699981689453
2024-02-12,208.97000122070312
2024-02-13,209.38999938964844
2024-02-14,210.39999389648438
2024-02-15,211.5800018310547
2024-02-16,212.80999755859375
2024-02-19,213.61000061035156
2024-02-20,213.07000732421875
2024-02-21,210.3800048828125
2024-02-22,211.7100067138672
2024-02-23,212.55999755859375
2024-02-26,211.94000244140625
2024-02-27,211.25999450683594
2024-02-28,208.57000732421875
2024-02-29,210.39999389648438
2024-03-01,211.07000732421875
2024-03-04,211.7899932861328
2024-03-05,211.0399932861328
2024-03-06,208.6199951171875
2024-03-07,210.25999450683594
2024-03-11,208.92999267578125
2024-03-12,207.0399932861328
2024-03-13,204.38999938964844
2024-03-14,204.94000244140625
2024-03-15,205.02999877929688
2024-03-18,204.5800018310547
2024-03-19,202.25999450683594
2024-03-20,201.27000427246094
2024-03-21,204.6300048828125
2024-03-22,205.49000549316406
2024-03-26,206.30999755859375
2024-03-27,205.89999389648438
2024-03-28,206.7100067138672
2024-04-01,208.8000030517578
2024-04-02,210.77999877929688
2024-04-03,212.7100067138672
2024-04-04,212.52000427246094
2024-04-05,212.8000030517578
2024-04-08,212.80999755859375
2024-04-09,213.60000610351562
2024-04-10,214.8000030517578
2024-04-12,214.86000061035156
2024-04-15,211.9499969482422
2024-04-16,210.66000366210938
2024-04-18,210.19000244140625
2024-04-19,210.00999450683594
2024-04-22,210.41000366210938
2024-04-23,210.50999450683594
2024-04-24,211.4600067138672
2024-04-25,212.11000061035156
2024-04-26,213.27999877929688
2024-04-29,215.14999389648438
2024-04-30,217.5800018310547
2024-05-02,217.99000549316406
2024-05-03,218.14999389648438
2024-05-06,218.0500030517578
2024-05-07,216.19000244140625
2024-05-08,216.83999633789062
2024-05-09,214.1300048828125
2024-05-10,218.36000061035156
2024-05-13,218.2899932861328
2024-05-14,219.13999938964844
2024-05-15,219.9600067138672
2024-05-16,223.5800018310547
2024-05-17,226.86000061035156
2024-05-21,229.77000427246094
2024-05-22,230.97000122070312
2024-05-23,231.72000122070312
2024-05-24,232.89999389648438
2024-05-27,233.1999969482422
2024-05-28,233.30999755859375
2024-05-29,232.77000427246094
2024-05-30,230.1199951171875
2024-05-31,229.42999267578125
2024-06-03,232.50999450683594
2024-06-04,239.42999267578125
2024-06-05,231.6199951171875
2024-06-06,235.52000427246094
2024-06-07,237.99000549316406
2024-06-10,239.16000366210938
2024-06-11,242.44000244140625
2024-06-12,243.8300018310547
2024-06-13,246.60000610351562
2024-06-14,248.25
2024-06-18,249.5500030517578
2024-06-19,247.9600067138672
2024-06-20,249.24000549316406
2024-06-21,248.14999389648438
2024-06-24,250.41000366210938
2024-06-25,249.75999450683594
2024-06-26,248.42999267578125
2024-06-27,248.36000061035156
2024-06-28,249.19000244140625
2024-07-01,252.05999755859375
2024-07-02,250.0800018310547
2024-07-03,252.6300048828125
2024-07-04,255.4499969482422
2024-07-05,255.69000244140625
2024-07-08,255.14999389648438
2024-07-09,254.9199981689453
2024-07-10,253.75
2024-07-11,253.33999633789062
2024-07-12,254.0800018310547
2024-07-15,254.82000732421875
2024-07-16,254.58999633789062
2024-07-18,253.49000549316406
2024-07-19,250.3699951171875
2024-07-22,251.6999969482422
2024-07-23,251.3800048828125
2024-07-24,252.2100067138672
2024-07-25,251.35000610351562
2024-07-26,256.2099914550781
2024-07-29,258.0
2024-07-30,258.7300109863281
2024-07-31,258.79998779296875
2024-08-01,259.44000244140625
2024-08-02,256.42999267578125
2024-08-05,256.0400085449219
2024-08-06,248.7100067138672
2024-08-07,253.2899932861328
2024-08-08,251.57000732421875
2024-08-09,253.91000366210938
2024-08-12,253.0800018310547
2024-08-13,251.2100067138672
2024-08-14,249.5399932861328
2024-08-16,253.0399932861328
2024-08-19,253.52000427246094
2024-08-20,256.1600036621094
2024-08-21,256.79998779296875
2024-08-22,258.17999267578125
2024-08-23,257.20001220703125
2024-08-26,258.20001220703125
2024-08-28,259.44000244140625
2024-08-29,259.19000244140625
2024-08-30,260.5299987792969
2024-09-02,260.04998779296875
2024-09-03,259.989990234375
2024-09-04,261.0400085449219
2024-09-05,261.42999267578125
2024-09-06,259.80999755859375
2024-09-09,258.0299987792969
2024-09-10,261.989990234375
2024-09-11,260.7300109863281
2024-09-12,262.3800048828125
2024-09-13,264.5
2024-09-16,263.75
2024-09-17,264.9700012207031
2024-09-18,260.6199951171875
2024-09-19,259.79998779296875
2024-09-20,261.6499938964844
2024-09-23,265.20001220703125
2024-09-24,264.739990234375
2024-09-25,262.7300109863281
2024-09-26,263.1000061035156
2024-09-27,264.0799865722656
2024-09-30,264.20001220703125
2024-10-01,265.3999938964844
2024-10-03,263.3699951171875
2024-10-04,260.3299865722656
2024-10-07,257.42999267578125
2024-10-08,259.5899963378906
2024-10-09,262.5199890136719
2024-10-10,261.3399963378906
2024-10-11,262.8699951171875
2024-10-14,263.5
2024-10-15,263.3299865722656
2024-10-16,264.0899963378906
2024-10-17,261.44000244140625
2024-10-18,260.7900085449219
2024-10-21,255.92999267578125
2024-10-22,251.4199981689453
2024-10-23,253.8699951171875
2024-10-24,252.5800018310547
2024-10-25,249.35000610351562
2024-10-28,250.16000366210938
2024-10-29,251.91000366210938
2024-10-31,251.0800018310547
2024-11-01,253.47999572753906
2024-11-04,249.97000122070312
2024-11-06,255.89999389648438
2024-11-07,254.1199951171875
2024-11-08,252.86000061035156
2024-11-11,250.91000366210938
2024-11-12,249.08999633789062
2024-11-13,244.60000610351562
2024-11-14,243.4199981689453
2024-11-18,240.92999267578125
2024-11-19,243.02000427246094
2024-11-21,242.1300048828125
2024-11-22,244.6199951171875
2024-11-25,248.00999450683594
2024-11-26,248.8000030517578
2024-11-27,249.17999267578125
2024-11-28,248.5399932861328
2024-11-29,250.47000122070312
2024-12-02,253.64999389648438
2024-12-03,254.27999877929688
2024-12-04,255.07000732421875
2024-12-05,255.2899932861328
2024-12-06,255.47999572753906
2024-12-09,256.239990234375
2024-12-10,256.44000244140625
2024-12-11,258.6000061035156
2024-12-12,257.1000061035156
2024-12-13,256.6400146484375
2024-12-16,257.4800109863281
2024-12-17,255.88999938964844
2024-12-18,256.79998779296875
2024-12-19,254.9600067138672
2024-12-20,249.42999267578125
2024-12-23,248.7899932861328
2024-12-24,248.13999938964844
2024-12-26,245.22999572753906
2024-12-27,248.38999938964844
2024-12-30,249.42999267578125
2024-12-31,248.97999572753906
2025-01-01,250.1999969482422
2025-01-02,251.27999877929688
2025-01-03,251.30999755859375
2025-01-06,246.16000366210938
2025-01-07,247.58999633789062
2025-01-08,247.33999633789062
2025-01-09,245.30999755859375
2025-01-10,240.74000549316406
2025-01-13,232.72999572753906
2025-01-14,235.4600067138672
2025-01-15,236.2899932861328
2025-01-16,238.3800048828125
2025-01-17,236.67999267578125
2025-01-20,240.24000549316406
2025-01-21,236.63999938964844
2025-01-22,234.3800048828125
2025-01-23,239.49000549316406
2025-01-24,233.4199981689453
2025-01-27,229.47000122070312
2025-01-28,224.8000030517578
2025-01-29,232.52000427246094
2025-01-30,232.63999938964844
2025-01-31,234.92999267578125
2025-02-01,234.27000427246094
2025-02-03,232.08999633789062
2025-02-04,233.24000549316406
2025-02-05,235.44000244140625
2025-02-06,234.77000427246094
2025-02-07,233.33999633789062
2025-02-10,229.5800018310547
2025-02-11,223.32000732421875
2025-02-12,224.82000732421875
2025-02-13,221.27000427246094
2025-02-14,216.61000061035156
2025-02-17,216.7899932861328
2025-02-18,217.25999450683594
2025-02-19,219.75
2025-02-20,222.36000061035156
2025-02-21,220.9600067138672
2025-02-24,218.75
2025-02-25,218.52000427246094
2025-02-27,214.1999969482422
2025-02-28,208.58999633789062
2025-03-03,210.61000061035156
2025-03-04,210.80999755859375
2025-03-05,215.8000030517578
2025-03-06,218.22999572753906
2025-03-07,217.2899932861328
2025-03-10,215.02999877929688
2025-03-11,215.16000366210938
2025-03-12,213.66000366210938
2025-03-13,213.60000610351562
2025-03-17,215.11000061035156
2025-03-18,217.82000732421875
2025-03-19,222.17999267578125
2025-03-20,222.02999877929688
2025-03-21,224.41000366210938
2025-03-24,227.69000244140625
2025-03-25,225.4499969482422
2025-03-26,224.7899932861328
2025-03-27,224.7899932861328
2025-03-28,225.25
2025-04-01,221.5399932861328
2025-04-02,224.47000122070312
2025-04-03,224.25
2025-04-04,218.05999755859375
2025-04-07,214.2899932861328
2025-04-08,214.66000366210938
2025-04-09,212.67999267578125
2025-04-11,216.83999633789062
2025-04-15,224.0
2025-04-16,224.52999877929688
2025-04-17,225.89999389648438
2025-04-21,230.07000732421875
2025-04-22,232.97000122070312
2025-04-23,235.0500030517578
2025-04-24,234.9600067138672
2025-04-25,230.6199951171875
2025-04-28,233.19000244140625
2025-04-29,234.47000122070312
2025-04-30,233.5800018310547
2025-05-02,233.22999572753906
2025-05-05,236.17999267578125
2025-05-06,232.75
2025-05-07,234.25999450683594
2025-05-08,232.88999938964844
2025-05-09,232.52999877929688
2025-05-12,239.74000549316406
2025-05-13,240.27000427246094
2025-05-14,241.9600067138672
2025-05-15,244.7100067138672
2025-05-16,247.8000030517578
2025-05-19,247.89999389648438
2025-05-20,244.83999633789062
2025-05-21,246.10000610351562
2025-05-22,245.38999938964844
2025-05-23,245.89999389648438
2025-05-26,246.72000122070312
2025-05-27,248.38999938964844
2025-05-28,248.19000244140625
2025-05-29,249.72000122070312
2025-05-30,249.10000610351562
2025-06-02,248.3800048828125
2025-06-03,247.74000549316406
2025-06-04,250.52000427246094
2025-06-05,251.97000122070312
2025-06-06,252.69000244140625
2025-06-09,256.0899963378906
2025-06-10,256.510009765625
2025-06-11,256.1499938964844
2025-06-12,252.6699981689453
2025-06-13,251.52999877929688
2025-06-16,253.25
2025-06-17,252.57000732421875
2025-06-18,251.14999389648438
2025-06-19,247.4199981689453
2025-06-20,250.1699981689453
2025-06-23,250.75
2025-06-24,251.57000732421875
2025-06-25,252.6300048828125
2025-06-26,252.91000366210938
2025-06-27,255.1999969482422
2025-06-30,256.30999755859375
2025-07-01,255.5399932861328
2025-07-02,255.22999572753906
2025-07-03,255.72999572753906
2025-07-04,256.57000732421875
2025-07-07,255.85000610351562
2025-07-08,256.4800109863281
2025-07-09,256.80999755859375
2025-07-10,255.67999267578125
2025-07-11,254.10000610351562
2025-07-14,254.11000061035156
2025-07-15,256.8999938964844
2025-07-16,256.92999267578125
2025-07-17,255.99000549316406
2025-07-18,255.47999572753906
2025-07-21,257.4700012207031
2025-07-22,255.75
2025-07-23,254.8300018310547
2025-07-24,252.8300018310547
2025-07-25,250.00999450683594
2025-07-28,248.61000061035156
2025-07-29,249.72000122070312
2025-07-30,252.0500030517578
2025-07-31,250.0
2025-08-01,247.6300048828125
