Date,GGAL.BA
2015-08-24,17.879430770874023
2015-08-25,17.954872131347656
2015-08-26,19.614566802978516
2015-08-27,20.368974685668945
2015-08-28,20.368974685668945
2015-08-31,19.954050064086914
2015-09-01,19.614566802978516
2015-09-02,19.652286529541016
2015-09-03,20.255809783935547
2015-09-04,20.331253051757812
2015-09-07,20.557579040527344
2015-09-08,21.349700927734375
2015-09-09,21.613744735717773
2015-09-10,21.76462745666504
2015-09-11,21.80234718322754
2015-09-14,21.425146102905273
2015-09-15,21.349700927734375
2015-09-16,20.746177673339844
2015-09-17,20.368974685668945
2015-09-18,20.482131958007812
2015-09-21,19.916330337524414
2015-09-22,18.48295783996582
2015-09-23,18.143476486206055
2015-09-24,17.879430770874023
2015-09-25,19.011043548583984
2015-09-28,18.105754852294922
2015-09-29,19.011043548583984
2015-09-30,18.746999740600586
2015-10-01,17.954872131347656
2015-10-02,18.746999740600586
2015-10-05,18.86016082763672
2015-10-06,18.596118927001953
2015-10-07,19.614566802978516
2015-10-08,20.368974685668945
2015-10-09,20.255809783935547
2015-10-13,20.89706039428711
2015-10-14,20.972496032714844
2015-10-15,21.651464462280273
2015-10-16,21.953227996826172
2015-10-19,22.028669357299805
2015-10-20,21.953227996826172
2015-10-21,21.68918800354004
2015-10-22,21.80234718322754
2015-10-23,22.669912338256836
2015-10-26,25.008575439453125
2015-10-27,24.895410537719727
2015-10-28,27.53583335876465
2015-10-29,27.083192825317383
2015-10-30,27.309513092041016
2015-11-02,26.78142547607422
2015-11-03,26.177907943725586
2015-11-04,26.55510711669922
2015-11-05,26.592824935913086
2015-11-09,27.38495635986328
2015-11-10,28.214805603027344
2015-11-11,28.44112205505371
2015-11-12,28.327960968017578
2015-11-13,28.554285049438477
2015-11-16,29.87448501586914
2015-11-17,30.591184616088867
2015-11-18,30.47801971435547
2015-11-19,30.364858627319336
2015-11-20,31.4587459564209
2015-11-24,28.06391716003418
2015-11-25,26.517391204833984
2015-11-26,27.913034439086914
2015-11-27,27.913034439086914
2015-11-30,27.950761795043945
2015-12-01,27.460399627685547
2015-12-02,27.120906829833984
2015-12-03,26.630542755126953
2015-12-04,27.799875259399414
2015-12-09,28.856048583984375
2015-12-10,28.252521514892578
2015-12-11,27.837596893310547
2015-12-14,26.328786849975586
2015-12-15,26.70598793029785
2015-12-16,26.25334358215332
2015-12-17,27.120906829833984
2015-12-18,25.87613868713379
2015-12-21,25.461217880249023
2015-12-22,26.44194221496582
2015-12-23,27.686721801757812
2015-12-28,26.85686492919922
2015-12-29,27.573556900024414
2015-12-30,27.762161254882812
2016-01-04,27.083192825317383
2016-01-05,27.422677993774414
2016-01-06,27.460399627685547
2016-01-07,27.61128044128418
2016-01-08,27.083192825317383
2016-01-11,27.158626556396484
2016-01-12,27.158626556396484
2016-01-13,26.85686492919922
2016-01-14,26.85686492919922
2016-01-15,25.159454345703125
2016-01-18,25.159454345703125
2016-01-19,25.461217880249023
2016-01-20,24.51820945739746
2016-01-21,25.762983322143555
2016-01-22,27.158626556396484
2016-01-25,27.309513092041016
2016-01-26,28.026203155517578
2016-01-27,28.290246963500977
2016-01-28,27.837596893310547
2016-01-29,28.89376449584961
2016-02-01,29.535011291503906
2016-02-02,30.02537727355957
2016-02-03,29.497291564941406
2016-02-04,30.02537727355957
2016-02-05,30.28941535949707
2016-02-10,30.779783248901367
2016-02-11,30.02537727355957
2016-02-12,30.327144622802734
2016-02-15,30.779783248901367
2016-02-16,31.571910858154297
2016-02-17,33.11844253540039
2016-02-18,32.364036560058594
2016-02-19,32.21315002441406
2016-02-22,33.04300308227539
2016-02-23,33.38248062133789
2016-02-24,34.06145477294922
2016-02-25,35.19306564331055
2016-02-26,34.85357666015625
2016-02-29,35.07990264892578
2016-03-01,35.41939163208008
2016-03-02,35.30622100830078
2016-03-03,34.32549285888672
2016-03-04,33.005287170410156
2016-03-07,32.32632064819336
2016-03-08,32.741249084472656
2016-03-09,32.81667709350586
2016-03-10,32.741249084472656
2016-03-11,32.665802001953125
2016-03-14,31.949108123779297
2016-03-15,31.49647331237793
2016-03-16,32.175437927246094
2016-03-17,32.175437927246094
2016-03-18,32.665802001953125
2016-03-21,32.439476013183594
2016-03-22,32.06227493286133
2016-03-23,31.307870864868164
2016-03-28,31.911394119262695
2016-03-29,31.307870864868164
2016-03-30,30.8929443359375
2016-03-31,31.043819427490234
2016-04-01,31.081546783447266
2016-04-04,30.930665969848633
2016-04-05,30.176259994506836
2016-04-06,29.384126663208008
2016-04-07,28.214805603027344
2016-04-08,29.044647216796875
2016-04-11,28.478845596313477
2016-04-12,29.459571838378906
2016-04-13,31.685073852539062
2016-04-14,31.647356033325195
2016-04-15,31.534194946289062
2016-04-18,32.06227493286133
2016-04-19,33.571083068847656
2016-04-20,32.967567443847656
2016-04-21,33.42020034790039
2016-04-22,32.665802001953125
2016-04-25,31.194700241088867
2016-04-26,31.42102813720703
2016-04-27,30.930665969848633
2016-04-28,31.1192684173584
2016-04-29,30.779783248901367
2016-05-02,31.081546783447266
2016-05-03,30.251693725585938
2016-05-04,30.02537727355957
2016-05-05,30.51573944091797
2016-05-06,30.176259994506836
2016-05-09,31.043819427490234
2016-05-10,31.1192684173584
2016-05-11,31.043819427490234
2016-05-12,30.440298080444336
2016-05-13,29.949941635131836
2016-05-16,29.620779037475586
2016-05-17,28.675039291381836
2016-05-18,28.41022300720215
2016-05-19,28.14542007446289
2016-05-20,28.448055267333984
2016-05-23,28.448055267333984
