Date,MINSURI1.LM
2015-08-24,0.5807334780693054
2015-08-25,0.6134507656097412
2015-08-26,0.6298094391822815
2015-08-27,0.6952442526817322
2015-08-28,0.6952442526817322
2015-08-31,0.744320273399353
2015-09-01,0.7361409664154053
2015-09-02,0.7197822332382202
2015-09-03,0.7197822332382202
2015-09-04,0.6707062125205994
2015-09-08,0.6952442526817322
2015-09-09,0.7116029262542725
2015-09-10,0.7197822332382202
2015-09-11,0.7197822332382202
2015-09-14,0.7197822332382202
2015-09-15,0.6952442526817322
2015-09-16,0.7197822332382202
2015-09-17,0.6952442526817322
2015-09-18,0.6543475985527039
2015-09-21,0.6134507656097412
2015-09-22,0.6134507656097412
2015-09-23,0.6134507656097412
2015-09-24,0.5725539922714233
2015-09-25,0.6134507656097412
2015-09-28,0.6134507656097412
2015-09-29,0.6134507656097412
2015-09-30,0.6134507656097412
2015-10-01,0.6543475985527039
2015-10-02,0.6543475985527039
2015-10-05,0.6707062125205994
2015-10-06,0.6870648264884949
2015-10-07,0.7034235596656799
2015-10-08,0.7034235596656799
2015-10-09,0.7034235596656799
2015-10-12,0.7197822332382202
2015-10-13,0.7116029262542725
2015-10-14,0.7116029262542725
2015-10-15,0.7116029262542725
2015-10-16,0.6788855195045471
2015-10-19,0.6788855195045471
2015-10-20,0.6788855195045471
2015-10-21,0.6625268459320068
2015-10-22,0.6625268459320068
2015-10-23,0.6788855195045471
2015-10-26,0.6788855195045471
2015-10-27,0.6788855195045471
2015-10-28,0.6788855195045471
2015-10-29,0.6543475985527039
2015-10-30,0.6379887461662292
2015-11-02,0.531657338142395
2015-11-03,0.531657338142395
2015-11-04,0.531657338142395
2015-11-05,0.531657338142395
2015-11-06,0.4907606840133667
2015-11-09,0.4907606840133667
2015-11-10,0.4825812578201294
2015-11-11,0.4825812578201294
2015-11-12,0.4825812578201294
2015-11-13,0.4498639404773712
2015-11-16,0.4253259003162384
2015-11-17,0.4253259003162384
2015-11-18,0.4253259003162384
2015-11-19,0.4253259003162384
2015-11-20,0.4416846036911011
2015-11-23,0.4662225842475891
2015-11-24,0.4662225842475891
2015-11-25,0.4907606840133667
2015-11-27,0.531657338142395
2015-11-30,0.531657338142395
2015-12-01,0.531657338142395
2015-12-02,0.531657338142395
2015-12-03,0.531657338142395
2015-12-04,0.5234780311584473
2015-12-07,0.5234780311584473
2015-12-08,0.5234780311584473
2015-12-09,0.5234780311584473
2015-12-10,0.5234780311584473
2015-12-11,0.5152986645698547
2015-12-14,0.507119357585907
2015-12-15,0.507119357585907
2015-12-16,0.5152986645698547
2015-12-17,0.5152986645698547
2015-12-18,0.5152986645698547
2015-12-21,0.5152986645698547
2015-12-22,0.5152986645698547
2015-12-23,0.4498639404773712
2015-12-24,0.4498639404773712
2015-12-28,0.40896719694137573
2015-12-29,0.40896719694137573
2015-12-30,0.40896719694137573
2015-12-31,0.40896719694137573
2016-01-04,0.40896719694137573
2016-01-05,0.40896719694137573
2016-01-06,0.40896719694137573
2016-01-07,0.40896719694137573
2016-01-08,0.3762498199939728
2016-01-11,0.3762498199939728
