Date,BPCL.NS
2015-08-03,90.54634094238281
2015-08-04,93.01222229003906
2015-08-05,92.71833038330078
2015-08-06,93.51539611816406
2015-08-07,95.19918823242188
2015-08-10,94.32242584228516
2015-08-11,92.1852798461914
2015-08-12,86.68058013916016
2015-08-13,88.1999740600586
2015-08-14,87.05419158935547
2015-08-17,86.19735717773438
2015-08-18,89.31584930419922
2015-08-19,88.38432312011719
2015-08-20,89.87380981445312
2015-08-21,88.63835906982422
2015-08-24,81.5594482421875
2015-08-25,85.9582290649414
2015-08-26,83.45745849609375
2015-08-27,87.69683837890625
2015-08-28,88.02912902832031
2015-08-31,90.30410766601562
2015-09-01,88.2745361328125
2015-09-02,86.8175048828125
2015-09-03,85.6774673461914
2015-09-04,86.97085571289062
2015-09-07,84.88505554199219
2015-09-08,83.96996307373047
2015-09-09,83.8676986694336
2015-09-10,85.85638427734375
2015-09-11,86.96578979492188
2015-09-14,90.01782989501953
2015-09-15,89.93603515625
2015-09-16,88.17227935791016
2015-09-18,88.90846252441406
2015-09-21,89.08228302001953
2015-09-22,88.07514190673828
2015-09-23,89.64462280273438
2015-09-24,90.0689468383789
2015-09-28,90.33478546142578
2015-09-29,86.68460083007812
2015-09-30,86.98112487792969
2015-10-01,87.43099212646484
2015-10-05,88.00355529785156
2015-10-06,89.53213500976562
2015-10-07,88.29496002197266
2015-10-08,87.41566467285156
2015-10-09,86.75617218017578
2015-10-12,86.8124008178711
2015-10-13,88.28987121582031
2015-10-14,88.16717529296875
2015-10-15,91.31635284423828
2015-10-16,93.172119140625
2015-10-19,93.91342163085938
2015-10-20,93.29483032226562
2015-10-21,92.08319854736328
2015-10-23,93.06475830078125
2015-10-26,92.40528106689453
2015-10-27,93.519775390625
2015-10-28,92.98296356201172
2015-10-29,89.88491821289062
2015-10-30,89.06693267822266
2015-11-02,89.1385269165039
2015-11-03,89.6395034790039
2015-11-04,90.59041595458984
2015-11-05,90.89714050292969
2015-11-06,91.62308502197266
2015-11-09,92.31836700439453
2015-11-10,89.65484619140625
2015-11-13,92.64044952392578
2015-11-16,91.88382720947266
2015-11-17,89.593505859375
2015-11-18,90.38590240478516
2015-11-19,92.77849578857422
2015-11-20,93.66802978515625
2015-11-23,92.60466003417969
2015-11-24,92.77849578857422
2015-11-26,92.52796936035156
2015-11-27,92.15991973876953
2015-11-30,92.2008056640625
2015-12-01,95.36534881591797
2015-12-02,95.30909729003906
2015-12-03,94.06168365478516
2015-12-04,92.68644714355469
2015-12-07,93.12100219726562
2015-12-08,93.24881744384766
2015-12-09,90.20698547363281
2015-12-10,92.44617462158203
2015-12-11,91.2958984375
2015-12-14,91.0044937133789
2015-12-15,90.96360778808594
