Date,POONAWALLA.NS
2015-08-21,85.26564025878906
2015-08-24,77.18631744384766
2015-08-25,79.87943267822266
2015-08-26,78.9656982421875
2015-08-27,80.36035919189453
2015-08-28,82.76490783691406
2015-08-31,83.53435516357422
2015-09-01,81.7549819946289
2015-09-02,81.7549819946289
2015-09-03,81.80308532714844
2015-09-04,82.90917205810547
2015-09-07,81.7549819946289
2015-09-08,82.81299591064453
2015-09-09,83.82291412353516
2015-09-10,83.24581909179688
2015-09-11,84.3519058227539
2015-09-14,80.50460815429688
2015-09-15,83.29390716552734
2015-09-16,82.13972473144531
2015-09-18,82.62063598632812
2015-09-21,81.65880584716797
2015-09-22,81.7549819946289
2015-09-23,81.56262969970703
2015-09-24,81.8992691040039
2015-09-28,81.80308532714844
2015-09-29,81.7549819946289
2015-09-30,82.81299591064453
2015-10-01,83.58245086669922
2015-10-05,89.35340118408203
2015-10-06,87.47783660888672
2015-10-07,87.57402801513672
2015-10-08,87.958740234375
2015-10-09,86.9007339477539
2015-10-12,85.93891143798828
2015-10-13,86.8045654296875
2015-10-14,86.9488296508789
2015-10-15,86.56410217285156
2015-10-16,85.16946411132812
2015-10-19,86.27555084228516
2015-10-20,87.23737335205078
2015-10-21,88.10301971435547
2015-10-23,87.14119720458984
2015-10-26,86.37174224853516
2015-10-27,86.4679183959961
2015-10-28,86.17936706542969
2015-10-29,86.32364654541016
2015-10-30,86.37174224853516
2015-11-02,87.91065979003906
2015-11-03,88.2472915649414
2015-11-04,86.37174224853516
2015-11-05,87.09310913085938
2015-11-06,86.61219787597656
2015-11-09,86.75647735595703
2015-11-10,86.37174224853516
2015-11-13,86.61219787597656
2015-11-16,89.88240051269531
2015-11-17,87.47783660888672
2015-11-18,89.44957733154297
2015-11-19,87.47783660888672
2015-11-20,86.8045654296875
2015-11-23,86.51600646972656
2015-11-24,87.47783660888672
2015-11-26,91.03658294677734
2015-11-27,91.03658294677734
2015-11-30,91.7579574584961
2015-12-01,91.85413360595703
2015-12-02,95.46095275878906
2015-12-03,95.36478424072266
2015-12-04,90.98848724365234
2015-12-07,92.04650115966797
2015-12-08,91.37322998046875
2015-12-09,91.37322998046875
2015-12-10,91.22895050048828
2015-12-11,91.37322998046875
2015-12-14,91.37322998046875
2015-12-15,91.42131805419922
2015-12-16,91.03658294677734
2015-12-17,91.32512664794922
2015-12-18,91.18086242675781
2015-12-21,91.46940612792969
2015-12-22,96.8556137084961
2015-12-23,96.0380630493164
2015-12-24,93.72968292236328
2015-12-28,95.07623291015625
2015-12-29,91.03658294677734
2015-12-30,88.82438659667969
2015-12-31,88.15110778808594
2016-01-01,88.34346771240234
2016-01-04,87.23737335205078
2016-01-05,86.32364654541016
2016-01-06,85.506103515625
2016-01-07,80.69697570800781
2016-01-08,82.04354095458984
2016-01-11,79.3023452758789
2016-01-12,80.93743896484375
2016-01-13,76.89777374267578
2016-01-14,76.84968566894531
2016-01-15,67.27954864501953
2016-01-18,70.35739135742188
2016-01-19,73.19476318359375
2016-01-20,70.8863754272461
2016-01-21,71.41539001464844
2016-01-22,77.18631744384766
2016-01-25,76.3206787109375
2016-01-27,75.16649627685547
2016-01-28,74.54132080078125
2016-01-29,71.51156616210938
2016-02-01,71.60774993896484
2016-02-02,70.40547943115234
2016-02-03,68.00091552734375
2016-02-04,69.15510559082031
2016-02-05,75.35885620117188
2016-02-08,76.17640686035156
2016-02-09,73.8680419921875
2016-02-10,73.67567443847656
2016-02-11,69.97265625
2016-02-12,72.61767578125
2016-02-15,77.33060455322266
2016-02-16,75.59931945800781
2016-02-17,81.12979888916016
2016-02-18,81.8992691040039
2016-02-19,85.60227966308594
2016-02-22,85.98701477050781
2016-02-23,83.43818664550781
2016-02-24,79.0137939453125
2016-02-25,80.16798400878906
2016-02-26,79.15806579589844
2016-02-29,82.13972473144531
2016-03-01,86.13128662109375
2016-03-02,83.1015396118164
2016-03-03,87.57402801513672
2016-03-04,84.1114501953125
2016-03-08,82.18781280517578
2016-03-09,81.61072540283203
2016-03-10,80.312255859375
2016-03-11,79.78324890136719
2016-03-14,80.16798400878906
2016-03-15,77.33060455322266
2016-03-16,74.49323272705078
2016-03-17,74.92606353759766
2016-03-18,75.83976745605469
2016-03-21,75.31077575683594
2016-03-22,74.34895324707031
2016-03-23,74.34895324707031
2016-03-28,72.665771484375
2016-03-29,71.80011749267578
2016-03-30,72.08866119384766
2016-03-31,71.94439697265625
2016-04-01,74.97413635253906
2016-04-04,74.1565933227539
2016-04-05,74.39704132080078
2016-04-06,76.46495819091797
2016-04-07,75.16649627685547
2016-04-08,76.51304626464844
2016-04-11,77.4748764038086
2016-04-12,80.88935089111328
2016-04-13,85.31372833251953
2016-04-18,86.8045654296875
2016-04-20,85.36181640625
2016-04-21,85.98701477050781
2016-04-22,85.74655151367188
2016-04-25,87.8144760131836
2016-04-26,87.86256408691406
2016-04-27,89.3052978515625
2016-04-28,86.56410217285156
2016-04-29,87.62210845947266
2016-05-02,92.62359619140625
