Date,CCL
2015-08-03,45.047454833984375
2015-08-04,44.74552917480469
2015-08-05,45.40113830566406
2015-08-06,44.9353141784668
2015-08-07,44.96981430053711
2015-08-10,45.21998596191406
2015-08-11,45.02157211303711
2015-08-12,44.13304901123047
2015-08-13,44.95256805419922
2015-08-14,45.23724365234375
2015-08-17,45.625431060791016
2015-08-18,45.54779052734375
2015-08-19,45.37427520751953
2015-08-20,43.31812286376953
2015-08-21,41.97336959838867
2015-08-24,40.324974060058594
2015-08-25,41.07109451293945
2015-08-26,42.381134033203125
2015-08-27,43.15327072143555
2015-08-28,42.94506072998047
2015-08-31,42.710811614990234
2015-09-01,41.452823638916016
2015-09-02,42.893001556396484
2015-09-03,42.858299255371094
2015-09-04,42.45054244995117
2015-09-08,43.96879959106445
2015-09-09,43.838661193847656
2015-09-10,44.003501892089844
2015-09-11,44.576114654541016
2015-09-14,44.576114654541016
2015-09-15,45.061954498291016
2015-09-16,45.86878967285156
2015-09-17,45.756011962890625
2015-09-18,45.17473220825195
2015-09-21,45.70396041870117
2015-09-22,43.196659088134766
2015-09-23,44.68021011352539
2015-09-24,44.1423225402832
2015-09-25,43.98615264892578
2015-09-28,42.19894027709961
2015-09-29,41.843231201171875
2015-09-30,43.11858367919922
2015-10-01,42.9537353515625
2015-10-02,43.170631408691406
2015-10-05,43.70853042602539
2015-10-06,42.650081634521484
2015-10-07,42.728172302246094
2015-10-08,43.04916763305664
2015-10-09,42.82360076904297
2015-10-12,43.6911735534668
2015-10-13,43.26606369018555
2015-10-14,41.956024169921875
2015-10-15,43.90807342529297
2015-10-16,44.33318328857422
2015-10-19,44.992549896240234
2015-10-20,44.82770538330078
2015-10-21,44.6455078125
2015-10-22,45.44368362426758
2015-10-23,46.48477554321289
2015-10-26,46.42404556274414
2015-10-27,46.71034622192383
2015-10-28,46.233177185058594
2015-10-29,46.91856384277344
2015-10-30,46.91856384277344
2015-11-02,46.458744049072266
2015-11-03,45.96422576904297
2015-11-04,45.80806350708008
2015-11-05,45.89482498168945
2015-11-06,46.29391098022461
2015-11-09,45.608524322509766
2015-11-10,46.09437561035156
2015-11-11,45.83408737182617
2015-11-12,45.26149368286133
2015-11-13,44.73227310180664
2015-11-16,44.0468864440918
2015-11-17,43.57838821411133
2015-11-18,43.8925895690918
2015-11-19,44.98358154296875
2015-11-20,45.018497467041016
2015-11-23,44.8526611328125
2015-11-24,43.97987747192383
2015-11-25,44.50354766845703
2015-11-27,44.37262725830078
2015-11-30,44.10206604003906
2015-12-01,44.91374969482422
2015-12-02,44.66938400268555
2015-12-03,43.03726577758789
2015-12-04,44.2417106628418
2015-12-07,44.22425079345703
2015-12-08,43.779136657714844
2015-12-09,43.910057067871094
2015-12-10,44.47737121582031
2015-12-11,44.2417106628418
2015-12-14,44.3289909362793
2015-12-15,45.52471160888672
2015-12-16,45.55962371826172
2015-12-17,44.04096603393555
2015-12-18,45.74290466308594
2015-12-21,47.078277587890625
2015-12-22,47.366302490234375
2015-12-23,47.20047378540039
2015-12-24,47.23537826538086
2015-12-28,47.29647445678711
2015-12-29,48.1256217956543
2015-12-30,48.03834533691406
2015-12-31,47.549583435058594
2016-01-04,47.305213928222656
2016-01-05,46.85135269165039
2016-01-06,46.71171188354492
2016-01-07,45.72544860839844
2016-01-08,45.428707122802734
2016-01-11,47.078277587890625
2016-01-12,47.72413635253906
2016-01-13,45.71672821044922
2016-01-14,45.33270263671875
2016-01-15,43.491111755371094
2016-01-19,42.82779312133789
2016-01-20,42.16447448730469
2016-01-21,43.26418685913086
2016-01-22,43.26418685913086
2016-01-25,42.592140197753906
2016-01-26,43.482383728027344
2016-01-27,41.93754577636719
2016-01-28,40.898921966552734
2016-01-29,42.00737380981445
2016-02-01,42.740516662597656
2016-02-02,39.34536361694336
2016-02-03,39.615928649902344
2016-02-04,39.72065734863281
2016-02-05,37.56486892700195
2016-02-08,36.587345123291016
2016-02-09,37.5037727355957
2016-02-10,37.887794494628906
2016-02-11,37.69578170776367
2016-02-12,38.45512008666992
2016-02-16,39.29298782348633
2016-02-17,40.34736633300781
2016-02-18,39.83775329589844
2016-02-19,40.76032638549805
2016-02-22,41.93770980834961
2016-02-23,42.2628173828125
2016-02-24,42.2013053894043
2016-02-25,42.62305450439453
2016-02-26,42.47368621826172
2016-02-29,42.13980484008789
2016-03-01,43.01844787597656
2016-03-02,42.31552505493164
2016-03-03,42.218875885009766
2016-03-04,42.148590087890625
2016-03-07,41.340232849121094
2016-03-08,40.73396682739258
2016-03-09,40.83061981201172
2016-03-10,40.68124771118164
2016-03-11,42.09587860107422
2016-03-14,42.28037643432617
2016-03-15,42.09587860107422
2016-03-16,42.90422439575195
2016-03-17,43.02722930908203
2016-03-18,43.60712814331055
2016-03-21,43.73892593383789
2016-03-22,42.833927154541016
2016-03-23,42.22766876220703
2016-03-24,42.98329162597656
2016-03-28,43.071163177490234
2016-03-29,43.61592102050781
2016-03-30,46.01461410522461
2016-03-31,46.36608123779297
2016-04-01,46.34850311279297
2016-04-04,46.59453201293945
2016-04-05,45.25019454956055
2016-04-06,45.68074035644531
2016-04-07,44.96904754638672
2016-04-08,44.93388366699219
2016-04-11,44.63514709472656
2016-04-12,45.01296615600586
2016-04-13,45.40836715698242
2016-04-14,45.311710357666016
2016-04-15,44.828453063964844
2016-04-18,44.6702995300293
2016-04-19,44.45941925048828
2016-04-20,43.96738052368164
2016-04-21,43.21174621582031
2016-04-22,42.62305450439453
2016-04-25,43.264469146728516
2016-04-26,43.167816162109375
2016-04-27,43.48413848876953
2016-04-28,42.79878616333008
2016-04-29,43.09752655029297
2016-05-02,43.51926803588867
2016-05-03,43.48413848876953
2016-05-04,43.19417190551758
2016-05-05,42.51762008666992
2016-05-06,43.246891021728516
2016-05-09,43.70378494262695
2016-05-10,44.2749137878418
2016-05-11,44.17824935913086
2016-05-12,44.85481262207031
2016-05-13,43.580780029296875
2016-05-16,43.92345428466797
2016-05-17,43.87073516845703
2016-05-18,44.222190856933594
2016-05-19,43.53684616088867
2016-05-20,43.95859146118164
2016-05-23,43.853153228759766
2016-05-24,44.66151428222656
2016-05-25,43.90948486328125
2016-05-26,42.104618072509766
2016-05-27,42.998207092285156
2016-05-31,42.23733901977539
2016-06-01,42.5115966796875
2016-06-02,42.75932312011719
2016-06-03,42.24618148803711
2016-06-06,41.644561767578125
2016-06-07,42.02499771118164
2016-06-08,42.18425369262695
2016-06-09,42.493900299072266
2016-06-10,41.71533966064453
2016-06-13,41.26412582397461
2016-06-14,41.15795135498047
2016-06-15,41.812652587890625
2016-06-16,41.99845504760742
2016-06-17,42.29927062988281
2016-06-20,42.909732818603516
2016-06-21,43.04244613647461
2016-06-22,43.228240966796875
2016-06-23,43.67060852050781
2016-06-24,40.38822555541992
2016-06-27,38.609901428222656
2016-06-28,38.68954086303711
2016-06-29,39.34424591064453
2016-06-30,39.10536193847656
2016-07-01,39.689292907714844
2016-07-05,38.70723342895508
2016-07-06,38.20293426513672
2016-07-07,38.76917266845703
2016-07-08,39.38848114013672
2016-07-11,40.37054443359375
2016-07-12,41.326053619384766
2016-07-13,41.27296447753906
2016-07-14,40.98100280761719
2016-07-15,40.09626388549805
2016-07-18,40.3616943359375
2016-07-19,39.92817306518555
2016-07-20,40.7155876159668
2016-07-21,40.09626388549805
2016-07-22,40.644805908203125
2016-07-25,40.9721565246582
2016-07-26,40.848297119140625
2016-07-27,40.98100280761719
2016-07-28,41.14026641845703
2016-07-29,41.334896087646484
2016-08-01,41.326053619384766
2016-08-02,40.04318618774414
2016-08-03,40.37054443359375
2016-08-04,40.839447021484375
2016-08-05,41.62685775756836
2016-08-08,41.12256622314453
2016-08-09,39.85738754272461
2016-08-10,40.20243835449219
2016-08-11,40.627113342285156
2016-08-12,40.73328399658203
2016-08-15,40.83060073852539
2016-08-16,41.21104431152344
2016-08-17,41.573787689208984
2016-08-18,41.37913513183594
2016-08-19,41.25527572631836
2016-08-22,41.50300216674805
2016-08-23,42.28157043457031
2016-08-24,42.14788055419922
2016-08-25,42.058746337890625
2016-08-26,41.97853469848633
2016-08-29,42.04983901977539
2016-08-30,42.25482940673828
2016-08-31,42.60242462158203
2016-09-01,43.404563903808594
2016-09-02,41.34573745727539
2016-09-06,40.88227844238281
2016-09-07,40.3742561340332
2016-09-08,39.98211669921875
2016-09-09,39.54539108276367
2016-09-12,40.3029670715332
2016-09-13,40.66838836669922
2016-09-14,41.20313262939453
2016-09-15,41.41704177856445
2016-09-16,41.220970153808594
2016-09-19,40.909019470214844
2016-09-20,41.16748809814453
2016-09-21,40.83771896362305
2016-09-22,41.74681091308594
2016-09-23,42.12114334106445
2016-09-26,41.41704177856445
2016-09-27,43.09261703491211
2016-09-28,43.475860595703125
2016-09-29,43.01240539550781
2016-09-30,43.51150894165039
2016-10-03,43.78779983520508
2016-10-04,43.841285705566406
2016-10-05,43.466949462890625
2016-10-06,43.52042770385742
2016-10-07,42.557861328125
2016-10-10,42.343955993652344
2016-10-11,41.7557258605957
2016-10-12,41.622032165527344
2016-10-13,41.702247619628906
2016-10-14,41.131839752197266
2016-10-17,41.096195220947266
2016-10-18,41.461605072021484
2016-10-19,41.550724029541016
2016-10-20,42.06766128540039
2016-10-21,41.63093948364258
2016-10-24,41.8894157409668
2016-10-25,41.818111419677734
2016-10-26,42.02310562133789
2016-10-27,41.470516204833984
2016-10-28,43.18174362182617
2016-10-31,43.76106643676758
2016-11-01,43.15501022338867
2016-11-02,43.021324157714844
2016-11-03,43.06587600708008
2016-11-04,42.81633758544922
2016-11-07,43.66303634643555
2016-11-08,44.40278244018555
