Date,JUNIORBEES.NS
2015-08-03,210.77999877929688
2015-08-04,212.9600067138672
2015-08-05,216.67999267578125
2015-08-06,216.64999389648438
2015-08-07,215.97000122070312
2015-08-10,216.52999877929688
2015-08-11,213.52999877929688
2015-08-12,210.08999633789062
2015-08-13,210.5500030517578
2015-08-14,212.52000427246094
2015-08-17,213.94000244140625
2015-08-18,215.00999450683594
2015-08-19,215.17999267578125
2015-08-20,213.6999969482422
2015-08-21,210.63999938964844
2015-08-24,194.80999755859375
2015-08-25,199.13999938964844
2015-08-26,197.89999389648438
2015-08-27,201.8000030517578
2015-08-28,203.5500030517578
2015-08-31,202.4199981689453
2015-09-01,199.00999450683594
2015-09-02,200.33999633789062
2015-09-03,199.5399932861328
2015-09-04,197.9499969482422
2015-09-07,192.47000122070312
2015-09-08,191.64999389648438
2015-09-09,195.1199951171875
2015-09-10,195.27999877929688
2015-09-11,195.63999938964844
2015-09-14,198.9600067138672
2015-09-15,197.5
2015-09-16,197.69000244140625
2015-09-18,199.91000366210938
2015-09-21,198.58999633789062
2015-09-22,196.97999572753906
2015-09-23,196.97000122070312
2015-09-24,197.42999267578125
2015-09-28,194.22999572753906
2015-09-29,194.3699951171875
2015-09-30,197.61000061035156
2015-10-01,198.1300048828125
2015-10-05,202.10000610351562
2015-10-06,203.99000549316406
2015-10-07,203.8699951171875
2015-10-08,201.39999389648438
2015-10-09,201.2899932861328
2015-10-12,201.3000030517578
2015-10-13,200.69000244140625
2015-10-14,199.72000122070312
2015-10-15,201.0500030517578
2015-10-16,202.38999938964844
2015-10-19,202.9199981689453
2015-10-20,202.8800048828125
2015-10-21,202.1199951171875
2015-10-23,200.97000122070312
2015-10-26,200.85000610351562
2015-10-27,200.02999877929688
2015-10-28,198.6999969482422
2015-10-29,198.33999633789062
2015-10-30,199.0
2015-11-02,199.25
2015-11-03,199.47999572753906
2015-11-04,199.8300018310547
2015-11-05,198.75999450683594
2015-11-06,197.3800048828125
2015-11-09,198.75
2015-11-10,195.72999572753906
2015-11-13,194.33999633789062
2015-11-16,193.7899932861328
2015-11-17,193.67999267578125
2015-11-18,193.80999755859375
2015-11-19,195.72999572753906
2015-11-20,197.1199951171875
2015-11-23,199.11000061035156
2015-11-24,198.10000610351562
2015-11-26,198.75
2015-11-27,198.6999969482422
2015-11-30,198.55999755859375
2015-12-01,199.27000427246094
2015-12-02,199.89999389648438
2015-12-03,198.05999755859375
2015-12-04,196.80999755859375
2015-12-07,197.08999633789062
2015-12-08,195.55999755859375
2015-12-09,192.50999450683594
2015-12-10,193.83999633789062
2015-12-11,192.41000366210938
2015-12-14,192.10000610351562
2015-12-15,193.11000061035156
2015-12-16,194.8800048828125
2015-12-17,196.08999633789062
2015-12-18,196.57000732421875
2015-12-21,198.0500030517578
2015-12-22,197.6699981689453
2015-12-23,198.33999633789062
2015-12-24,198.60000610351562
2015-12-28,199.92999267578125
2015-12-29,199.9199981689453
2015-12-30,200.14999389648438
2015-12-31,201.1699981689453
2016-01-01,203.6199951171875
2016-01-04,200.5800018310547
2016-01-05,201.32000732421875
2016-01-06,199.97999572753906
2016-01-07,195.77999877929688
2016-01-08,197.80999755859375
2016-01-11,197.61000061035156
2016-01-12,194.97999572753906
2016-01-13,193.50999450683594
2016-01-14,191.24000549316406
2016-01-15,188.72999572753906
2016-01-18,182.57000732421875
2016-01-19,183.36000061035156
2016-01-20,181.61000061035156
2016-01-21,178.77999877929688
2016-01-22,182.60000610351562
2016-01-25,183.1300048828125
2016-01-27,182.22000122070312
2016-01-28,182.4199981689453
2016-01-29,185.02999877929688
2016-02-01,186.64999389648438
2016-02-02,183.19000244140625
2016-02-03,179.75999450683594
2016-02-04,179.85000610351562
2016-02-05,182.0399932861328
2016-02-08,182.72999572753906
2016-02-09,179.74000549316406
2016-02-10,177.2899932861328
2016-02-11,171.72000122070312
2016-02-12,172.17999267578125
2016-02-15,183.47000122070312
2016-02-16,173.4499969482422
2016-02-17,174.83999633789062
2016-02-18,173.9600067138672
2016-02-19,174.60000610351562
2016-02-22,175.72000122070312
2016-02-23,173.33999633789062
2016-02-24,171.8699951171875
2016-02-25,171.85000610351562
2016-02-26,172.9600067138672
2016-02-29,172.57000732421875
2016-03-01,179.77999877929688
2016-03-02,180.61000061035156
2016-03-03,181.52999877929688
2016-03-04,183.7100067138672
2016-03-08,182.75999450683594
2016-03-09,183.2899932861328
2016-03-10,182.86000061035156
2016-03-11,183.2899932861328
2016-03-14,184.5800018310547
2016-03-15,183.88999938964844
2016-03-16,181.77999877929688
2016-03-17,181.80999755859375
2016-03-18,183.50999450683594
2016-03-21,185.6999969482422
2016-03-22,187.3000030517578
2016-03-23,186.8000030517578
2016-03-28,184.63999938964844
2016-03-29,184.4199981689453
2016-03-30,188.07000732421875
2016-03-31,188.13999938964844
2016-04-01,189.5500030517578
2016-04-04,189.75
2016-04-05,186.74000549316406
2016-04-06,187.14999389648438
2016-04-07,187.55999755859375
2016-04-08,188.24000549316406
2016-04-11,190.08999633789062
2016-04-12,191.00999450683594
2016-04-13,193.47999572753906
2016-04-18,194.3800048828125
2016-04-20,195.5399932861328
2016-04-21,194.08999633789062
2016-04-22,195.22000122070312
2016-04-25,193.8699951171875
2016-04-26,195.75
2016-04-27,195.52000427246094
2016-04-28,193.57000732421875
2016-04-29,193.8800048828125
2016-05-02,197.74000549316406
2016-05-03,197.0800018310547
2016-05-04,194.07000732421875
2016-05-05,192.94000244140625
2016-05-06,194.11000061035156
2016-05-09,196.41000366210938
2016-05-10,196.17999267578125
2016-05-11,197.52000427246094
2016-05-12,198.5
2016-05-13,196.55999755859375
2016-05-16,196.24000549316406
2016-05-17,195.94000244140625
2016-05-18,194.9600067138672
2016-05-19,193.33999633789062
2016-05-20,192.60000610351562
2016-05-23,192.14999389648438
2016-05-24,191.5800018310547
2016-05-25,193.02000427246094
2016-05-26,195.6199951171875
2016-05-27,198.52999877929688
2016-05-30,198.6699981689453
2016-05-31,198.0399932861328
2016-06-01,199.1699981689453
2016-06-02,199.14999389648438
2016-06-03,199.22000122070312
2016-06-06,198.0399932861328
2016-06-07,199.86000061035156
2016-06-08,199.49000549316406
2016-06-09,199.72000122070312
2016-06-10,199.33999633789062
2016-06-13,197.7899932861328
2016-06-14,198.30999755859375
2016-06-15,199.9600067138672
2016-06-16,198.8699951171875
2016-06-17,198.47000122070312
2016-06-20,198.8300018310547
2016-06-21,200.8699951171875
2016-06-22,200.3000030517578
2016-06-23,200.42999267578125
2016-06-24,199.6999969482422
2016-06-27,199.32000732421875
2016-06-28,202.72999572753906
2016-06-29,203.6699981689453
2016-06-30,205.92999267578125
2016-07-01,208.66000366210938
2016-07-04,211.49000549316406
2016-07-05,210.02000427246094
2016-07-07,211.10000610351562
2016-07-08,211.3699951171875
2016-07-11,213.8000030517578
2016-07-12,215.02999877929688
2016-07-13,215.22999572753906
2016-07-14,216.08999633789062
2016-07-15,219.13999938964844
2016-07-18,216.10000610351562
2016-07-19,216.2899932861328
2016-07-20,217.60000610351562
2016-07-21,217.22999572753906
2016-07-22,220.07000732421875
2016-07-25,223.1199951171875
2016-07-26,222.1699981689453
2016-07-27,223.67999267578125
2016-07-28,225.1199951171875
2016-07-29,225.41000366210938
2016-08-01,225.35000610351562
2016-08-02,225.49000549316406
2016-08-03,221.36000061035156
2016-08-04,221.52999877929688
2016-08-05,225.8699951171875
2016-08-08,227.55999755859375
2016-08-09,225.91000366210938
2016-08-10,224.33999633789062
2016-08-11,225.32000732421875
2016-08-12,225.1999969482422
2016-08-16,227.0500030517578
