Date,CONCORDBIO.NS
2023-08-18,937.551513671875
2023-08-21,944.8108520507812
2023-08-22,988.267578125
2023-08-23,955.8988037109375
2023-08-24,955.9982299804688
2023-08-25,968.279541015625
2023-08-28,992.09619140625
2023-08-29,962.4620361328125
2023-08-30,955.9485473632812
2023-08-31,968.5281372070312
2023-09-01,965.6442260742188
2023-09-04,964.5006713867188
2023-09-05,983.8423461914062
2023-09-06,1000.9466552734375
2023-09-07,978.7210693359375
2023-09-08,1008.603759765625
2023-09-11,994.9302978515625
2023-09-12,1000.5488891601562
2023-09-13,1015.0675659179688
2023-09-14,999.1566772460938
2023-09-15,1008.2059936523438
2023-09-18,996.9688720703125
2023-09-20,983.9915771484375
2023-09-21,961.0698852539062
2023-09-22,977.925537109375
2023-09-25,986.82568359375
2023-09-26,996.9688720703125
2023-09-27,1009.200439453125
2023-09-28,1033.166259765625
2023-09-29,1077.9654541015625
2023-10-03,1069.86083984375
2023-10-04,1049.7235107421875
2023-10-05,1083.7828369140625
2023-10-06,1115.2069091796875
2023-10-09,1138.725341796875
2023-10-10,1141.1617431640625
2023-10-11,1150.8077392578125
2023-10-12,1144.4930419921875
2023-10-13,1134.4990234375
2023-10-16,1183.723388671875
2023-10-17,1162.939697265625
2023-10-18,1162.5421142578125
2023-10-19,1178.900390625
2023-10-20,1168.011474609375
2023-10-23,1151.6529541015625
2023-10-25,1187.005126953125
2023-10-26,1157.768798828125
2023-10-27,1198.49072265625
2023-10-30,1168.9560546875
2023-10-31,1142.255615234375
2023-11-01,1136.2890625
2023-11-02,1124.25634765625
2023-11-03,1138.5264892578125
2023-11-06,1132.9576416015625
2023-11-07,1193.120849609375
2023-11-08,1317.1763916015625
2023-11-09,1370.2293701171875
2023-11-10,1295.3485107421875
2023-11-13,1295.845703125
2023-11-15,1355.2135009765625
2023-11-16,1298.6302490234375
2023-11-17,1273.0732421875
2023-11-20,1225.6885986328125
2023-11-21,1269.443603515625
2023-11-22,1254.6761474609375
2023-11-23,1269.5430908203125
2023-11-24,1250.84765625
2023-11-28,1246.1241455078125
2023-11-29,1278.6917724609375
2023-11-30,1329.4078369140625
2023-12-01,1298.4810791015625
2023-12-04,1336.965576171875
2023-12-05,1347.357421875
2023-12-06,1325.728515625
2023-12-07,1314.3919677734375
2023-12-08,1309.171142578125
2023-12-11,1313.9444580078125
2023-12-12,1299.5748291015625
2023-12-13,1314.88916015625
2023-12-14,1314.5908203125
2023-12-15,1313.6461181640625
2023-12-18,1319.2646484375
2023-12-19,1319.9608154296875
2023-12-20,1341.8880615234375
2023-12-21,1353.622314453125
2023-12-22,1496.323486328125
2023-12-26,1497.7156982421875
2023-12-27,1475.241455078125
2023-12-28,1441.3809814453125
2023-12-29,1463.606689453125
2024-01-01,1471.164306640625
2024-01-02,1504.37841796875
2024-01-03,1544.0562744140625
2024-01-04,1539.1337890625
2024-01-05,1541.321533203125
2024-01-08,1541.0728759765625
2024-01-09,1548.928955078125
2024-01-10,1498.5609130859375
2024-01-11,1462.5126953125
2024-01-12,1420.895751953125
2024-01-15,1420.895751953125
2024-01-16,1425.42041015625
2024-01-17,1380.1737060546875
2024-01-18,1359.0419921875
2024-01-19,1382.11279296875
2024-01-23,1388.775634765625
2024-01-24,1413.7855224609375
2024-01-25,1378.3836669921875
2024-01-29,1377.9859619140625
2024-01-30,1423.1331787109375
2024-01-31,1447.795166015625
2024-02-01,1444.563232421875
2024-02-02,1456.0489501953125
2024-02-05,1437.3038330078125
2024-02-06,1482.15283203125
2024-02-07,1464.4022216796875
2024-02-08,1467.087158203125
2024-02-09,1448.9884033203125
2024-02-12,1428.1053466796875
2024-02-13,1391.062744140625
2024-02-14,1392.3057861328125
2024-02-15,1395.58740234375
2024-02-16,1455.85009765625
2024-02-19,1400.6092529296875
2024-02-20,1379.5771484375
2024-02-21,1435.36474609375
2024-02-22,1434.9669189453125
2024-02-23,1467.0374755859375
2024-02-26,1496.0748291015625
2024-02-27,1491.1026611328125
2024-02-28,1463.3580322265625
2024-02-29,1447.8946533203125
2024-03-01,1470.5677490234375
2024-03-04,1447.546630859375
2024-03-05,1433.773681640625
2024-03-06,1382.311767578125
2024-03-07,1523.7698974609375
2024-03-11,1438.0994873046875
2024-03-12,1410.354736328125
2024-03-13,1365.4560546875
2024-03-14,1388.1788330078125
2024-03-15,1394.0460205078125
2024-03-18,1461.866455078125
2024-03-19,1452.9661865234375
2024-03-20,1448.2923583984375
2024-03-21,1458.435546875
2024-03-22,1484.7880859375
2024-03-26,1488.9647216796875
2024-03-27,1489.909423828125
2024-03-28,1512.3338623046875
2024-04-01,1479.8656005859375
2024-04-02,1480.263427734375
2024-04-03,1500.5498046875
2024-04-04,1505.2236328125
2024-04-05,1527.7972412109375
2024-04-08,1517.0574951171875
2024-04-09,1518.8970947265625
2024-04-10,1502.0413818359375
2024-04-12,1551.315673828125
2024-04-15,1527.3995361328125
2024-04-16,1520.78662109375
2024-04-18,1575.530029296875
2024-04-19,1584.1319580078125
2024-04-22,1574.58544921875
2024-04-23,1604.517822265625
2024-04-24,1620.5281982421875
2024-04-25,1627.2904052734375
2024-04-26,1650.8087158203125
2024-04-29,1641.2620849609375
2024-04-30,1657.8194580078125
2024-05-02,1649.6651611328125
2024-05-03,1608.744140625
2024-05-06,1569.762451171875
2024-05-07,1548.382080078125
2024-05-08,1544.553466796875
2024-05-09,1492.9425048828125
2024-05-10,1500.698974609375
2024-05-13,1498.8592529296875
2024-05-14,1494.9312744140625
2024-05-15,1479.119873046875
2024-05-16,1450.132080078125
2024-05-17,1423.7298583984375
2024-05-21,1443.6185302734375
2024-05-22,1451.9718017578125
2024-05-23,1451.0767822265625
2024-05-24,1443.56884765625
2024-05-27,1432.7294921875
2024-05-28,1388.02978515625
2024-05-29,1440.6849365234375
2024-05-30,1441.2816162109375
2024-05-31,1455.3529052734375
2024-06-03,1438.8453369140625
2024-06-04,1405.134033203125
2024-06-05,1477.77734375
2024-06-06,1458.8333740234375
2024-06-07,1445.4085693359375
2024-06-10,1439.7899169921875
2024-06-11,1440.8837890625
2024-06-12,1423.580810546875
2024-06-13,1436.657470703125
2024-06-14,1521.9798583984375
2024-06-18,1573.8892822265625
2024-06-19,1567.127197265625
2024-06-20,1563.050048828125
2024-06-21,1559.6500244140625
2024-06-24,1522.0
2024-06-25,1541.25
2024-06-26,1501.1500244140625
2024-06-27,1561.25
2024-06-28,1549.050048828125
2024-07-01,1528.0
2024-07-02,1542.5
2024-07-03,1589.800048828125
2024-07-04,1716.9000244140625
2024-07-05,1683.699951171875
2024-07-08,1689.0999755859375
2024-07-09,1696.6500244140625
2024-07-10,1702.550048828125
2024-07-11,1689.9000244140625
2024-07-12,1689.9000244140625
2024-07-15,1713.25
2024-07-16,1701.8499755859375
2024-07-18,1696.199951171875
2024-07-19,1672.550048828125
2024-07-22,1663.0
2024-07-23,1720.050048828125
2024-07-24,1720.949951171875
2024-07-25,1694.699951171875
2024-07-26,1702.6500244140625
2024-07-29,1685.8499755859375
2024-07-30,1645.4000244140625
2024-07-31,1640.4000244140625
2024-08-01,1600.949951171875
2024-08-02,1579.300048828125
2024-08-05,1543.5999755859375
2024-08-06,1546.3499755859375
2024-08-07,1577.550048828125
2024-08-08,1585.449951171875
2024-08-09,1553.6500244140625
2024-08-12,1510.550048828125
2024-08-13,1557.5999755859375
2024-08-14,1572.0999755859375
2024-08-16,1634.199951171875
2024-08-19,1642.050048828125
2024-08-20,1655.550048828125
2024-08-21,1609.550048828125
2024-08-22,1598.5999755859375
2024-08-23,1643.75
2024-08-26,1612.9000244140625
2024-08-27,1592.550048828125
2024-08-28,1612.5999755859375
2024-08-29,1705.5999755859375
2024-08-30,1665.9000244140625
2024-09-02,1734.550048828125
2024-09-03,1768.6500244140625
2024-09-04,1787.449951171875
2024-09-05,1853.699951171875
2024-09-06,1835.9000244140625
2024-09-09,1854.4000244140625
2024-09-10,1897.6500244140625
2024-09-11,1941.0
2024-09-12,2004.75
2024-09-13,2079.300048828125
2024-09-16,2085.949951171875
2024-09-17,2076.199951171875
2024-09-18,2181.550048828125
2024-09-19,2250.550048828125
2024-09-20,2601.10009765625
2024-09-23,2382.35009765625
2024-09-24,2224.5
2024-09-25,2224.85009765625
2024-09-26,2131.64990234375
2024-09-27,2047.800048828125
2024-09-30,2032.550048828125
2024-10-01,1979.800048828125
2024-10-03,1923.5999755859375
2024-10-04,1921.25
2024-10-07,1836.949951171875
2024-10-08,1900.449951171875
2024-10-09,1948.550048828125
2024-10-10,1877.949951171875
2024-10-11,1895.6500244140625
2024-10-14,1922.25
2024-10-15,1934.5999755859375
2024-10-16,1998.300048828125
2024-10-17,2018.9000244140625
2024-10-18,2018.050048828125
2024-10-21,1955.199951171875
2024-10-22,1839.050048828125
2024-10-23,1843.3499755859375
2024-10-24,1814.949951171875
2024-10-25,1807.4000244140625
2024-10-28,1828.8499755859375
2024-10-29,1820.5
2024-10-30,1806.0
2024-10-31,1830.300048828125
2024-11-01,1861.300048828125
2024-11-04,1815.25
2024-11-05,1810.8499755859375
2024-11-06,1838.25
2024-11-07,1827.699951171875
2024-11-08,1850.0
2024-11-11,1882.949951171875
2024-11-12,1862.25
2024-11-13,1853.75
2024-11-14,1897.75
2024-11-18,1915.0
2024-11-19,1900.9000244140625
2024-11-21,1991.199951171875
2024-11-22,2019.300048828125
2024-11-25,2061.800048828125
2024-11-26,2072.699951171875
2024-11-27,2067.64990234375
2024-11-28,2033.699951171875
2024-11-29,2127.5
2024-12-02,2184.25
2024-12-03,2197.64990234375
2024-12-04,2181.10009765625
2024-12-05,2198.35009765625
2024-12-06,2171.699951171875
