Date,ENT.L
2016-07-08,605.8870849609375
2016-07-11,621.3587646484375
2016-07-12,612.8743286132812
2016-07-13,637.329345703125
2016-07-14,621.8577270507812
2016-07-15,610.8779296875
2016-07-18,604.3898315429688
2016-07-19,614.8706665039062
2016-07-20,625.351318359375
2016-07-21,626.3494873046875
2016-07-22,622.3568115234375
2016-07-25,623.8541259765625
2016-07-26,614.3714599609375
2016-07-27,621.8577270507812
2016-07-28,620.3604736328125
2016-07-29,629.8430786132812
2016-08-01,638.8267211914062
2016-08-02,662.2835693359375
2016-08-03,672.26513671875
2016-08-04,671.2670288085938
2016-08-05,685.7404174804688
2016-08-08,682.2468872070312
2016-08-09,688.2359619140625
2016-08-10,684.7423095703125
2016-08-11,693.2266845703125
2016-08-12,693.2266845703125
2016-08-15,693.7255859375
2016-08-16,696.2212524414062
2016-08-17,703.2083129882812
2016-08-18,704.2064819335938
2016-08-19,701.2119750976562
2016-08-22,702.709228515625
2016-08-23,706.701904296875
2016-08-24,703.7074584960938
2016-08-25,697.2194213867188
2016-08-26,699.2156372070312
2016-08-30,698.217529296875
2016-08-31,688.2359619140625
2016-09-01,698.217529296875
2016-09-02,703.2083129882812
2016-09-05,710.6946411132812
2016-09-06,706.2029418945312
2016-09-07,712.6910400390625
2016-09-08,720.17724609375
2016-09-09,713.1900024414062
2016-09-12,709.6964721679688
2016-09-13,723.6708374023438
2016-09-14,724.169921875
2016-09-15,725.1680297851562
2016-09-16,717.681884765625
2016-09-19,720.17724609375
2016-09-20,767.590087890625
2016-09-21,754.6138916015625
2016-09-22,753.1167602539062
2016-09-23,745.6304321289062
2016-09-26,736.1478271484375
2016-09-27,738.1442260742188
2016-09-28,741.6378173828125
2016-09-29,732.6542358398438
2016-09-30,740.6395874023438
2016-10-03,746.6284790039062
2016-10-04,748.1259155273438
2016-10-05,741.6378173828125
2016-10-06,750.6212158203125
2016-10-07,749.1240234375
2016-10-10,758.6065673828125
2016-10-11,748.6248168945312
2016-10-12,731.156982421875
2016-10-13,730.1588134765625
2016-10-14,732.6542358398438
2016-10-17,733.1532592773438
2016-10-18,723.6708374023438
2016-10-19,707.7000122070312
2016-10-20,718.180908203125
2016-10-21,704.2064819335938
2016-10-24,702.210205078125
2016-10-25,677.755126953125
2016-10-26,684.7423095703125
2016-10-27,697.7183837890625
2016-10-28,693.2266845703125
2016-10-31,695.2230224609375
2016-11-01,699.2156372070312
2016-11-02,684.7423095703125
2016-11-03,687.2377319335938
2016-11-04,671.7661743164062
2016-11-07,675.2596435546875
2016-11-08,666.7753295898438
2016-11-09,654.7973022460938
2016-11-10,627.8467407226562
2016-11-11,624.3531494140625
2016-11-14,640.3237915039062
2016-11-15,644.3164672851562
2016-11-16,636.3310546875
2016-11-17,640.8229370117188
2016-11-18,647.8101806640625
2016-11-21,645.813720703125
2016-11-22,652.8009643554688
2016-11-23,658.7899780273438
2016-11-24,668.2723999023438
2016-11-25,674.7606811523438
2016-11-28,669.2706298828125
2016-11-29,670.2689208984375
2016-11-30,650.8046264648438
2016-12-01,655.79541015625
2016-12-02,628.3458862304688
2016-12-05,630.3421020507812
2016-12-06,627.3478393554688
2016-12-07,634.8339233398438
2016-12-08,628.3458862304688
2016-12-09,633.8357543945312
2016-12-12,627.3478393554688
2016-12-13,615.8687744140625
2016-12-14,613.8724975585938
2016-12-15,661.7843627929688
2016-12-16,647.31103515625
2016-12-19,645.813720703125
2016-12-20,645.314697265625
2016-12-21,634.8339233398438
2016-12-22,644.3164672851562
2016-12-23,644.3164672851562
2016-12-28,640.3237915039062
2016-12-29,644.3164672851562
2016-12-30,641.322021484375
2017-01-03,648.8084106445312
2017-01-04,657.791748046875
2017-01-05,649.8065185546875
2017-01-06,645.314697265625
2017-01-09,634.8339233398438
2017-01-10,631.8394775390625
2017-01-11,617.8651733398438
2017-01-12,613.8724975585938
2017-01-13,617.8651733398438
2017-01-16,615.8687744140625
2017-01-17,606.3860473632812
2017-01-18,623.3550415039062
2017-01-19,619.861328125
2017-01-20,619.861328125
2017-01-23,614.8706665039062
2017-01-24,601.3953857421875
2017-01-25,592.910888671875
2017-01-26,606.3860473632812
2017-01-27,611.8761596679688
2017-01-30,603.8906860351562
2017-01-31,604.888916015625
2017-02-01,614.8706665039062
2017-02-02,653.799072265625
2017-02-03,669.2706298828125
2017-02-06,671.2670288085938
2017-02-07,680.2506103515625
2017-02-08,679.2523193359375
2017-02-09,689.2340087890625
2017-02-10,698.7164916992188
2017-02-13,698.217529296875
2017-02-14,699.7147216796875
2017-02-15,697.2194213867188
2017-02-16,692.7275390625
2017-02-17,688.7349243164062
2017-02-20,681.2486572265625
2017-02-21,682.2468872070312
2017-02-22,681.7477416992188
2017-02-23,680.7496948242188
2017-02-24,675.7587890625
2017-02-27,686.7386474609375
2017-02-28,693.7255859375
2017-03-01,696.72021484375
2017-03-02,689.733154296875
2017-03-03,687.7366943359375
2017-03-06,701.2119750976562
2017-03-07,694.7240600585938
2017-03-08,699.2156372070312
2017-03-09,709.6964721679688
2017-03-10,716.6834716796875
2017-03-13,717.681884765625
2017-03-14,715.1864013671875
2017-03-15,717.1826782226562
2017-03-16,718.180908203125
2017-03-17,718.6798706054688
2017-03-20,720.6762084960938
2017-03-21,715.1864013671875
2017-03-22,706.701904296875
2017-03-23,744.63232421875
2017-03-24,757.1094360351562
2017-03-27,750.6212158203125
2017-03-28,743.6341552734375
2017-03-29,742.6359252929688
2017-03-30,726.1663208007812
2017-03-31,732.1552124023438
2017-04-03,718.6798706054688
2017-04-04,728.66162109375
2017-04-05,718.6798706054688
2017-04-06,715.6853637695312
2017-04-07,715.1864013671875
2017-04-10,709.1973266601562
2017-04-11,717.681884765625
2017-04-12,722.173583984375
2017-04-13,737.6451416015625
2017-04-18,729.1607055664062
2017-04-19,733.6524047851562
2017-04-20,735.149658203125
2017-04-21,732.6542358398438
2017-04-24,740.6395874023438
2017-04-25,744.1332397460938
2017-04-26,752.6176147460938
2017-04-27,744.1332397460938
2017-04-28,745.6304321289062
2017-05-02,755.6121215820312
2017-05-03,744.63232421875
2017-05-04,740.1405029296875
2017-05-05,737.6451416015625
2017-05-08,736.1478271484375
2017-05-09,747.6267700195312
2017-05-10,765.0946044921875
2017-05-11,766.5919189453125
2017-05-12,765.5938110351562
2017-05-15,759.6047973632812
2017-05-16,768.5882568359375
2017-05-17,769.08740234375
2017-05-18,763.098388671875
2017-05-19,764.5955810546875
2017-05-22,766.0928344726562
2017-05-23,771.0836181640625
2017-05-24,763.5974731445312
2017-05-25,780.566162109375
2017-05-26,810.51123046875
2017-05-30,800.5297241210938
2017-05-31,802.5259399414062
2017-06-01,798.5332641601562
2017-06-02,790.5479736328125
2017-06-05,777.57177734375
2017-06-06,773.0800170898438
2017-06-07,785.5570068359375
2017-06-08,782.0634765625
2017-06-09,790.0488891601562
2017-06-12,766.5919189453125
2017-06-13,791.0470581054688
2017-06-14,817.9974975585938
2017-06-15,798.5332641601562
2017-06-16,786.0562744140625
2017-06-19,798.5332641601562
2017-06-20,797.5350952148438
2017-06-21,790.0488891601562
2017-06-22,780.0671997070312
2017-06-23,772.5809326171875
2017-06-26,772.2076416015625
2017-06-27,748.6268310546875
2017-06-28,755.1129760742188
2017-06-29,751.120361328125
2017-06-30,755.1129760742188
2017-07-03,758.1076049804688
2017-07-04,756.1111450195312
2017-07-05,768.5882568359375
2017-07-06,766.5919189453125
2017-07-07,774.5772705078125
2017-07-10,761.10205078125
2017-07-11,749.1240234375
2017-07-12,747.6267700195312
2017-07-13,748.6248168945312
2017-07-14,751.120361328125
2017-07-17,755.1129760742188
2017-07-18,762.1001586914062
2017-07-19,763.5974731445312
2017-07-20,763.5974731445312
2017-07-21,769.08740234375
2017-07-24,756.6101684570312
2017-07-25,760.6029052734375
2017-07-26,764.096435546875
2017-07-27,768.0892333984375
2017-07-28,768.5882568359375
2017-07-31,767.091064453125
2017-08-01,767.590087890625
2017-08-02,776.0745849609375
2017-08-03,781.0654907226562
2017-08-04,793.5424194335938
2017-08-07,783.560791015625
2017-08-08,762.5991821289062
2017-08-09,747.6267700195312
2017-08-10,747.6267700195312
2017-08-11,748.6248168945312
2017-08-14,760.6029052734375
2017-08-15,755.6121215820312
2017-08-16,764.096435546875
2017-08-17,755.1129760742188
2017-08-18,752.6176147460938
2017-08-21,749.6231079101562
2017-08-22,749.1240234375
2017-08-23,753.1167602539062
2017-08-24,758.1076049804688
2017-08-25,753.6157836914062
2017-08-29,746.6284790039062
2017-08-30,758.6065673828125
2017-08-31,779.0690307617188
2017-09-01,796.0377197265625
2017-09-04,792.0452270507812
2017-09-05,778.07080078125
2017-09-06,773.0800170898438
2017-09-07,780.0671997070312
2017-09-08,791.5460815429688
2017-09-11,791.5460815429688
2017-09-12,797.0359497070312
2017-09-13,798.0341796875
2017-09-14,849.9387817382812
2017-09-15,837.9607543945312
2017-09-18,842.9515991210938
2017-09-19,851.9351806640625
2017-09-20,858.4232177734375
2017-09-21,837.10498046875
2017-09-22,855.0750732421875
2017-09-25,847.5875854492188
2017-09-26,836.1066284179688
2017-09-27,830.6157836914062
2017-09-28,821.131591796875
2017-09-29,819.6340942382812
2017-10-02,826.6224975585938
2017-10-03,843.59423828125
2017-10-04,849.0849609375
2017-10-05,848.5859375
2017-10-06,854.5758666992188
2017-10-09,858.0701293945312
2017-10-10,852.0800170898438
2017-10-11,866.0567016601562
2017-10-12,903.9934692382812
2017-10-13,910.98193359375
2017-10-16,902.4960327148438
2017-10-17,900.99853515625
2017-10-18,906.988525390625
2017-10-19,901.9967651367188
2017-10-20,903.4943237304688
2017-10-23,905.4910278320312
2017-10-24,905.4910278320312
2017-10-25,910.98193359375
2017-10-26,907.4876708984375
2017-10-27,924.4592895507812
2017-10-30,928.4527587890625
2017-10-31,935.9403076171875
2017-11-01,945.4244384765625
2017-11-02,930.4493408203125
2017-11-03,918.9685668945312
2017-11-06,903.4943237304688
2017-11-07,899.5010375976562
2017-11-08,899.5010375976562
2017-11-09,884.0267333984375
2017-11-10,889.0184936523438
2017-11-13,873.045166015625
2017-11-14,892.5125732421875
2017-11-15,895.008544921875
2017-11-16,914.4760131835938
2017-11-17,917.9701538085938
2017-11-20,919.4677734375
2017-11-21,926.955322265625
2017-11-22,918.9685668945312
2017-11-23,918.4694213867188
2017-11-24,914.4760131835938
2017-11-27,909.9834594726562
2017-11-28,918.4694213867188
2017-11-29,908.4859619140625
2017-11-30,900.000244140625
2017-12-01,907.4876708984375
2017-12-04,904.4927368164062
2017-12-05,903.4943237304688
2017-12-06,907.4876708984375
2017-12-07,952.9119873046875
2017-12-08,959.401123046875
2017-12-11,953.4111328125
2017-12-12,927.454345703125
2017-12-13,910.98193359375
2017-12-14,924.9585571289062
2017-12-15,926.4561767578125
2017-12-18,927.95361328125
2017-12-19,925.9569091796875
2017-12-20,936.9385986328125
2017-12-21,932.446044921875
2017-12-22,910.98193359375
2017-12-27,925.9569091796875
2017-12-28,931.947021484375
2017-12-29,923.4609985351562
2018-01-02,942.9287109375
2018-01-03,960.898681640625
2018-01-04,980.3662719726562
2018-01-05,966.8887939453125
2018-01-08,951.9136962890625
2018-01-09,948.4194946289062
2018-01-10,956.9053955078125
2018-01-11,953.4111328125
2018-01-12,938.4360961914062
2018-01-15,927.95361328125
2018-01-16,933.943603515625
2018-01-17,921.963623046875
2018-01-18,922.9619750976562
2018-01-19,936.4395141601562
2018-01-22,924.9585571289062
2018-01-23,941.4310913085938
2018-01-24,943.4277954101562
2018-01-25,946.4229125976562
2018-01-26,919.966796875
2018-01-29,922.462646484375
2018-01-30,924.4592895507812
2018-01-31,925.4577026367188
2018-02-01,917.4710693359375
2018-02-02,908.4859619140625
2018-02-05,899.0018310546875
2018-02-06,877.5375366210938
2018-02-07,871.5475463867188
2018-02-08,864.0601196289062
2018-02-09,872.5458374023438
2018-02-12,879.5343017578125
2018-02-13,873.045166015625
2018-02-14,893.510986328125
2018-02-15,889.0184936523438
2018-02-16,907.4876708984375
2018-02-19,904.4927368164062
2018-02-20,914.4760131835938
2018-02-21,920.9652099609375
2018-02-22,919.4677734375
2018-02-23,910.98193359375
2018-02-26,902.9952392578125
2018-02-27,898.5025634765625
2018-02-28,891.5143432617188
2018-03-01,881.03173828125
2018-03-02,871.0485229492188
2018-03-05,858.5692138671875
2018-03-06,871.0485229492188
2018-03-07,894.0101318359375
2018-03-08,899.0018310546875
2018-03-09,943.927001953125
2018-03-12,954.90869140625
2018-03-13,953.4111328125
2018-03-14,949.4177856445312
2018-03-15,947.421142578125
2018-03-16,953.4111328125
2018-03-19,955.906982421875
2018-03-20,932.446044921875
2018-03-21,943.4277954101562
2018-03-22,950.0928955078125
2018-03-23,927.6261596679688
2018-03-26,909.153564453125
2018-03-27,932.1195678710938
2018-03-28,916.6424560546875
2018-03-29,917.6409912109375
2018-04-03,908.6542358398438
2018-04-04,901.6647338867188
2018-04-05,907.156494140625
2018-04-06,906.6572265625
2018-04-09,906.6572265625
2018-04-10,927.6261596679688
2018-04-11,926.627685546875
2018-04-12,926.627685546875
2018-04-13,941.106201171875
2018-04-16,942.60400390625
2018-04-17,946.0987548828125
2018-04-18,960.078125
2018-04-19,971.0618286132812
2018-04-20,960.078125
2018-04-23,969.5640869140625
2018-04-24,911.150634765625
2018-04-25,891.18017578125
2018-04-26,908.6542358398438
2018-04-27,898.6690063476562
2018-04-30,891.18017578125
2018-05-01,904.6602172851562
2018-05-02,893.676513671875
2018-05-03,877.7001342773438
2018-05-04,869.7120361328125
2018-05-08,873.7059936523438
2018-05-09,871.209716796875
2018-05-10,871.209716796875
2018-05-11,874.2053833007812
2018-05-14,938.6099853515625
2018-05-15,919.1387329101562
2018-05-16,914.1461791992188
2018-05-17,959.5787963867188
2018-05-18,970.5626831054688
2018-05-21,983.5433959960938
2018-05-22,992.530029296875
2018-05-23,978.5509033203125
2018-05-24,981.5463256835938
2018-05-25,1024.4827880859375
2018-05-29,1007.5078735351562
2018-05-30,1012.5006103515625
2018-05-31,1015.4959716796875
2018-06-01,1010.5035400390625
2018-06-04,1036.465087890625
2018-06-05,1046.4501953125
2018-06-06,1034.4678955078125
2018-06-07,1054.4384765625
2018-06-08,1053.4398193359375
2018-06-11,1050.4442138671875
2018-06-12,1053.4398193359375
2018-06-13,1029.475341796875
2018-06-14,1033.469482421875
2018-06-15,1003.5137939453125
2018-06-18,1026.479736328125
2018-06-19,1019.4901123046875
2018-06-20,1019.4901123046875
2018-06-21,1022.4856567382812
2018-06-22,1033.469482421875
2018-06-25,1024.4827880859375
2018-06-26,1045.4517822265625
2018-06-27,1046.4501953125
2018-06-28,1038.462158203125
2018-06-29,1049.44580078125
2018-07-02,1034.4678955078125
2018-07-03,1047.4488525390625
2018-07-04,1045.4517822265625
2018-07-05,1039.460693359375
2018-07-06,1048.447265625
2018-07-09,1059.430908203125
2018-07-10,1089.3865966796875
2018-07-11,1082.39697265625
2018-07-12,1104.3643798828125
2018-07-13,1098.373291015625
2018-07-16,1085.093017578125
2018-07-17,1105.3629150390625
2018-07-18,1088.38818359375
2018-07-19,1078.4029541015625
2018-07-20,1096.3763427734375
2018-07-23,1100.370361328125
2018-07-24,1101.368896484375
2018-07-25,1087.3897705078125
2018-07-26,1100.370361328125
2018-07-27,1093.380615234375
2018-07-30,1152.29345703125
2018-07-31,1168.2696533203125
2018-08-01,1148.29931640625
2018-08-02,1133.3214111328125
2018-08-03,1130.326171875
2018-08-06,1129.327392578125
2018-08-07,1133.3214111328125
2018-08-08,1136.3170166015625
2018-08-09,1134.320068359375
2018-08-10,1123.3363037109375
2018-08-13,1103.365966796875
2018-08-14,1113.3509521484375
2018-08-15,1094.379150390625
2018-08-16,1094.379150390625
2018-08-17,1097.375
2018-08-20,1103.365966796875
2018-08-21,1090.3851318359375
2018-08-22,1088.38818359375
2018-08-23,1105.3629150390625
2018-08-24,1090.3851318359375
2018-08-28,1099.3720703125
2018-08-29,1098.373291015625
2018-08-30,1108.3585205078125
2018-08-31,1100.370361328125
2018-09-03,1103.365966796875
2018-09-04,1094.379150390625
2018-09-05,1096.3763427734375
2018-09-06,1090.3851318359375
2018-09-07,1063.42529296875
2018-09-10,1063.42529296875
2018-09-11,1059.430908203125
2018-09-12,1060.4295654296875
2018-09-13,1056.435546875
2018-09-14,1029.475341796875
2018-09-17,993.528564453125
2018-09-18,970.5626831054688
2018-09-19,997.0234375
2018-09-20,969.7194213867188
2018-09-21,966.2241821289062
2018-09-24,973.7142944335938
2018-09-25,966.723388671875
2018-09-26,956.7366333007812
2018-09-27,943.7537231445312
2018-09-28,917.2886352539062
2018-10-01,938.260986328125
2018-10-02,924.77880859375
2018-10-03,939.259521484375
2018-10-04,920.7841796875
2018-10-05,920.7841796875
2018-10-08,885.8302612304688
2018-10-09,889.3257446289062
2018-10-10,894.319091796875
2018-10-11,898.81298828125
2018-10-12,930.7708129882812
2018-10-15,936.263671875
2018-10-16,923.7801513671875
2018-10-17,928.2741088867188
2018-10-18,944.2531127929688
2018-10-19,958.7339477539062
2018-10-22,936.263671875
2018-10-23,869.35205078125
2018-10-24,865.3572998046875
2018-10-25,872.8472900390625
2018-10-26,864.3585815429688
2018-10-29,920.7841796875
2018-10-30,932.2689819335938
2018-10-31,935.7643432617188
2018-11-01,941.7564086914062
2018-11-02,949.2465209960938
2018-11-05,892.3217163085938
2018-11-06,890.3242797851562
2018-11-07,881.8353881835938
2018-11-08,868.8527221679688
2018-11-09,836.8948974609375
2018-11-12,786.9607543945312
2018-11-13,776.4746704101562
2018-11-14,819.9172973632812
2018-11-15,775.975341796875
2018-11-16,785.9620971679688
2018-11-19,778.9713745117188
2018-11-20,745.5154418945312
2018-11-21,774.477294921875
2018-11-22,790.4562377929688
2018-11-23,807.93310546875
2018-11-26,807.93310546875
2018-11-27,777.4732666015625
2018-11-28,767.98583984375
2018-11-29,750.5089721679688
2018-11-30,738.0254516601562
2018-12-03,775.975341796875
2018-12-04,728.0385131835938
2018-12-05,721.5471801757812
2018-12-06,681.1005859375
2018-12-07,668.11767578125
2018-12-10,628.6698608398438
2018-12-11,641.652587890625
2018-12-12,669.116455078125
2018-12-13,660.6276245117188
2018-12-14,720.5484008789062
2018-12-17,685.0953369140625
2018-12-18,694.5827026367188
2018-12-19,689.0900268554688
2018-12-20,676.1072387695312
2018-12-21,682.5985107421875
2018-12-24,668.11767578125
2018-12-27,676.6064453125
2018-12-28,680.1018676757812
2018-12-31,673.1110229492188
2019-01-02,688.09130859375
2019-01-03,675.60791015625
2019-01-04,687.0927124023438
2019-01-07,688.5906372070312
2019-01-08,714.0570068359375
2019-01-09,734.0305786132812
2019-01-10,726.5405883789062
2019-01-11,718.5511474609375
2019-01-14,694.0834350585938
2019-01-15,674.6091918945312
2019-01-16,672.1124877929688
2019-01-17,686.093994140625
2019-01-18,713.5577392578125
2019-01-21,710.0623168945312
2019-01-22,688.5906372070312
2019-01-23,668.6170654296875
2019-01-24,670.6143798828125
2019-01-25,651.6395263671875
2019-01-28,636.159912109375
2019-01-29,639.1559448242188
2019-01-30,661.1270141601562
2019-01-31,671.11376953125
2019-02-01,663.623779296875
2019-02-04,662.625
2019-02-05,674.1097412109375
2019-02-06,681.5999755859375
2019-02-07,656.1334838867188
2019-02-08,646.6460571289062
2019-02-11,654.13623046875
2019-02-12,645.1480712890625
2019-02-13,654.13623046875
2019-02-14,640.6539916992188
2019-02-15,639.6553344726562
2019-02-18,629.1691284179688
2019-02-19,614.18896484375
2019-02-20,648.1441650390625
2019-02-21,642.1519775390625
2019-02-22,627.1718139648438
2019-02-25,646.146728515625
2019-02-26,669.116455078125
2019-02-27,668.6170654296875
2019-02-28,655.6342163085938
2019-03-01,665.1216430664062
2019-03-04,650.1414184570312
2019-03-05,696.080810546875
2019-03-06,716.054443359375
2019-03-07,683.0979614257812
2019-03-08,587.7238159179688
2019-03-11,587.224609375
2019-03-12,567.2509765625
2019-03-13,541.28515625
2019-03-14,529.4573974609375
2019-03-15,545.4410400390625
2019-03-18,551.934326171875
2019-03-19,534.4522705078125
2019-03-20,524.9619140625
2019-03-21,531.4552612304688
2019-03-22,518.4686889648438
2019-03-25,506.9803771972656
2019-03-26,510.9762878417969
2019-03-27,538.947509765625
2019-03-28,542.4439697265625
2019-03-29,558.4276733398438
2019-04-01,578.4071655273438
2019-04-02,581.0045776367188
2019-04-03,584.6007690429688
2019-04-04,582.4031372070312
2019-04-05,587.3980712890625
2019-04-08,581.0045776367188
2019-04-09,594.3908081054688
2019-04-10,591.3939208984375
2019-04-11,617.3672485351562
2019-04-12,628.3560180664062
2019-04-15,620.7637939453125
2019-04-16,641.3426513671875
2019-04-17,637.5465698242188
2019-04-18,647.9358520507812
2019-04-23,653.7300415039062
2019-04-24,652.7310791015625
2019-04-25,660.3232421875
2019-04-26,668.9143676757812
2019-04-29,666.9164428710938
2019-04-30,652.131591796875
2019-05-01,648.9349365234375
2019-05-02,633.3508911132812
2019-05-03,632.5516967773438
2019-05-07,617.16748046875
2019-05-08,616.9675903320312
2019-05-09,598.9860229492188
2019-05-10,596.5885620117188
2019-05-13,575.2103881835938
2019-05-14,585.0004272460938
2019-05-15,592.7924194335938
2019-05-16,603.7811279296875
2019-05-17,625.9584350585938
