Date,MU
2015-08-03,18.557344436645508
2015-08-04,18.567108154296875
2015-08-05,18.469444274902344
2015-08-06,18.28386878967285
2015-08-07,18.010395050048828
2015-08-10,18.38153839111328
2015-08-11,17.46343231201172
2015-08-12,17.76621437072754
2015-08-13,17.28763198852539
2015-08-14,16.55510139465332
2015-08-17,16.81881332397461
2015-08-18,15.998382568359375
2015-08-19,15.529566764831543
2015-08-20,14.396590232849121
2015-08-21,14.191483497619629
2015-08-24,14.103580474853516
2015-08-25,13.937543869018555
2015-08-26,14.084047317504883
2015-08-27,15.304924011230469
2015-08-28,15.588168144226074
2015-08-31,16.027681350708008
2015-09-01,15.451428413391113
2015-09-02,15.910476684570312
2015-09-03,16.2034912109375
2015-09-04,16.428133010864258
2015-09-08,17.121593475341797
2015-09-09,16.564865112304688
2015-09-10,16.799278259277344
2015-09-11,16.408597946166992
2015-09-14,16.31092643737793
2015-09-15,16.13512420654297
2015-09-16,16.29139518737793
2015-09-17,16.027681350708008
2015-09-18,15.138885498046875
2015-09-21,15.383061408996582
2015-09-22,15.050981521606445
2015-09-23,14.46496295928955
2015-09-24,14.982612609863281
2015-09-25,14.562630653381348
2015-09-28,13.732436180114746
2015-09-29,14.044979095458984
2015-09-30,14.631000518798828
2015-10-01,14.425893783569336
2015-10-02,15.539334297180176
2015-10-05,17.16065788269043
2015-10-06,17.795515060424805
2015-10-07,18.186195373535156
2015-10-08,18.28386878967285
2015-10-09,17.736915588378906
2015-10-12,17.609939575195312
2015-10-13,17.75644874572754
2015-10-14,18.38153839111328
2015-10-15,18.225261688232422
2015-10-16,18.068992614746094
2015-10-19,18.71361541748047
2015-10-20,16.69183921813965
2015-10-21,16.04722023010254
2015-10-22,16.330459594726562
2015-10-23,16.83834457397461
2015-10-26,16.193723678588867
2015-10-27,16.29139518737793
2015-10-28,16.52580451965332
2015-10-29,15.832343101501465
2015-10-30,16.1741886138916
2015-11-02,16.69183921813965
2015-11-03,17.42437171936035
2015-11-04,17.033693313598633
2015-11-05,16.125356674194336
2015-11-06,16.066753387451172
2015-11-09,15.470962524414062
2015-11-10,15.187721252441406
2015-11-11,15.138885498046875
2015-11-12,14.992380142211914
2015-11-13,14.650533676147461
2015-11-16,14.543095588684082
2015-11-17,14.924010276794434
2015-11-18,15.246322631835938
2015-11-19,15.500264167785645
2015-11-20,15.070516586303711
2015-11-23,14.963078498840332
2015-11-24,15.265857696533203
2015-11-25,15.217022895812988
2015-11-27,15.197488784790039
2015-11-30,15.558868408203125
2015-12-01,16.164424896240234
2015-12-02,15.451428413391113
2015-12-03,15.246322631835938
2015-12-04,15.138885498046875
2015-12-07,14.50403118133545
2015-12-08,14.25985336303711
2015-12-09,13.986379623413086
2015-12-10,14.31845760345459
2015-12-11,13.712900161743164
2015-12-14,13.341753959655762
2015-12-15,13.849637031555176
2015-12-16,13.742199897766113
2015-12-17,13.986379623413086
2015-12-18,14.025444030761719
2015-12-21,14.425893783569336
2015-12-22,14.269619941711426
2015-12-23,13.96684455871582
2015-12-24,14.142647743225098
2015-12-28,13.859405517578125
2015-12-29,14.00590991973877
2015-12-30,13.83010482788086
2015-12-31,13.83010482788086
2016-01-04,13.99614429473877
2016-01-05,14.47472858428955
2016-01-06,13.88870620727539
2016-01-07,13.341753959655762
2016-01-08,13.019441604614258
2016-01-11,12.238080024719238
2016-01-12,12.423653602600098
2016-01-13,11.779029846191406
2016-01-14,11.739961624145508
2016-01-15,10.82186222076416
2016-01-19,10.548385620117188
2016-01-20,9.815858840942383
2016-01-21,10.597219467163086
2016-01-22,10.812092781066895
2016-01-25,10.23583984375
2016-01-26,10.304208755493164
2016-01-27,10.147937774658203
2016-01-28,9.659587860107422
2016-01-29,10.773027420043945
2016-02-01,10.704656600952148
2016-02-02,10.343276023864746
2016-02-03,10.509316444396973
2016-02-04,10.968365669250488
2016-02-05,10.743725776672363
2016-02-08,9.933061599731445
2016-02-09,9.747488975524902
2016-02-10,9.669352531433105
2016-02-11,9.464245796203613
2016-02-12,9.7865571975708
2016-02-16,10.55815315246582
2016-02-17,11.163707733154297
2016-02-18,11.222308158874512
2016-02-19,10.89999771118164
2016-02-22,10.792561531066895
2016-02-23,10.245606422424316
2016-02-24,10.392110824584961
2016-02-25,10.47024917602539
2016-02-26,10.450714111328125
2016-02-29,10.382345199584961
2016-03-01,10.812092781066895
2016-03-02,11.407881736755371
2016-03-03,11.5153226852417
2016-03-04,11.60322380065918
2016-03-07,11.310213088989258
2016-03-08,10.411645889282227
2016-03-09,10.55815315246582
2016-03-10,10.626521110534668
2016-03-11,11.124639511108398
2016-03-14,10.890228271484375
2016-03-15,10.597219467163086
2016-03-16,10.47024917602539
2016-03-17,10.616752624511719
2016-03-18,10.880463600158691
2016-03-21,11.261377334594727
2016-03-22,11.173473358154297
2016-03-23,10.40187931060791
2016-03-24,10.255374908447266
2016-03-28,10.138169288635254
2016-03-29,10.206537246704102
2016-03-30,10.23583984375
2016-03-31,10.226073265075684
2016-04-01,10.773027420043945
2016-04-04,10.548385620117188
2016-04-05,10.15770435333252
2016-04-06,10.226073265075684
2016-04-07,10.265141487121582
2016-04-08,10.47024917602539
2016-04-11,10.206537246704102
2016-04-12,9.933061599731445
2016-04-13,10.626521110534668
2016-04-14,10.15770435333252
2016-04-15,10.440948486328125
2016-04-18,10.636289596557617
2016-04-19,10.47024917602539
2016-04-20,10.49954891204834
2016-04-21,10.40187931060791
2016-04-22,10.411645889282227
2016-04-25,10.304208755493164
2016-04-26,11.241843223571777
2016-04-27,11.290677070617676
2016-04-28,11.349282264709473
2016-04-29,10.49954891204834
2016-05-02,10.372577667236328
2016-05-03,10.118636131286621
2016-05-04,9.767024040222168
2016-05-05,9.825626373291016
2016-05-06,9.757255554199219
2016-05-09,9.640050888061523
2016-05-10,9.854926109313965
2016-05-11,9.864692687988281
2016-05-12,9.40564250946045
2016-05-13,9.337274551391602
2016-05-16,9.454477310180664
2016-05-17,9.444709777832031
2016-05-18,9.815858840942383
2016-05-19,9.8353910446167
2016-05-20,10.548385620117188
2016-05-23,10.880463600158691
2016-05-24,11.222308158874512
2016-05-25,11.329748153686523
2016-05-26,11.671591758728027
2016-05-27,12.02320671081543
2016-05-31,12.423653602600098
2016-06-01,12.785033226013184
2016-06-02,12.804567337036133
2016-06-03,12.560391426086426
2016-06-06,12.472487449645996
2016-06-07,12.697129249572754
2016-06-08,12.286913871765137
2016-06-09,12.218544006347656
2016-06-10,11.85716724395752
2016-06-13,11.76926326751709
2016-06-14,11.642291069030762
2016-06-15,11.739961624145508
2016-06-16,11.671591758728027
2016-06-17,11.915766716003418
2016-06-20,12.032971382141113
2016-06-21,12.45295238494873
2016-06-22,12.423653602600098
2016-06-23,13.72266674041748
2016-06-24,12.902238845825195
2016-06-27,11.945068359375
2016-06-28,12.68736457824707
2016-06-29,12.882701873779297
2016-06-30,13.439423561096191
2016-07-01,12.208780288696289
2016-07-05,11.632525444030762
2016-07-06,11.456716537475586
2016-07-07,11.915766716003418
2016-07-08,12.325982093811035
2016-07-11,12.3455171585083
2016-07-12,12.921772003173828
2016-07-13,12.980371475219727
2016-07-14,12.980371475219727
2016-07-15,12.82409954071045
2016-07-18,13.02920913696289
2016-07-19,12.912005424499512
2016-07-20,13.273383140563965
2016-07-21,12.87293815612793
2016-07-22,12.82409954071045
2016-07-25,13.595695495605469
2016-07-26,14.328222274780273
2016-07-27,13.859405517578125
2016-07-28,13.488259315490723
2016-07-29,13.419888496398926
2016-08-01,13.244084358215332
2016-08-02,13.087808609008789
2016-08-03,13.195249557495117
2016-08-04,13.703133583068848
2016-08-05,14.181715965270996
2016-08-08,14.084047317504883
2016-08-09,14.142647743225098
2016-08-10,13.869171142578125
2016-08-11,14.093814849853516
2016-08-12,14.582165718078613
2016-08-15,15.16818618774414
2016-08-16,15.129117965698242
2016-08-17,15.158418655395508
2016-08-18,15.402595520019531
2016-08-19,15.87141227722168
2016-08-22,15.812812805175781
2016-08-23,15.803044319152832
2016-08-24,15.148653030395508
2016-08-25,15.822577476501465
2016-08-26,16.125356674194336
2016-08-29,16.51603889465332
2016-08-30,16.350000381469727
2016-08-31,16.10582160949707
2016-09-01,16.25232696533203
2016-09-02,16.31092643737793
2016-09-06,16.613704681396484
2016-09-07,16.760215759277344
2016-09-08,17.043455123901367
2016-09-09,16.418367385864258
2016-09-12,16.750444412231445
2016-09-13,16.359764099121094
2016-09-14,16.535572052001953
2016-09-15,17.043455123901367
2016-09-16,17.072755813598633
2016-09-19,16.55510139465332
2016-09-20,16.52580451965332
2016-09-21,17.24856185913086
2016-09-22,17.18019676208496
2016-09-23,17.072755813598633
2016-09-26,16.955554962158203
2016-09-27,17.58064079284668
2016-09-28,17.033693313598633
2016-09-29,17.131359100341797
2016-09-30,17.365768432617188
2016-10-03,17.316930770874023
2016-10-04,17.385299682617188
2016-10-05,17.28763198852539
2016-10-06,17.316930770874023
2016-10-07,17.199729919433594
2016-10-10,17.09229278564453
2016-10-11,16.467199325561523
2016-10-12,16.389062881469727
