Date,ALUA.BA
2015-08-24,6.033487319946289
2015-08-25,6.050411224365234
2015-08-26,6.109645366668701
2015-08-27,6.050411224365234
2015-08-28,6.2196526527404785
2015-08-31,6.329660892486572
2015-09-01,6.168880939483643
2015-09-02,6.1350321769714355
2015-09-03,6.211190700531006
2015-09-04,6.092721939086914
2015-09-07,6.202729225158691
2015-09-08,6.261963844299316
2015-09-09,6.431206226348877
2015-09-10,6.473517417907715
2015-09-11,6.346585750579834
2015-09-14,6.2196526527404785
2015-09-15,6.092721939086914
2015-09-16,6.245039463043213
2015-09-17,6.304274559020996
2015-09-18,6.338123321533203
2015-09-21,6.211190700531006
2015-09-22,5.957326889038086
2015-09-23,5.821934223175049
2015-09-24,5.771162033081055
2015-09-25,6.473517417907715
2015-09-28,6.6935319900512695
2015-09-29,6.930469989776611
2015-09-30,7.108175754547119
2015-10-01,7.150485515594482
2015-10-02,7.294342517852783
2015-10-05,7.378964424133301
2015-10-06,7.378964424133301
2015-10-07,7.404348850250244
2015-10-08,7.311267852783203
2015-10-09,7.328189373016357
2015-10-13,7.150485515594482
2015-10-14,6.938932418823242
2015-10-15,6.938932418823242
2015-10-16,6.74430513381958
2015-10-19,6.76969051361084
2015-10-20,6.964319229125977
2015-10-21,6.685070037841797
2015-10-22,6.922008991241455
2015-10-23,6.896622180938721
2015-10-26,7.353576183319092
2015-10-27,7.60744047164917
2015-10-28,8.352107048034668
2015-10-29,8.250560760498047
2015-10-30,8.45075798034668
2015-11-02,8.705554962158203
2015-11-03,8.960352897644043
2015-11-04,9.172682762145996
2015-11-05,9.215147972106934
2015-11-09,9.342547416687012
2015-11-10,9.342547416687012
2015-11-11,9.89460563659668
2015-11-12,10.064470291137695
2015-11-13,9.979537963867188
2015-11-16,10.404199600219727
2015-11-17,10.361733436584473
2015-11-18,10.149402618408203
2015-11-19,10.022005081176758
2015-11-20,10.361733436584473
2015-11-24,9.76720905303955
2015-11-25,9.93707275390625
2015-11-26,10.446666717529297
2015-11-27,10.446666717529297
2015-11-30,10.65899658203125
2015-12-01,10.489133834838867
2015-12-02,10.446666717529297
2015-12-03,10.446666717529297
2015-12-04,10.998725891113281
2015-12-09,11.295988082885742
2015-12-10,11.126124382019043
2015-12-11,10.956258773803711
2015-12-14,10.786396026611328
2015-12-15,10.786396026611328
2015-12-16,10.786396026611328
