Date,ADM
2015-08-03,35.52355194091797
2015-08-04,36.05230712890625
2015-08-05,35.91080856323242
2015-08-06,35.70972442626953
2015-08-07,34.570289611816406
2015-08-10,34.65221405029297
2015-08-11,34.30963897705078
2015-08-12,34.920318603515625
2015-08-13,35.38204574584961
2015-08-14,35.151180267333984
2015-08-17,35.59319305419922
2015-08-18,35.720558166503906
2015-08-19,35.001338958740234
2015-08-20,34.61178207397461
2015-08-21,33.802669525146484
2015-08-24,32.62647247314453
2015-08-25,32.221920013427734
2015-08-26,32.95610046386719
2015-08-27,33.58542251586914
2015-08-28,33.45055389404297
2015-08-31,33.70528030395508
2015-09-01,32.4691276550293
2015-09-02,32.67890930175781
2015-09-03,32.776302337646484
2015-09-04,32.139503479003906
2015-09-08,32.73884201049805
2015-09-09,32.206939697265625
2015-09-10,32.25936508178711
2015-09-11,32.07957077026367
2015-09-14,32.16197967529297
2015-09-15,32.566532135009766
2015-09-16,33.10593032836914
2015-09-17,33.1508903503418
2015-09-18,32.3867301940918
2015-09-21,32.49910354614258
2015-09-22,31.802383422851562
2015-09-23,31.510194778442383
2015-09-24,31.48023223876953
2015-09-25,31.839826583862305
2015-09-28,30.783496856689453
2015-09-29,30.731069564819336
2015-09-30,31.05320930480957
2015-10-01,31.060712814331055
2015-10-02,31.779903411865234
2015-10-05,32.69390106201172
2015-10-06,32.69390106201172
2015-10-07,33.19584655761719
2015-10-08,33.8101692199707
2015-10-09,34.027427673339844
2015-10-12,34.04240798950195
2015-10-13,33.65283966064453
2015-10-14,33.68280029296875
2015-10-15,34.13230895996094
2015-10-16,34.431976318359375
2015-10-19,34.439476013183594
2015-10-20,34.23719787597656
2015-10-21,33.930030822753906
2015-10-22,34.98636245727539
2015-10-23,35.12870788574219
2015-10-26,34.754119873046875
2015-10-27,34.64174270629883
2015-10-28,35.061279296875
2015-10-29,34.10982894897461
2015-10-30,34.20722198486328
2015-11-02,34.67171096801758
2015-11-03,32.32680130004883
2015-11-04,32.22941207885742
2015-11-05,32.26688003540039
2015-11-06,31.562641143798828
2015-11-09,31.10564422607422
2015-11-10,30.438880920410156
2015-11-11,30.34898567199707
2015-11-12,28.850629806518555
2015-11-13,28.28875160217285
2015-11-16,28.86238670349121
2015-11-17,28.07742691040039
2015-11-18,28.23592758178711
2015-11-19,27.49625015258789
2015-11-20,27.04338836669922
2015-11-23,27.715133666992188
2015-11-24,27.201894760131836
2015-11-25,27.526443481445312
2015-11-27,27.518901824951172
2015-11-30,27.54153060913086
2015-12-01,27.700037002563477
2015-12-02,27.564180374145508
2015-12-03,26.877342224121094
2015-12-04,27.1490535736084
2015-12-07,26.72638511657715
2015-12-08,26.6207218170166
2015-12-09,26.72638511657715
2015-12-10,26.48485565185547
2015-12-11,25.828214645385742
2015-12-14,25.798017501831055
2015-12-15,26.311267852783203
2015-12-16,26.71883201599121
2015-12-17,25.88104248046875
2015-12-18,26.41692543029785
2015-12-21,26.65090560913086
2015-12-22,27.481157302856445
2015-12-23,27.6849422454834
2015-12-24,27.662303924560547
2015-12-28,27.54908561706543
2015-12-29,27.994394302368164
2015-12-30,27.835899353027344
2015-12-31,27.6849422454834
2016-01-04,27.050935745239258
2016-01-05,27.352846145629883
2016-01-06,26.68865203857422
2016-01-07,26.05463981628418
2016-01-08,25.95651626586914
2016-01-11,25.782928466796875
2016-01-12,25.865947723388672
2016-01-13,25.26213836669922
2016-01-14,25.17911148071289
2016-01-15,23.78278350830078
2016-01-19,23.028011322021484
2016-01-20,23.616737365722656
2016-01-21,24.092239379882812
2016-01-22,25.080989837646484
2016-01-25,24.4771728515625
2016-01-26,25.382898330688477
2016-01-27,25.465927124023438
2016-01-28,26.19049835205078
2016-01-29,26.681093215942383
2016-02-01,26.764123916625977
2016-02-02,24.42434310913086
2016-02-03,25.239486694335938
2016-02-04,25.850847244262695
2016-02-05,25.714994430541992
2016-02-08,25.13382339477539
2016-02-09,25.345157623291016
2016-02-10,25.04324722290039
2016-02-11,24.091176986694336
2016-02-12,24.715742111206055
2016-02-16,25.606874465942383
2016-02-17,25.439308166503906
2016-02-18,25.820146560668945
2016-02-19,24.868072509765625
2016-02-22,25.73635482788086
2016-02-23,25.73635482788086
2016-02-24,25.782054901123047
2016-02-25,26.3685302734375
2016-02-26,26.498008728027344
2016-02-29,26.627500534057617
2016-03-01,27.02355194091797
2016-03-02,27.29013442993164
2016-03-03,28.05179214477539
2016-03-04,28.676349639892578
2016-03-07,28.28790855407715
2016-03-08,27.442462921142578
2016-03-09,27.465312957763672
2016-03-10,27.244434356689453
2016-03-11,27.87660789489746
2016-03-14,27.96038818359375
2016-03-15,27.846153259277344
2016-03-16,28.53163719177246
2016-03-17,29.095258712768555
2016-03-18,28.996246337890625
2016-03-21,29.072412490844727
2016-03-22,28.6458797454834
2016-03-23,27.87660789489746
2016-03-24,27.777597427368164
2016-03-28,27.686195373535156
2016-03-29,28.082263946533203
2016-03-30,27.8918399810791
2016-03-31,27.65573501586914
2016-04-01,27.777597427368164
2016-04-04,27.450088500976562
2016-04-05,26.741743087768555
2016-04-06,27.069259643554688
2016-04-07,27.20634651184082
2016-04-08,27.488161087036133
2016-04-11,27.419618606567383
2016-04-12,28.05179214477539
2016-04-13,28.28790855407715
2016-04-14,27.868993759155273
2016-04-15,28.409772872924805
2016-04-18,28.722049713134766
2016-04-19,29.11810874938965
2016-04-20,29.605566024780273
2016-04-21,29.20950698852539
2016-04-22,30.17681121826172
2016-04-25,29.902606964111328
2016-04-26,30.260602951049805
2016-04-27,30.397686004638672
2016-04-28,30.519554138183594
2016-04-29,30.42054557800293
2016-05-02,30.664278030395508
2016-05-03,29.78074836730957
2016-05-04,29.49132537841797
2016-05-05,29.003864288330078
2016-05-06,29.095258712768555
2016-05-09,28.737279891967773
2016-05-10,29.24759292602539
2016-05-11,28.91245460510254
2016-05-12,29.35422134399414
2016-05-13,28.661115646362305
2016-05-16,28.90680503845215
2016-05-17,28.783958435058594
2016-05-18,28.79931640625
2016-05-19,29.459609985351562
2016-05-20,30.580564498901367
2016-05-23,31.04891014099121
2016-05-24,32.2850227355957
2016-05-25,32.61516189575195
2016-05-26,33.068172454833984
2016-05-27,33.191009521484375
2016-05-31,32.83781814575195
2016-06-01,32.88389587402344
2016-06-02,33.375267028808594
2016-06-03,33.47507095336914
2016-06-06,33.5288200378418
2016-06-07,33.52114486694336
2016-06-08,33.64398956298828
2016-06-09,33.651676177978516
2016-06-10,33.037437438964844
2016-06-13,32.108428955078125
2016-06-14,32.07772445678711
2016-06-15,32.36181640625
2016-06-16,32.2850227355957
2016-06-17,32.484649658203125
2016-06-20,32.592132568359375
2016-06-21,32.200565338134766
2016-06-22,32.24662780761719
2016-06-23,32.79175567626953
2016-06-24,31.094980239868164
2016-06-27,30.050792694091797
2016-06-28,31.141029357910156
2016-06-29,31.924161911010742
2016-06-30,32.929954528808594
2016-07-01,32.71497344970703
2016-07-05,32.20824432373047
2016-07-06,32.33876419067383
2016-07-07,32.33876419067383
2016-07-08,33.38294219970703
2016-07-11,33.13725662231445
2016-07-12,33.23707962036133
2016-07-13,33.0911865234375
2016-07-14,33.38294219970703
2016-07-15,33.74380111694336
2016-07-18,33.9741325378418
2016-07-19,33.38294219970703
2016-07-20,33.313846588134766
2016-07-21,33.313846588134766
2016-07-22,33.56721496582031
2016-07-25,33.47507095336914
2016-07-26,33.682373046875
2016-07-27,33.70541763305664
2016-07-28,34.50389099121094
2016-07-29,34.611392974853516
2016-08-01,33.96645736694336
2016-08-02,33.35991287231445
2016-08-03,33.728450775146484
2016-08-04,33.582557678222656
2016-08-05,34.127681732177734
2016-08-08,34.181434631347656
2016-08-09,34.07394027709961
2016-08-10,34.020206451416016
2016-08-11,33.728450775146484
2016-08-12,33.8359375
2016-08-15,33.83592987060547
2016-08-16,33.6040153503418
2016-08-17,33.72770690917969
2016-08-18,33.68132019042969
2016-08-19,33.61175537109375
2016-08-22,33.85912322998047
2016-08-23,34.10649108886719
2016-08-24,33.488067626953125
2016-08-25,32.90055847167969
2016-08-26,32.769134521484375
2016-08-29,33.11701202392578
2016-08-30,33.40303421020508
2016-08-31,33.82820129394531
2016-09-01,33.34892272949219
2016-09-02,33.87458801269531
2016-09-06,33.96735382080078
2016-09-07,34.02919006347656
2016-09-08,33.42622756958008
2016-09-09,32.48311996459961
2016-09-12,33.20977783203125
2016-09-13,32.467655181884766
2016-09-14,32.452186584472656
2016-09-15,32.68410110473633
2016-09-16,32.490840911865234
2016-09-19,32.6068000793457
2016-09-20,32.58361053466797
2016-09-21,33.09382247924805
2016-09-22,33.22523498535156
2016-09-23,32.83099365234375
2016-09-26,32.390357971191406
2016-09-27,32.38261032104492
2016-09-28,32.3516960144043
2016-09-29,32.10432052612305
2016-09-30,32.59906005859375
2016-10-03,33.16337966918945
2016-10-04,33.07835388183594
2016-10-05,33.449405670166016
2016-10-06,33.36438751220703
2016-10-07,32.970115661621094
2016-10-10,33.449405670166016
2016-10-11,32.73048782348633
2016-10-12,32.769134521484375
2016-10-13,32.66090774536133
2016-10-14,32.568145751953125
2016-10-17,32.3516960144043
2016-10-18,32.452186584472656
2016-10-19,32.637718200683594
2016-10-20,32.6068000793457
2016-10-21,32.71502685546875
2016-10-24,32.861900329589844
2016-10-25,32.877357482910156
2016-10-26,33.4571418762207
2016-10-27,33.30254364013672
2016-10-28,33.69678497314453
2016-10-31,33.68132019042969
2016-11-01,36.13959503173828
2016-11-02,36.53384017944336
2016-11-03,36.665252685546875
2016-11-04,36.27101516723633
2016-11-07,36.371498107910156
2016-11-08,36.889442443847656
2016-11-09,35.77626037597656
2016-11-10,34.92591857910156
2016-11-11,32.258934020996094
2016-11-14,33.3879508972168
2016-11-15,33.862937927246094
2016-11-16,33.6838264465332
2016-11-17,33.48139572143555
2016-11-18,33.862937927246094
2016-11-21,33.987510681152344
2016-11-22,33.878501892089844
2016-11-23,33.676048278808594
2016-11-25,33.90963363647461
2016-11-28,33.56704330444336
2016-11-29,33.302303314208984
2016-11-30,33.660484313964844
2016-12-01,34.501407623291016
2016-12-02,34.260032653808594
2016-12-05,34.182159423828125
2016-12-06,34.789493560791016
2016-12-07,35.19440460205078
2016-12-08,35.7939453125
2016-12-09,36.25334167480469
2016-12-12,36.61152267456055
2016-12-13,36.12876510620117
2016-12-14,35.498050689697266
2016-12-15,35.614864349365234
2016-12-16,36.21441650390625
2016-12-19,35.87181091308594
2016-12-20,35.98860549926758
2016-12-21,35.91853332519531
2016-12-22,35.178829193115234
2016-12-23,35.15546417236328
2016-12-27,35.54478454589844
2016-12-28,35.30339431762695
2016-12-29,35.3189697265625
2016-12-30,35.54478454589844
2017-01-03,35.96524429321289
2017-01-04,35.902957916259766
2017-01-05,35.63821792602539
2017-01-06,34.82064437866211
2017-01-09,34.843997955322266
2017-01-10,34.618202209472656
2017-01-11,34.26780700683594
