Date,LHX
2015-08-03,67.56767272949219
2015-08-04,67.5594482421875
2015-08-05,68.19987487792969
2015-08-06,68.10137176513672
2015-08-07,66.97650146484375
2015-08-10,69.4561538696289
2015-08-11,68.09317779541016
2015-08-12,68.48727416992188
2015-08-13,67.80577850341797
2015-08-14,68.04389190673828
2015-08-17,68.16707611083984
2015-08-18,67.84683990478516
2015-08-19,67.32132720947266
2015-08-20,65.85978698730469
2015-08-21,64.39006042480469
2015-08-24,61.72970199584961
2015-08-25,60.56376647949219
2015-08-26,62.27161407470703
2015-08-27,63.27335739135742
2015-08-28,63.667476654052734
2015-08-31,63.07630157470703
2015-09-01,61.28632354736328
2015-09-02,61.86105728149414
2015-09-03,62.19771194458008
2015-09-04,60.72795486450195
2015-09-08,63.207672119140625
2015-09-09,62.42253875732422
2015-09-10,62.0423698425293
2015-09-11,61.23240661621094
2015-09-14,61.07539749145508
2015-09-15,61.10018539428711
2015-09-16,61.60432434082031
2015-09-17,61.69525146484375
2015-09-18,60.47209548950195
2015-09-21,60.73655700683594
2015-09-22,59.736549377441406
2015-09-23,59.87702941894531
2015-09-24,59.133216857910156
2015-09-25,59.68695068359375
2015-09-28,58.0836067199707
2015-09-29,58.73651123046875
2015-09-30,60.45556640625
2015-10-01,60.5299186706543
2015-10-02,61.12498092651367
2015-10-05,61.76963806152344
2015-10-06,61.52168655395508
2015-10-07,61.761348724365234
2015-10-08,62.39773941040039
2015-10-09,62.58782958984375
2015-10-12,63.63742446899414
2015-10-13,62.45557403564453
2015-10-14,62.835777282714844
2015-10-15,63.174598693847656
2015-10-16,63.29030227661133
2015-10-19,62.257232666015625
2015-10-20,63.05889892578125
2015-10-21,61.959720611572266
2015-10-22,62.81096649169922
2015-10-23,63.2159309387207
2015-10-26,62.39773941040039
2015-10-27,61.910118103027344
2015-10-28,65.01761627197266
2015-10-29,65.59613037109375
2015-10-30,65.39778137207031
2015-11-02,65.87713623046875
2015-11-03,66.9432601928711
2015-11-04,65.95978546142578
2015-11-05,65.69530487060547
2015-11-06,65.7696762084961
2015-11-09,65.69530487060547
2015-11-10,65.33167266845703
2015-11-11,65.6622543334961
2015-11-12,65.05067443847656
2015-11-13,64.65396118164062
2015-11-16,66.62095642089844
2015-11-17,67.51908874511719
2015-11-18,68.25923919677734
2015-11-19,69.19895935058594
2015-11-20,68.84135437011719
2015-11-23,68.79977416992188
2015-11-24,68.56692504882812
2015-11-25,68.95780181884766
2015-11-27,69.10750579833984
2015-11-30,69.13240814208984
2015-12-01,69.8476333618164
2015-12-02,69.63970184326172
2015-12-03,68.95780181884766
2015-12-04,70.08047485351562
2015-12-07,69.72286224365234
2015-12-08,70.08047485351562
2015-12-09,69.30706787109375
2015-12-10,69.18232727050781
2015-12-11,68.51704406738281
2015-12-14,68.11787414550781
2015-12-15,68.94113159179688
2015-12-16,69.4900131225586
2015-12-17,69.1241226196289
2015-12-18,68.78315734863281
2015-12-21,70.1469955444336
2015-12-22,72.05970764160156
2015-12-23,73.03273010253906
2015-12-24,74.4132080078125
2015-12-28,72.42562103271484
2015-12-29,73.43190002441406
2015-12-30,72.7083969116211
2015-12-31,72.26763916015625
2016-01-04,72.89134979248047
2016-01-05,73.32376861572266
2016-01-06,72.65847778320312
2016-01-07,71.7187728881836
2016-01-08,71.38613891601562
2016-01-11,72.30091094970703
2016-01-12,73.939208984375
2016-01-13,71.02021026611328
2016-01-14,70.26342010498047
2016-01-15,70.0638427734375
2016-01-19,70.13868713378906
2016-01-20,69.50665283203125
2016-01-21,68.89958953857422
2016-01-22,69.90583801269531
2016-01-25,69.96404266357422
2016-01-26,71.20317840576172
2016-01-27,70.55447387695312
2016-01-28,70.51290893554688
2016-01-29,72.32585906982422
2016-02-01,72.1179428100586
2016-02-02,65.0657958984375
2016-02-03,64.77474975585938
2016-02-04,65.56478881835938
2016-02-05,62.93688201904297
2016-02-08,60.72475814819336
2016-02-09,60.48360061645508
2016-02-10,60.47527313232422
2016-02-11,59.63534927368164
2016-02-12,59.9264030456543
2016-02-16,61.090675354003906
2016-02-17,61.75596237182617
2016-02-18,61.8308219909668
2016-02-19,62.52106475830078
2016-02-22,63.56889343261719
2016-02-23,62.70402526855469
2016-02-24,62.753910064697266
2016-02-25,63.31940841674805
2016-02-26,63.6520881652832
2016-02-29,64.88285064697266
2016-03-01,66.03050231933594
2016-03-02,66.65421295166016
2016-03-03,66.92031860351562
2016-03-04,67.48583984375
2016-03-07,65.97230529785156
2016-03-08,65.4199447631836
2016-03-09,66.75059509277344
2016-03-10,66.6501693725586
2016-03-11,67.30294036865234
2016-03-14,66.60831451416016
2016-03-15,64.99311828613281
2016-03-16,65.57894897460938
2016-03-17,65.71284484863281
2016-03-18,66.03087615966797
2016-03-21,65.74633026123047
2016-03-22,66.63343811035156
2016-03-23,66.1480484008789
2016-03-24,65.41157531738281
2016-03-28,65.14375305175781
2016-03-29,65.67936706542969
2016-03-30,65.87185668945312
2016-03-31,65.1604995727539
2016-04-01,65.11029052734375
2016-04-04,64.43238830566406
2016-04-05,62.81718063354492
2016-04-06,64.01396942138672
2016-04-07,63.880035400390625
2016-04-08,64.19805145263672
2016-04-11,63.98046875
2016-04-12,64.20641326904297
2016-04-13,65.56219482421875
2016-04-14,64.98477172851562
2016-04-15,64.76715850830078
2016-04-18,65.01823425292969
2016-04-19,65.93880462646484
2016-04-20,66.36561584472656
2016-04-21,66.07269287109375
2016-04-22,66.80917358398438
2016-04-25,65.92205047607422
2016-04-26,66.50791931152344
2016-04-27,67.58749389648438
2016-04-28,66.99330139160156
2016-04-29,66.9598159790039
2016-05-02,67.67117309570312
2016-05-03,63.96375274658203
2016-05-04,62.26485061645508
2016-05-05,62.58284378051758
2016-05-06,62.42386245727539
2016-05-09,63.32771682739258
2016-05-10,64.10599517822266
2016-05-11,63.64571762084961
2016-05-12,63.695919036865234
2016-05-13,63.53690719604492
2016-05-16,64.49935913085938
2016-05-17,64.850830078125
2016-05-18,64.84248352050781
2016-05-19,64.86759948730469
2016-05-20,65.89696502685547
2016-05-23,65.5538101196289
2016-05-24,66.09782409667969
2016-05-25,66.41583251953125
2016-05-26,66.75059509277344
2016-05-27,66.89373779296875
2016-05-31,66.33789825439453
2016-06-01,67.00325012207031
2016-06-02,67.18009185791016
2016-06-03,67.3653793334961
2016-06-06,68.15701293945312
2016-06-07,68.5107421875
2016-06-08,68.94866180419922
2016-06-09,68.40126037597656
2016-06-10,68.21595001220703
2016-06-13,67.88752746582031
2016-06-14,68.19912719726562
2016-06-15,68.39281463623047
2016-06-16,69.0497055053711
2016-06-17,68.98233032226562
2016-06-20,70.0434799194336
2016-06-21,70.32140350341797
2016-06-22,70.228759765625
2016-06-23,70.86038208007812
2016-06-24,68.19912719726562
2016-06-27,66.10211944580078
2016-06-28,67.62646484375
2016-06-29,69.1339111328125
2016-06-30,70.27086639404297
2016-07-01,69.55502319335938
2016-07-05,68.67074584960938
2016-07-06,69.42869567871094
2016-07-07,69.2855224609375
2016-07-08,70.91091918945312
2016-07-11,71.08778381347656
2016-07-12,71.55097961425781
2016-07-13,71.8625717163086
2016-07-14,72.0562744140625
2016-07-15,71.81204223632812
2016-07-18,71.62676239013672
2016-07-19,71.85416412353516
2016-07-20,72.45207977294922
2016-07-21,72.36790466308594
2016-07-22,72.8984375
2016-07-25,72.00575256347656
2016-07-26,72.69632720947266
2016-07-27,72.45207977294922
2016-07-28,72.8731918334961
2016-07-29,72.948974609375
2016-08-01,72.1320571899414
2016-08-02,74.08590698242188
2016-08-03,74.17012786865234
2016-08-04,74.32172393798828
2016-08-05,74.73438262939453
2016-08-08,74.9280776977539
2016-08-09,75.61866760253906
2016-08-10,75.77867889404297
2016-08-11,75.69446563720703
2016-08-12,75.65235900878906
2016-08-15,76.42715454101562
2016-08-16,75.79549407958984
2016-08-17,75.7281494140625
2016-08-18,76.3344955444336
2016-08-19,76.587158203125
2016-08-22,76.83982849121094
2016-08-23,76.92403411865234
2016-08-24,76.65453338623047
2016-08-25,76.86509704589844
2016-08-26,76.50293731689453
2016-08-29,78.00202178955078
2016-08-30,78.09466552734375
2016-08-31,78.30518341064453
2016-09-01,78.19570922851562
2016-09-02,78.90312957763672
2016-09-06,78.99575805664062
2016-09-07,79.02118682861328
2016-09-08,78.59772491455078
2016-09-09,76.95462036132812
2016-09-12,77.8523941040039
