Date,SGRO.L
2015-08-24,394.303466796875
2015-08-25,405.931640625
2015-08-26,396.6863098144531
2015-08-27,406.2174072265625
2015-08-28,399.92694091796875
2015-09-01,394.5895080566406
2015-09-02,401.2611999511719
2015-09-03,401.45184326171875
2015-09-04,395.637939453125
2015-09-07,394.2082214355469
2015-09-08,398.21136474609375
2015-09-09,402.405029296875
2015-09-10,398.4018859863281
2015-09-11,393.6363525390625
2015-09-14,392.01611328125
2015-09-15,392.11151123046875
2015-09-16,392.96917724609375
2015-09-17,396.8769836425781
2015-09-18,396.9722595214844
2015-09-21,394.780029296875
2015-09-22,389.15667724609375
2015-09-23,397.63946533203125
2015-09-24,397.73480224609375
2015-09-25,411.93621826171875
2015-09-28,405.64556884765625
2015-09-29,402.69091796875
2015-09-30,409.36279296875
2015-10-01,409.83935546875
2015-10-02,412.5080261230469
2015-10-05,421.657958984375
2015-10-06,418.417236328125
2015-10-07,410.9830322265625
2015-10-08,411.2689514160156
2015-10-09,409.4580383300781
2015-10-12,406.5987243652344
2015-10-13,406.88470458984375
2015-10-14,404.2159729003906
2015-10-15,408.40960693359375
2015-10-16,408.0283508300781
2015-10-19,412.2220458984375
2015-10-20,415.6532897949219
2015-10-21,421.2767639160156
2015-10-22,427.9484558105469
2015-10-23,425.947021484375
2015-10-26,427.75787353515625
2015-10-27,427.75787353515625
2015-10-28,431.7609558105469
2015-10-29,431.28436279296875
2015-10-30,428.7110290527344
2015-11-02,426.8048400878906
2015-11-03,418.8939208984375
2015-11-04,412.2220458984375
2015-11-05,417.9407043457031
2015-11-06,415.9392395019531
2015-11-09,405.0737609863281
2015-11-10,404.1206359863281
2015-11-11,407.3612365722656
2015-11-12,400.498779296875
2015-11-13,400.21282958984375
2015-11-16,403.2628479003906
2015-11-17,412.9845275878906
2015-11-18,409.36279296875
2015-11-19,415.1767883300781
2015-11-20,416.7017517089844
2015-11-23,413.0799255371094
2015-11-24,406.5987243652344
2015-11-25,413.1752014160156
2015-11-26,412.9845275878906
2015-11-27,415.5580139160156
2015-11-30,420.51409912109375
2015-12-01,428.04376220703125
2015-12-02,428.5204162597656
2015-12-03,420.03765869140625
2015-12-04,419.8469543457031
2015-12-07,419.17987060546875
2015-12-08,415.5580139160156
2015-12-09,413.4611511230469
2015-12-10,408.21893310546875
2015-12-11,403.16748046875
2015-12-14,398.6878662109375
2015-12-15,409.07684326171875
2015-12-16,408.21893310546875
2015-12-17,408.3143310546875
2015-12-18,405.8362121582031
2015-12-21,403.6440124511719
2015-12-22,405.16900634765625
2015-12-23,409.6487121582031
2015-12-24,411.4596862792969
2015-12-29,418.3219909667969
2015-12-30,413.55645751953125
2015-12-31,409.2674865722656
2016-01-04,403.9299621582031
2016-01-05,408.1236572265625
2016-01-06,408.7909240722656
2016-01-07,404.3113098144531
2016-01-08,400.7847900390625
2016-01-11,400.6893615722656
2016-01-12,403.9299621582031
2016-01-13,406.5987243652344
2016-01-14,405.0737609863281
2016-01-15,397.4488830566406
2016-01-18,393.4457702636719
2016-01-19,398.49725341796875
2016-01-20,387.8224182128906
2016-01-21,392.49267578125
2016-01-22,403.2628479003906
2016-01-25,405.16900634765625
2016-01-26,406.2174072265625
2016-01-27,404.1206359863281
2016-01-28,404.69256591796875
2016-01-29,418.3219909667969
2016-02-01,421.3719787597656
2016-02-02,416.2252502441406
2016-02-03,413.7471618652344
2016-02-04,412.1267395019531
2016-02-05,405.16900634765625
2016-02-08,397.2582702636719
2016-02-09,392.96917724609375
2016-02-10,399.3551025390625
2016-02-11,387.34588623046875
2016-02-12,390.9676208496094
2016-02-15,398.49725341796875
2016-02-16,399.164306640625
2016-02-17,410.0299072265625
2016-02-18,411.4596862792969
2016-02-19,413.8424377441406
2016-02-22,407.5517578125
2016-02-23,404.40655517578125
2016-02-24,398.115966796875
2016-02-25,395.25665283203125
2016-02-26,397.353515625
2016-02-29,396.0191345214844
2016-03-01,397.4488830566406
2016-03-02,392.6832275390625
2016-03-03,396.0191345214844
2016-03-04,393.73162841796875
2016-03-07,385.1536865234375
2016-03-08,383.7239685058594
2016-03-09,379.53021240234375
2016-03-10,379.81610107421875
2016-03-11,386.7738342285156
2016-03-14,395.637939453125
2016-03-15,393.1598205566406
2016-03-16,392.77850341796875
2016-03-17,399.8316650390625
2016-03-18,395.92376708984375
2016-03-21,398.7831115722656
2016-03-22,397.4488830566406
2016-03-23,397.2582702636719
2016-03-24,381.53350830078125
2016-03-29,387.3490905761719
2016-03-30,392.6878356933594
2016-03-31,391.16241455078125
2016-04-01,388.68365478515625
2016-04-04,392.6878356933594
2016-04-05,396.0245361328125
2016-04-06,401.0773010253906
2016-04-07,396.88262939453125
2016-04-08,401.840087890625
2016-04-11,412.04095458984375
2016-04-12,411.65960693359375
2016-04-13,413.2802734375
2016-04-14,406.6068115234375
2016-04-15,405.08148193359375
2016-04-18,401.1726379394531
2016-04-19,401.840087890625
2016-04-20,397.0732727050781
2016-04-21,394.68994140625
2016-04-22,388.30242919921875
2016-04-25,394.11773681640625
2016-04-26,396.88262939453125
2016-04-27,401.553955078125
2016-04-28,401.36322021484375
2016-04-29,398.21722412109375
2016-05-03,402.6980895996094
2016-05-04,401.36322021484375
2016-05-05,403.2700500488281
2016-05-06,404.50946044921875
2016-05-09,410.32489013671875
2016-05-10,408.5134582519531
2016-05-11,404.2234802246094
2016-05-12,403.93731689453125
2016-05-13,404.41412353515625
2016-05-16,405.08148193359375
2016-05-17,405.5580749511719
2016-05-18,403.2700500488281
2016-05-19,401.36322021484375
2016-05-20,406.8928527832031
2016-05-23,410.9922180175781
2016-05-24,412.2315979003906
2016-05-25,411.9456787109375
2016-05-26,413.94769287109375
2016-05-27,418.3331604003906
2016-05-31,417.4751281738281
2016-06-01,415.0916748046875
2016-06-02,413.18499755859375
2016-06-03,419.19122314453125
2016-06-06,419.2865295410156
2016-06-07,421.097900390625
2016-06-08,423.9580078125
2016-06-09,423.481201171875
2016-06-10,415.377685546875
2016-06-13,412.2315979003906
2016-06-14,404.6047668457031
2016-06-15,404.03277587890625
2016-06-16,398.50323486328125
2016-06-17,399.6473693847656
2016-06-20,419.00048828125
2016-06-21,430.0593566894531
2016-06-22,423.2905578613281
2016-06-23,427.67596435546875
2016-06-24,378.1014099121094
2016-06-27,353.21875
2016-06-28,378.6734924316406
2016-06-29,391.16241455078125
2016-06-30,395.3572082519531
2016-07-01,395.92913818359375
2016-07-04,386.9676513671875
2016-07-05,373.0486755371094
2016-07-06,365.8031311035156
2016-07-07,366.7564697265625
2016-07-08,377.05267333984375
2016-07-11,390.11383056640625
2016-07-12,387.5396423339844
2016-07-13,387.7303466796875
2016-07-14,389.923095703125
2016-07-15,385.0609436035156
2016-07-18,385.0609436035156
2016-07-19,393.2598876953125
2016-07-20,398.5986633300781
2016-07-21,395.92913818359375
2016-07-22,397.7406311035156
2016-07-25,401.36322021484375
2016-07-26,415.759033203125
2016-07-27,411.468994140625
2016-07-28,416.9984130859375
2016-07-29,422.3371887207031
2016-08-01,418.90509033203125
2016-08-02,418.3331604003906
2016-08-03,414.13824462890625
2016-08-04,419.7632141113281
2016-08-05,422.3371887207031
2016-08-08,421.5745849609375
2016-08-09,422.05120849609375
2016-08-10,421.9559020996094
2016-08-11,421.097900390625
2016-08-12,427.8665771484375
2016-08-15,429.5827331542969
2016-08-16,426.8180236816406
2016-08-17,424.7206115722656
2016-08-18,427.43988037109375
2016-08-19,425.2469177246094
2016-08-22,428.2026062011719
2016-08-23,428.6794128417969
2016-08-24,429.6329040527344
2016-08-25,425.2469177246094
2016-08-26,422.57720947265625
2016-08-30,425.81890869140625
2016-08-31,432.1119079589844
2016-09-01,434.0188293457031
2016-09-02,425.72357177734375
2016-09-05,428.1072998046875
2016-09-06,431.9211730957031
2016-09-07,425.4375305175781
2016-09-08,434.686279296875
2016-09-09,423.9121398925781
2016-09-12,419.8121643066406
2016-09-13,418.3819274902344
2016-09-14,416.0936279296875
2016-09-15,417.6191711425781
2016-09-16,420.00286865234375
2016-09-19,420.95623779296875
2016-09-20,428.1072998046875
2016-09-21,428.2026062011719
2016-09-22,434.2095642089844
2016-09-23,430.9676818847656
2016-09-26,426.39111328125
2016-09-27,429.6329040527344
2016-09-28,427.53515625
2016-09-29,425.6282653808594
2016-09-30,432.6839294433594
2016-10-03,434.0188293457031
2016-10-04,439.16748046875
2016-10-05,427.53515625
2016-10-06,424.2934875488281
2016-10-07,419.2401123046875
2016-10-10,415.5215759277344
2016-10-11,414.5680847167969
2016-10-12,406.4635314941406
2016-10-13,413.1379089355469
2016-10-14,412.3751220703125
2016-10-17,410.37274169921875
2016-10-18,417.809814453125
2016-10-19,415.9029235839844
2016-10-20,422.19580078125
2016-10-21,420.09814453125
2016-10-24,419.526123046875
2016-10-25,425.6282653808594
2016-10-26,417.7144775390625
2016-10-27,414.7588195800781
2016-10-28,417.7144775390625
2016-10-31,416.85650634765625
2016-11-01,407.1310729980469
2016-11-02,410.2774963378906
2016-11-03,409.2286376953125
2016-11-04,401.41015625
2016-11-07,407.41705322265625
2016-11-08,405.03338623046875
2016-11-09,397.4056701660156
2016-11-10,393.40106201171875
2016-11-11,395.11737060546875
2016-11-14,389.49176025390625
2016-11-15,389.3011169433594
2016-11-16,384.5337829589844
2016-11-17,392.7336730957031
2016-11-18,392.35223388671875
2016-11-21,388.9197998046875
2016-11-22,392.35223388671875
2016-11-23,392.54302978515625
2016-11-24,391.5894470214844
2016-11-25,392.6383056640625
2016-11-28,397.4056701660156
2016-11-29,399.1218566894531
2016-11-30,398.54974365234375
2016-12-01,394.54522705078125
2016-12-02,397.7869873046875
2016-12-05,396.928955078125
2016-12-06,402.4590759277344
2016-12-07,412.7565002441406
2016-12-08,415.3307800292969
2016-12-09,424.7701721191406
2016-12-12,416.5704040527344
2016-12-13,423.9121398925781
2016-12-14,422.19580078125
2016-12-15,420.19354248046875
2016-12-16,419.0494079589844
2016-12-19,422.6725769042969
2016-12-20,424.0074157714844
2016-12-21,422.767822265625
2016-12-22,423.43524169921875
2016-12-23,433.5421142578125
2016-12-28,428.3934020996094
2016-12-29,432.8746337890625
2016-12-30,436.7839050292969
2017-01-03,431.9211730957031
2017-01-04,438.3095397949219
2017-01-05,443.4582214355469
2017-01-06,451.1812744140625
2017-01-09,447.748779296875
2017-01-10,450.22784423828125
2017-01-11,450.03704833984375
2017-01-12,448.416259765625
2017-01-13,447.748779296875
2017-01-16,449.4650573730469
2017-01-17,445.7464294433594
2017-01-18,446.2232971191406
2017-01-19,438.97686767578125
2017-01-20,435.7350769042969
2017-01-23,438.1187438964844
2017-01-24,434.4955749511719
2017-01-25,435.6397705078125
2017-01-26,441.3605041503906
2017-01-27,442.9814758300781
2017-01-30,438.881591796875
2017-01-31,440.0256042480469
2017-02-01,446.50927734375
2017-02-02,444.8883972167969
2017-02-03,450.8952331542969
2017-02-06,449.6556396484375
2017-02-07,452.5160827636719
2017-02-08,457.0926818847656
2017-02-09,459.7624206542969
2017-02-10,455.1859130859375
2017-02-13,457.95086669921875
2017-02-14,458.99969482421875
2017-02-15,464.4344787597656
2017-02-16,460.5252685546875
2017-02-17,475.0179748535156
2017-02-20,475.3040466308594
2017-02-21,474.73193359375
2017-02-22,472.5389709472656
2017-02-23,471.4901428222656
2017-02-24,472.63427734375
2017-02-27,468.2483215332031
2017-02-28,470.82269287109375
2017-03-01,473.8737487792969
2017-03-02,474.1598205566406
2017-03-03,474.064453125
2017-03-06,473.9691467285156
2017-03-07,470.15533447265625
2017-03-08,467.48553466796875
2017-03-09,473.492431640625
2017-03-10,446.7953186035156
2017-03-13,455.8708190917969
2017-03-14,452.3802490234375
2017-03-15,452.7791442871094
2017-03-16,455.1727294921875
2017-03-17,455.27252197265625
2017-03-20,462.3533935546875
2017-03-21,460.35870361328125
2017-03-22,461.6551818847656
2017-03-23,453.2877502441406
2017-03-24,455.5821228027344
2017-03-27,454.7840881347656
2017-03-28,454.38507080078125
2017-03-29,457.17822265625
2017-03-30,452.7889099121094
2017-03-31,455.0833435058594
2017-04-03,451.3923645019531
2017-04-04,454.8837890625
2017-04-05,456.6794128417969
2017-04-06,468.0515441894531
2017-04-07,474.5356750488281
2017-04-10,473.03936767578125
2017-04-11,475.0343933105469
2017-04-12,476.53070068359375
2017-04-13,478.7253112792969
2017-04-18,483.114501953125
2017-04-19,481.7179870605469
2017-04-20,481.2192077636719
2017-04-21,481.91754150390625
2017-04-24,486.8055114746094
2017-04-25,491.3942565917969
2017-04-26,491.7932434082031
2017-04-27,488.60107421875
2017-04-28,484.51123046875
2017-05-02,487.2044982910156
2017-05-03,486.0075378417969
2017-05-04,482.4162292480469
2017-05-05,487.4040222167969
2017-05-08,489.89794921875
2017-05-09,497.9781188964844
2017-05-10,494.9854736328125
2017-05-11,494.2872009277344
2017-05-12,491.094970703125
2017-05-15,490.89544677734375
2017-05-16,493.5888366699219
2017-05-17,491.3942565917969
2017-05-18,486.9052429199219
2017-05-19,488.2020263671875
2017-05-22,489.1995849609375
2017-05-23,486.8055114746094
2017-05-24,488.3018798828125
2017-05-25,488.10235595703125
2017-05-26,489.49896240234375
2017-05-30,496.0827331542969
2017-05-31,501.76873779296875
2017-06-01,502.76629638671875
2017-06-02,499.7737731933594
2017-06-05,492.19232177734375
2017-06-06,490.89544677734375
2017-06-07,495.4842529296875
2017-06-08,498.7761535644531
2017-06-09,499.27490234375
2017-06-12,497.4793395996094
2017-06-13,501.76873779296875
2017-06-14,501.76873779296875
2017-06-15,494.68621826171875
2017-06-16,502.267578125
2017-06-19,505.7590026855469
2017-06-20,503.26507568359375
2017-06-21,496.18243408203125
2017-06-22,493.5888366699219
2017-06-23,493.6886291503906
2017-06-26,496.5964660644531
2017-06-27,494.2552490234375
2017-06-28,484.01239013671875
2017-06-29,484.51123046875
2017-06-30,488.0025634765625
2017-07-03,485.30914306640625
2017-07-04,485.4089660644531
2017-07-05,485.00994873046875
2017-07-06,479.9224548339844
2017-07-07,480.2216491699219
2017-07-10,481.8177185058594
2017-07-11,478.9248352050781
2017-07-12,488.70086669921875
2017-07-13,489.89794921875
2017-07-14,493.6886291503906
2017-07-17,493.3893737792969
2017-07-18,498.7761535644531
2017-07-19,504.2626647949219
2017-07-20,508.7516784667969
2017-07-21,509.25042724609375
2017-07-24,503.763916015625
2017-07-25,518.228271484375
2017-07-26,521.2210083007812
2017-07-27,529.7002563476562
2017-07-28,525.2113647460938
2017-07-31,525.7100219726562
2017-08-01,527.2064819335938
2017-08-02,528.7026977539062
2017-08-03,532.6927490234375
2017-08-04,539.1769409179688
2017-08-07,538.1795043945312
2017-08-08,536.68310546875
2017-08-09,538.1795043945312
2017-08-10,531.1964721679688
2017-08-11,524.7124633789062
2017-08-14,530.69775390625
2017-08-15,536.68310546875
2017-08-16,536.1844482421875
2017-08-17,529.7520141601562
2017-08-18,520.7733154296875
2017-08-21,525.2626953125
2017-08-22,528.75439453125
2017-08-23,527.7567749023438
2017-08-24,529.2532348632812
2017-08-25,526.26025390625
2017-08-29,527.2579345703125
2017-08-30,532.7448120117188
2017-08-31,536.735595703125
2017-09-01,536.2368774414062
2017-09-04,539.2296752929688
2017-09-05,530.7496337890625
2017-09-06,531.7473754882812
2017-09-07,536.735595703125
2017-09-08,536.2368774414062
2017-09-11,541.7238159179688
2017-09-12,538.7308349609375
2017-09-13,532.7448120117188
2017-09-14,530.7496337890625
2017-09-15,530.7496337890625
2017-09-18,530.7496337890625
2017-09-19,531.2483520507812
2017-09-20,532.24609375
2017-09-21,526.759033203125
2017-09-22,530.7496337890625
2017-09-25,530.2508544921875
2017-09-26,530.7496337890625
2017-09-27,527.2579345703125
2017-09-28,526.26025390625
2017-09-29,534.7402954101562
2017-10-02,537.2344970703125
2017-10-03,538.7308349609375
2017-10-04,533.7425537109375
2017-10-05,532.7448120117188
2017-10-06,532.24609375
2017-10-09,533.2438354492188
2017-10-10,541.2249755859375
2017-10-11,546.2133178710938
2017-10-12,548.7073364257812
2017-10-13,548.2085571289062
2017-10-16,547.2108764648438
2017-10-17,546.2133178710938
2017-10-18,552.6978759765625
2017-10-19,550.2037353515625
2017-10-20,547.7097778320312
2017-10-23,544.2178344726562
2017-10-24,544.2178344726562
2017-10-25,533.7425537109375
2017-10-26,531.2483520507812
