Date,SGRO.L
2017-10-27,528.75439453125
2017-10-30,525.7614135742188
2017-10-31,541.7238159179688
2017-11-01,535.7379760742188
2017-11-02,541.7238159179688
2017-11-03,546.712158203125
2017-11-06,545.7144165039062
2017-11-07,545.7144165039062
2017-11-08,549.2061767578125
2017-11-09,547.2108764648438
2017-11-10,545.215576171875
2017-11-13,545.7144165039062
2017-11-14,549.7048950195312
2017-11-15,551.7003784179688
2017-11-16,558.1849975585938
2017-11-17,556.6885986328125
2017-11-20,556.1896362304688
2017-11-21,556.1896362304688
2017-11-22,557.1873779296875
2017-11-23,557.686279296875
2017-11-24,556.6885986328125
2017-11-27,558.1849975585938
2017-11-28,559.1824951171875
2017-11-29,548.2085571289062
2017-11-30,547.2108764648438
2017-12-01,539.2296752929688
2017-12-04,537.7332153320312
2017-12-05,543.7190551757812
2017-12-06,542.721435546875
2017-12-07,544.2178344726562
2017-12-08,559.6814575195312
2017-12-11,554.1944580078125
2017-12-12,560.6790771484375
2017-12-13,559.1824951171875
2017-12-14,566.6650390625
2017-12-15,573.1497802734375
2017-12-18,575.14501953125
2017-12-19,576.1427001953125
2017-12-20,575.14501953125
2017-12-21,576.1427001953125
2017-12-22,575.6438598632812
2017-12-27,577.63916015625
2017-12-28,579.6345825195312
2017-12-29,585.6204833984375
2018-01-02,577.63916015625
2018-01-03,581.8292846679688
2018-01-04,578.0382690429688
2018-01-05,585.2213134765625
2018-01-08,586.2189331054688
2018-01-09,586.01953125
2018-01-10,573.6485595703125
2018-01-11,571.6533203125
2018-01-12,573.2494506835938
2018-01-15,570.8551025390625
2018-01-16,575.244873046875
2018-01-17,577.439697265625
2018-01-18,574.646240234375
2018-01-19,577.838623046875
2018-01-22,573.4490966796875
2018-01-23,575.244873046875
2018-01-24,569.857421875
2018-01-25,567.2635498046875
2018-01-26,576.8411254882812
2018-01-29,575.244873046875
2018-01-30,572.65087890625
2018-01-31,580.0335693359375
2018-02-01,583.2261962890625
2018-02-02,580.6321411132812
2018-02-05,565.2684936523438
2018-02-06,549.9046630859375
2018-02-07,562.4749145507812
2018-02-08,554.0946655273438
2018-02-09,550.5031127929688
2018-02-12,553.2965698242188
2018-02-13,552.298828125
2018-02-14,552.298828125
2018-02-15,553.8950805664062
2018-02-16,589.8106689453125
2018-02-19,578.4373779296875
2018-02-20,579.4349365234375
2018-02-21,581.230712890625
2018-02-22,582.8269653320312
2018-02-23,586.01953125
2018-02-26,584.6226806640625
2018-02-27,573.84814453125
2018-02-28,570.2565307617188
2018-03-01,569.6580200195312
2018-03-02,570.8551025390625
2018-03-05,581.4301147460938
2018-03-06,584.4232177734375
2018-03-07,590.6085815429688
2018-03-08,602.380859375
2018-03-09,597.5922241210938
2018-03-12,605.9725341796875
2018-03-13,603.3785400390625
2018-03-14,605.9725341796875
2018-03-15,607.9677734375
2018-03-16,606.9700927734375
2018-03-19,617.3456420898438
2018-03-20,620.737548828125
2018-03-21,608.5662231445312
2018-03-22,592.3151245117188
2018-03-23,588.1241455078125
2018-03-26,583.135009765625
2018-03-27,591.71630859375
2018-03-28,595.7076416015625
2018-03-29,599.898681640625
2018-04-03,598.90087890625
2018-04-04,603.0918579101562
2018-04-05,615.0657958984375
2018-04-06,613.0701904296875
2018-04-09,614.4671020507812
2018-04-10,611.4734497070312
2018-04-11,605.286865234375
2018-04-12,606.0852661132812
2018-04-13,610.8748168945312
2018-04-16,612.0722045898438
2018-04-17,624.6449584960938
2018-04-18,629.8338012695312
2018-04-19,625.0439453125
2018-04-20,626.84033203125
2018-04-23,625.8424072265625
2018-04-24,632.8273315429688
2018-04-25,627.4388427734375
2018-04-26,637.6168212890625
2018-04-27,645.5995483398438
2018-04-30,644.8012084960938
2018-05-01,644.6016845703125
2018-05-02,636.6189575195312
2018-05-03,636.818603515625
2018-05-04,638.6146240234375
2018-05-08,640.0116577148438
2018-05-09,644.8012084960938
2018-05-10,648.7926025390625
2018-05-11,653.5822143554688
2018-05-14,648.19384765625
2018-05-15,648.7926025390625
2018-05-16,646.1981811523438
2018-05-17,643.603759765625
2018-05-18,642.2068481445312
2018-05-21,643.8035278320312
2018-05-22,645.000732421875
2018-05-23,641.0094604492188
2018-05-24,642.2068481445312
2018-05-25,648.5930786132812
2018-05-29,645.7990112304688
2018-05-30,647.994384765625
2018-05-31,653.18310546875
2018-06-01,655.9769287109375
2018-06-04,665.5562744140625
2018-06-05,664.758056640625
2018-06-06,672.5410766601562
2018-06-07,670.3458251953125
2018-06-08,670.3458251953125
2018-06-11,669.9466552734375
2018-06-12,666.1548461914062
2018-06-13,667.75146484375
2018-06-14,668.5497436523438
2018-06-15,666.1548461914062
2018-06-18,663.7601928710938
2018-06-19,659.9683227539062
2018-06-20,666.1548461914062
2018-06-21,658.5712890625
2018-06-22,660.7666015625
2018-06-25,658.5712890625
2018-06-26,658.1723022460938
2018-06-27,662.5626220703125
2018-06-28,662.7623291015625
2018-06-29,667.9511108398438
2018-07-02,664.758056640625
2018-07-03,670.9445190429688
2018-07-04,674.337158203125
2018-07-05,669.9466552734375
2018-07-06,676.1334228515625
2018-07-09,671.9425659179688
2018-07-10,677.5302124023438
2018-07-11,671.14404296875
2018-07-12,670.3458251953125
2018-07-13,672.5410766601562
2018-07-16,670.54541015625
2018-07-17,673.5389404296875
2018-07-18,675.53466796875
2018-07-19,673.5389404296875
2018-07-20,671.7427978515625
2018-07-23,664.1593017578125
2018-07-24,666.3544921875
2018-07-25,662.3632202148438
2018-07-26,663.560546875
2018-07-27,664.3587036132812
2018-07-30,664.758056640625
2018-07-31,663.560546875
2018-08-01,657.5736083984375
2018-08-02,651.1873779296875
2018-08-03,668.5497436523438
2018-08-06,667.5519409179688
2018-08-07,668.35009765625
2018-08-08,670.9445190429688
2018-08-09,669.9466552734375
2018-08-10,672.5410766601562
2018-08-13,664.758056640625
2018-08-14,655.577880859375
2018-08-15,649.1915283203125
2018-08-16,654.037109375
2018-08-17,656.2325439453125
2018-08-20,658.427978515625
2018-08-21,654.8353881835938
2018-08-22,653.2388305664062
2018-08-23,652.8396606445312
2018-08-24,651.8416748046875
2018-08-28,656.831298828125
2018-08-29,661.8209228515625
2018-08-30,660.62353515625
2018-08-31,656.831298828125
2018-09-03,656.032958984375
2018-09-04,654.6359252929688
2018-09-05,650.6441040039062
2018-09-06,649.4466552734375
2018-09-07,650.0455322265625
2018-09-10,648.2490844726562
2018-09-11,653.6380004882812
2018-09-12,656.2325439453125
2018-09-13,651.6420288085938
2018-09-14,645.654541015625
2018-09-17,644.65673828125
2018-09-18,645.2554321289062
2018-09-19,635.6754150390625
2018-09-20,639.6670532226562
2018-09-21,640.8645629882812
2018-09-24,637.671142578125
2018-09-25,633.47998046875
2018-09-26,638.27001953125
2018-09-27,635.4756469726562
2018-09-28,636.4738159179688
2018-10-01,640.6649780273438
2018-10-02,635.6754150390625
2018-10-03,639.2678833007812
2018-10-04,614.5194091796875
2018-10-05,608.1328735351562
2018-10-08,617.1140747070312
2018-10-09,621.7044677734375
2018-10-10,607.3344116210938
2018-10-11,604.540283203125
2018-10-12,601.74609375
2018-10-15,591.36767578125
2018-10-16,608.5318603515625
2018-10-17,625.6961669921875
2018-10-18,630.2864990234375
2018-10-19,632.48193359375
2018-10-22,630.8853149414062
2018-10-23,616.9144897460938
2018-10-24,626.694091796875
2018-10-25,625.8956909179688
2018-10-26,618.9103393554688
2018-10-29,621.1057739257812
2018-10-30,615.3177490234375
2018-10-31,613.3219604492188
2018-11-01,616.5152587890625
2018-11-02,614.1204223632812
2018-11-05,613.9207763671875
2018-11-06,614.7191162109375
2018-11-07,620.7066040039062
2018-11-08,628.4903564453125
2018-11-09,630.8853149414062
2018-11-12,628.8895263671875
2018-11-13,631.0850219726562
2018-11-14,633.080810546875
2018-11-15,613.7210083007812
2018-11-16,612.72314453125
2018-11-19,611.12646484375
2018-11-20,600.5485229492188
2018-11-21,604.1410522460938
2018-11-22,598.7523803710938
2018-11-23,606.7356567382812
2018-11-26,614.3197631835938
2018-11-27,617.3136596679688
2018-11-28,618.3115234375
2018-11-29,613.7210083007812
2018-11-30,601.9456176757812
2018-12-03,605.7378540039062
2018-12-04,607.3344116210938
2018-12-05,608.3323974609375
2018-12-06,594.7605590820312
2018-12-07,605.3385620117188
2018-12-10,602.943603515625
2018-12-11,602.1452026367188
2018-12-12,605.5380859375
2018-12-13,602.1452026367188
2018-12-14,602.3449096679688
2018-12-17,593.7626953125
2018-12-18,590.7689819335938
2018-12-19,592.7648315429688
2018-12-20,601.5463256835938
2018-12-21,602.1452026367188
2018-12-24,600.7481079101562
2018-12-27,583.9832153320312
2018-12-28,585.9789428710938
2018-12-31,587.3759765625
2019-01-02,596.3572387695312
2019-01-03,597.7544555664062
2019-01-04,599.1514282226562
2019-01-07,602.3449096679688
2019-01-08,614.5194091796875
2019-01-09,614.7191162109375
2019-01-10,612.72314453125
2019-01-11,615.1182250976562
2019-01-14,618.9103393554688
2019-01-15,621.1057739257812
2019-01-16,624.6981811523438
2019-01-17,622.3031616210938
2019-01-18,629.28857421875
2019-01-21,626.2949829101562
2019-01-22,624.0994873046875
2019-01-23,632.681640625
2019-01-24,638.6691284179688
2019-01-25,640.6649780273438
2019-01-28,641.6629028320312
2019-01-29,648.847900390625
2019-01-30,661.8209228515625
2019-01-31,645.654541015625
2019-02-01,644.65673828125
2019-02-04,645.654541015625
2019-02-05,639.86669921875
2019-02-06,641.8624877929688
2019-02-07,649.8457641601562
2019-02-08,648.2490844726562
2019-02-11,650.8438110351562
2019-02-12,640.6649780273438
2019-02-13,643.459228515625
2019-02-14,646.8521118164062
2019-02-15,638.6691284179688
2019-02-18,652.8396606445312
2019-02-19,645.654541015625
2019-02-20,635.2761840820312
2019-02-21,640.6649780273438
2019-02-22,648.847900390625
2019-02-25,648.6483154296875
2019-02-26,652.8396606445312
2019-02-27,650.2449951171875
2019-02-28,659.6253051757812
2019-03-01,653.6380004882812
2019-03-04,652.4404296875
2019-03-05,657.4300537109375
2019-03-06,654.2366943359375
2019-03-07,653.6380004882812
2019-03-08,657.2304077148438
2019-03-11,655.2345581054688
2019-03-12,658.6275634765625
2019-03-13,663.6170654296875
2019-03-14,668.008056640625
2019-03-15,680.9810791015625
2019-03-18,682.976806640625
2019-03-19,683.775146484375
2019-03-20,682.178466796875
2019-03-21,673.1280517578125
2019-03-22,659.9529418945312
2019-03-25,659.5537719726562
2019-03-26,660.7515869140625
2019-03-27,664.7439575195312
2019-03-28,666.7400512695312
2019-03-29,672.1300659179688
2019-04-01,672.928466796875
2019-04-02,679.5159301757812
2019-04-03,685.5046997070312
2019-04-04,682.1111450195312
2019-04-05,678.9171142578125
2019-04-08,676.322021484375
2019-04-09,668.93603515625
2019-04-10,675.9227905273438
2019-04-11,682.1111450195312
2019-04-12,677.519775390625
2019-04-15,673.7269897460938
2019-04-16,680.5140380859375
2019-04-17,670.5328979492188
2019-04-18,668.7364501953125
2019-04-23,669.5348510742188
2019-04-24,684.1073608398438
2019-04-25,683.3087768554688
2019-04-26,683.9078369140625
2019-04-29,681.1131591796875
2019-04-30,677.1205444335938
2019-05-01,672.1300659179688
2019-05-02,675.3239135742188
2019-05-03,679.7155151367188
2019-05-07,678.1187133789062
2019-05-08,676.5216064453125
2019-05-09,677.9190063476562
2019-05-10,684.7062377929688
2019-05-13,685.9039306640625
2019-05-14,696.4838256835938
2019-05-15,706.66455078125
2019-05-16,709.8587036132812
2019-05-17,711.2559814453125
2019-05-20,711.2559814453125
