Date,PCAR
2015-08-03,29.233076095581055
2015-08-04,28.625558853149414
2015-08-05,28.834117889404297
2015-08-06,28.698097229003906
2015-08-07,28.539426803588867
2015-08-10,28.933853149414062
2015-08-11,28.557552337646484
2015-08-12,28.566652297973633
2015-08-13,28.521150588989258
2015-08-14,28.634918212890625
2015-08-17,28.68498420715332
2015-08-18,28.644018173217773
2015-08-19,28.434680938720703
2015-08-20,27.679216384887695
2015-08-21,26.59607696533203
2015-08-24,25.663116455078125
2015-08-25,25.44011878967285
2015-08-26,26.523258209228516
2015-08-27,27.11488914489746
2015-08-28,27.055713653564453
2015-08-31,26.837276458740234
2015-09-01,25.95438003540039
2015-09-02,26.464101791381836
2015-09-03,26.427688598632812
2015-09-04,25.86791229248047
2015-09-08,26.21380043029785
2015-09-09,26.11367416381836
2015-09-10,26.0954647064209
2015-09-11,26.154624938964844
2015-09-14,25.968032836914062
2015-09-15,26.518705368041992
2015-09-16,26.691646575927734
2015-09-17,26.28205108642578
2015-09-18,25.626712799072266
2015-09-21,25.73593521118164
2015-09-22,25.048730850219727
2015-09-23,25.02142906188965
2015-09-24,24.798423767089844
2015-09-25,24.193147659301758
2015-09-28,23.560544967651367
2015-09-29,23.76079750061035
2015-09-30,23.742597579956055
2015-10-01,23.510494232177734
2015-10-02,23.69253158569336
2015-10-05,24.689210891723633
2015-10-06,24.61638832092285
2015-10-07,25.053279876708984
2015-10-08,25.394609451293945
2015-10-09,25.15795135498047
2015-10-12,24.966819763183594
2015-10-13,24.53446388244629
2015-10-14,24.256858825683594
2015-10-15,24.33877182006836
2015-10-16,23.90642547607422
2015-10-19,23.783546447753906
2015-10-20,24.12943458557129
2015-10-21,24.015653610229492
2015-10-22,24.543569564819336
2015-10-23,24.962263107299805
2015-10-26,24.980472564697266
2015-10-27,23.301143646240234
2015-10-28,24.45254898071289
2015-10-29,24.184038162231445
2015-10-30,23.961036682128906
2015-11-02,24.443449020385742
2015-11-03,24.225000381469727
2015-11-04,24.011096954345703
2015-11-05,24.33877182006836
2015-11-06,24.552677154541016
2015-11-09,23.69707679748535
2015-11-10,23.500486373901367
2015-11-11,23.42275619506836
2015-11-12,22.85124969482422
2015-11-13,22.864961624145508
2015-11-16,23.024986267089844
2015-11-17,22.864961624145508
2015-11-18,23.546205520629883
2015-11-19,23.34503936767578
2015-11-20,23.518766403198242
2015-11-23,23.47304916381836
2015-11-24,23.527912139892578
2015-11-25,23.591928482055664
2015-11-27,23.701658248901367
2015-11-30,23.756519317626953
2015-12-01,23.58735466003418
2015-12-02,23.43189811706543
2015-12-03,22.307174682617188
2015-12-04,22.759809494018555
2015-12-07,22.412322998046875
2015-12-08,22.151718139648438
2015-12-09,22.330034255981445
2015-12-10,22.348318099975586
2015-12-11,21.603069305419922
2015-12-14,21.72194480895996
2015-12-15,21.891117095947266
2015-12-16,22.004152297973633
2015-12-17,21.40129280090332
2015-12-18,21.269426345825195
2015-12-21,21.556711196899414
2015-12-22,22.366804122924805
2015-12-23,22.913137435913086
2015-12-24,22.818939208984375
2015-12-28,22.60700035095215
2015-12-29,22.78597068786621
2015-12-30,22.61642074584961
