Date,SOLB.BR
2015-08-24,3.1932597160339355
2015-08-25,3.3049118518829346
2015-08-26,3.2458949089050293
2015-08-27,3.3782830238342285
2015-08-28,3.3926384449005127
2015-08-31,3.346381425857544
2015-09-01,3.276201009750366
2015-09-02,3.26822566986084
2015-09-03,3.338407039642334
2015-09-04,3.276201009750366
2015-09-07,3.2921509742736816
2015-09-08,3.3400022983551025
2015-09-09,3.330432176589966
2015-09-10,3.2538702487945557
2015-09-11,3.199638605117798
2015-09-14,3.1900689601898193
2015-09-15,3.19644832611084
2015-09-16,3.223564386367798
2015-09-17,3.1836884021759033
2015-09-18,3.1074461936950684
2015-09-21,3.087986707687378
2015-09-22,2.9890947341918945
2015-09-23,3.034712076187134
2015-09-24,2.890840768814087
2015-09-25,2.928483247756958
2015-09-28,2.8554306030273438
2015-09-29,2.886373996734619
2015-09-30,2.909980535507202
2015-10-01,2.9208273887634277
2015-10-02,2.928483247756958
2015-10-05,3.0624659061431885
2015-10-06,3.0832016468048096
2015-10-07,3.1026611328125
2015-10-08,3.1578497886657715
2015-10-09,3.229944944381714
2015-10-12,3.1932597160339355
2015-10-13,3.1182923316955566
2015-10-14,3.0257797241210938
2015-10-15,3.052576780319214
2015-10-16,3.031841278076172
2015-10-19,3.0273759365081787
2015-10-20,3.034393787384033
2015-10-21,3.045239210128784
2015-10-22,3.1693332195281982
2015-10-23,3.2490851879119873
2015-10-26,3.2171847820281982
2015-10-27,3.162315607070923
2015-10-28,3.282580852508545
2015-10-29,3.300126314163208
2015-10-30,3.279391050338745
2015-11-02,3.285771608352661
2015-11-03,3.2841761112213135
2015-11-04,3.3033154010772705
2015-11-05,3.2746059894561768
2015-11-06,3.335217237472534
2015-11-09,3.2985305786132812
2015-11-10,3.287365436553955
2015-11-11,3.3160767555236816
2015-11-12,3.2139947414398193
2015-11-13,3.2171847820281982
2015-11-16,3.207613706588745
2015-11-17,3.3017218112945557
2015-11-18,3.2905561923980713
2015-11-19,3.306506872177124
2015-11-20,3.332026481628418
2015-11-23,3.32086181640625
2015-11-24,3.2777957916259766
2015-11-25,3.3958287239074707
2015-11-26,3.451655149459839
2015-11-27,3.4245381355285645
2015-11-30,3.4787700176239014
2015-12-01,3.426133871078491
2015-12-02,3.3750929832458496
2015-12-03,3.2315399646759033
2015-12-04,3.1522507667541504
2015-12-07,3.2242093086242676
2015-12-08,3.156663179397583
2015-12-09,3.124418258666992
2015-12-10,3.1267948150634766
2015-12-11,3.129509449005127
2015-12-14,3.119666814804077
2015-12-15,3.16684627532959
2015-12-16,3.166167736053467
2015-12-17,3.268674850463867
2015-12-18,3.27580189704895
2015-12-21,3.231337785720825
2015-12-22,3.2245490550994873
2015-12-23,3.35964035987854
2015-12-24,3.3368985652923584
2015-12-28,3.3294315338134766
2015-12-29,3.393583059310913
2015-12-30,3.3776299953460693
2016-01-04,3.2581520080566406
2016-01-05,3.253739833831787
2016-01-06,3.15700364112854
2016-01-07,3.0653586387634277
2016-01-08,2.9404489994049072
2016-01-11,2.8898744583129883
2016-01-12,2.9584391117095947
2016-01-13,2.902772903442383
2016-01-14,2.885801076889038
2016-01-15,2.7513885498046875
2016-01-18,2.6835031509399414
2016-01-19,2.8907015323638916
2016-01-20,2.7758913040161133
2016-01-21,2.8583765029907227
2016-01-22,2.915224552154541
2016-01-25,2.8568906784057617
2016-01-26,2.8929316997528076
2016-01-27,2.826423168182373
2016-01-28,2.8085875511169434
2016-01-29,2.8271656036376953
2016-02-01,2.78666615486145
2016-02-02,2.669255256652832
2016-02-03,2.6729700565338135
2016-02-04,2.756941795349121
2016-02-05,2.803757429122925
2016-02-08,2.6673972606658936
2016-02-09,2.6662824153900146
2016-02-10,2.756571054458618
2016-02-11,2.6699976921081543
2016-02-12,2.7680888175964355
2016-02-15,2.870638370513916
2016-02-16,2.833111047744751
2016-02-17,2.9858193397521973
2016-02-18,3.002910852432251
2016-02-19,2.972815752029419
2016-02-22,3.013686180114746
2016-02-23,3.0003106594085693
2016-02-24,2.894789218902588
2016-02-25,3.0579018592834473
2016-02-26,3.139643430709839
