Date,PSUBNKBEES.NS
2015-08-03,38.96900177001953
2015-08-04,40.38399887084961
2015-08-05,40.26300048828125
2015-08-06,40.321998596191406
2015-08-07,39.98699951171875
2015-08-10,39.92399978637695
2015-08-11,38.33599853515625
2015-08-12,36.96699905395508
2015-08-13,36.89799880981445
2015-08-14,38.72100067138672
2015-08-17,40.78099822998047
2015-08-18,41.18199920654297
2015-08-19,40.53099822998047
2015-08-20,39.112998962402344
2015-08-21,38.58700180053711
2015-08-24,35.53200149536133
2015-08-25,35.75
2015-08-26,35.150001525878906
2015-08-27,36.099998474121094
2015-08-28,35.722999572753906
2015-08-31,35.5
2015-09-01,34.21200180053711
2015-09-02,33.08599853515625
2015-09-03,33.38399887084961
2015-09-04,32.404998779296875
2015-09-07,32.00899887084961
2015-09-08,32.73400115966797
2015-09-09,33.49100112915039
2015-09-10,32.94599914550781
2015-09-11,33.43199920654297
2015-09-14,33.900001525878906
2015-09-15,33.696998596191406
2015-09-16,34.0
2015-09-18,35.06700134277344
2015-09-21,35.56399917602539
2015-09-22,34.349998474121094
2015-09-23,34.900001525878906
2015-09-24,34.821998596191406
2015-09-28,34.60200119018555
2015-09-29,34.88600158691406
2015-09-30,34.00199890136719
2015-10-01,33.874000549316406
2015-10-05,34.70800018310547
2015-10-06,35.09000015258789
2015-10-07,35.29999923706055
2015-10-08,35.31100082397461
2015-10-09,35.4010009765625
2015-10-12,35.005001068115234
2015-10-13,35.055999755859375
2015-10-14,35.13399887084961
2015-10-15,35.5
2015-10-16,35.987998962402344
2015-10-19,35.801998138427734
2015-10-20,36.03499984741211
2015-10-21,35.24100112915039
2015-10-23,35.58100128173828
2015-10-26,35.5
2015-10-27,35.25299835205078
2015-10-28,34.404998779296875
2015-10-29,33.733001708984375
2015-10-30,33.69499969482422
2015-11-02,33.53099822998047
2015-11-03,33.75
2015-11-04,33.946998596191406
2015-11-05,33.43299865722656
2015-11-06,34.13800048828125
2015-11-09,34.92599868774414
2015-11-10,34.44200134277344
2015-11-13,34.275001525878906
2015-11-16,35.20000076293945
2015-11-17,35.03300094604492
2015-11-18,34.03499984741211
2015-11-19,34.347999572753906
2015-11-20,34.689998626708984
2015-11-23,34.54899978637695
2015-11-24,34.20000076293945
2015-11-26,34.5
2015-11-27,35.433998107910156
2015-11-30,35.97700119018555
2015-12-01,35.70000076293945
2015-12-02,35.0
2015-12-03,34.39099884033203
2015-12-04,34.185001373291016
2015-12-07,33.95000076293945
2015-12-08,33.43000030517578
2015-12-09,32.880001068115234
2015-12-10,32.8129997253418
2015-12-11,32.04499816894531
2015-12-14,32.06399917602539
2015-12-15,32.077999114990234
2015-12-16,32.16999816894531
2015-12-17,32.63100051879883
2015-12-18,32.35900115966797
2015-12-21,32.39899826049805
2015-12-22,32.297000885009766
2015-12-23,32.29600143432617
2015-12-24,32.11199951171875
2015-12-28,32.31999969482422
2015-12-29,32.12900161743164
2015-12-30,31.95599937438965
2015-12-31,31.827999114990234
2016-01-01,31.899999618530273
2016-01-04,31.22100067138672
2016-01-05,30.823999404907227
2016-01-06,30.68000030517578
2016-01-07,29.538000106811523
2016-01-08,29.486000061035156
2016-01-11,28.926000595092773
2016-01-12,28.145999908447266
2016-01-13,27.733999252319336
2016-01-14,27.128000259399414
2016-01-15,25.73699951171875
2016-01-18,25.3439998626709
2016-01-19,25.643999099731445
2016-01-20,24.441999435424805
2016-01-21,24.562000274658203
2016-01-22,26.047000885009766
2016-01-25,25.61400032043457
2016-01-27,26.03499984741211
2016-01-28,25.809999465942383
2016-01-29,25.46299934387207
2016-02-01,24.43899917602539
2016-02-02,24.246999740600586
2016-02-03,23.507999420166016
