Date,DOM.L
2016-07-01,338.10235595703125
2016-07-04,319.8561706542969
2016-07-05,320.9529724121094
2016-07-06,326.63616943359375
2016-07-07,334.0143737792969
2016-07-08,342.9879455566406
2016-07-11,360.4364929199219
2016-07-12,364.82342529296875
2016-07-13,360.9349670410156
2016-07-14,357.0464782714844
2016-07-15,356.5478820800781
2016-07-18,363.2281799316406
2016-07-19,368.91143798828125
2016-07-20,374.89385986328125
2016-07-21,373.5976257324219
2016-07-22,372.7002258300781
2016-07-25,380.17816162109375
2016-07-26,379.2809143066406
2016-07-27,380.7764892578125
2016-07-28,384.7646789550781
2016-07-29,395.7322998046875
2016-08-01,392.0432434082031
2016-08-02,386.8584899902344
2016-08-03,385.1634521484375
2016-08-04,379.9134826660156
2016-08-05,383.2040710449219
2016-08-08,382.4064025878906
2016-08-09,377.71978759765625
2016-08-10,372.7340087890625
2016-08-11,375.22686767578125
2016-08-12,374.9277038574219
2016-08-15,375.9249267578125
2016-08-16,371.8365173339844
2016-08-17,367.14996337890625
2016-08-18,366.35223388671875
2016-08-19,369.14434814453125
2016-08-22,369.64288330078125
2016-08-23,367.34942626953125
2016-08-24,376.0245666503906
2016-08-25,374.1300354003906
2016-08-26,368.5460205078125
2016-08-30,368.7454528808594
2016-08-31,357.7767333984375
2016-09-01,361.86517333984375
2016-09-02,366.85089111328125
2016-09-05,367.4490661621094
2016-09-06,369.5431213378906
2016-09-07,366.35223388671875
2016-09-08,366.6514587402344
2016-09-09,358.1756286621094
2016-09-12,353.9876708984375
2016-09-13,359.2724914550781
2016-09-14,356.3808288574219
2016-09-15,358.67425537109375
2016-09-16,364.65716552734375
2016-09-19,362.7625732421875
2016-09-20,363.7596740722656
2016-09-21,355.2839660644531
2016-09-22,355.98187255859375
2016-09-23,357.27813720703125
2016-09-26,357.1785583496094
2016-09-27,359.4719543457031
2016-09-28,363.8594055175781
2016-09-29,362.0645446777344
2016-09-30,372.4349365234375
2016-10-03,375.4263000488281
2016-10-04,378.9163818359375
2016-10-05,366.2525634765625
2016-10-06,366.9505310058594
2016-10-07,360.6685485839844
2016-10-10,358.574462890625
2016-10-11,371.63714599609375
2016-10-12,352.491943359375
2016-10-13,340.1272277832031
2016-10-14,329.457763671875
2016-10-17,318.4891662597656
2016-10-18,339.0304260253906
2016-10-19,341.0246887207031
2016-10-20,341.0246887207031
2016-10-21,342.4206848144531
2016-10-24,338.03326416015625
2016-10-25,334.34381103515625
2016-10-26,333.84521484375
2016-10-27,337.4349365234375
2016-10-28,338.03326416015625
2016-10-31,339.130126953125
2016-11-01,336.93634033203125
2016-11-02,336.0389709472656
2016-11-03,339.9278259277344
2016-11-04,331.8509216308594
2016-11-07,333.4464111328125
2016-11-08,335.0418395996094
2016-11-09,335.93927001953125
2016-11-10,335.3409729003906
2016-11-11,330.5546875
2016-11-14,327.9620056152344
2016-11-15,329.5575256347656
2016-11-16,332.5489196777344
2016-11-17,328.36090087890625
2016-11-18,328.061767578125
2016-11-21,324.87091064453125
2016-11-22,330.5546875
2016-11-23,328.959228515625
2016-11-24,339.5289611816406
2016-11-25,345.9107971191406
2016-11-28,352.1927795410156
2016-11-29,354.48626708984375
2016-11-30,349.00189208984375
2016-12-01,349.99908447265625
2016-12-02,346.3095703125
2016-12-05,347.00762939453125
2016-12-06,347.5061340332031
2016-12-07,348.90216064453125
2016-12-08,350.896484375
2016-12-09,351.99334716796875
2016-12-12,347.00762939453125
2016-12-13,352.3922119140625
2016-12-14,348.6030578613281
2016-12-15,350.9962463378906
2016-12-16,354.2867736816406
2016-12-19,358.0759582519531
2016-12-20,351.7938537597656
2016-12-21,352.0931091308594
2016-12-22,356.6799011230469
2016-12-23,355.782470703125
2016-12-28,358.4748229980469
2016-12-29,356.7796630859375
2016-12-30,359.7711181640625
2017-01-03,363.3608703613281
2017-01-04,359.3722229003906
2017-01-05,365.4548645019531
2017-01-06,371.3380126953125
2017-01-09,377.8194885253906
2017-01-10,377.021728515625
2017-01-11,378.4177551269531
2017-01-12,376.7225646972656
2017-01-13,378.71685791015625
2017-01-16,376.82232666015625
2017-01-17,376.6229248046875
2017-01-18,379.315185546875
2017-01-19,376.3236999511719
2017-01-20,373.2325439453125
2017-01-23,375.9249267578125
2017-01-24,373.5317077636719
2017-01-25,360.96771240234375
2017-01-26,361.0673522949219
2017-01-27,365.65423583984375
2017-01-30,362.8622131347656
2017-01-31,361.26678466796875
2017-02-01,360.867919921875
2017-02-02,366.6514587402344
2017-02-03,371.3380126953125
2017-02-06,365.1557312011719
2017-02-07,368.8450927734375
2017-02-08,369.64288330078125
2017-02-09,371.93634033203125
2017-02-10,374.9277038574219
2017-02-13,370.73968505859375
2017-02-14,375.0274353027344
2017-02-15,376.0245666503906
2017-02-16,378.3180236816406
2017-02-17,379.2154846191406
2017-02-20,379.8137512207031
2017-02-21,378.11865234375
2017-02-22,378.2182922363281
2017-02-23,380.3123779296875
2017-02-24,383.50323486328125
2017-02-27,386.3949279785156
2017-02-28,382.905029296875
2017-03-01,386.3949279785156
2017-03-02,388.68841552734375
2017-03-03,389.3863830566406
2017-03-06,391.08154296875
2017-03-07,384.69976806640625
2017-03-08,392.8764343261719
2017-03-09,341.0246887207031
2017-03-10,345.611572265625
2017-03-13,330.6543273925781
2017-03-14,324.3722229003906
2017-03-15,323.77410888671875
2017-03-16,324.5170593261719
2017-03-17,332.09637451171875
2017-03-20,337.3820495605469
2017-03-21,327.4091491699219
2017-03-22,323.8189697265625
2017-03-23,323.3203125
2017-03-24,317.43621826171875
2017-03-27,317.3365783691406
2017-03-28,312.2503356933594
2017-03-29,308.6601867675781
2017-03-30,309.25848388671875
2017-03-31,307.9620361328125
2017-04-03,306.8650817871094
2017-04-04,304.8704833984375
2017-04-05,305.169677734375
2017-04-06,307.7626037597656
2017-04-07,310.1560974121094
2017-04-10,311.1533203125
2017-04-11,314.8433532714844
2017-04-12,321.8243408203125
2017-04-13,324.1181335449219
2017-04-18,321.5251770019531
2017-04-19,321.3257141113281
2017-04-20,321.126220703125
2017-04-21,325.4145812988281
2017-04-24,329.80267333984375
2017-04-25,327.4091491699219
2017-04-26,330.2015686035156
2017-04-27,330.2015686035156
2017-04-28,329.6031799316406
2017-05-02,334.0909423828125
2017-05-03,331.09912109375
2017-05-04,330.60052490234375
2017-05-05,320.32843017578125
2017-05-08,322.52239990234375
2017-05-09,323.0210876464844
2017-05-10,320.2286071777344
2017-05-11,314.94305419921875
2017-05-12,314.94305419921875
2017-05-15,310.65472412109375
2017-05-16,311.1533203125
2017-05-17,315.9402770996094
2017-05-18,316.8379211425781
2017-05-19,317.9349670410156
2017-05-22,317.7355041503906
2017-05-23,315.84063720703125
2017-05-24,311.1533203125
2017-05-25,310.35552978515625
2017-05-26,313.8460388183594
2017-05-30,315.3420104980469
2017-05-31,316.1398010253906
2017-06-01,320.52789306640625
2017-06-02,320.7274169921875
2017-06-05,311.6519470214844
2017-06-06,306.3664245605469
2017-06-07,315.84063720703125
2017-06-08,319.13165283203125
2017-06-09,318.93212890625
2017-06-12,314.64385986328125
2017-06-13,322.7218933105469
2017-06-14,326.0129699707031
2017-06-15,314.3447265625
2017-06-16,322.8216247558594
2017-06-19,314.64385986328125
2017-06-20,294.199462890625
2017-06-21,287.01898193359375
2017-06-22,289.9111633300781
2017-06-23,281.8331604003906
2017-06-26,287.406005859375
2017-06-27,284.8060302734375
2017-06-28,286.42071533203125
2017-06-29,285.8223571777344
2017-06-30,293.1024475097656
2017-07-03,282.8304748535156
2017-07-04,282.23211669921875
2017-07-05,270.1648864746094
2017-07-06,267.67169189453125
2017-07-07,272.0597229003906
2017-07-10,265.7768249511719
2017-07-11,265.7768249511719
2017-07-12,273.755126953125
2017-07-13,272.7578430175781
2017-07-14,274.2537536621094
2017-07-17,280.6363830566406
2017-07-18,283.4288635253906
2017-07-19,279.24017333984375
2017-07-20,280.03802490234375
2017-07-21,280.23748779296875
2017-07-24,278.4423828125
2017-07-25,262.9844665527344
2017-07-26,269.6662902832031
2017-07-27,269.2673034667969
2017-07-28,266.5746765136719
2017-07-31,265.6771240234375
2017-08-01,265.2781982421875
2017-08-02,264.97900390625
2017-08-03,262.7223815917969
2017-08-04,272.7963562011719
2017-08-07,275.28985595703125
2017-08-08,275.28985595703125
2017-08-09,277.78350830078125
2017-08-10,279.5788269042969
2017-08-11,271.30023193359375
2017-08-14,271.30023193359375
2017-08-15,270.9012145996094
2017-08-16,272.297607421875
2017-08-17,272.3973388671875
2017-08-18,267.8092346191406
2017-08-21,268.5074157714844
2017-08-22,269.3053283691406
2017-08-23,268.8066711425781
2017-08-24,267.5099182128906
2017-08-25,265.3156433105469
2017-08-29,267.8092346191406
2017-08-30,267.4102478027344
2017-08-31,269.7043762207031
2017-09-01,271.49969482421875
2017-09-04,270.9012145996094
2017-09-05,269.5047912597656
2017-09-06,270.30279541015625
2017-09-07,269.7043762207031
2017-09-08,269.80401611328125
2017-09-11,269.7043762207031
2017-09-12,267.2107238769531
2017-09-13,266.4128112792969
2017-09-14,268.2082214355469
2017-09-15,269.9038391113281
2017-09-18,267.4102478027344
2017-09-19,274.39227294921875
2017-09-20,292.345947265625
2017-09-21,293.6426086425781
2017-09-22,299.4277038574219
2017-09-25,307.50689697265625
2017-09-26,306.7088623046875
2017-09-27,303.6167907714844
2017-09-28,303.716552734375
2017-09-29,309.4019470214844
2017-10-02,304.61431884765625
2017-10-03,306.11041259765625
2017-10-04,305.3124694824219
2017-10-05,311.8955078125
2017-10-06,311.4965515136719
2017-10-09,301.62200927734375
2017-10-10,328.5526123046875
2017-10-11,336.43212890625
2017-10-12,338.62652587890625
2017-10-13,338.1278381347656
2017-10-16,328.7519836425781
2017-10-17,322.268798828125
2017-10-18,324.1639099121094
2017-10-19,324.4629821777344
2017-10-20,328.153564453125
2017-10-23,329.15093994140625
2017-10-24,328.153564453125
2017-10-25,334.1380920410156
2017-10-26,337.4296875
2017-10-27,338.72637939453125
2017-10-30,335.1355285644531
2017-10-31,334.8363952636719
2017-11-01,333.83892822265625
2017-11-02,332.6419372558594
2017-11-03,337.1304016113281
2017-11-06,343.11492919921875
2017-11-07,338.42706298828125
2017-11-08,333.7391662597656
2017-11-09,331.1458435058594
2017-11-10,327.35565185546875
2017-11-13,319.57568359375
2017-11-14,322.268798828125
2017-11-15,323.4656677246094
2017-11-16,324.1639099121094
2017-11-17,322.3684387207031
2017-11-20,326.7571716308594
2017-11-21,331.0461730957031
2017-11-22,329.15093994140625
2017-11-23,328.7519836425781
2017-11-24,327.255859375
2017-11-27,321.3710632324219
2017-11-28,321.570556640625
2017-11-29,322.1689758300781
2017-11-30,324.5628356933594
2017-12-01,329.15093994140625
2017-12-04,328.7519836425781
2017-12-05,325.65997314453125
2017-12-06,318.279052734375
2017-12-07,316.0847473144531
2017-12-08,318.7777099609375
2017-12-11,319.17669677734375
2017-12-12,321.6701965332031
2017-12-13,321.47076416015625
2017-12-14,337.8285827636719
2017-12-15,329.15093994140625
2017-12-18,331.1458435058594
2017-12-19,335.9334716796875
2017-12-20,337.9283447265625
2017-12-21,333.53973388671875
2017-12-22,338.1278381347656
2017-12-27,343.81317138671875
2017-12-28,343.71337890625
2017-12-29,344.81060791015625
2018-01-02,350.19671630859375
2018-01-03,349.1993103027344
2018-01-04,343.3144836425781
2018-01-05,347.10467529296875
2018-01-08,346.5061950683594
2018-01-09,341.3196716308594
2018-01-10,339.2250061035156
2018-01-11,349.0995788574219
2018-01-12,348.6007995605469
2018-01-15,351.194091796875
2018-01-16,346.0075378417969
2018-01-17,342.416748046875
2018-01-18,344.81060791015625
2018-01-19,353.5879211425781
2018-01-22,352.4908142089844
2018-01-23,350.6954345703125
2018-01-24,346.80548095703125
2018-01-25,350.89483642578125
2018-01-26,355.183837890625
2018-01-29,349.5982666015625
2018-01-30,354.3858947753906
2018-01-31,336.83123779296875
2018-02-01,334.23785400390625
2018-02-02,329.250732421875
2018-02-05,325.0616149902344
2018-02-06,316.0847473144531
2018-02-07,329.4501647949219
2018-02-08,323.9643859863281
2018-02-09,321.6701965332031
2018-02-12,326.1586608886719
2018-02-13,330.347900390625
2018-02-14,331.1458435058594
2018-02-15,331.1458435058594
2018-02-16,336.43212890625
2018-02-19,337.23016357421875
2018-02-20,337.1304016113281
2018-02-21,334.3376159667969
2018-02-22,328.4527893066406
2018-02-23,331.3453063964844
2018-02-26,326.6573791503906
2018-02-27,325.8594970703125
2018-02-28,325.2610168457031
2018-03-01,319.7751159667969
2018-03-02,313.4913635253906
2018-03-05,305.71142578125
2018-03-06,303.51708984375
2018-03-07,317.0821228027344
2018-03-08,325.3607482910156
2018-03-09,325.16131591796875
2018-03-12,327.8544006347656
2018-03-13,328.95147705078125
2018-03-14,326.3582763671875
2018-03-15,323.6172790527344
2018-03-16,320.0260009765625
2018-03-19,322.6197204589844
2018-03-20,325.5126647949219
2018-03-21,325.91180419921875
2018-03-22,329.3035888671875
2018-03-23,329.5030517578125
2018-03-26,328.2062683105469
2018-03-27,332.3960876464844
2018-03-28,328.7050476074219
2018-03-29,329.7026062011719
2018-04-03,323.9166259765625
2018-04-04,320.22552490234375
2018-04-05,323.7170715332031
2018-04-06,324.51513671875
2018-04-09,326.310791015625
2018-04-10,335.1893310546875
2018-04-11,337.38409423828125
2018-04-12,340.1772766113281
2018-04-13,348.2577209472656
2018-04-16,346.86114501953125
2018-04-17,352.248046875
2018-04-18,346.86114501953125
2018-04-19,353.14581298828125
2018-04-20,349.1555480957031
2018-04-23,348.5570373535156
2018-04-24,348.6567687988281
2018-04-25,345.0654602050781
2018-04-26,354.1435241699219
2018-04-27,356.936767578125
2018-04-30,362.4234619140625
2018-05-01,364.7179260253906
2018-05-02,368.80804443359375
2018-05-03,366.3140869140625
2018-05-04,362.9222412109375
2018-05-08,363.121826171875
2018-05-09,361.824951171875
2018-05-10,364.5184020996094
2018-05-11,363.02197265625
2018-05-14,366.61334228515625
2018-05-15,364.11932373046875
2018-05-16,369.1073303222656
2018-05-17,371.2022705078125
2018-05-18,367.6108703613281
2018-05-21,372.10003662109375
2018-05-22,374.99310302734375
2018-05-23,378.68408203125
2018-05-24,377.0880432128906
2018-05-25,381.17816162109375
2018-05-29,377.5868225097656
2018-05-30,379.0831604003906
2018-05-31,379.0831604003906
2018-06-01,378.0856628417969
2018-06-04,378.8836669921875
2018-06-05,378.9833984375
2018-06-06,382.27545166015625
2018-06-07,385.966552734375
2018-06-08,384.6697082519531
2018-06-11,384.3703308105469
2018-06-12,360.52813720703125
2018-06-13,350.85150146484375
2018-06-14,351.6495361328125
2018-06-15,342.57147216796875
2018-06-18,344.9657287597656
2018-06-19,339.3791809082031
2018-06-20,343.0703430175781
2018-06-21,341.4740905761719
2018-06-22,349.1555480957031
2018-06-25,347.9584045410156
2018-06-26,346.6616516113281
2018-06-27,349.0558166503906
2018-06-28,345.16522216796875
2018-06-29,346.0629577636719
2018-07-02,342.67120361328125
2018-07-03,343.3695373535156
2018-07-04,339.1796875
2018-07-05,336.9849548339844
2018-07-06,338.2818603515625
2018-07-09,345.16522216796875
2018-07-10,351.8490905761719
2018-07-11,349.6544189453125
2018-07-12,353.84417724609375
2018-07-13,352.1483459472656
2018-07-16,353.1169128417969
2018-07-17,356.83697509765625
2018-07-18,355.54010009765625
2018-07-19,347.9584045410156
2018-07-20,348.15802001953125
2018-07-23,349.7541198730469
2018-07-24,344.9657287597656
2018-07-25,330.3011779785156
2018-07-26,326.2110595703125
2018-07-27,327.9069519042969
2018-07-30,320.425048828125
2018-07-31,314.63897705078125
2018-08-01,312.9431457519531
2018-08-02,314.1402587890625
2018-08-03,318.92864990234375
2018-08-06,317.2327575683594
2018-08-07,286.5071105957031
2018-08-08,297.580322265625
2018-08-09,301.9697570800781
2018-08-10,296.3832092285156
2018-08-13,289.3003234863281
2018-08-14,280.82086181640625
2018-08-15,283.3148193359375
2018-08-16,289.34161376953125
2018-08-17,287.4458923339844
2018-08-20,287.8450012207031
2018-08-21,288.144287109375
2018-08-22,287.1466369628906
2018-08-23,291.73614501953125
2018-08-24,289.8404541015625
2018-08-28,289.8404541015625
2018-08-29,287.3461608886719
2018-08-30,289.7406921386719
2018-08-31,290.3393249511719
2018-09-03,293.8313293457031
2018-09-04,289.5411376953125
2018-09-05,288.84271240234375
2018-09-06,284.0536193847656
2018-09-07,286.4482421875
2018-09-10,284.35296630859375
2018-09-11,284.6522216796875
2018-09-12,287.7452392578125
2018-09-13,280.36199951171875
2018-09-14,280.36199951171875
2018-09-17,279.36431884765625
2018-09-18,280.36199951171875
2018-09-19,277.7679443359375
2018-09-20,274.8745422363281
2018-09-21,276.27130126953125
2018-09-24,276.1716003417969
2018-09-25,277.86767578125
2018-09-26,282.1579284667969
2018-09-27,282.0581970214844
2018-09-28,278.7656555175781
2018-10-01,280.46173095703125
2018-10-02,274.9743347167969
2018-10-03,273.0786437988281
2018-10-04,269.08770751953125
2018-10-05,270.6839904785156
2018-10-08,267.8904113769531
2018-10-09,268.2894287109375
2018-10-10,266.3937683105469
2018-10-11,265.0968017578125
2018-10-12,263.2010498046875
2018-10-15,264.79742431640625
2018-10-16,263.4006042480469
2018-10-17,260.10809326171875
2018-10-18,274.2759094238281
2018-10-19,266.094482421875
2018-10-22,257.314453125
2018-10-23,253.62289428710938
2018-10-24,257.71356201171875
2018-10-25,264.298583984375
2018-10-26,269.08770751953125
2018-10-29,275.9720153808594
2018-10-30,275.0740661621094
2018-10-31,282.6568603515625
2018-11-01,288.6431579589844
2018-11-02,291.73614501953125
2018-11-05,281.2599792480469
2018-11-06,287.7452392578125
2018-11-07,291.3370361328125
2018-11-08,296.5252990722656
2018-11-09,296.22589111328125
2018-11-12,276.9697570800781
2018-11-13,283.355224609375
2018-11-14,283.355224609375
2018-11-15,273.0786437988281
2018-11-16,270.9833984375
2018-11-19,269.7861328125
2018-11-20,264.39837646484375
2018-11-21,267.8904113769531
2018-11-22,267.9901428222656
2018-11-23,266.3937683105469
2018-11-26,269.3869934082031
2018-11-27,270.7838134765625
2018-11-28,265.3960876464844
2018-11-29,258.9107971191406
2018-11-30,256.6160583496094
2018-12-03,260.10809326171875
2018-12-04,257.71356201171875
2018-12-05,261.0060729980469
2018-12-06,257.314453125
2018-12-07,256.9153747558594
2018-12-10,236.46188354492188
2018-12-11,243.64556884765625
2018-12-12,244.4437713623047
2018-12-13,242.0492401123047
2018-12-14,237.85873413085938
2018-12-17,232.4709930419922
2018-12-18,228.3803253173828
2018-12-19,225.08778381347656
2018-12-20,226.18528747558594
2018-12-21,229.57757568359375
2018-12-24,230.17620849609375
2018-12-27,225.28733825683594
2018-12-28,232.67054748535156
2018-12-31,232.57077026367188
2019-01-02,234.2669219970703
2019-01-03,235.36441040039062
2019-01-04,241.4506072998047
2019-01-07,248.0355987548828
2019-01-08,247.4369354248047
2019-01-09,249.9312744140625
2019-01-10,253.92218017578125
2019-01-11,264.09906005859375
2019-01-14,262.7021789550781
2019-01-15,270.08538818359375
2019-01-16,275.2735900878906
2019-01-17,272.97882080078125
2019-01-18,277.6681213378906
2019-01-21,279.96295166015625
2019-01-22,277.3688659667969
2019-01-23,277.9674987792969
2019-01-24,279.76336669921875
2019-01-25,279.36431884765625
2019-01-28,273.2781677246094
2019-01-29,249.53216552734375
2019-01-30,264.39837646484375
2019-01-31,264.1987609863281
2019-02-01,261.10589599609375
2019-02-04,257.4142761230469
2019-02-05,256.6160583496094
2019-02-06,256.2169494628906
2019-02-07,251.3280792236328
2019-02-08,247.8360137939453
2019-02-11,247.5367431640625
2019-02-12,246.5389862060547
2019-02-13,246.43919372558594
2019-02-14,253.92218017578125
2019-02-15,246.6387481689453
2019-02-18,247.33717346191406
2019-02-19,245.94036865234375
2019-02-20,246.43919372558594
2019-02-21,243.3462677001953
2019-02-22,238.95626831054688
2019-02-25,236.26235961914062
2019-02-26,232.9698486328125
2019-02-27,233.36895751953125
2019-02-28,233.06967163085938
2019-03-01,238.75669860839844
2019-03-04,239.55490112304688
2019-03-05,236.86102294921875
2019-03-06,241.5503387451172
2019-03-07,236.56173706054688
2019-03-08,234.2669219970703
2019-03-11,232.57077026367188
2019-03-12,234.16712951660156
2019-03-13,226.18528747558594
2019-03-14,223.89053344726562
2019-03-15,230.27601623535156
2019-03-18,234.16712951660156
2019-03-19,236.46188354492188
2019-03-20,235.66372680664062
2019-03-21,231.62649536132812
2019-03-22,226.03790283203125
2019-03-25,232.82406616210938
2019-03-26,240.50831604003906
2019-03-27,243.00323486328125
2019-03-28,241.50631713867188
2019-03-29,241.50631713867188
2019-04-01,241.40647888183594
2019-04-02,241.9054718017578
2019-04-03,244.30055236816406
2019-04-04,243.40243530273438
2019-04-05,246.99510192871094
2019-04-08,243.502197265625
2019-04-09,243.30262756347656
2019-04-10,243.502197265625
2019-04-11,245.69773864746094
2019-04-12,248.0928497314453
2019-04-15,250.58775329589844
2019-04-16,251.18650817871094
2019-04-17,255.47772216796875
2019-04-18,256.97467041015625
2019-04-23,257.77301025390625
2019-04-24,260.3677673339844
2019-04-25,264.8585510253906
2019-04-26,268.95025634765625
2019-04-29,267.75262451171875
2019-04-30,266.9542236328125
2019-05-01,257.77301025390625
2019-05-02,260.068359375
2019-05-03,260.2679443359375
2019-05-07,256.47564697265625
2019-05-08,259.9685363769531
2019-05-09,256.47564697265625
2019-05-10,259.6691589355469
2019-05-13,256.1763000488281
