Date,SANB3.SA
2015-08-24,3.9671995639801025
2015-08-25,4.0078911781311035
2015-08-26,4.216422080993652
2015-08-27,4.155387878417969
2015-08-28,4.1706461906433105
2015-08-31,4.018062114715576
2015-09-01,3.860391139984131
2015-09-02,4.084181785583496
2015-09-03,4.328318119049072
2015-09-04,4.084181785583496
2015-09-08,3.9315989017486572
2015-09-09,3.936683416366577
2015-09-10,4.027085304260254
2015-09-11,3.866002321243286
2015-09-14,4.0861496925354
2015-09-15,4.1559529304504395
2015-09-16,4.30092716217041
2015-09-17,4.402946949005127
2015-09-18,4.182799816131592
2015-09-21,4.053931713104248
2015-09-22,3.8176767826080322
2015-09-23,3.8552639484405518
2015-09-24,3.8123083114624023
2015-09-25,3.6512246131896973
2015-09-28,3.6404848098754883
2015-09-29,3.6136388778686523
2015-09-30,3.490140676498413
2015-10-01,3.6404848098754883
2015-10-02,3.8123083114624023
2015-10-05,4.021716594696045
2015-10-06,4.021716594696045
2015-10-07,4.402946949005127
2015-10-08,4.601617813110352
2015-10-09,4.601617813110352
2015-10-13,4.215016841888428
2015-10-14,3.973390579223633
2015-10-15,3.9196970462799072
2015-10-16,4.295557498931885
2015-10-19,4.295557498931885
2015-10-20,4.059302806854248
2015-10-21,4.059302806854248
2015-10-22,4.2418646812438965
2015-10-23,4.295557498931885
2015-10-26,4.118366718292236
2015-10-27,3.9948697090148926
2015-10-28,4.096889495849609
2015-10-29,3.9787611961364746
2015-10-30,4.043195724487305
2015-11-03,4.3224053382873535
2015-11-04,4.49959659576416
2015-11-05,4.349252700805664
2015-11-06,4.247233867645264
2015-11-09,4.295557498931885
2015-11-10,4.2418646812438965
2015-11-11,4.354622840881348
2015-11-12,4.295557498931885
2015-11-13,4.295557498931885
2015-11-16,4.284818649291992
2015-11-17,4.327775478363037
2015-11-18,4.402946949005127
2015-11-19,4.617725849151611
2015-11-23,4.510336399078369
2015-11-24,4.671420097351074
2015-11-25,4.478119850158691
2015-11-26,4.402946949005127
2015-11-27,4.268710613250732
2015-11-30,4.080780982971191
2015-12-01,4.236494064331055
2015-12-02,4.16669225692749
