Date,HCLTECH.NS
2015-08-03,359.82781982421875
2015-08-04,357.5474853515625
2015-08-05,359.2721862792969
2015-08-06,362.56817626953125
2015-08-07,361.93243408203125
2015-08-10,360.8151550292969
2015-08-11,362.33709716796875
2015-08-12,374.0500793457031
2015-08-13,372.0274353027344
2015-08-14,375.16748046875
2015-08-17,373.1447448730469
2015-08-18,373.587890625
2015-08-19,380.73504638671875
2015-08-20,370.3705749511719
2015-08-21,371.77685546875
2015-08-24,357.520751953125
2015-08-25,352.1842956542969
2015-08-26,350.62384033203125
2015-08-27,351.81829833984375
2015-08-28,366.8836669921875
2015-08-31,374.146484375
2015-09-01,366.8065490722656
2015-09-02,365.612060546875
2015-09-03,370.27423095703125
2015-09-04,362.2984619140625
2015-09-07,354.8043212890625
2015-09-08,360.7765808105469
2015-09-09,363.4158935546875
2015-09-10,352.8972473144531
2015-09-11,354.5539245605469
2015-09-14,357.771240234375
2015-09-15,357.8675231933594
2015-09-16,361.7591247558594
2015-09-18,366.2479553222656
2015-09-21,363.7241516113281
2015-09-22,360.2564392089844
2015-09-23,357.2124938964844
2015-09-24,367.9432373046875
2015-09-28,366.22857666015625
2015-09-29,367.46173095703125
2015-09-30,378.4234619140625
2015-10-01,330.2221984863281
2015-10-05,331.32037353515625
2015-10-06,328.89288330078125
2015-10-07,314.86798095703125
2015-10-08,319.27978515625
2015-10-09,327.1976318359375
2015-10-12,329.4708251953125
2015-10-13,319.76123046875
2015-10-14,321.167724609375
2015-10-15,321.72625732421875
2015-10-16,324.0959167480469
2015-10-19,330.491943359375
2015-10-20,333.0157165527344
2015-10-21,332.53399658203125
2015-10-23,330.55755615234375
2015-10-26,334.66546630859375
2015-10-27,336.25457763671875
2015-10-28,340.0911560058594
2015-10-29,339.4517517089844
2015-10-30,337.8240051269531
2015-11-02,339.60675048828125
2015-11-03,339.5291748046875
2015-11-04,341.6607666015625
2015-11-05,340.07177734375
2015-11-06,343.1528015136719
2015-11-09,342.009521484375
2015-11-10,329.9180603027344
2015-11-13,326.8564758300781
2015-11-16,324.9962158203125
2015-11-17,332.0302429199219
2015-11-18,327.7283630371094
2015-11-19,338.6960144042969
2015-11-20,335.8280334472656
2015-11-23,334.7430725097656
2015-11-24,335.6925048828125
2015-11-26,334.41363525390625
2015-11-27,338.15350341796875
2015-11-30,337.5333251953125
2015-12-01,340.1493225097656
2015-12-02,333.1541748046875
2015-12-03,329.8600158691406
2015-12-04,323.9886169433594
2015-12-07,326.43023681640625
2015-12-08,332.5340881347656
2015-12-09,327.1858215332031
2015-12-10,327.74786376953125
2015-12-11,325.7713623046875
2015-12-14,325.8681640625
2015-12-15,327.5541076660156
2015-12-16,328.27099609375
2015-12-17,333.4641418457031
2015-12-18,327.9222106933594
2015-12-21,331.5264587402344
2015-12-22,329.1236877441406
2015-12-23,334.7624206542969
2015-12-24,333.40606689453125
2015-12-28,336.2738952636719
2015-12-29,331.15814208984375
2015-12-30,325.73260498046875
2015-12-31,331.3907165527344
2016-01-01,327.8059387207031
2016-01-04,327.8446044921875
2016-01-05,326.6239013671875
2016-01-06,326.0813293457031
2016-01-07,319.7450256347656
2016-01-08,321.02386474609375
2016-01-11,315.67578125
2016-01-12,313.9317932128906
2016-01-13,320.2681884765625
2016-01-14,321.2176818847656
2016-01-15,324.78314208984375
2016-01-18,326.44940185546875
2016-01-19,324.8605651855469
2016-01-20,326.275146484375
2016-01-21,323.6979675292969
2016-01-22,325.2481994628906
2016-01-25,325.0350646972656
2016-01-27,326.3231201171875
2016-01-28,329.64105224609375
2016-01-29,337.9356384277344
2016-02-01,343.6151123046875
2016-02-02,340.6290283203125
2016-02-03,332.60748291015625
2016-02-04,338.5602111816406
2016-02-05,339.4580383300781
2016-02-08,331.69024658203125
2016-02-09,316.35003662109375
2016-02-10,322.9662170410156
2016-02-11,315.39361572265625
2016-02-12,311.5877380371094
2016-02-15,322.8490905761719
2016-02-16,321.7562255859375
2016-02-17,321.9512939453125
2016-02-18,329.42633056640625
2016-02-19,332.39300537109375
2016-02-22,330.2068786621094
2016-02-23,323.5712585449219
2016-02-24,316.584228515625
2016-02-25,315.6863708496094
2016-02-26,321.8927917480469
2016-02-29,317.44287109375
2016-03-01,324.8203125
2016-03-02,333.6810302734375
2016-03-03,335.4179992675781
2016-03-04,326.0888366699219
2016-03-08,318.2236022949219
2016-03-09,318.3797912597656
2016-03-10,319.238525390625
2016-03-11,321.2681884765625
2016-03-14,323.161376953125
2016-03-15,316.8965148925781
2016-03-16,318.08697509765625
2016-03-17,318.2431335449219
2016-03-18,321.6976318359375
2016-03-21,321.0731201171875
2016-03-22,323.3761291503906
2016-03-23,319.1799621582031
2016-03-28,316.4280700683594
2016-03-29,314.9251708984375
2016-03-30,320.31182861328125
2016-03-31,317.77471923828125
2016-04-01,320.2337951660156
2016-04-04,327.825927734375
2016-04-05,329.1529846191406
2016-04-06,327.39654541015625
2016-04-07,323.3761291503906
2016-04-08,325.1911926269531
2016-04-11,327.6112365722656
2016-04-12,327.74786376953125
2016-04-13,326.9281005859375
2016-04-18,333.0759582519531
2016-04-20,328.3529052734375
2016-04-21,330.32415771484375
2016-04-22,329.8947448730469
2016-04-25,329.8752136230469
2016-04-26,331.7097473144531
2016-04-27,326.9281005859375
2016-04-28,312.23193359375
2016-04-29,292.87109375
2016-05-02,289.7093200683594
2016-05-03,284.32269287109375
2016-05-04,287.7186279296875
2016-05-05,288.4270324707031
2016-05-06,284.37347412109375
2016-05-09,283.90130615234375
2016-05-10,282.8780212402344
2016-05-11,278.9229736328125
2016-05-12,281.2645263671875
2016-05-13,284.5899963378906
2016-05-16,282.9370422363281
2016-05-17,288.19091796875
2016-05-18,292.10662841796875
2016-05-19,287.3249816894531
2016-05-20,289.90277099609375
2016-05-23,288.6827392578125
2016-05-24,290.92596435546875
2016-05-25,294.9007568359375
2016-05-26,291.57537841796875
2016-05-27,298.1474914550781
2016-05-30,294.19244384765625
2016-05-31,291.1424865722656
2016-06-01,289.0762939453125
2016-06-02,283.8815612792969
2016-06-03,284.0980224609375
2016-06-06,285.1606140136719
2016-06-07,285.9870300292969
2016-06-08,292.5984802246094
2016-06-09,296.35693359375
2016-06-10,295.5697937011719
2016-06-13,296.59307861328125
2016-06-14,296.10107421875
2016-06-15,297.2029724121094
2016-06-16,295.8255920410156
2016-06-17,296.59307861328125
2016-06-20,303.283203125
2016-06-21,303.0667419433594
2016-06-22,303.2044982910156
2016-06-23,302.94866943359375
2016-06-24,291.9491882324219
2016-06-27,289.27313232421875
2016-06-28,280.6741943359375
2016-06-29,286.6757507324219
2016-06-30,287.4628601074219
2016-07-01,287.95465087890625
2016-07-04,294.5072326660156
2016-07-05,290.59149169921875
2016-07-07,282.208984375
2016-07-08,284.0783386230469
2016-07-11,282.0909423828125
2016-07-12,283.8815612792969
2016-07-13,283.350341796875
2016-07-14,286.5970764160156
2016-07-15,282.36639404296875
2016-07-18,284.3341979980469
2016-07-19,287.3448181152344
2016-07-20,287.2857360839844
2016-07-21,284.7474365234375
2016-07-22,286.97088623046875
2016-07-25,291.3785400390625
2016-07-26,293.2872619628906
2016-07-27,296.5340270996094
2016-07-28,295.4713439941406
2016-07-29,296.3175354003906
2016-08-01,307.1399230957031
2016-08-02,315.12884521484375
2016-08-03,325.1247863769531
2016-08-04,324.21966552734375
2016-08-05,323.3932189941406
2016-08-08,322.3503723144531
2016-08-09,321.4648742675781
2016-08-10,324.3590087890625
2016-08-11,326.89630126953125
2016-08-12,322.7929382324219
2016-08-16,314.1304931640625
2016-08-17,311.0382080078125
2016-08-18,311.53369140625
2016-08-19,309.9677429199219
2016-08-22,306.1617126464844
2016-08-23,313.5953063964844
2016-08-24,313.3374938964844
2016-08-25,316.390380859375
2016-08-26,308.73870849609375
2016-08-29,299.362548828125
2016-08-30,306.81585693359375
2016-08-31,308.659423828125
2016-09-01,310.74078369140625
2016-09-02,311.0382080078125
2016-09-06,311.4544677734375
2016-09-07,312.04913330078125
2016-09-08,306.83575439453125
2016-09-09,309.4523010253906
2016-09-12,310.3046875
2016-09-14,307.7872009277344
2016-09-15,308.83782958984375
2016-09-16,311.7517395019531
2016-09-19,312.8221435546875
2016-09-20,314.01153564453125
2016-09-21,314.22955322265625
2016-09-22,312.7428894042969
2016-09-23,316.0731506347656
2016-09-26,312.782470703125
2016-09-27,315.5180969238281
2016-09-28,315.6964416503906
2016-09-29,313.6150207519531
2016-09-30,317.12371826171875
2016-10-03,320.57281494140625
2016-10-04,324.3590087890625
2016-10-05,323.5066223144531
2016-10-06,317.77783203125
2016-10-07,319.7601013183594
2016-10-10,322.3171691894531
2016-10-13,318.4716491699219
2016-10-14,322.1983947753906
2016-10-17,320.49365234375
2016-10-18,330.9599304199219
2016-10-19,329.27508544921875
2016-10-20,323.328125
2016-10-21,329.75079345703125
2016-10-24,321.3857116699219
2016-10-25,318.9671936035156
2016-10-26,313.5358581542969
2016-10-27,309.3212890625
2016-10-28,304.86700439453125
2016-11-01,308.761962890625
2016-11-02,305.3264465332031
2016-11-03,304.8470153808594
2016-11-04,317.49072265625
2016-11-07,326.4591064453125
2016-11-08,323.1833190917969
2016-11-09,313.5357971191406
2016-11-10,315.4533386230469
2016-11-11,305.2464294433594
2016-11-15,307.90301513671875
2016-11-16,309.14141845703125
2016-11-17,303.66851806640625
2016-11-18,305.1465759277344
