Date,BRPR3.SA
2015-08-24,420.2674560546875
2015-08-25,411.9019775390625
2015-08-26,422.25921630859375
2015-08-27,424.2510681152344
2015-08-28,413.0970153808594
2015-08-31,402.34136962890625
2015-09-01,395.5692443847656
2015-09-02,396.76434326171875
2015-09-03,399.1545104980469
2015-09-04,413.4953918457031
2015-09-08,418.2757263183594
2015-09-09,419.0723876953125
2015-09-10,417.8773498535156
2015-09-11,422.25921630859375
2015-09-14,433.8116149902344
2015-09-15,431.4214782714844
2015-09-16,448.1524658203125
2015-09-17,447.35577392578125
2015-09-18,432.61651611328125
2015-09-21,423.4543151855469
2015-09-22,424.2510681152344
2015-09-23,420.2674560546875
2015-09-24,420.665771484375
2015-09-25,424.6493835449219
2015-09-28,425.0477600097656
2015-09-29,420.2674560546875
2015-09-30,426.2428283691406
2015-10-01,430.62481689453125
2015-10-02,452.9328308105469
2015-10-05,444.5673828125
2015-10-06,434.2099914550781
2015-10-07,434.2099914550781
2015-10-08,443.3721923828125
2015-10-09,431.4214782714844
2015-10-13,430.62481689453125
2015-10-14,439.7869567871094
2015-10-15,436.99853515625
2015-10-16,428.234619140625
2015-10-19,435.0067443847656
2015-10-20,431.0230712890625
2015-10-21,436.2017822265625
2015-10-22,442.17718505859375
2015-10-23,446.95751953125
2015-10-26,458.11138916015625
2015-10-27,474.0458068847656
2015-10-28,467.27362060546875
2015-10-29,478.0293273925781
2015-10-30,470.06219482421875
2015-11-03,491.573486328125
2015-11-04,489.9800109863281
2015-11-05,493.963623046875
2015-11-06,478.0293273925781
2015-11-09,472.053955078125
2015-11-10,472.45233154296875
2015-11-11,487.98828125
2015-11-12,478.4277038574219
2015-11-13,475.24078369140625
2015-11-16,470.4606018066406
2015-11-17,469.6638488769531
2015-11-18,458.11138916015625
2015-11-19,458.11138916015625
2015-11-23,450.1443176269531
2015-11-24,438.5919494628906
2015-11-25,422.25921630859375
2015-11-26,422.25921630859375
2015-11-27,413.89373779296875
2015-11-30,416.283935546875
2015-12-01,408.3167419433594
2015-12-02,415.8855285644531
2015-12-03,431.67242431640625
2015-12-04,404.5387268066406
2015-12-07,403.552001953125
2015-12-08,384.8050842285156
2015-12-09,408.9787902832031
2015-12-10,407.9920959472656
2015-12-11,426.7390441894531
2015-12-14,425.7523193359375
2015-12-15,424.2723083496094
2015-12-16,416.3788757324219
2015-12-17,413.9121398925781
2015-12-18,396.15191650390625
2015-12-21,392.2052001953125
2015-12-22,391.71185302734375
2015-12-23,410.9521789550781
2015-12-28,399.6053161621094
2015-12-29,418.8455810546875
2015-12-30,415.3922119140625
2016-01-04,408.9787902832031
2016-01-05,411.9388427734375
2016-01-06,403.552001953125
2016-01-07,401.0853271484375
2016-01-08,405.5253601074219
2016-01-11,399.6053161621094
2016-01-12,404.04541015625
2016-01-13,390.2318115234375
2016-01-14,394.671875
2016-01-15,404.04541015625
2016-01-18,404.5387268066406
2016-01-19,395.16522216796875
2016-01-20,398.6186218261719
2016-01-21,389.2451477050781
2016-01-22,379.8717041015625
2016-01-26,373.95159912109375
2016-01-27,389.7384948730469
2016-01-28,389.7384948730469
2016-01-29,402.0719909667969
2016-02-01,404.04541015625
2016-02-02,393.19189453125
2016-02-03,383.81842041015625
2016-02-04,389.2451477050781
2016-02-05,394.671875
2016-02-10,395.16522216796875
2016-02-11,400.0986328125
2016-02-12,387.76513671875
2016-02-15,394.671875
2016-02-16,390.7251892089844
2016-02-17,393.68524169921875
2016-02-18,393.19189453125
2016-02-19,398.6186218261719
2016-02-22,420.3255920410156
2016-02-23,411.9388427734375
2016-02-24,404.5387268066406
2016-02-25,402.0719909667969
2016-02-26,401.5786437988281
2016-02-29,390.7251892089844
2016-03-01,389.7384948730469
2016-03-02,382.33843994140625
2016-03-03,399.6053161621094
2016-03-04,421.80560302734375
2016-03-07,429.20574951171875
2016-03-08,433.6457214355469
2016-03-09,434.1390686035156
2016-03-10,429.20574951171875
2016-03-11,426.7390441894531
2016-03-14,418.8455810546875
2016-03-15,416.3788757324219
2016-03-16,414.4054870605469
2016-03-17,429.20574951171875
2016-03-18,421.80560302734375
2016-03-21,431.67242431640625
2016-03-22,435.125732421875
2016-03-23,432.6590270996094
2016-03-24,441.5391540527344
2016-03-28,454.85931396484375
2016-03-29,454.85931396484375
2016-03-30,444.0058288574219
2016-03-31,432.6590270996094
2016-04-01,431.67242431640625
2016-04-04,424.2723083496094
2016-04-05,424.2723083496094
2016-04-06,431.17913818359375
2016-04-07,431.67242431640625
2016-04-08,436.6058044433594
2016-04-11,431.67242431640625
2016-04-12,439.072509765625
2016-04-13,433.6457214355469
2016-04-14,442.03253173828125
2016-04-15,442.03253173828125
2016-04-18,444.0058288574219
2016-04-19,443.5125427246094
2016-04-20,442.52587890625
2016-04-22,444.0058288574219
2016-04-25,442.52587890625
2016-04-26,488.40655517578125
2016-04-27,500.2466735839844
2016-04-28,503.2066650390625
2016-04-29,506.66009521484375
2016-05-02,502.71331787109375
2016-05-03,502.219970703125
2016-05-04,507.15338134765625
2016-05-05,500.7398986816406
2016-05-06,503.2066650390625
2016-05-09,487.91314697265625
2016-05-10,461.2727966308594
2016-05-11,421.3122863769531
2016-05-12,444.0058288574219
2016-05-13,448.4459228515625
2016-05-16,436.6058044433594
2016-05-17,414.8988342285156
2016-05-18,407.00543212890625
2016-05-19,404.5387268066406
2016-05-20,405.5253601074219
2016-05-23,404.5387268066406
2016-05-24,411.4454345703125
2016-05-25,408.9787902832031
2016-05-27,402.5653991699219
2016-05-30,399.6053161621094
2016-05-31,407.00543212890625
2016-06-01,399.6053161621094
2016-06-02,396.15191650390625
2016-06-03,404.5387268066406
2016-06-06,401.5786437988281
2016-06-07,402.0719909667969
2016-06-08,406.51202392578125
2016-06-09,405.0320739746094
2016-06-10,405.5253601074219
2016-06-13,393.19189453125
2016-06-14,415.8855285644531
2016-06-15,393.19189453125
2016-06-16,400.0986328125
2016-06-17,394.671875
2016-06-20,399.11199951171875
2016-06-21,404.5387268066406
2016-06-22,406.51202392578125
2016-06-23,407.9920959472656
2016-06-24,402.0719909667969
2016-06-27,397.1385803222656
2016-06-28,392.2052001953125
2016-06-29,376.91168212890625
2016-06-30,370.0049133300781
2016-07-01,374.9383239746094
2016-07-04,375.431640625
2016-07-05,371.9782409667969
2016-07-06,367.5382080078125
2016-07-07,369.0181884765625
2016-07-08,368.52490234375
2016-07-11,372.47161865234375
2016-07-12,372.9649658203125
2016-07-13,370.49822998046875
2016-07-14,367.5382080078125
2016-07-15,371.9782409667969
2016-07-18,381.8450927734375
2016-07-19,393.68524169921875
2016-07-20,415.3922119140625
2016-07-21,421.80560302734375
2016-07-22,448.93927001953125
2016-07-25,448.4459228515625
2016-07-26,436.6058044433594
2016-07-27,436.6058044433594
2016-07-28,441.04583740234375
2016-07-29,444.9925842285156
2016-08-01,448.4459228515625
2016-08-02,451.4059753417969
2016-08-03,446.9659423828125
2016-08-04,451.4059753417969
2016-08-05,453.3793640136719
2016-08-08,447.45928955078125
2016-08-09,448.93927001953125
2016-08-10,443.5125427246094
2016-08-11,446.4725341796875
2016-08-12,443.5125427246094
2016-08-15,445.979248046875
2016-08-16,442.52587890625
2016-08-17,439.072509765625
2016-08-18,441.04583740234375
2016-08-19,438.08575439453125
2016-08-22,443.0191955566406
2016-08-23,428.7123718261719
2016-08-24,423.7789611816406
2016-08-25,421.3122863769531
2016-08-26,424.2723083496094
2016-08-29,412.9254455566406
2016-08-30,417.8589172363281
2016-08-31,416.8721923828125
2016-09-01,439.072509765625
2016-09-02,433.15234375
2016-09-05,433.6457214355469
2016-09-06,427.23236083984375
2016-09-08,426.7390441894531
2016-09-09,419.8322448730469
2016-09-12,421.3122863769531
2016-09-13,419.3388977050781
2016-09-14,417.8589172363281
2016-09-15,421.80560302734375
2016-09-16,410.458740234375
2016-09-19,418.3522033691406
2016-09-20,417.36553955078125
2016-09-21,422.79229736328125
2016-09-22,419.8322448730469
2016-09-23,417.36553955078125
2016-09-26,410.458740234375
2016-09-27,405.5253601074219
2016-09-28,401.0853271484375
2016-09-29,407.9920959472656
2016-09-30,421.80560302734375
2016-10-03,416.8721923828125
2016-10-04,416.8721923828125
