Date,MMM
2015-08-03,89.84468841552734
2015-08-04,90.01229858398438
2015-08-05,90.3773422241211
2015-08-06,89.33000946044922
2015-08-07,89.10857391357422
2015-08-10,90.5150146484375
2015-08-11,88.86318969726562
2015-08-12,88.88713073730469
2015-08-13,88.21683502197266
2015-08-14,88.7435302734375
2015-08-17,89.31806182861328
2015-08-18,88.76145935058594
2015-08-19,87.90870666503906
2015-08-20,86.39002227783203
2015-08-21,85.63069152832031
2015-08-24,83.515380859375
2015-08-25,82.94888305664062
2015-08-26,86.0103530883789
2015-08-27,86.72148895263672
2015-08-28,86.90831756591797
2015-08-31,85.66082000732422
2015-09-01,83.46715545654297
2015-09-02,85.11843872070312
2015-09-03,85.41976165771484
2015-09-04,84.27471923828125
2015-09-08,86.438232421875
2015-09-09,84.8894271850586
2015-09-10,84.84122467041016
2015-09-11,85.13048553466797
2015-09-14,84.85929870605469
2015-09-15,86.54067993164062
2015-09-16,86.90227508544922
2015-09-17,86.14897155761719
2015-09-18,84.14212799072266
2015-09-21,84.3952407836914
2015-09-22,83.17789459228516
2015-09-23,82.9609603881836
2015-09-24,82.91273498535156
2015-09-25,84.10597229003906
2015-09-28,83.39483642578125
2015-09-29,85.30522918701172
2015-09-30,85.43781280517578
2015-10-01,84.8532485961914
2015-10-02,86.29960632324219
2015-10-05,88.17992401123047
2015-10-06,87.8604965209961
2015-10-07,88.91511535644531
2015-10-08,90.08427429199219
2015-10-09,90.3373794555664
2015-10-12,90.4338150024414
2015-10-13,89.86132049560547
2015-10-14,89.38520050048828
2015-10-15,89.90950775146484
2015-10-16,89.61420440673828
2015-10-19,89.19234466552734
2015-10-20,89.86132049560547
2015-10-21,90.2891616821289
2015-10-22,94.01356506347656
2015-10-23,93.88701629638672
2015-10-26,94.33898162841797
2015-10-27,94.45350646972656
2015-10-28,95.26705932617188
2015-10-29,94.98379516601562
2015-10-30,94.7427749633789
2015-11-02,96.37594604492188
2015-11-03,95.67084503173828
2015-11-04,95.76727294921875
2015-11-05,95.81548309326172
2015-11-06,95.97819519042969
2015-11-09,94.89945983886719
2015-11-10,94.97177124023438
2015-11-11,95.85165405273438
2015-11-12,94.19435119628906
2015-11-13,93.80262756347656
2015-11-16,95.3454360961914
2015-11-17,94.6343002319336
2015-11-18,95.47445678710938
2015-11-19,96.07498168945312
2015-11-20,96.42076873779297
2015-11-23,96.23876953125
2015-11-24,95.69282531738281
2015-11-25,95.62002563476562
2015-11-27,95.83842468261719
2015-11-30,94.98311614990234
2015-12-01,95.17719268798828
2015-12-02,94.44927978515625
2015-12-03,93.64855194091797
2015-12-04,95.97794342041016
2015-12-07,95.69282531738281
2015-12-08,95.11048126220703
2015-12-09,94.6615982055664
2015-12-10,95.55331420898438
2015-12-11,93.92151641845703
2015-12-14,95.62002563476562
2015-12-15,89.85723114013672
2015-12-16,90.96125793457031
2015-12-17,90.29397583007812
2015-12-18,89.12322235107422
2015-12-21,89.46295166015625
2015-12-22,90.36679077148438
2015-12-23,91.69524383544922
2015-12-24,91.71348571777344
2015-12-28,91.73164367675781
2015-12-29,92.74468231201172
2015-12-30,92.15023803710938
2015-12-31,91.37981414794922
2016-01-04,89.06257629394531
2016-01-05,89.45079803466797
2016-01-06,87.64917755126953
2016-01-07,85.51388549804688
2016-01-08,85.22271728515625
2016-01-11,85.20453643798828
2016-01-12,85.44717407226562
2016-01-13,84.14904022216797
2016-01-14,85.64129638671875
2016-01-15,84.13082885742188
2016-01-19,83.94886016845703
2016-01-20,83.08141326904297
2016-01-21,83.56668090820312
2016-01-22,84.63433074951172
2016-01-25,83.451416015625
2016-01-26,87.8250961303711
2016-01-27,88.29217529296875
2016-01-28,89.36587524414062
2016-01-29,91.59821319580078
2016-02-01,90.22119903564453
2016-02-02,89.69952392578125
2016-02-03,92.52025604248047
2016-02-04,93.07833099365234
2016-02-05,93.0965347290039
2016-02-08,93.35736083984375
2016-02-09,93.8669204711914
2016-02-10,93.14596557617188
2016-02-11,92.05839538574219
2016-02-12,94.06856536865234
2016-02-16,95.02780151367188
2016-02-17,95.69379425048828
2016-02-18,95.79156494140625
2016-02-19,95.58992767333984
2016-02-22,96.35365295410156
2016-02-23,95.41885375976562
2016-02-24,96.06037902832031
