Date,PETS.L
2015-08-24,272.9505920410156
2015-08-25,280.02337646484375
2015-08-26,278.23016357421875
2015-08-27,286.2991943359375
2015-08-28,299.2494201660156
2015-09-01,293.3721008300781
2015-09-02,296.85870361328125
2015-09-03,293.5712585449219
2015-09-04,283.31072998046875
2015-09-07,285.1038513183594
2015-09-08,282.9122314453125
2015-09-09,286.3988342285156
2015-09-10,284.804931640625
2015-09-11,286.0003662109375
2015-09-14,283.31072998046875
2015-09-15,278.8279113769531
2015-09-16,276.83563232421875
2015-09-17,275.34136962890625
2015-09-18,273.9467468261719
2015-09-21,272.6517028808594
2015-09-22,268.4678039550781
2015-09-23,276.9352111816406
2015-09-24,265.2800598144531
2015-09-25,270.1612854003906
2015-09-28,265.9774169921875
2015-09-29,269.8624267578125
2015-09-30,274.6440734863281
2015-10-01,278.9275817871094
2015-10-02,281.51763916015625
2015-10-05,282.9122314453125
2015-10-06,284.705322265625
2015-10-07,284.4064636230469
2015-10-08,284.4064636230469
2015-10-09,285.203369140625
2015-10-12,284.4064636230469
2015-10-13,284.9045715332031
2015-10-14,284.9045715332031
2015-10-15,289.5865783691406
2015-10-16,288.8892517089844
2015-10-19,289.98504638671875
2015-10-20,297.057861328125
2015-10-21,299.8471374511719
2015-10-22,300.14599609375
2015-10-23,305.9237365722656
2015-10-26,306.0233154296875
2015-10-27,306.8203430175781
2015-10-28,309.80877685546875
2015-10-29,310.0080261230469
2015-10-30,287.3950500488281
2015-11-02,273.9467468261719
2015-11-03,279.0271911621094
2015-11-04,279.0271911621094
2015-11-05,283.9083557128906
2015-11-06,282.8125305175781
2015-11-09,281.7169189453125
2015-11-10,280.2225646972656
2015-11-11,277.9313659667969
2015-11-12,271.7550354003906
2015-11-13,267.8700256347656
2015-11-16,265.9774169921875
2015-11-17,273.5481872558594
2015-11-18,271.0578308105469
2015-11-19,274.2454833984375
2015-11-20,275.44091796875
2015-11-23,282.0157470703125
2015-11-24,273.7474365234375
2015-11-25,264.9811706542969
2015-11-26,258.90460205078125
2015-11-27,261.9927062988281
2015-11-30,267.0730895996094
2015-12-01,278.9275817871094
2015-12-02,281.0195007324219
2015-12-03,281.81640625
2015-12-04,283.4102783203125
2015-12-07,285.00421142578125
2015-12-08,278.0310363769531
2015-12-09,273.9467468261719
2015-12-10,275.06256103515625
2015-12-11,274.7636413574219
2015-12-14,270.4798278808594
2015-12-15,278.9478759765625
2015-12-16,279.844482421875
2015-12-17,273.9666442871094
2015-12-18,266.4948425292969
2015-12-21,262.6094665527344
2015-12-22,265.49859619140625
2015-12-23,270.2804870605469
2015-12-24,271.2767333984375
2015-12-29,278.0512390136719
2015-12-30,275.7598876953125
2015-12-31,274.7636413574219
2016-01-04,269.882080078125
2016-01-05,270.9778747558594
2016-01-06,260.01922607421875
2016-01-07,252.04931640625
2016-01-08,250.9534149169922
2016-01-11,248.3632049560547
2016-01-12,254.7391815185547
2016-01-13,253.04554748535156
2016-01-14,248.96092224121094
2016-01-15,243.88011169433594
2016-01-18,230.3312225341797
2016-01-19,232.3236846923828
2016-01-20,243.58123779296875
2016-01-21,243.18272399902344
2016-01-22,255.03805541992188
2016-01-25,261.8125
2016-01-26,257.1301574707031
2016-01-27,254.83877563476562
2016-01-28,251.15267944335938
2016-01-29,256.0343017578125
2016-02-01,261.8125
2016-02-02,259.2222595214844
2016-02-03,259.0230407714844
2016-02-04,262.0116882324219
2016-02-05,259.52117919921875
2016-02-08,254.2410430908203
2016-02-09,242.18650817871094
2016-02-10,247.96470642089844
2016-02-11,241.3894805908203
2016-02-12,237.4045867919922
2016-02-15,242.78424072265625
2016-02-16,241.8876190185547
2016-02-17,258.3256530761719
2016-02-18,262.0116882324219
2016-02-19,261.01556396484375
2016-02-22,260.417724609375
2016-02-23,266.8932800292969
2016-02-24,260.31817626953125
2016-02-25,268.5869445800781
2016-02-26,269.98162841796875
2016-02-29,265.0004577636719
2016-03-01,278.0512390136719
2016-03-02,273.66778564453125
2016-03-03,271.87457275390625
2016-03-04,272.8706970214844
2016-03-07,272.8706970214844
2016-03-08,271.7748107910156
2016-03-09,270.8782653808594
2016-03-10,264.8011779785156
2016-03-11,266.99298095703125
2016-03-14,269.98162841796875
2016-03-15,267.8894958496094
2016-03-16,283.430908203125
2016-03-17,282.1358337402344
2016-03-18,283.92901611328125
2016-03-21,278.9478759765625
2016-03-22,272.37261962890625
2016-03-23,270.8782653808594
2016-03-24,269.3839416503906
2016-03-29,268.4873352050781
2016-03-30,268.8857727050781
2016-03-31,268.0887756347656
2016-04-01,264.0041809082031
2016-04-04,257.030517578125
2016-04-05,256.5323486328125
2016-04-06,258.82373046875
2016-04-07,259.0230407714844
2016-04-08,255.03805541992188
2016-04-11,255.9346466064453
2016-04-12,254.63954162597656
2016-04-13,253.5436553955078
2016-04-14,243.68084716796875
2016-04-15,242.6846160888672
2016-04-18,241.8876190185547
2016-04-19,241.0906524658203
2016-04-20,238.7992706298828
2016-04-21,245.37451171875
2016-04-22,242.48538208007812
2016-04-25,246.66961669921875
2016-04-26,246.8688507080078
2016-04-27,246.8688507080078
2016-04-28,244.87635803222656
2016-04-29,241.48912048339844
2016-05-03,243.58123779296875
2016-05-04,245.87261962890625
2016-05-05,241.9872589111328
2016-05-06,244.1790008544922
2016-05-09,247.06809997558594
2016-05-10,243.18272399902344
2016-05-11,245.17526245117188
2016-05-12,242.38571166992188
2016-05-13,240.79176330566406
2016-05-16,238.30116271972656
2016-05-17,241.1902618408203
2016-05-18,244.9759979248047
2016-05-19,244.9759979248047
2016-05-20,245.6733856201172
2016-05-23,248.0643310546875
2016-05-24,245.6733856201172
2016-05-25,248.3632049560547
2016-05-26,260.6170349121094
2016-05-27,262.0116882324219
2016-05-31,264.0041809082031
2016-06-01,258.82373046875
2016-06-02,259.1226501464844
2016-06-03,258.1263427734375
2016-06-06,258.2261047363281
2016-06-07,261.8125
2016-06-08,258.7241516113281
2016-06-09,257.030517578125
2016-06-10,246.66961669921875
2016-06-13,242.78424072265625
2016-06-14,236.2090301513672
2016-06-15,237.6038055419922
2016-06-16,236.2090301513672
2016-06-17,244.07936096191406
2016-06-20,255.03805541992188
2016-06-21,256.1339111328125
2016-06-22,262.4102478027344
2016-06-23,267.7899169921875
2016-06-24,245.17526245117188
2016-06-27,222.95904541015625
2016-06-28,230.53045654296875
2016-06-29,230.63011169433594
2016-06-30,232.12445068359375
2016-07-01,237.10568237304688
2016-07-04,229.1357421875
2016-07-05,221.36500549316406
2016-07-06,224.55303955078125
2016-07-07,225.94775390625
2016-07-08,227.3424835205078
2016-07-11,239.79551696777344
2016-07-12,244.67710876464844
2016-07-13,242.9834747314453
2016-07-14,238.50038146972656
2016-07-15,238.6000213623047
2016-07-18,241.48912048339844
2016-07-19,241.3894805908203
2016-07-20,243.38198852539062
2016-07-21,242.18650817871094
2016-07-22,238.50038146972656
2016-07-25,241.3894805908203
2016-07-26,239.39706420898438
2016-07-27,247.26736450195312
2016-07-28,249.7579803466797
2016-07-29,242.58499145507812
2016-08-01,241.8876190185547
2016-08-02,239.19776916503906
2016-08-03,238.00225830078125
2016-08-04,259.62078857421875
2016-08-05,256.1339111328125
2016-08-08,253.3444366455078
2016-08-09,256.1339111328125
2016-08-10,254.63954162597656
2016-08-11,256.1339111328125
2016-08-12,258.52496337890625
2016-08-15,258.52496337890625
2016-08-16,252.84628295898438
2016-08-17,249.9571990966797
2016-08-18,250.01199340820312
2016-08-19,247.42120361328125
2016-08-22,253.00137329101562
2016-08-23,251.90528869628906
2016-08-24,252.8020782470703
2016-08-25,249.1151580810547
2016-08-26,249.1151580810547
2016-08-30,244.13290405273438
2016-08-31,244.13290405273438
2016-09-01,242.43890380859375
2016-09-02,240.8445587158203
2016-09-05,243.73428344726562
2016-09-06,245.82687377929688
2016-09-07,247.02261352539062
2016-09-08,246.42474365234375
2016-09-09,244.631103515625
2016-09-12,246.32510375976562
2016-09-13,240.94419860839844
2016-09-14,246.32510375976562
2016-09-15,243.83392333984375
2016-09-16,243.33570861816406
2016-09-19,241.24314880371094
2016-09-20,241.24314880371094
2016-09-21,233.1717987060547
2016-09-22,235.86227416992188
2016-09-23,232.47430419921875
2016-09-26,230.78033447265625
2016-09-27,231.5774688720703
2016-09-28,235.7626495361328
2016-09-29,233.47076416015625
2016-09-30,234.3675537109375
2016-10-03,239.54917907714844
2016-10-04,240.14706420898438
2016-10-05,237.35694885253906
2016-10-06,237.05801391601562
2016-10-07,225.00082397460938
2016-10-10,219.81927490234375
2016-10-11,226.09690856933594
2016-10-12,219.22137451171875
2016-10-13,214.8369598388672
2016-10-14,213.2425994873047
2016-10-17,212.74440002441406
2016-10-18,217.4277801513672
2016-10-19,218.92242431640625
2016-10-20,217.5273895263672
2016-10-21,216.3316192626953
2016-10-24,212.6447296142578
2016-10-25,213.2425994873047
2016-10-26,213.2425994873047
2016-10-27,213.54153442382812
2016-10-28,215.23553466796875
2016-10-31,212.6447296142578
2016-11-01,213.34226989746094
2016-11-02,211.64828491210938
2016-11-03,215.5344696044922
2016-11-04,211.2496795654297
2016-11-07,215.73377990722656
2016-11-08,213.74087524414062
2016-11-09,214.73731994628906
2016-11-10,221.41355895996094
2016-11-11,220.81573486328125
2016-11-14,219.81927490234375
2016-11-15,225.4990997314453
2016-11-16,226.89410400390625
2016-11-17,231.17889404296875
2016-11-18,233.76971435546875
2016-11-21,228.78741455078125
2016-11-22,229.78387451171875
2016-11-23,232.673583984375
2016-11-24,221.71250915527344
2016-11-25,221.9117889404297
2016-11-28,212.046875
2016-11-29,210.75143432617188
2016-11-30,211.64828491210938
2016-12-01,214.76258850097656
2016-12-02,213.96533203125
2016-12-05,216.75570678710938
2016-12-06,220.14410400390625
2016-12-07,225.62525939941406
2016-12-08,227.518798828125
2016-12-09,230.3092041015625
2016-12-12,230.70782470703125
2016-12-13,233.2989501953125
2016-12-14,232.20269775390625
2016-12-15,233.8968505859375
2016-12-16,235.09278869628906
2016-12-19,232.40199279785156
2016-12-20,231.604736328125
2016-12-21,230.8074951171875
2016-12-22,232.50169372558594
2016-12-23,233.8968505859375
2016-12-28,238.38150024414062
2016-12-29,237.98284912109375
2016-12-30,238.1821746826172
2017-01-03,235.69073486328125
2017-01-04,233.2989501953125
2017-01-05,235.7904052734375
2017-01-06,232.99996948242188
2017-01-09,237.28524780273438
2017-01-10,237.0859375
2017-01-11,233.2989501953125
2017-01-12,237.4845428466797
2017-01-13,240.07565307617188
2017-01-16,234.79380798339844
2017-01-17,240.87289428710938
2017-01-18,237.28524780273438
2017-01-19,212.17149353027344
2017-01-20,204.49783325195312
2017-01-23,194.9306640625
