Date,PETS.L
2017-01-24,195.0303497314453
2017-01-25,199.31564331054688
2017-01-26,198.2193603515625
2017-01-27,199.31564331054688
2017-01-30,200.31224060058594
2017-01-31,199.31564331054688
2017-02-01,197.92042541503906
2017-02-02,197.02349853515625
2017-02-03,199.1162872314453
2017-02-06,196.0269012451172
2017-02-07,192.83786010742188
2017-02-08,191.84127807617188
2017-02-09,189.94778442382812
2017-02-10,188.85154724121094
2017-02-13,184.36695861816406
2017-02-14,183.5697021484375
2017-02-15,180.77923583984375
2017-02-16,184.46661376953125
2017-02-17,184.46661376953125
2017-02-20,184.76556396484375
2017-02-21,187.15737915039062
2017-02-22,183.5697021484375
2017-02-23,182.07481384277344
2017-02-24,183.76901245117188
2017-02-27,183.4700164794922
2017-02-28,183.370361328125
2017-03-01,186.16079711914062
2017-03-02,184.2672576904297
2017-03-03,185.16421508789062
2017-03-06,184.46661376953125
2017-03-07,183.370361328125
2017-03-08,186.26046752929688
2017-03-09,188.35321044921875
2017-03-10,187.35665893554688
2017-03-13,186.65908813476562
2017-03-14,187.65565490722656
2017-03-15,185.06454467773438
2017-03-16,184.76556396484375
2017-03-17,183.370361328125
2017-03-20,184.2672576904297
2017-03-21,183.370361328125
2017-03-22,180.77923583984375
2017-03-23,183.17105102539062
2017-03-24,182.57308959960938
2017-03-27,178.78610229492188
2017-03-28,179.88233947753906
2017-03-29,177.78952026367188
2017-03-30,180.38063049316406
2017-03-31,181.9751739501953
2017-04-03,181.37721252441406
2017-04-04,180.28094482421875
2017-04-05,178.0885009765625
2017-04-06,175.59701538085938
2017-04-07,174.4011688232422
2017-04-10,173.90289306640625
2017-04-11,176.79293823242188
2017-04-12,177.98883056640625
2017-04-13,188.05426025390625
2017-04-18,185.96144104003906
2017-04-19,188.95120239257812
2017-04-20,184.86521911621094
2017-04-21,184.76556396484375
2017-04-24,187.35665893554688
2017-04-25,185.06454467773438
2017-04-26,185.36354064941406
2017-04-27,188.45291137695312
2017-04-28,186.95803833007812
2017-05-02,184.86521911621094
2017-05-03,182.373779296875
2017-05-04,179.6830291748047
2017-05-05,178.3874969482422
2017-05-08,178.3874969482422
2017-05-09,178.0885009765625
2017-05-10,177.39089965820312
2017-05-11,163.9370880126953
2017-05-12,161.3459930419922
2017-05-15,160.4490509033203
2017-05-16,159.6518096923828
2017-05-17,158.95419311523438
2017-05-18,159.6518096923828
2017-05-19,160.1500701904297
2017-05-22,163.8374481201172
2017-05-23,157.95762634277344
2017-05-24,160.05044555664062
2017-05-25,163.4387969970703
2017-05-26,162.24290466308594
2017-05-30,160.54869079589844
2017-05-31,165.83058166503906
2017-06-01,163.23947143554688
2017-06-02,163.6381072998047
2017-06-05,163.73776245117188
2017-06-06,162.14324951171875
2017-06-07,160.64837646484375
2017-06-08,159.55213928222656
2017-06-09,159.45248413085938
2017-06-12,159.95077514648438
2017-06-13,160.94737243652344
2017-06-14,163.73776245117188
2017-06-15,154.4169158935547
2017-06-16,163.48854064941406
2017-06-19,161.9932403564453
2017-06-20,161.79383850097656
2017-06-21,156.31103515625
2017-06-22,159.4013214111328
2017-06-23,160.49790954589844
2017-06-26,160.13204956054688
2017-06-27,160.49790954589844
2017-06-28,159.4013214111328
2017-06-29,163.58824157714844
2017-06-30,160.59764099121094
2017-07-03,158.70350646972656
2017-07-04,161.49481201171875
2017-07-05,161.9932403564453
2017-07-06,163.9870147705078
2017-07-07,164.98390197753906
2017-07-10,161.29542541503906
2017-07-11,161.29542541503906
2017-07-12,155.91226196289062
2017-07-13,159.7003936767578
2017-07-14,156.51036071777344
2017-07-17,157.70663452148438
2017-07-18,157.90603637695312
2017-07-19,158.50416564941406
2017-07-20,159.0026092529297
2017-07-21,157.50732421875
2017-07-24,157.80633544921875
2017-07-25,157.0088348388672
2017-07-26,160.09918212890625
2017-07-27,163.38885498046875
2017-07-28,163.88729858398438
2017-07-31,161.9932403564453
2017-08-01,165.08358764648438
2017-08-02,170.26736450195312
2017-08-03,171.46359252929688
2017-08-04,172.5601806640625
2017-08-07,171.76266479492188
2017-08-08,181.53211975097656
2017-08-09,191.40122985839844
2017-08-10,195.08970642089844
2017-08-11,187.71278381347656
2017-08-14,191.40122985839844
2017-08-15,190.30465698242188
2017-08-16,193.29531860351562
2017-08-17,190.30465698242188
2017-08-18,187.81248474121094
2017-08-21,182.32962036132812
2017-08-22,181.1333465576172
2017-08-23,177.44493103027344
2017-08-24,175.35145568847656
2017-08-25,175.84988403320312
2017-08-29,174.45425415039062
2017-08-30,179.83738708496094
2017-08-31,181.83114624023438
2017-09-01,186.91526794433594
2017-09-04,186.61618041992188
2017-09-05,188.2112274169922
2017-09-06,190.2050018310547
2017-09-07,193.99314880371094
2017-09-08,188.41058349609375
2017-09-11,191.6005859375
2017-09-12,194.99002075195312
2017-09-13,196.08657836914062
2017-09-14,195.88720703125
2017-09-15,193.49472045898438
2017-09-18,194.19252014160156
2017-09-19,195.6878662109375
2017-09-20,194.89035034179688
2017-09-21,193.99314880371094
2017-09-22,206.8529052734375
2017-09-25,213.53199768066406
2017-09-26,215.32638549804688
2017-09-27,214.3295440673828
2017-09-28,216.1239013671875
2017-09-29,213.0335693359375
2017-10-02,214.8279571533203
2017-10-03,218.8155059814453
2017-10-04,211.13951110839844
2017-10-05,211.13951110839844
2017-10-06,218.8155059814453
2017-10-09,215.2266845703125
2017-10-10,198.57875061035156
2017-10-11,197.4822235107422
2017-10-12,191.7003173828125
2017-10-13,191.40122985839844
2017-10-16,187.0149688720703
2017-10-17,187.4136962890625
2017-10-18,189.80621337890625
2017-10-19,182.32962036132812
2017-10-20,180.734619140625
2017-10-23,179.7377166748047
2017-10-24,180.93394470214844
2017-10-25,182.2299346923828
2017-10-26,185.12086486816406
2017-10-27,182.72837829589844
2017-10-30,180.13645935058594
2017-10-31,175.5508575439453
2017-11-01,176.24864196777344
2017-11-02,182.92774963378906
2017-11-03,184.4230499267578
2017-11-06,183.62554931640625
2017-11-07,183.0274658203125
2017-11-08,186.91526794433594
2017-11-09,182.72837829589844
2017-11-10,182.0305633544922
2017-11-13,180.3358612060547
2017-11-14,178.24244689941406
2017-11-15,177.44493103027344
2017-11-16,178.0430450439453
2017-11-17,178.44175720214844
2017-11-20,176.9464569091797
2017-11-21,179.23927307128906
2017-11-22,184.02435302734375
2017-11-23,179.9371337890625
2017-11-24,180.13645935058594
2017-11-27,179.1396026611328
2017-11-28,160.09918212890625
2017-11-29,169.46983337402344
2017-11-30,173.65673828125
2017-12-01,167.5758056640625
2017-12-04,172.9589385986328
2017-12-05,170.16766357421875
2017-12-06,169.86862182617188
2017-12-07,169.49472045898438
2017-12-08,170.89053344726562
2017-12-11,165.00807189941406
2017-12-12,167.40093994140625
2017-12-13,167.00213623046875
2017-12-14,167.40093994140625
2017-12-15,163.2134246826172
2017-12-18,164.5095672607422
2017-12-19,168.09884643554688
2017-12-20,171.48876953125
2017-12-21,171.38906860351562
2017-12-22,175.77598571777344
2017-12-27,174.47984313964844
2017-12-28,173.08401489257812
2017-12-29,175.8756866455078
2018-01-02,170.09292602539062
2018-01-03,168.896484375
2018-01-04,163.61224365234375
2018-01-05,165.50660705566406
2018-01-08,167.2015380859375
2018-01-09,173.78195190429688
2018-01-10,171.9873046875
2018-01-11,167.7997589111328
2018-01-12,173.9813232421875
2018-01-15,174.878662109375
2018-01-16,174.28045654296875
2018-01-17,176.27452087402344
2018-01-18,178.4679718017578
2018-01-19,178.2685546875
2018-01-22,181.4590301513672
2018-01-23,192.22695922851562
2018-01-24,184.54986572265625
2018-01-25,181.4590301513672
2018-01-26,177.96945190429688
2018-01-29,176.5736083984375
2018-01-30,176.87271118164062
2018-01-31,178.16883850097656
2018-02-01,178.66737365722656
2018-02-02,177.47091674804688
2018-02-05,174.47984313964844
2018-02-06,166.50363159179688
2018-02-07,167.60035705566406
2018-02-08,165.1077880859375
2018-02-09,164.70896911621094
2018-02-12,167.30125427246094
2018-02-13,170.49176025390625
2018-02-14,170.99024963378906
2018-02-15,170.39202880859375
2018-02-16,169.89352416992188
2018-02-19,173.08401489257812
2018-02-20,170.49176025390625
2018-02-21,170.09292602539062
2018-02-22,171.38906860351562
2018-02-23,172.68521118164062
2018-02-26,173.58251953125
2018-02-27,174.28045654296875
2018-02-28,170.99024963378906
2018-03-01,166.50363159179688
2018-03-02,166.00511169433594
2018-03-05,165.1077880859375
2018-03-06,170.49176025390625
2018-03-07,169.99325561523438
2018-03-08,173.38311767578125
2018-03-09,174.38014221191406
2018-03-12,178.16883850097656
2018-03-13,176.87271118164062
2018-03-14,179.96351623535156
2018-03-15,179.86380004882812
2018-03-16,177.77005004882812
2018-03-19,174.47984313964844
2018-03-20,174.97833251953125
2018-03-21,170.09292602539062
2018-03-22,163.41285705566406
2018-03-23,168.597412109375
2018-03-26,163.1137237548828
2018-03-27,166.6033172607422
2018-03-28,168.896484375
2018-03-29,168.49769592285156
2018-04-03,166.10479736328125
2018-04-04,165.20748901367188
2018-04-05,172.68521118164062
2018-04-06,172.9843292236328
2018-04-09,166.30421447753906
2018-04-10,166.40391540527344
2018-04-11,164.11074829101562
2018-04-12,156.03485107421875
2018-04-13,156.33392333984375
2018-04-16,155.13748168945312
2018-04-17,153.04376220703125
2018-04-18,157.4306640625
2018-04-19,153.6419677734375
2018-04-20,156.63302612304688
2018-04-23,156.03485107421875
2018-04-24,155.23721313476562
2018-04-25,153.5422821044922
2018-04-26,154.83839416503906
2018-04-27,154.3398895263672
2018-04-30,152.54525756835938
2018-05-01,152.3458709716797
2018-05-02,151.14939880371094
2018-05-03,148.6568145751953
2018-05-04,151.6479034423828
2018-05-08,151.7476043701172
2018-05-09,153.5422821044922
2018-05-10,155.33689880371094
2018-05-11,154.83839416503906
2018-05-14,153.7416534423828
2018-05-15,153.2431640625
2018-05-16,152.1464080810547
2018-05-17,154.43959045410156
2018-05-18,154.53932189941406
2018-05-21,157.5303955078125
2018-05-22,136.99160766601562
2018-05-23,135.99456787109375
2018-05-24,129.51385498046875
2018-05-25,129.3144989013672
2018-05-29,122.83380126953125
2018-05-30,126.32340240478516
2018-05-31,125.1269760131836
2018-06-01,128.11805725097656
2018-06-04,128.516845703125
2018-06-05,126.62252807617188
2018-06-06,129.7133026123047
2018-06-07,127.42013549804688
2018-06-08,126.92162322998047
2018-06-11,129.61358642578125
2018-06-12,128.516845703125
2018-06-13,125.7251968383789
2018-06-14,122.58331298828125
2018-06-15,122.18434143066406
2018-06-18,124.47842407226562
2018-06-19,124.77763366699219
2018-06-20,127.07170867919922
2018-06-21,125.07687377929688
2018-06-22,127.96939849853516
2018-06-25,128.8670654296875
2018-06-26,128.36834716796875
2018-06-27,130.961669921875
2018-06-28,128.56781005859375
2018-06-29,129.16632080078125
2018-07-02,129.16632080078125
2018-07-03,125.87480926513672
2018-07-04,126.4732666015625
2018-07-05,128.26861572265625
2018-07-06,131.36062622070312
2018-07-09,127.07170867919922
2018-07-10,127.86964416503906
2018-07-11,125.27633666992188
2018-07-12,124.07945251464844
2018-07-13,123.38125610351562
2018-07-16,123.15782165527344
2018-07-17,123.38125610351562
2018-07-18,124.67790222167969
2018-07-19,125.47582244873047
2018-07-20,122.68303680419922
2018-07-23,119.09233856201172
2018-07-24,119.29180145263672
2018-07-25,117.49645233154297
2018-07-26,119.39154052734375
2018-07-27,122.08460998535156
2018-07-30,118.19465637207031
2018-07-31,115.80081939697266
2018-08-01,116.39927673339844
2018-08-02,112.80855560302734
2018-08-03,125.67532348632812
2018-08-06,124.67790222167969
2018-08-07,124.67790222167969
2018-08-08,126.17402648925781
2018-08-09,126.7724838256836
2018-08-10,122.68303680419922
2018-08-13,122.18434143066406
2018-08-14,123.08202362060547
2018-08-15,119.69078063964844
2018-08-16,121.0871810913086
2018-08-17,118.19465637207031
2018-08-20,120.68819427490234
2018-08-21,121.48613739013672
2018-08-22,120.68819427490234
2018-08-23,122.28407287597656
2018-08-24,122.28407287597656
2018-08-28,121.28665161132812
2018-08-29,121.58588409423828
2018-08-30,117.79566192626953
2018-08-31,116.10005187988281
2018-09-03,116.99775695800781
2018-09-04,116.10005187988281
2018-09-05,116.39927673339844
2018-09-06,115.0029067993164
2018-09-07,115.90058135986328
2018-09-10,118.29438018798828
2018-09-11,117.89542388916016
2018-09-12,117.69593048095703
2018-09-13,117.39669799804688
2018-09-14,120.18949890136719
2018-09-17,122.38381958007812
2018-09-18,121.58588409423828
2018-09-19,122.68303680419922
2018-09-20,123.38125610351562
2018-09-21,123.68047332763672
2018-09-24,123.18177032470703
2018-09-25,121.68563079833984
2018-09-26,120.68819427490234
2018-09-27,121.68563079833984
2018-09-28,119.09233856201172
2018-10-01,119.69078063964844
2018-10-02,119.69078063964844
2018-10-03,119.69078063964844
2018-10-04,120.28921508789062
2018-10-05,120.38898468017578
2018-10-08,120.88770294189453
2018-10-09,121.0871810913086
2018-10-10,122.18434143066406
2018-10-11,120.68819427490234
2018-10-12,121.48613739013672
2018-10-15,122.68303680419922
2018-10-16,122.78279876708984
2018-10-17,117.49645233154297
2018-10-18,122.68303680419922
2018-10-19,118.09490203857422
2018-10-22,117.69593048095703
2018-10-23,115.90058135986328
2018-10-24,118.8928451538086
2018-10-25,118.3941421508789
2018-10-26,116.49903106689453
2018-10-29,118.5936279296875
2018-10-30,115.80081939697266
2018-10-31,109.71654510498047
2018-11-01,115.3021240234375
2018-11-02,116.49903106689453
2018-11-05,115.80081939697266
2018-11-06,115.1026382446289
2018-11-07,116.10005187988281
2018-11-08,117.29695129394531
2018-11-09,118.5936279296875
2018-11-12,115.6013412475586
2018-11-13,117.19721984863281
2018-11-14,115.70108795166016
2018-11-15,114.70365142822266
2018-11-16,112.70880889892578
2018-11-19,114.70365142822266
2018-11-20,114.70365142822266
2018-11-21,115.40187072753906
2018-11-22,115.6013412475586
2018-11-23,111.21269989013672
2018-11-26,114.3046875
2018-11-27,113.00804901123047
2018-11-28,121.58588409423828
2018-11-29,123.68047332763672
2018-11-30,127.76992797851562
2018-12-03,129.66502380371094
2018-12-04,125.97454833984375
2018-12-05,126.8722152709961
2018-12-06,121.01121520996094
2018-12-07,124.40312194824219
2018-12-10,123.00646209716797
2018-12-11,123.00646209716797
2018-12-12,123.20596313476562
2018-12-13,124.40312194824219
2018-12-14,118.01837158203125
2018-12-17,117.71906280517578
2018-12-18,118.61692810058594
2018-12-19,119.913818359375
2018-12-20,114.72621154785156
2018-12-21,115.4245376586914
2018-12-24,113.03025817871094
2018-12-27,113.32955169677734
2018-12-28,118.11812591552734
2018-12-31,115.52432250976562
2019-01-02,116.12287902832031
2019-01-03,117.32003021240234
2019-01-04,119.21549987792969
2019-01-07,122.6073989868164
2019-01-08,122.70714569091797
2019-01-09,122.20834350585938
2019-01-10,120.51241302490234
2019-01-11,118.21788787841797
2019-01-14,117.22026062011719
2019-01-15,117.71906280517578
2019-01-16,119.71430969238281
2019-01-17,120.01359558105469
2019-01-18,122.40787506103516
2019-01-21,125.20121765136719
2019-01-22,146.8495330810547
2019-01-23,142.65957641601562
2019-01-24,142.260498046875
2019-01-25,144.65476989746094
2019-01-28,140.8638458251953
2019-01-29,136.2747802734375
2019-01-30,134.9778594970703
2019-01-31,131.48623657226562
2019-02-01,131.1869354248047
2019-02-04,130.8876190185547
2019-02-05,128.0943145751953
2019-02-06,127.19645690917969
2019-02-07,126.49812316894531
2019-02-08,126.59788513183594
2019-02-11,129.1916961669922
2019-02-12,129.39122009277344
2019-02-13,129.0919189453125
2019-02-14,131.98504638671875
2019-02-15,131.88522338867188
2019-02-18,136.87335205078125
2019-02-19,137.07286071777344
2019-02-20,142.16073608398438
2019-02-21,145.752197265625
2019-02-22,145.65240478515625
2019-02-25,144.85427856445312
2019-02-26,144.05621337890625
2019-02-27,147.5478973388672
2019-02-28,151.03955078125
2019-03-01,153.6333465576172
2019-03-04,159.1202850341797
2019-03-05,152.53598022460938
2019-03-06,152.53598022460938
2019-03-07,150.24147033691406
2019-03-08,148.2462158203125
2019-03-11,147.74742126464844
2019-03-12,151.837646484375
2019-03-13,152.63572692871094
2019-03-14,155.12979125976562
2019-03-15,159.9183349609375
2019-03-18,158.62149047851562
2019-03-19,157.923095703125
2019-03-20,155.12979125976562
2019-03-21,157.52407836914062
2019-03-22,157.2247772216797
2019-03-25,153.93264770507812
2019-03-26,155.2295379638672
2019-03-27,160.1178741455078
2019-03-28,157.72361755371094
2019-03-29,158.222412109375
2019-04-01,155.2295379638672
2019-04-02,156.52645874023438
2019-04-03,158.62149047851562
2019-04-04,160.61668395996094
2019-04-05,161.91357421875
2019-04-08,159.61903381347656
2019-04-09,159.31980895996094
2019-04-10,160.8162384033203
2019-04-11,162.8114776611328
2019-04-12,139.66668701171875
2019-04-15,142.3602752685547
2019-04-16,145.752197265625
2019-04-17,144.75457763671875
2019-04-18,145.55264282226562
2019-04-23,146.25099182128906
2019-04-24,148.84478759765625
2019-04-25,146.8495330810547
2019-04-26,149.14410400390625
2019-04-29,150.64051818847656
2019-04-30,151.03955078125
2019-05-01,150.64051818847656
2019-05-02,154.5312042236328
2019-05-03,155.12979125976562
2019-05-07,156.626220703125
2019-05-08,154.63096618652344
