Date,DLR
2015-08-03,45.13517761230469
2015-08-04,45.60993576049805
2015-08-05,45.38651657104492
2015-08-06,45.51915740966797
2015-08-07,45.568031311035156
2015-08-10,45.21198654174805
2015-08-11,45.568031311035156
2015-08-12,45.791446685791016
2015-08-13,46.14051055908203
2015-08-14,46.636207580566406
2015-08-17,46.83864212036133
2015-08-18,46.894508361816406
2015-08-19,46.71299362182617
2015-08-20,46.545440673828125
2015-08-21,46.04277038574219
2015-08-24,43.89946746826172
2015-08-25,43.14545440673828
2015-08-26,44.1787223815918
2015-08-27,45.163116455078125
2015-08-28,45.38651657104492
2015-08-31,44.206642150878906
2015-09-01,42.949981689453125
2015-09-02,43.66907501220703
2015-09-03,44.12287139892578
2015-09-04,43.38983154296875
2015-09-08,44.206642150878906
2015-09-09,43.06867218017578
2015-09-10,43.110565185546875
2015-09-11,43.68394470214844
2015-09-14,44.17239761352539
2015-09-15,44.59713363647461
2015-09-16,45.255462646484375
2015-09-17,45.630653381347656
2015-09-18,45.814697265625
2015-09-21,45.99167251586914
2015-09-22,45.262550354003906
2015-09-23,45.41120529174805
2015-09-24,45.24131393432617
2015-09-25,45.290855407714844
2015-09-28,44.490936279296875
2015-09-29,44.97232437133789
2015-09-30,46.23944091796875
2015-10-01,45.835933685302734
2015-10-02,46.5296630859375
2015-10-05,46.5438232421875
2015-10-06,47.66230773925781
2015-10-07,48.60379409790039
2015-10-08,48.9011116027832
2015-10-09,49.03559875488281
2015-10-12,49.516963958740234
2015-10-13,49.88508224487305
2015-10-14,49.729339599609375
2015-10-15,50.41598892211914
2015-10-16,50.38058853149414
2015-10-19,50.663761138916016
2015-10-20,51.145118713378906
2015-10-21,50.670833587646484
2015-10-22,51.62648010253906
2015-10-23,51.95209884643555
2015-10-26,52.00873565673828
2015-10-27,51.59816360473633
2015-10-28,51.34333419799805
2015-10-29,50.8619499206543
2015-10-30,52.35562515258789
2015-11-02,53.03519058227539
2015-11-03,52.34145736694336
2015-11-04,52.13615798950195
2015-11-05,52.306060791015625
2015-11-06,51.09556579589844
2015-11-09,50.87611770629883
2015-11-10,51.378719329833984
2015-11-11,51.73267364501953
2015-11-12,51.0035514831543
2015-11-13,50.41598892211914
2015-11-16,50.64959716796875
2015-11-17,50.713314056396484
2015-11-18,50.784088134765625
2015-11-19,50.486785888671875
2015-11-20,51.42121505737305
2015-11-23,51.25838851928711
2015-11-24,50.840736389160156
2015-11-25,50.784088134765625
2015-11-27,51.08848571777344
2015-11-30,51.0460205078125
2015-12-01,51.53446578979492
2015-12-02,51.03186798095703
2015-12-03,50.621280670166016
2015-12-04,51.62648010253906
2015-12-07,51.081390380859375
2015-12-08,51.0530891418457
2015-12-09,50.60004806518555
2015-12-10,49.82135009765625
2015-12-11,50.129478454589844
2015-12-14,50.6453742980957
2015-12-15,50.57374572753906
2015-12-16,51.992496490478516
2015-12-17,52.93116760253906
2015-12-18,53.59754943847656
2015-12-21,53.87700271606445
2015-12-22,53.927162170410156
2015-12-23,54.31411361694336
2015-12-24,54.142127990722656
2015-12-28,54.52907943725586
2015-12-29,55.181114196777344
2015-12-30,55.12379455566406
2015-12-31,54.18511962890625
2016-01-04,54.60071563720703
2016-01-05,54.66520690917969
2016-01-06,55.173954010009766
2016-01-07,55.01630783081055
2016-01-08,55.20261764526367
2016-01-11,56.32041549682617
2016-01-12,55.94782638549805
2016-01-13,55.625370025634766
2016-01-14,56.14845275878906
2016-01-15,54.686710357666016
2016-01-19,53.8125114440918
2016-01-20,52.049835205078125
2016-01-21,51.94949722290039
2016-01-22,53.56889724731445
2016-01-25,54.25679016113281
2016-01-26,56.270259857177734
2016-01-27,55.20261764526367
2016-01-28,56.943824768066406
2016-01-29,57.380916595458984
2016-02-01,57.05131530761719
2016-02-02,57.03696823120117
2016-02-03,57.9183235168457
2016-02-04,58.290931701660156
2016-02-05,58.58470916748047
2016-02-08,56.24162292480469
2016-02-09,55.28143310546875
2016-02-10,55.8403434753418
2016-02-11,55.231285095214844
2016-02-12,56.779014587402344
2016-02-16,57.61021041870117
2016-02-17,57.15876770019531
2016-02-18,57.251930236816406
2016-02-19,58.34109115600586
2016-02-22,58.44856262207031
2016-02-23,58.040122985839844
2016-02-24,57.68185043334961
2016-02-25,58.649169921875
2016-02-26,56.57120132446289
2016-02-29,56.65718460083008
2016-03-01,58.56321334838867
2016-03-02,59.0361213684082
2016-03-03,58.950130462646484
2016-03-04,58.67782211303711
2016-03-07,59.09345245361328
2016-03-08,60.14679718017578
2016-03-09,61.37207794189453
2016-03-10,61.071109771728516
2016-03-11,61.9616584777832
2016-03-14,61.60691833496094
2016-03-15,62.70014190673828
2016-03-16,63.040462493896484
2016-03-17,64.0106430053711
2016-03-18,64.03236389160156
2016-03-21,62.60603713989258
2016-03-22,63.0838737487793
2016-03-23,63.07666778564453
2016-03-24,62.381591796875
2016-03-28,62.94632339477539
2016-03-29,64.03236389160156
2016-03-30,63.95271682739258
2016-03-31,64.06855010986328
2016-04-01,64.7708740234375
2016-04-04,64.74911499023438
2016-04-05,64.32195281982422
2016-04-06,65.14734649658203
2016-04-07,65.21253967285156
2016-04-08,65.55281829833984
2016-04-11,65.45867919921875
2016-04-12,66.17545318603516
2016-04-13,64.55365753173828
2016-04-14,63.44590377807617
2016-04-15,63.69208526611328
2016-04-18,63.967201232910156
2016-04-19,64.22784423828125
2016-04-20,63.033203125
2016-04-21,61.99060821533203
2016-04-22,62.38883590698242
2016-04-25,63.28660202026367
2016-04-26,63.322818756103516
2016-04-27,63.43865203857422
2016-04-28,63.73549270629883
2016-04-29,63.699344635009766
2016-05-02,64.7925796508789
2016-05-03,64.6767349243164
2016-05-04,66.20443725585938
2016-05-05,66.21166229248047
2016-05-06,66.74018096923828
2016-05-09,67.44975280761719
2016-05-10,67.7900390625
2016-05-11,67.34111785888672
2016-05-12,68.5429916381836
2016-05-13,68.3475112915039
2016-05-16,70.4327163696289
2016-05-17,69.07876586914062
2016-05-18,67.73934936523438
2016-05-19,67.10942840576172
2016-05-20,67.87692260742188
2016-05-23,68.21719360351562
2016-05-24,68.18102264404297
2016-05-25,68.83985900878906
2016-05-26,68.63713836669922
2016-05-27,68.5357666015625
2016-05-31,69.10774230957031
2016-06-01,69.20911407470703
2016-06-02,70.3240966796875
2016-06-03,71.27257537841797
2016-06-06,72.16310119628906
2016-06-07,73.89351654052734
2016-06-08,74.28448486328125
2016-06-09,74.458251953125
2016-06-10,74.08175659179688
2016-06-13,73.20539855957031
2016-06-14,73.29302978515625
2016-06-15,73.27842712402344
2016-06-16,74.24972534179688
2016-06-17,74.57106018066406
2016-06-20,74.78286743164062
2016-06-21,75.95862579345703
2016-06-22,76.29456329345703
2016-06-23,76.5501708984375
2016-06-24,75.65190887451172
2016-06-27,76.03895568847656
2016-06-28,77.87932586669922
2016-06-29,79.0185775756836
2016-06-30,79.59552001953125
2016-07-01,79.60281372070312
2016-07-05,81.23143005371094
2016-07-06,81.86675262451172
2016-07-07,79.63206481933594
2016-07-08,80.50840759277344
2016-07-11,80.22360229492188
2016-07-12,80.06293487548828
2016-07-13,80.20169067382812
2016-07-14,78.17144775390625
2016-07-15,77.82089233398438
2016-07-18,77.34619903564453
