Date,BAJAJHLDNG.NS
2015-12-08,1479.0296630859375
2015-12-09,1488.755126953125
2015-12-10,1457.599365234375
2015-12-11,1441.72021484375
2015-12-14,1385.9931640625
2015-12-15,1418.3968505859375
2015-12-16,1422.3985595703125
2015-12-17,1437.1158447265625
2015-12-18,1481.009033203125
2015-12-21,1478.986572265625
2015-12-22,1445.4212646484375
2015-12-23,1410.220458984375
2015-12-24,1392.40478515625
2015-12-28,1431.0482177734375
2015-12-29,1421.36572265625
2015-12-30,1420.1610107421875
2015-12-31,1427.992919921875
2016-01-01,1443.3984375
2016-01-04,1428.8106689453125
2016-01-05,1422.3125
2016-01-06,1424.3780517578125
2016-01-07,1426.9169921875
2016-01-08,1436.169189453125
2016-01-11,1415.2552490234375
2016-01-12,1395.030029296875
2016-01-13,1398.8599853515625
2016-01-14,1403.679443359375
2016-01-15,1391.9315185546875
2016-01-18,1336.0753173828125
2016-01-19,1295.4954833984375
2016-01-20,1272.0860595703125
2016-01-21,1217.64990234375
2016-01-22,1269.375
2016-01-25,1264.5550537109375
2016-01-27,1253.4527587890625
2016-01-28,1265.7171630859375
2016-01-29,1274.1513671875
2016-02-01,1267.9979248046875
2016-02-02,1227.375
2016-02-03,1235.766357421875
2016-02-04,1256.2928466796875
2016-02-05,1266.0614013671875
2016-02-08,1232.797119140625
2016-02-09,1223.330078125
2016-02-10,1188.0863037109375
2016-02-11,1161.79345703125
2016-02-12,1169.9266357421875
2016-02-15,1208.52685546875
2016-02-16,1188.1724853515625
2016-02-17,1190.5821533203125
2016-02-18,1208.3546142578125
2016-02-19,1190.88330078125
2016-02-22,1200.3934326171875
2016-02-23,1194.4984130859375
2016-02-24,1198.8446044921875
2016-02-25,1215.584228515625
2016-02-26,1221.952880859375
2016-02-29,1161.14794921875
2016-03-01,1210.5494384765625
2016-03-02,1219.3280029296875
2016-03-03,1215.8421630859375
2016-03-04,1231.9368896484375
2016-03-08,1224.9652099609375
2016-03-09,1230.645751953125
2016-03-10,1238.82177734375
2016-03-11,1251.817626953125
2016-03-14,1242.4366455078125
2016-03-15,1222.34033203125
2016-03-16,1227.5091552734375
2016-03-17,1278.978271484375
2016-03-18,1250.15576171875
2016-03-21,1260.8875732421875
2016-03-22,1249.410888671875
2016-03-23,1256.4632568359375
2016-03-28,1248.4034423828125
2016-03-29,1252.783935546875
2016-03-30,1259.1790771484375
2016-03-31,1286.5125732421875
2016-04-01,1298.646240234375
2016-04-04,1291.900390625
2016-04-05,1257.602294921875
2016-04-06,1263.2091064453125
2016-04-07,1252.739990234375
2016-04-08,1271.8822021484375
2016-04-11,1270.699462890625
2016-04-12,1282.6142578125
2016-04-13,1318.094970703125
2016-04-18,1322.25634765625
2016-04-20,1320.5919189453125
2016-04-21,1313.626953125
2016-04-22,1298.9090576171875
2016-04-25,1294.3533935546875
2016-04-26,1285.505126953125
2016-04-27,1275.386474609375
2016-04-28,1256.375732421875
2016-04-29,1260.62451171875
2016-05-02,1263.3843994140625
2016-05-03,1257.164306640625
2016-05-04,1243.45361328125
2016-05-05,1234.955810546875
2016-05-06,1256.8135986328125
2016-05-09,1253.046630859375
2016-05-10,1303.6834716796875
2016-05-11,1295.361083984375
2016-05-12,1324.0960693359375
2016-05-13,1331.8055419921875
2016-05-16,1347.61865234375
2016-05-17,1327.2498779296875
2016-05-18,1343.939208984375
2016-05-19,1322.8258056640625
2016-05-20,1298.1644287109375
2016-05-23,1308.5897216796875
2016-05-24,1320.81103515625
2016-05-25,1315.64208984375
2016-05-26,1340.91650390625
2016-05-27,1342.9755859375
2016-05-30,1329.2650146484375
2016-05-31,1338.3759765625
2016-06-01,1329.922119140625
2016-06-02,1333.3824462890625
2016-06-03,1320.2852783203125
2016-06-06,1353.5323486328125
2016-06-07,1349.5458984375
2016-06-08,1350.33447265625
2016-06-09,1356.4234619140625
2016-06-10,1358.1314697265625
2016-06-13,1351.2105712890625
2016-06-14,1340.2159423828125
2016-06-15,1344.2896728515625
2016-06-16,1344.4647216796875
2016-06-17,1362.030029296875
2016-06-20,1382.7928466796875
2016-06-21,1393.78759765625
2016-06-22,1398.3433837890625
2016-06-23,1371.1851806640625
2016-06-24,1351.6485595703125
2016-06-27,1370.615478515625
2016-06-28,1388.8817138671875
2016-06-29,1434.6563720703125
2016-06-30,1458.7923583984375
2016-07-01,1472.7220458984375
2016-07-04,1466.1513671875
2016-07-05,1419.588134765625
2016-07-07,1408.1552734375
2016-07-08,1402.548583984375
2016-07-11,1453.491943359375
2016-07-12,1428.918212890625
2016-07-13,1423.6177978515625
2016-07-14,1424.89404296875
2016-07-15,1419.8775634765625
2016-07-18,1435.719482421875
2016-07-19,1431.1871337890625
2016-07-20,1462.519775390625
2016-07-21,1501.1138916015625
2016-07-22,1574.428955078125
2016-07-25,1591.8116455078125
2016-07-26,1610.4266357421875
2016-07-27,1623.4525146484375
2016-07-28,1584.1982421875
2016-07-29,1591.0196533203125
2016-08-01,1618.3035888671875
2016-08-02,1573.85693359375
2016-08-03,1568.0479736328125
2016-08-04,1585.4747314453125
2016-08-05,1584.9464111328125
2016-08-08,1600.348876953125
2016-08-09,1591.50341796875
2016-08-10,1582.6583251953125
2016-08-11,1597.0924072265625
2016-08-12,1598.720703125
2016-08-16,1592.07568359375
2016-08-17,1581.9542236328125
2016-08-18,1576.981201171875
2016-08-19,1593.2200927734375
2016-08-22,1575.96923828125
2016-08-23,1571.4366455078125
2016-08-24,1567.3876953125
2016-08-25,1582.7022705078125
2016-08-26,1590.3153076171875
2016-08-29,1576.54150390625
2016-08-30,1584.110595703125
2016-08-31,1591.50341796875
2016-09-01,1602.681396484375
2016-09-02,1645.6318359375
2016-09-06,1644.6197509765625
2016-09-07,1643.03564453125
2016-09-08,1668.33984375
2016-09-09,1644.1795654296875
2016-09-12,1612.23095703125
2016-09-14,1622.13232421875
2016-09-15,1640.5712890625
2016-09-16,1581.2939453125
2016-09-19,1622.616455078125
2016-09-20,1619.40380859375
2016-09-21,1628.205322265625
2016-09-22,1619.53564453125
2016-09-23,1647.6121826171875
2016-09-26,1654.8734130859375
2016-09-27,1676.7005615234375
2016-09-28,1716.262939453125
2016-09-29,1676.6568603515625
2016-09-30,1680.705078125
2016-10-03,1705.876953125
2016-10-04,1752.96435546875
2016-10-05,1875.038818359375
2016-10-06,1843.6622314453125
2016-10-07,1807.620849609375
2016-10-10,1765.37451171875
2016-10-13,1776.508056640625
2016-10-14,1836.70947265625
2016-10-17,1848.2828369140625
2016-10-18,1854.091796875
2016-10-19,1854.091796875
2016-10-20,1876.18310546875
2016-10-21,1912.1805419921875
2016-10-24,1896.6905517578125
2016-10-25,1909.1441650390625
2016-10-26,1900.3428955078125
2016-10-27,1883.488525390625
2016-10-28,1916.4053955078125
2016-11-01,1928.1112060546875
2016-11-02,1938.40869140625
2016-11-03,1931.8956298828125
2016-11-04,1927.583251953125
2016-11-07,1867.997802734375
2016-11-08,1924.8988037109375
2016-11-09,1819.6346435546875
2016-11-10,1892.0699462890625
2016-11-11,1865.79736328125
2016-11-15,1770.4351806640625
2016-11-16,1738.7943115234375
2016-11-17,1689.3306884765625
2016-11-18,1674.1922607421875
2016-11-21,1630.361572265625
2016-11-22,1693.51123046875
2016-11-23,1760.0933837890625
2016-11-24,1867.7777099609375
2016-11-25,1796.4429931640625
2016-11-28,1824.827392578125
2016-11-29,1851.1873779296875
2016-11-30,1879.4840087890625
2016-12-01,1807.224609375
2016-12-02,1776.77197265625
2016-12-05,1739.4984130859375
2016-12-06,1784.1212158203125
2016-12-07,1768.806640625
2016-12-08,1795.0787353515625
2016-12-09,1772.8115234375
2016-12-12,1793.1864013671875
2016-12-13,1757.4970703125
2016-12-14,1755.164794921875
2016-12-15,1713.5343017578125
2016-12-16,1699.716064453125
2016-12-19,1670.8035888671875
2016-12-20,1622.4404296875
2016-12-21,1619.7559814453125
2016-12-22,1581.4261474609375
2016-12-23,1590.2713623046875
2016-12-26,1555.3740234375
2016-12-27,1547.144775390625
2016-12-28,1555.946044921875
2016-12-29,1593.6600341796875
2016-12-30,1601.2730712890625
2017-01-02,1606.81787109375
2017-01-03,1620.10791015625
2017-01-04,1618.08349609375
2017-01-05,1639.2509765625
2017-01-06,1665.0389404296875
2017-01-09,1675.64453125
2017-01-10,1681.49755859375
2017-01-11,1688.9344482421875
2017-01-12,1660.7701416015625
2017-01-13,1671.683837890625
2017-01-16,1670.143798828125
2017-01-17,1682.6854248046875
2017-01-18,1663.3668212890625
2017-01-19,1655.09326171875
2017-01-20,1656.8095703125
2017-01-23,1650.076416015625
2017-01-24,1664.9949951171875
2017-01-25,1696.5478515625
2017-01-27,1698.3519287109375
2017-01-30,1702.0482177734375
2017-01-31,1759.785400390625
2017-02-01,1798.7314453125
2017-02-02,1811.09716796875
2017-02-03,1783.636962890625
2017-02-06,1836.62109375
2017-02-07,1789.40185546875
2017-02-08,1803.880126953125
2017-02-09,1811.8013916015625
2017-02-10,1795.7828369140625
2017-02-13,1788.1258544921875
2017-02-14,1784.1212158203125
2017-02-15,1793.318603515625
2017-02-16,1809.6451416015625
2017-02-17,1788.5660400390625
2017-02-20,1788.389892578125
2017-02-21,1786.849609375
2017-02-22,1787.509521484375
2017-02-23,1815.233642578125
2017-02-27,1806.652587890625
2017-02-28,1817.2142333984375
2017-03-01,1853.07958984375
2017-03-02,1853.60791015625
2017-03-03,1845.4664306640625
2017-03-06,1850.04345703125
2017-03-07,1873.6748046875
2017-03-08,1854.751953125
2017-03-09,1853.959716796875
2017-03-10,1821.879150390625
2017-03-14,1827.81982421875
2017-03-15,1826.98388671875
2017-03-16,1856.8642578125
2017-03-17,1857.87646484375
2017-03-20,1852.815673828125
2017-03-21,1847.4908447265625
2017-03-22,1810.3494873046875
2017-03-23,1808.7210693359375
2017-03-24,1809.425048828125
2017-03-27,1816.59814453125
2017-03-28,1855.059814453125
2017-03-29,1853.34375
2017-03-30,1849.470947265625
2017-03-31,1904.56787109375
2017-04-03,1908.3521728515625
2017-04-05,1887.2724609375
2017-04-06,1877.8111572265625
2017-04-07,1873.1026611328125
2017-04-10,1882.7403564453125
2017-04-11,1877.1954345703125
2017-04-12,1865.3135986328125
2017-04-13,1883.752197265625
2017-04-17,1869.0103759765625
2017-04-18,1864.78564453125
2017-04-19,1849.4271240234375
2017-04-20,1850.3951416015625
2017-04-21,1860.560791015625
2017-04-24,1874.6429443359375
2017-04-25,1910.33251953125
2017-04-26,1888.1092529296875
2017-04-27,1867.8662109375
2017-04-28,1861.0008544921875
2017-05-02,1818.710205078125
2017-05-03,1818.75439453125
2017-05-04,1856.55615234375
2017-05-05,1809.5570068359375
2017-05-08,1822.187255859375
2017-05-09,1853.9158935546875
2017-05-10,1870.902587890625
2017-05-11,1893.0380859375
2017-05-12,1918.6937255859375
2017-05-15,1933.52392578125
2017-05-16,1969.5657958984375
2017-05-17,1950.24658203125
2017-05-18,1936.6484375
2017-05-19,1900.9150390625
2017-05-22,1844.4544677734375
2017-05-23,1803.4842529296875
2017-05-24,1790.4141845703125
2017-05-25,1820.4705810546875
2017-05-26,1818.8424072265625
2017-05-29,1812.021484375
2017-05-30,1818.4464111328125
2017-05-31,1813.3857421875
2017-06-01,1826.939453125
2017-06-02,1845.6424560546875
2017-06-05,1844.234375
2017-06-06,1844.322265625
2017-06-07,1883.2681884765625
2017-06-08,1859.6365966796875
2017-06-09,1864.4334716796875
2017-06-12,1873.190673828125
2017-06-13,1871.2105712890625
2017-06-14,1869.5377197265625
2017-06-15,1850.5272216796875
2017-06-16,1859.1527099609375
2017-06-19,1859.504638671875
2017-06-20,1871.2105712890625
2017-06-21,1861.616943359375
2017-06-22,1871.1663818359375
2017-06-23,1867.469970703125
2017-06-27,1852.5955810546875
2017-06-28,1848.76708984375
2017-06-29,1853.2996826171875
2017-06-30,1859.5931396484375
2017-07-03,1852.1551513671875
2017-07-04,1871.6505126953125
2017-07-05,1893.2576904296875
2017-07-06,1905.142822265625
2017-07-07,1908.1815185546875
2017-07-10,1900.8538818359375
2017-07-11,1908.8966064453125
2017-07-12,1933.560791015625
2017-07-13,1962.1572265625
2017-07-14,2002.7724609375
2017-07-17,1986.8214111328125
2017-07-18,1986.776611328125
2017-07-19,1989.3681640625
2017-07-20,2011.218017578125
2017-07-21,2115.638916015625
2017-07-24,2081.10009765625
2017-07-25,2048.52734375
2017-07-26,2067.248779296875
2017-07-27,2102.592041015625
2017-07-28,2131.76953125
2017-07-31,2163.404296875
2017-08-01,2165.459228515625
2017-08-02,2156.656982421875
2017-08-03,2147.4970703125
2017-08-04,2159.606201171875
2017-08-07,2289.764404296875
2017-08-08,2270.01513671875
2017-08-09,2282.43701171875
2017-08-10,2234.0458984375
2017-08-11,2248.07568359375
2017-08-14,2283.866455078125
2017-08-16,2309.380126953125
2017-08-17,2309.02197265625
2017-08-18,2355.93798828125
2017-08-21,2343.114013671875
2017-08-22,2332.301025390625
2017-08-23,2354.59765625
2017-08-24,2458.21484375
2017-08-28,2532.5654296875
2017-08-29,2654.81494140625
2017-08-30,2646.9951171875
2017-08-31,2595.834716796875
2017-09-01,2603.0732421875
2017-09-04,2541.903564453125
2017-09-05,2516.1669921875
2017-09-06,2474.2109375
2017-09-07,2516.703369140625
2017-09-08,2486.945556640625
2017-09-11,2500.2158203125
2017-09-12,2501.689697265625
2017-09-13,2482.521484375
2017-09-14,2458.97412109375
2017-09-15,2456.96337890625
2017-09-18,2522.467041015625
2017-09-19,2549.67822265625
2017-09-20,2507.320068359375
2017-09-21,2501.01953125
2017-09-22,2407.277099609375
2017-09-25,2419.8330078125
2017-09-26,2410.13720703125
2017-09-27,2467.463623046875
2017-09-28,2561.876708984375
2017-09-29,2499.009033203125
2017-10-03,2577.5595703125
2017-10-04,2614.735107421875
2017-10-05,2651.46337890625
2017-10-06,2625.280029296875
2017-10-09,2595.432373046875
2017-10-10,2594.58349609375
2017-10-11,2593.86865234375
2017-10-12,2594.6279296875
2017-10-13,2600.4814453125
2017-10-16,2587.970458984375
2017-10-17,2560.580810546875
2017-10-18,2576.576904296875
2017-10-19,2603.96630859375
2017-10-23,2590.026123046875
2017-10-24,2595.074951171875
2017-10-25,2570.6787109375
2017-10-26,2650.8828125
2017-10-27,2660.71240234375
2017-10-30,2633.501220703125
2017-10-31,2653.161376953125
2017-11-01,2633.233154296875
2017-11-02,2636.04833984375
2017-11-03,2617.01416015625
2017-11-06,2604.90478515625
2017-11-07,2549.946044921875
2017-11-08,2561.02734375
2017-11-09,2599.18603515625
2017-11-10,2613.885986328125
2017-11-13,2590.561767578125
2017-11-14,2557.408447265625
2017-11-15,2515.0498046875
2017-11-16,2548.96337890625
2017-11-17,2532.96728515625
2017-11-20,2538.82080078125
2017-11-21,2553.476318359375
2017-11-22,2560.5361328125
2017-11-23,2586.004150390625
2017-11-24,2581.223388671875
2017-11-27,2584.79833984375
2017-11-28,2575.549560546875
2017-11-29,2516.39013671875
2017-11-30,2550.125
2017-12-01,2582.876708984375
2017-12-04,2592.8857421875
2017-12-05,2588.5068359375
2017-12-06,2591.678955078125
2017-12-07,2592.170654296875
2017-12-08,2635.155029296875
2017-12-11,2601.777099609375
2017-12-12,2550.616943359375
2017-12-13,2583.0556640625
2017-12-14,2531.537109375
2017-12-15,2580.598388671875
2017-12-18,2618.756103515625
2017-12-19,2645.5654296875
2017-12-20,2635.646240234375
2017-12-21,2636.62939453125
2017-12-22,2615.941162109375
2017-12-26,2631.982177734375
2017-12-27,2619.4267578125
2017-12-28,2571.259765625
2017-12-29,2562.367919921875
2018-01-01,2559.776611328125
2018-01-02,2537.748291015625
2018-01-03,2541.099365234375
2018-01-04,2527.650390625
2018-01-05,2528.811767578125
2018-01-08,2560.1787109375
2018-01-09,2539.0439453125
2018-01-10,2573.9853515625
2018-01-11,2535.424560546875
2018-01-12,2513.66455078125
2018-01-15,2510.134765625
2018-01-16,2481.359619140625
2018-01-17,2475.8642578125
2018-01-18,2434.890869140625
2018-01-19,2502.6279296875
2018-01-22,2502.94140625
2018-01-23,2526.890625
2018-01-24,2519.29443359375
2018-01-25,2519.8310546875
2018-01-29,2517.552001953125
2018-01-30,2502.76220703125
2018-01-31,2509.732666015625
2018-02-01,2503.92431640625
2018-02-02,2485.604248046875
2018-02-05,2450.976318359375
2018-02-06,2407.723876953125
2018-02-07,2405.489990234375
2018-02-08,2421.530517578125
2018-02-09,2407.277099609375
2018-02-12,2403.792236328125
2018-02-14,2451.601806640625
2018-02-15,2456.82958984375
2018-02-16,2446.865966796875
2018-02-19,2433.148193359375
2018-02-20,2433.505615234375
2018-02-21,2429.484375
2018-02-22,2424.390625
2018-02-23,2445.9716796875
2018-02-26,2445.257080078125
2018-02-27,2446.23974609375
2018-02-28,2433.863037109375
2018-03-01,2431.271240234375
2018-03-05,2431.226806640625
2018-03-06,2467.642333984375
2018-03-07,2442.84423828125
2018-03-08,2437.6162109375
2018-03-09,2438.554931640625
2018-03-12,2453.344482421875
2018-03-13,2418.447509765625
2018-03-14,2398.564208984375
2018-03-15,2439.40380859375
2018-03-16,2325.688232421875
2018-03-19,2262.59765625
2018-03-20,2273.18701171875
2018-03-21,2264.2060546875
2018-03-22,2258.620361328125
2018-03-23,2261.07861328125
2018-03-26,2381.58544921875
2018-03-27,2341.997314453125
2018-03-28,2381.09375
2018-04-02,2343.873779296875
2018-04-03,2342.89111328125
2018-04-04,2339.271728515625
2018-04-05,2345.3486328125
2018-04-06,2360.182861328125
2018-04-09,2359.333984375
2018-04-10,2351.960693359375
2018-04-11,2350.040283203125
2018-04-12,2355.89306640625
2018-04-13,2355.89306640625
2018-04-16,2360.49560546875
2018-04-17,2367.510009765625
2018-04-18,2365.946533203125
2018-04-19,2341.55029296875
2018-04-20,2342.176025390625
2018-04-23,2325.598876953125
2018-04-24,2346.376220703125
2018-04-25,2349.771484375
2018-04-26,2346.420654296875
2018-04-27,2364.516357421875
2018-04-30,2417.8671875
2018-05-02,2412.8173828125
2018-05-03,2394.721923828125
2018-05-04,2381.853271484375
2018-05-07,2393.51513671875
2018-05-08,2378.547119140625
2018-05-09,2368.270263671875
2018-05-10,2368.091552734375
2018-05-11,2369.74462890625
2018-05-14,2336.32275390625
2018-05-15,2353.659423828125
2018-05-16,2354.82080078125
2018-05-17,2439.93994140625
2018-05-18,2468.49169921875
2018-05-21,2432.075927734375
2018-05-22,2569.203857421875
2018-05-23,2557.408447265625
2018-05-24,2478.768310546875
2018-05-25,2497.981689453125
2018-05-28,2493.423583984375
2018-05-29,2471.8427734375
2018-05-30,2469.787353515625
2018-05-31,2475.327880859375
2018-06-01,2486.587646484375
2018-06-04,2489.849365234375
2018-06-05,2450.126953125
2018-06-06,2468.93798828125
2018-06-07,2477.204833984375
2018-06-08,2566.657470703125
2018-06-11,2572.197998046875
2018-06-12,2635.690673828125
2018-06-13,2621.12451171875
2018-06-14,2622.912109375
2018-06-15,2681.66845703125
2018-06-18,2778.80615234375
2018-06-19,2776.259521484375
2018-06-20,2793.9541015625
2018-06-21,2871.610595703125
2018-06-22,2831.576171875
2018-06-25,2797.349853515625
2018-06-26,2751.639892578125
2018-06-27,2656.8701171875
2018-06-28,2576.62158203125
2018-06-29,2575.81689453125
2018-07-02,2577.5595703125
2018-07-03,2587.881103515625
2018-07-04,2644.716552734375
2018-07-05,2651.32958984375
2018-07-06,2668.8583984375
2018-07-09,2728.465087890625
2018-07-10,2744.091552734375
2018-07-11,2717.187255859375
2018-07-12,2713.653564453125
2018-07-13,2716.507568359375
2018-07-16,2665.280029296875
2018-07-17,2695.400146484375
2018-07-18,2704.187255859375
2018-07-19,2673.02490234375
2018-07-20,2735.757568359375
2018-07-23,2760.57861328125
2018-07-24,2702.964599609375
2018-07-25,2681.5859375
2018-07-26,2690.735107421875
2018-07-27,2709.84912109375
2018-07-30,2668.586669921875
2018-07-31,2631.03759765625
2018-08-01,2658.53125
2018-08-02,2668.767333984375
2018-08-03,2699.70361328125
2018-08-06,2699.522216796875
2018-08-07,2698.93359375
2018-08-08,2700.47314453125
2018-08-09,2692.546875
2018-08-10,2714.559814453125
2018-08-13,2705.591552734375
2018-08-14,2713.065185546875
2018-08-16,2701.560546875
2018-08-17,2700.066162109375
2018-08-20,2724.026123046875
2018-08-21,2739.381103515625
2018-08-23,2734.9873046875
2018-08-24,2684.711669921875
2018-08-27,2716.59814453125
2018-08-28,2719.995361328125
2018-08-29,2814.795654296875
2018-08-30,2833.592529296875
2018-08-31,2823.854248046875
2018-09-03,2752.969482421875
2018-09-04,2752.10888671875
2018-09-05,2724.84130859375
2018-09-06,2772.853515625
2018-09-07,2819.6875
2018-09-10,2759.49169921875
2018-09-11,2772.671875
2018-09-12,2778.016357421875
2018-09-14,2823.0390625
2018-09-17,2812.213623046875
2018-09-18,2774.302490234375
2018-09-19,2775.570556640625
2018-09-21,2809.450927734375
2018-09-24,2792.329833984375
2018-09-25,2790.8349609375
2018-09-26,2804.468505859375
2018-09-27,2800.029541015625
2018-09-28,2802.385009765625
2018-10-01,2685.118896484375
2018-10-03,2722.757568359375
2018-10-04,2654.273681640625
2018-10-05,2448.638671875
2018-10-08,2282.86279296875
2018-10-09,2275.6162109375
2018-10-10,2368.694580078125
2018-10-11,2355.3330078125
2018-10-12,2387.310791015625
2018-10-15,2365.88671875
2018-10-16,2378.56884765625
2018-10-17,2334.36181640625
2018-10-19,2357.914794921875
2018-10-22,2381.014892578125
2018-10-23,2379.06689453125
2018-10-24,2387.4921875
2018-10-25,2401.85009765625
2018-10-26,2393.878173828125
2018-10-29,2444.42578125
2018-10-30,2477.038330078125
2018-10-31,2545.0693359375
2018-11-01,2548.33056640625
2018-11-02,2550.097412109375
2018-11-05,2566.765380859375
2018-11-06,2535.603515625
2018-11-07,2554.8984375
2018-11-09,2541.128662109375
2018-11-12,2535.69384765625
2018-11-13,2585.517578125
2018-11-14,2649.925537109375
2018-11-15,2676.422607421875
2018-11-16,2836.853759765625
2018-11-19,2790.337158203125
2018-11-20,2740.87548828125
2018-11-21,2723.935791015625
2018-11-22,2741.283203125
2018-11-26,2720.2666015625
2018-11-27,2713.427490234375
2018-11-28,2708.716796875
2018-11-29,2737.659423828125
2018-11-30,2718.3642578125
2018-12-03,2711.117919921875
2018-12-04,2700.066162109375
2018-12-05,2689.96484375
2018-12-06,2690.508544921875
2018-12-07,2704.05126953125
2018-12-10,2663.10595703125
2018-12-11,2654.590576171875
2018-12-12,2696.30615234375
2018-12-13,2716.552490234375
2018-12-14,2679.955322265625
2018-12-17,2681.177734375
2018-12-18,2645.07861328125
2018-12-19,2656.0400390625
2018-12-20,2689.739013671875
2018-12-21,2663.558837890625
2018-12-24,2661.339599609375
2018-12-26,2590.318115234375
2018-12-27,2672.390625
2018-12-28,2658.712158203125
2018-12-31,2672.34619140625
2019-01-01,2672.300048828125
2019-01-02,2672.436279296875
2019-01-03,2697.03125
2019-01-04,2673.840576171875
2019-01-07,2675.7880859375
2019-01-08,2677.282958984375
2019-01-09,2673.3876953125
2019-01-10,2690.418212890625
2019-01-11,2724.2978515625
2019-01-14,2725.4755859375
2019-01-15,2716.145263671875
2019-01-16,2680.000732421875
2019-01-17,2672.390625
2019-01-18,2681.766845703125
2019-01-21,2682.673095703125
2019-01-22,2678.641357421875
2019-01-23,2687.4287109375
2019-01-24,2663.10595703125
2019-01-25,2592.447265625
2019-01-28,2584.927978515625
2019-01-29,2577.1376953125
2019-01-30,2584.157958984375
2019-01-31,2579.08544921875
2019-02-01,2596.1611328125
2019-02-04,2711.751220703125
2019-02-05,2652.9599609375
2019-02-06,2712.430908203125
2019-02-07,2823.49169921875
2019-02-08,2836.7626953125
2019-02-11,2823.854248046875
2019-02-12,2808.544677734375
2019-02-14,2853.4765625
2019-02-15,2862.308837890625
2019-02-18,2723.844970703125
2019-02-19,2813.617919921875
2019-02-20,2861.855712890625
2019-02-21,2856.1484375
2019-02-22,2854.33740234375
2019-02-25,2840.794189453125
2019-02-26,2835.766357421875
2019-02-27,2860.9951171875
2019-02-28,2867.155517578125
2019-03-01,2871.91162109375
2019-03-05,2863.84912109375
2019-03-06,2917.02392578125
2019-03-07,2966.16845703125
2019-03-08,2968.4775390625
2019-03-11,2986.4140625
2019-03-12,3028.673583984375
2019-03-13,3005.483154296875
2019-03-14,3021.879638671875
2019-03-15,3023.1025390625
2019-03-18,3008.8798828125
2019-03-19,3041.446533203125
2019-03-20,3047.380126953125
2019-03-22,3050.05224609375
2019-03-25,2953.62158203125
2019-03-26,2944.3359375
2019-03-27,2965.6240234375
2019-03-28,3255.4150390625
2019-04-01,3036.6455078125
2019-04-02,3101.325439453125
2019-04-03,3085.562744140625
2019-04-04,3013.092529296875
2019-04-05,3036.010986328125
2019-04-08,3005.166015625
2019-04-09,2975.31689453125
2019-04-10,2993.706787109375
2019-04-11,2994.974609375
2019-04-12,2989.585205078125
2019-04-15,2999.45947265625
2019-04-16,2993.117919921875
2019-04-18,2979.801025390625
2019-04-22,2977.03857421875
2019-04-23,2981.93017578125
2019-04-24,2989.8115234375
2019-04-25,2964.129638671875
2019-04-26,2960.95947265625
2019-04-30,2795.545654296875
2019-05-02,2902.93798828125
2019-05-03,2891.025146484375
2019-05-06,2881.604248046875
