Date,PRAJIND.NS
2015-08-21,76.48160552978516
2015-08-24,67.00676727294922
2015-08-25,67.7322998046875
2015-08-26,69.65287780761719
2015-08-27,72.76848602294922
2015-08-28,72.08560943603516
2015-08-31,70.59183502197266
2015-09-01,70.33575439453125
2015-09-02,71.14666748046875
2015-09-03,72.1282958984375
2015-09-04,68.71394348144531
2015-09-07,65.47029876708984
2015-09-08,68.88465881347656
2015-09-09,70.71987915039062
2015-09-10,69.2687759399414
2015-09-11,69.56753540039062
2015-09-14,69.05538177490234
2015-09-15,67.51891326904297
2015-09-16,68.32981872558594
2015-09-18,69.73824310302734
2015-09-21,70.33575439453125
2015-09-22,69.35413360595703
2015-09-23,70.80523681640625
2015-09-24,72.34168243408203
2015-09-28,70.25041198730469
2015-09-29,70.71987915039062
2015-09-30,70.80523681640625
2015-10-01,73.62207794189453
2015-10-05,73.7501220703125
2015-10-06,73.57939910888672
2015-10-07,75.41461944580078
2015-10-08,77.63395690917969
2015-10-09,75.54266357421875
2015-10-12,74.81710815429688
2015-10-13,77.80465698242188
2015-10-14,79.81060028076172
2015-10-15,78.06076049804688
2015-10-16,77.16447448730469
2015-10-19,78.91433715820312
2015-10-20,78.91433715820312
2015-10-21,79.04237365722656
2015-10-23,77.7619857788086
2015-10-26,76.78034210205078
2015-10-27,75.45730590820312
2015-10-28,74.04888153076172
2015-10-29,73.23796081542969
2015-10-30,74.13423919677734
2015-11-02,75.88410186767578
2015-11-03,76.39624786376953
2015-11-04,76.39624786376953
2015-11-05,74.30496215820312
2015-11-06,72.0002670288086
2015-11-09,71.06131744384766
2015-11-10,69.69557189941406
2015-11-13,72.81116485595703
2015-11-16,71.36006164550781
2015-11-17,72.5977783203125
2015-11-18,70.97596740722656
2015-11-19,70.93327331542969
2015-11-20,71.6588134765625
2015-11-23,71.48811340332031
2015-11-24,71.61614227294922
2015-11-26,72.21366119384766
2015-11-27,74.0062026977539
2015-11-30,72.5977783203125
2015-12-01,72.34168243408203
2015-12-02,73.62207794189453
2015-12-03,72.29901123046875
2015-12-04,73.02458190917969
2015-12-07,72.34168243408203
2015-12-08,70.97596740722656
2015-12-09,69.52486419677734
2015-12-10,71.48811340332031
2015-12-11,69.86629486083984
2015-12-14,69.90896606445312
2015-12-15,69.2687759399414
2015-12-16,79.2984619140625
2015-12-17,76.78034210205078
2015-12-18,75.45730590820312
2015-12-21,78.8289794921875
2015-12-22,76.86572265625
2015-12-23,76.18285369873047
2015-12-24,77.50590515136719
2015-12-28,78.8289794921875
2015-12-29,76.99375915527344
2015-12-30,77.84734344482422
2015-12-31,78.6155776977539
2016-01-01,81.26170349121094
2016-01-04,78.8289794921875
2016-01-05,83.77979278564453
2016-01-06,83.31031799316406
2016-01-07,79.25576782226562
2016-01-08,81.51778411865234
2016-01-11,80.23739624023438
2016-01-12,78.3594970703125
2016-01-13,75.62801361083984
2016-01-14,74.39030456542969
2016-01-15,70.80523681640625
2016-01-18,65.25689697265625
2016-01-19,67.60426330566406
2016-01-20,66.62265014648438
2016-01-21,67.13480377197266
2016-01-22,69.14073944091797
2016-01-25,70.25041198730469
2016-01-27,71.40276336669922
2016-01-28,73.1952896118164
2016-01-29,83.01155853271484
2016-02-01,83.05424499511719
2016-02-02,81.17635345458984
2016-02-03,76.48160552978516
2016-02-04,76.95108032226562
2016-02-05,78.65826416015625
2016-02-08,77.84734344482422
2016-02-09,76.95108032226562
2016-02-10,75.030517578125
2016-02-11,68.84197235107422
2016-02-12,69.01270294189453
2016-02-15,72.34168243408203
2016-02-16,69.09806060791016
2016-02-17,69.6102066040039
2016-02-18,68.9273452758789
2016-02-19,68.03106689453125
2016-02-22,68.07373809814453
2016-02-23,67.30550384521484
2016-02-24,66.23853302001953
2016-02-25,63.976524353027344
2016-02-26,62.48274230957031
2016-02-29,61.5011100769043
2016-03-01,66.23853302001953
2016-03-02,67.56159973144531
2016-03-03,70.33575439453125
2016-03-04,70.07967376708984
2016-03-08,69.90896606445312
2016-03-09,69.99432373046875
2016-03-10,69.65287780761719
2016-03-11,71.74418640136719
2016-03-14,71.57345581054688
2016-03-15,71.10399627685547
2016-03-16,72.0002670288086
2016-03-17,72.8444595336914
2016-03-18,72.71391296386719
2016-03-21,73.10555267333984
2016-03-22,75.8034896850586
2016-03-23,75.06372833251953
2016-03-28,72.8444595336914
2016-03-29,75.15076446533203
2016-03-30,77.19597625732422
2016-03-31,77.6311264038086
2016-04-01,79.5457992553711
2016-04-04,79.15415954589844
2016-04-05,76.54324340820312
2016-04-06,76.58676147460938
2016-04-07,78.93658447265625
2016-04-08,80.50312805175781
2016-04-11,81.5474853515625
2016-04-12,81.4169692993164
2016-04-13,79.80689239501953
2016-04-18,80.9818115234375
2016-04-20,82.76593017578125
2016-04-21,80.89476776123047
2016-04-22,82.33077239990234
2016-04-25,81.46046447753906
2016-04-26,83.33161926269531
2016-04-27,83.02700805664062
2016-04-28,84.37598419189453
2016-04-29,84.72410583496094
2016-05-02,84.50652313232422
2016-05-03,81.63452911376953
2016-05-04,79.06712341308594
2016-05-05,78.71900177001953
2016-05-06,78.19681549072266
2016-05-09,78.93658447265625
2016-05-10,79.02360534667969
2016-05-11,82.76593017578125
2016-05-12,83.76676940917969
2016-05-13,83.59272766113281
2016-05-16,83.41865539550781
2016-05-17,83.33161926269531
2016-05-18,82.6353759765625
2016-05-19,81.06883239746094
2016-05-20,79.71985626220703
2016-05-23,74.75912475585938
2016-05-24,75.84700012207031
2016-05-25,74.62857818603516
2016-05-26,74.36748504638672
2016-05-27,76.49974060058594
2016-05-30,75.4118423461914
2016-05-31,74.14990997314453
2016-06-01,73.80178833007812
2016-06-02,73.75827026367188
2016-06-03,72.496337890625
2016-06-06,71.36493682861328
2016-06-07,72.10469818115234
2016-06-08,73.45367431640625
2016-06-09,75.62942504882812
2016-06-10,74.5850601196289
2016-06-13,75.28131866455078
2016-06-14,80.32907104492188
2016-06-15,79.76337432861328
2016-06-16,78.50143432617188
2016-06-17,76.45621490478516
2016-06-20,76.76083374023438
2016-06-21,75.8034896850586
2016-06-22,74.75912475585938
2016-06-23,74.45452880859375
2016-06-24,71.80009460449219
2016-06-27,72.8444595336914
2016-06-28,75.10725402832031
2016-06-29,77.93573760986328
2016-06-30,82.28726196289062
2016-07-01,83.98434448242188
2016-07-04,87.7266616821289
2016-07-05,85.28981018066406
2016-07-07,82.89646911621094
2016-07-08,80.8077392578125
2016-07-11,81.15586853027344
2016-07-12,78.9801025390625
2016-07-13,77.6311264038086
2016-07-14,79.02360534667969
2016-07-15,74.49803161621094
2016-07-18,75.19428253173828
2016-07-19,76.02105712890625
2016-07-20,81.32991790771484
2016-07-21,78.76251220703125
2016-07-22,76.8043441772461
2016-07-25,74.28047180175781
2016-07-26,74.5850601196289
2016-07-27,75.10725402832031
2016-07-28,75.10725402832031
2016-07-29,75.15076446533203
2016-08-01,74.8026351928711
2016-08-02,72.93148040771484
2016-08-03,71.71305847167969
2016-08-04,71.9306411743164
2016-08-05,74.45452880859375
2016-08-08,74.8026351928711
2016-08-09,73.5842056274414
2016-08-10,75.23778533935547
2016-08-11,74.19342803955078
2016-08-12,74.19342803955078
2016-08-16,73.75827026367188
2016-08-17,73.93232727050781
2016-08-18,77.58761596679688
2016-08-19,79.80689239501953
2016-08-22,80.11151123046875
2016-08-23,80.89476776123047
2016-08-24,80.06796264648438
2016-08-25,78.24034118652344
2016-08-26,80.02446746826172
2016-08-29,80.6336898803711
2016-08-30,79.45877075195312
2016-08-31,79.63282775878906
2016-09-01,78.10980224609375
2016-09-02,77.37004852294922
2016-09-06,77.97925567626953
2016-09-07,77.6311264038086
2016-09-08,79.37174224853516
2016-09-09,79.45877075195312
2016-09-12,76.45621490478516
2016-09-14,76.10809326171875
2016-09-15,76.93489074707031
2016-09-16,77.15245056152344
2016-09-19,76.71730041503906
2016-09-20,76.28216552734375
2016-09-21,76.36918640136719
2016-09-22,76.36918640136719
2016-09-23,76.15160369873047
2016-09-26,74.88966369628906
2016-09-27,73.97586059570312
2016-09-28,74.23693084716797
2016-09-29,70.71221160888672
2016-09-30,70.75572204589844
2016-10-03,71.80009460449219
2016-10-04,71.58250427246094
2016-10-05,72.19172668457031
2016-10-06,71.9306411743164
2016-10-07,71.27790832519531
2016-10-10,72.23523712158203
2016-10-13,72.88796997070312
2016-10-14,72.97500610351562
2016-10-17,71.40845489501953
2016-10-18,72.06118774414062
2016-10-19,73.88882446289062
2016-10-20,74.88966369628906
2016-10-21,71.14736938476562
2016-10-24,72.67039489746094
2016-10-25,72.62687683105469
2016-10-26,72.53984832763672
2016-10-27,72.10469818115234
2016-10-28,72.36580657958984
2016-11-01,72.4093017578125
2016-11-02,72.23523712158203
2016-11-03,70.49463653564453
2016-11-04,72.45281982421875
2016-11-07,72.4093017578125
2016-11-08,72.88796997070312
2016-11-09,69.8419189453125
2016-11-10,73.10555267333984
2016-11-11,70.75572204589844
2016-11-15,65.925537109375
2016-11-16,63.8368034362793
2016-11-17,63.967342376708984
2016-11-18,64.8376693725586
2016-11-21,61.83511734008789
2016-11-22,62.66189193725586
2016-11-23,64.5330581665039
2016-11-24,65.01171875
2016-11-25,65.925537109375
2016-11-28,67.1874771118164
2016-11-29,66.70881652832031
2016-11-30,67.23099517822266
2016-12-01,68.10128784179688
2016-12-02,66.23014831542969
2016-12-05,64.7506332397461
2016-12-06,64.31548309326172
2016-12-07,67.57910919189453
2016-12-08,67.97076416015625
2016-12-09,69.580810546875
2016-12-12,69.49378204345703
2016-12-13,70.19002532958984
2016-12-14,69.10214233398438
2016-12-15,68.9280776977539
2016-12-16,68.27535247802734
2016-12-19,69.45027160644531
2016-12-20,67.92723846435547
2016-12-21,69.05862426757812
2016-12-22,67.4920883178711
2016-12-23,70.45112609863281
2016-12-26,67.79669189453125
2016-12-27,68.49293518066406
2016-12-28,69.01512145996094
2016-12-29,69.71135711669922
2016-12-30,70.0159683227539
2017-01-02,71.14736938476562
2017-01-03,73.10555267333984
2017-01-04,74.10639953613281
2017-01-05,74.06288146972656
2017-01-06,73.01850891113281
2017-01-09,73.01850891113281
2017-01-10,75.15076446533203
2017-01-11,74.32395935058594
2017-01-12,73.01850891113281
2017-01-13,72.06118774414062
2017-01-16,71.80009460449219
2017-01-17,72.27877044677734
2017-01-18,73.06201934814453
2017-01-19,72.36580657958984
2017-01-20,70.75572204589844
