Date,BEZ.L
2016-09-16,398.1991882324219
2016-09-19,399.09759521484375
2016-09-20,399.696533203125
2016-09-21,404.08880615234375
2016-09-22,397.99957275390625
2016-09-23,391.01190185546875
2016-09-26,392.209716796875
2016-09-27,390.1133728027344
2016-09-28,393.2079772949219
2016-09-29,388.61602783203125
2016-09-30,386.419921875
2016-10-03,392.3096008300781
2016-10-04,399.7963562011719
2016-10-05,393.10809326171875
2016-10-06,386.1204528808594
2016-10-07,381.32891845703125
2016-10-10,380.63006591796875
2016-10-11,380.2308044433594
2016-10-12,380.4305114746094
2016-10-13,378.134521484375
2016-10-14,376.3376770019531
2016-10-17,373.1432800292969
2016-10-18,377.1362609863281
2016-10-19,377.934814453125
2016-10-20,378.3341369628906
2016-10-21,377.33587646484375
2016-10-24,377.7352294921875
2016-10-25,374.5408630371094
2016-10-26,368.35174560546875
2016-10-27,366.15557861328125
2016-10-28,364.8578796386719
2016-10-31,363.3605041503906
2016-11-01,366.3552551269531
2016-11-02,363.3605041503906
2016-11-03,368.9507141113281
2016-11-04,361.2641906738281
2016-11-07,362.3622741699219
2016-11-08,371.8456115722656
2016-11-09,379.0329284667969
2016-11-10,386.419921875
2016-11-11,384.3236389160156
2016-11-14,378.5337829589844
2016-11-15,373.842041015625
2016-11-16,377.1362609863281
2016-11-17,381.32891845703125
2016-11-18,381.32891845703125
2016-11-21,379.3323669433594
2016-11-22,386.2202453613281
2016-11-23,380.7299499511719
2016-11-24,381.4287109375
2016-11-25,381.1292419433594
2016-11-28,379.8315734863281
2016-11-29,384.4234924316406
2016-11-30,380.33062744140625
2016-12-01,374.84027099609375
2016-12-02,375.43927001953125
2016-12-05,376.1380310058594
2016-12-06,381.32891845703125
2016-12-07,385.9208068847656
2016-12-08,390.2132568359375
2016-12-09,385.7211608886719
2016-12-12,372.1449890136719
2016-12-13,381.1292419433594
2016-12-14,380.5303039550781
2016-12-15,382.227294921875
2016-12-16,382.9261169433594
2016-12-19,381.4287109375
2016-12-20,379.4322204589844
2016-12-21,379.7316589355469
2016-12-22,381.1292419433594
2016-12-23,389.41461181640625
2016-12-28,382.3271484375
2016-12-29,384.3236389160156
2016-12-30,386.81927490234375
2017-01-03,394.1064453125
2017-01-04,389.3148498535156
2017-01-05,389.6142578125
2017-01-06,386.519775390625
2017-01-09,390.81219482421875
2017-01-10,384.02410888671875
2017-01-11,381.32891845703125
2017-01-12,384.12396240234375
2017-01-13,383.3254089355469
2017-01-16,382.6266174316406
2017-01-17,391.01190185546875
2017-01-18,392.1098937988281
2017-01-19,401.4934387207031
2017-01-20,392.209716796875
2017-01-23,394.1064453125
2017-01-24,395.1046142578125
2017-01-25,396.70184326171875
2017-01-26,397.200927734375
2017-01-27,403.3901062011719
2017-01-30,403.3901062011719
2017-01-31,404.8874206542969
2017-02-01,407.3830261230469
2017-02-02,407.9819641113281
2017-02-03,434.2358093261719
2017-02-06,430.64208984375
2017-02-07,435.8329772949219
2017-02-08,430.3426513671875
2017-02-09,429.4442443847656
2017-02-10,429.7436828613281
2017-02-13,425.05194091796875
2017-02-14,423.1552734375
2017-02-15,424.55279541015625
2017-02-16,426.8487548828125
2017-02-17,424.9521484375
2017-02-20,426.0501403808594
2017-02-21,427.6473693847656
2017-02-22,428.8452453613281
2017-02-23,433.8365173339844
2017-02-24,432.7384338378906
2017-02-27,432.53875732421875
2017-02-28,433.23748779296875
2017-03-01,437.9292907714844
2017-03-02,422.8234558105469
2017-03-03,423.5223388671875
2017-03-06,427.3162536621094
2017-03-07,426.9168701171875
2017-03-08,431.509521484375
2017-03-09,432.70758056640625
2017-03-10,435.103759765625
2017-03-13,438.4983215332031
2017-03-14,436.1022033691406
2017-03-15,436.2019958496094
2017-03-16,437.7995300292969
2017-03-17,441.5933837890625
2017-03-20,442.8913269042969
2017-03-21,437.9991760253906
2017-03-22,435.00396728515625
2017-03-23,436.2019958496094
2017-03-24,437.4999694824219
2017-03-27,435.3034973144531
2017-03-28,438.7978515625
2017-03-29,434.40496826171875
2017-03-30,427.3162536621094
2017-03-31,427.3162536621094
2017-04-03,424.72039794921875
2017-04-04,426.31781005859375
2017-04-05,424.3210144042969
2017-04-06,429.31304931640625
2017-04-07,426.417724609375
2017-04-10,427.9153747558594
2017-04-11,429.71240234375
2017-04-12,432.4080810546875
2017-04-13,437.9991760253906
2017-04-18,434.2052001953125
2017-04-19,434.90411376953125
2017-04-20,435.8026428222656
2017-04-21,436.1022033691406
2017-04-24,442.39215087890625
2017-04-25,437.3002624511719
2017-04-26,435.90252685546875
2017-04-27,437.6996154785156
2017-04-28,439.0973815917969
2017-05-02,447.1844787597656
2017-05-03,445.2874755859375
2017-05-04,446.78515625
2017-05-05,443.5901794433594
2017-05-08,448.3825378417969
2017-05-09,455.8705749511719
2017-05-10,459.26513671875
2017-05-11,452.27630615234375
2017-05-12,448.5822448730469
2017-05-15,445.68682861328125
2017-05-16,447.4839782714844
2017-05-17,447.4839782714844
2017-05-18,452.0766296386719
2017-05-19,458.2666931152344
2017-05-22,457.9671936035156
2017-05-23,459.26513671875
2017-05-24,461.26190185546875
2017-05-25,463.0590515136719
2017-05-26,462.06060791015625
2017-05-30,469.6485595703125
2017-05-31,471.4456481933594
2017-06-01,470.74676513671875
2017-06-02,471.24591064453125
2017-06-05,466.45361328125
2017-06-06,461.26190185546875
2017-06-07,460.2635498046875
2017-06-08,460.4632873535156
2017-06-09,466.6533508300781
2017-06-12,466.85296630859375
2017-06-13,467.65167236328125
2017-06-14,471.4456481933594
2017-06-15,461.56146240234375
2017-06-16,479.432861328125
2017-06-19,480.1317138671875
2017-06-20,481.23004150390625
2017-06-21,479.83221435546875
2017-06-22,481.130126953125
2017-06-23,481.0302734375
2017-06-26,488.61517333984375
2017-06-27,482.4580383300781
2017-06-28,482.92730712890625
2017-06-29,484.2251892089844
2017-06-30,487.32025146484375
2017-07-03,487.32025146484375
2017-07-04,490.4153137207031
2017-07-05,504.1932373046875
2017-07-06,505.6908264160156
2017-07-07,508.6860656738281
2017-07-10,511.68121337890625
2017-07-11,511.68121337890625
2017-07-12,499.70050048828125
2017-07-13,502.1964416503906
2017-07-14,503.19482421875
2017-07-17,505.6908264160156
2017-07-18,507.6876525878906
2017-07-19,508.6860656738281
2017-07-20,513.1788940429688
2017-07-21,510.18365478515625
2017-07-24,502.1964416503906
2017-07-25,505.1916809082031
2017-07-26,507.1884765625
2017-07-27,511.1820373535156
2017-07-28,509.1852722167969
2017-07-31,511.68121337890625
2017-08-01,515.6749267578125
2017-08-02,521.665283203125
2017-08-03,521.2030029296875
2017-08-04,523.69921875
2017-08-07,524.1984252929688
2017-08-08,522.2015380859375
2017-08-09,522.2015380859375
2017-08-10,519.7052612304688
2017-08-11,514.2136840820312
2017-08-14,521.7021484375
2017-08-15,519.2060546875
2017-08-16,520.7037353515625
2017-08-17,519.7052612304688
2017-08-18,518.2075805664062
2017-08-21,516.2105712890625
2017-08-22,520.2044677734375
2017-08-23,520.2044677734375
2017-08-24,523.1998901367188
2017-08-25,519.7052612304688
2017-08-29,505.2274475097656
2017-08-30,505.2274475097656
2017-08-31,510.21978759765625
2017-09-01,509.72052001953125
2017-09-04,503.729736328125
2017-09-05,486.95538330078125
2017-09-06,459.1978454589844
2017-09-07,449.31292724609375
2017-09-08,450.3114013671875
2017-09-11,469.4820556640625
2017-09-12,470.2808837890625
2017-09-13,466.0872802734375
2017-09-14,462.79229736328125
2017-09-15,459.896728515625
2017-09-18,460.9950866699219
2017-09-19,462.79229736328125
2017-09-20,456.002685546875
2017-09-21,457.30072021484375
2017-09-22,457.6002502441406
2017-09-25,455.40362548828125
2017-09-26,452.108642578125
2017-09-27,453.8060607910156
2017-09-28,458.99810791015625
2017-09-29,478.76788330078125
2017-10-02,474.8738708496094
2017-10-03,480.76483154296875
2017-10-04,484.459228515625
2017-10-05,479.0674133300781
2017-10-06,481.96295166015625
2017-10-09,484.0597839355469
2017-10-10,488.95233154296875
2017-10-11,493.8448486328125
2017-10-12,497.3395080566406
2017-10-13,499.1366882324219
2017-10-16,503.2304382324219
2017-10-17,496.04144287109375
2017-10-18,497.3395080566406
2017-10-19,493.3455505371094
2017-10-20,497.13983154296875
2017-10-23,493.7449951171875
2017-10-24,491.04913330078125
2017-10-25,496.3409729003906
2017-10-26,503.2304382324219
2017-10-27,496.5406494140625
2017-10-30,496.84027099609375
2017-10-31,504.72821044921875
2017-11-01,507.7236022949219
2017-11-02,500.73431396484375
2017-11-03,497.3395080566406
2017-11-06,501.2335510253906
2017-11-07,502.2320251464844
2017-11-08,503.2304382324219
2017-11-09,499.2366027832031
2017-11-10,507.2243957519531
2017-11-13,500.73431396484375
2017-11-14,508.72210693359375
2017-11-15,499.0368957519531
2017-11-16,501.2335510253906
2017-11-17,503.729736328125
2017-11-20,502.2320251464844
2017-11-21,509.2213439941406
2017-11-22,505.2274475097656
2017-11-23,502.7312316894531
2017-11-24,504.22894287109375
2017-11-27,496.3409729003906
2017-11-28,500.73431396484375
2017-11-29,498.7373352050781
2017-11-30,487.2549133300781
2017-12-01,485.1581115722656
2017-12-04,487.953857421875
2017-12-05,486.4560852050781
2017-12-06,483.2610168457031
2017-12-07,480.5650634765625
2017-12-08,482.76177978515625
2017-12-11,481.4637756347656
2017-12-12,482.66192626953125
2017-12-13,478.9676208496094
2017-12-14,481.06439208984375
2017-12-15,482.26251220703125
2017-12-18,487.7541198730469
2017-12-19,489.1520080566406
2017-12-20,488.3532409667969
2017-12-21,504.22894287109375
2017-12-22,510.71905517578125
2017-12-27,518.2075805664062
2017-12-28,520.7037353515625
2017-12-29,533.6839599609375
2018-01-02,520.2044677734375
2018-01-03,512.2167358398438
2018-01-04,519.2060546875
2018-01-05,520.7037353515625
2018-01-08,511.2182922363281
2018-01-09,514.712890625
2018-01-10,514.712890625
2018-01-11,520.2044677734375
2018-01-12,513.2152709960938
2018-01-15,507.2243957519531
2018-01-16,506.7251281738281
2018-01-17,526.1953735351562
2018-01-18,521.2030029296875
2018-01-19,524.1984252929688
2018-01-22,522.2015380859375
2018-01-23,530.6884155273438
2018-01-24,530.1892700195312
2018-01-25,550.1587524414062
2018-01-26,546.164794921875
2018-01-29,541.6717529296875
2018-01-30,534.18310546875
2018-01-31,530.1892700195312
2018-02-01,533.1846923828125
2018-02-02,532.6854248046875
2018-02-05,525.1968383789062
2018-02-06,515.212158203125
2018-02-07,530.6884155273438
2018-02-08,559.6442260742188
2018-02-09,549.1602172851562
2018-02-12,548.6611328125
2018-02-13,540.1738891601562
2018-02-14,533.1846923828125
2018-02-15,534.18310546875
2018-02-16,537.1785888671875
2018-02-19,530.1892700195312
2018-02-20,538.67626953125
2018-02-21,546.164794921875
2018-02-22,542.1709594726562
2018-02-23,533.6839599609375
2018-02-26,534.18310546875
2018-02-27,530.1892700195312
2018-02-28,519.2060546875
2018-03-01,519.7792358398438
2018-03-02,522.775146484375
2018-03-05,527.7681884765625
2018-03-06,539.2522583007812
2018-03-07,547.7405395507812
2018-03-08,562.7197265625
2018-03-09,573.2051391601562
2018-03-12,573.7045288085938
2018-03-13,556.2286376953125
2018-03-14,555.7294921875
2018-03-15,551.7349243164062
2018-03-16,540.2508544921875
2018-03-19,543.7459106445312
2018-03-20,539.7515258789062
2018-03-21,546.7418823242188
2018-03-22,550.736328125
2018-03-23,549.7376098632812
2018-03-26,558.22607421875
2018-03-27,562.7197265625
2018-03-28,564.2177124023438
2018-03-29,572.20654296875
2018-04-03,573.7045288085938
2018-04-04,573.2051391601562
2018-04-05,571.707275390625
2018-04-06,574.703125
2018-04-09,572.20654296875
2018-04-10,581.6934204101562
2018-04-11,579.6962280273438
2018-04-12,581.1941528320312
2018-04-13,584.6893310546875
2018-04-16,588.6837158203125
2018-04-17,583.19140625
2018-04-18,572.7058715820312
2018-04-19,585.1885375976562
2018-04-20,584.6893310546875
2018-04-23,592.6781616210938
2018-04-24,592.1788940429688
2018-04-25,595.1747436523438
2018-04-26,597.1719360351562
2018-04-27,602.1649169921875
2018-04-30,590.6810302734375
2018-05-01,591.1802368164062
2018-05-02,603.1636962890625
2018-05-03,600.1678466796875
2018-05-04,606.6588134765625
2018-05-08,618.1427612304688
2018-05-09,607.1581420898438
2018-05-10,611.6519165039062
2018-05-11,618.6422119140625
2018-05-14,602.6643676757812
2018-05-15,606.1595458984375
2018-05-16,607.1581420898438
2018-05-17,609.6547241210938
2018-05-18,601.6657104492188
2018-05-21,605.6600952148438
2018-05-22,602.6643676757812
2018-05-23,602.6643676757812
2018-05-24,603.6629638671875
2018-05-25,607.1581420898438
2018-05-29,590.6810302734375
2018-05-30,593.1774291992188
2018-05-31,597.1719360351562
2018-06-01,603.6629638671875
2018-06-04,605.6600952148438
2018-06-05,596.17333984375
2018-06-06,591.6795043945312
2018-06-07,589.6823120117188
2018-06-08,592.1788940429688
2018-06-11,595.674072265625
2018-06-12,583.690673828125
2018-06-13,581.6934204101562
2018-06-14,591.1802368164062
2018-06-15,589.1830444335938
2018-06-18,589.6823120117188
2018-06-19,588.1844482421875
2018-06-20,588.6837158203125
2018-06-21,576.7003173828125
2018-06-22,583.690673828125
2018-06-25,581.6934204101562
2018-06-26,581.6934204101562
2018-06-27,575.70166015625
2018-06-28,574.703125
2018-06-29,585.1885375976562
2018-07-02,573.2051391601562
2018-07-03,564.2177124023438
2018-07-04,567.2135620117188
2018-07-05,567.2135620117188
2018-07-06,564.2177124023438
2018-07-09,568.2120971679688
2018-07-10,571.2079467773438
2018-07-11,575.2024536132812
2018-07-12,576.2010498046875
2018-07-13,574.203857421875
2018-07-16,574.0260620117188
2018-07-17,573.7045288085938
2018-07-18,554.7308349609375
2018-07-19,556.72802734375
2018-07-20,548.23974609375
2018-07-23,550.2369995117188
2018-07-24,548.23974609375
2018-07-25,539.2522583007812
2018-07-26,551.2357177734375
2018-07-27,553.7322387695312
2018-07-30,554.7308349609375
2018-07-31,560.2232055664062
2018-08-01,565.2162475585938
2018-08-02,556.766357421875
2018-08-03,561.7598266601562
2018-08-06,560.7611083984375
2018-08-07,563.7572021484375
2018-08-08,568.7505493164062
2018-08-09,567.2526245117188
2018-08-10,566.2538452148438
2018-08-13,570.2485961914062
2018-08-14,579.23681640625
2018-08-15,581.7334594726562
2018-08-16,585.2288818359375
2018-08-17,587.2262573242188
2018-08-20,589.2235717773438
2018-08-21,588.2249755859375
2018-08-22,586.7268676757812
2018-08-23,586.7268676757812
2018-08-24,587.2262573242188
2018-08-28,590.2222900390625
2018-08-29,591.2210083007812
2018-08-30,591.2210083007812
2018-08-31,593.7176513671875
2018-09-03,598.2117309570312
2018-09-04,595.2157592773438
2018-09-05,583.2315673828125
2018-09-06,582.2327880859375
2018-09-07,574.74267578125
2018-09-10,572.2460327148438
2018-09-11,566.2538452148438
2018-09-12,566.7532348632812
2018-09-13,561.7598266601562
2018-09-14,563.7572021484375
2018-09-17,567.2526245117188
2018-09-18,575.2420043945312
2018-09-19,571.7467041015625
2018-09-20,574.2434692382812
2018-09-21,576.2407836914062
2018-09-24,577.2393798828125
2018-09-25,578.2380981445312
2018-09-26,582.2327880859375
2018-09-27,582.2327880859375
2018-09-28,570.2485961914062
2018-10-01,573.744140625
2018-10-02,573.24462890625
2018-10-03,573.24462890625
2018-10-04,576.7401123046875
2018-10-05,578.2380981445312
2018-10-08,553.7703247070312
2018-10-09,542.7848510742188
2018-10-10,530.3012084960938
2018-10-11,520.813720703125
2018-10-12,527.8045043945312
2018-10-15,523.809814453125
2018-10-16,530.8006591796875
2018-10-17,535.294677734375
2018-10-18,536.7927856445312
2018-10-19,535.294677734375
2018-10-22,541.7861938476562
2018-10-23,522.3118286132812
2018-10-24,525.307861328125
2018-10-25,522.3118286132812
2018-10-26,502.8374328613281
2018-10-29,507.33154296875
2018-10-30,502.3381042480469
2018-10-31,526.8058471679688
2018-11-01,535.7940673828125
2018-11-02,539.2894287109375
2018-11-05,524.3092041015625
2018-11-06,526.8058471679688
2018-11-07,534.2959594726562
2018-11-08,531.2999877929688
2018-11-09,531.2999877929688
2018-11-12,537.7913208007812
2018-11-13,544.2828369140625
2018-11-14,543.2841186523438
2018-11-15,533.796630859375
2018-11-16,526.3065795898438
2018-11-19,530.8006591796875
2018-11-20,549.7755126953125
2018-11-21,564.7559204101562
2018-11-22,575.2420043945312
2018-11-23,571.7467041015625
2018-11-26,572.2460327148438
2018-11-27,570.7479858398438
2018-11-28,572.2460327148438
2018-11-29,566.2538452148438
2018-11-30,558.2645874023438
2018-12-03,553.27099609375
2018-12-04,549.2762451171875
2018-12-05,541.7861938476562
2018-12-06,516.8189697265625
2018-12-07,515.8203735351562
2018-12-10,509.32891845703125
2018-12-11,511.3262634277344
2018-12-12,519.3157348632812
2018-12-13,506.83221435546875
2018-12-14,504.33551025390625
2018-12-17,495.9465026855469
2018-12-18,492.551025390625
2018-12-19,504.33551025390625
2018-12-20,503.83612060546875
2018-12-21,504.8348693847656
2018-12-24,503.83612060546875
2018-12-27,496.94525146484375
2018-12-28,508.3302001953125
2018-12-31,502.8374328613281
2019-01-02,502.8374328613281
2019-01-03,495.9465026855469
2019-01-04,499.3420715332031
2019-01-07,506.33282470703125
2019-01-08,511.3262634277344
2019-01-09,524.3092041015625
2019-01-10,528.8032836914062
2019-01-11,524.8085327148438
2019-01-14,521.3131103515625
2019-01-15,530.3012084960938
2019-01-16,515.8203735351562
2019-01-17,515.3211059570312
2019-01-18,530.3012084960938
2019-01-21,534.2959594726562
2019-01-22,532.7979125976562
2019-01-23,520.813720703125
2019-01-24,519.8151245117188
2019-01-25,506.33282470703125
2019-01-28,499.142333984375
2019-01-29,503.83612060546875
2019-01-30,500.3407287597656
2019-01-31,493.3499450683594
2019-02-01,491.9518127441406
2019-02-04,497.14495849609375
2019-02-05,495.9465026855469
2019-02-06,493.3499450683594
2019-02-07,519.3157348632812
2019-02-08,507.8309020996094
2019-02-11,501.3394470214844
2019-02-12,504.33551025390625
2019-02-13,514.322265625
2019-02-14,519.8151245117188
2019-02-15,529.8018798828125
2019-02-18,538.7900390625
2019-02-19,550.2749633789062
2019-02-20,561.7598266601562
2019-02-21,567.7518920898438
2019-02-22,560.7611083984375
2019-02-25,564.2565307617188
2019-02-26,563.2578735351562
2019-02-27,552.7716674804688
2019-02-28,546.8565673828125
2019-03-01,547.85546875
2019-03-04,547.85546875
2019-03-05,549.3536376953125
2019-03-06,542.861328125
2019-03-07,536.8683471679688
2019-03-08,524.383056640625
2019-03-11,519.388916015625
2019-03-12,519.8883666992188
2019-03-13,518.3901977539062
2019-03-14,524.8825073242188
2019-03-15,525.8812255859375
2019-03-18,519.388916015625
2019-03-19,520.8870849609375
2019-03-20,516.3923950195312
2019-03-21,519.388916015625
2019-03-22,508.4018859863281
2019-03-25,503.9071350097656
2019-03-26,509.9001159667969
2019-03-27,512.3971557617188
2019-03-28,510.8988952636719
2019-03-29,514.3948364257812
2019-04-01,520.8870849609375
2019-04-02,525.3819580078125
2019-04-03,531.374755859375
2019-04-04,532.8729858398438
2019-04-05,531.374755859375
2019-04-08,524.383056640625
2019-04-09,523.3842163085938
2019-04-10,522.3853759765625
2019-04-11,538.3666381835938
2019-04-12,539.365478515625
2019-04-15,546.8565673828125
2019-04-16,556.8448486328125
2019-04-17,557.8436279296875
2019-04-18,562.33837890625
2019-04-23,565.3348999023438
2019-04-24,566.333740234375
2019-04-25,569.8296508789062
2019-04-26,572.8260498046875
2019-04-29,576.8214111328125
2019-04-30,575.3231201171875
2019-05-01,578.3195190429688
2019-05-02,567.33251953125
2019-05-03,562.8377685546875
2019-05-07,562.8377685546875
2019-05-08,561.8389892578125
2019-05-09,537.8671264648438
2019-05-10,532.8729858398438
2019-05-13,528.8777465820312
2019-05-14,538.8660278320312
2019-05-15,541.363037109375
