Date,SHUL4.SA
2015-08-24,0.4528455436229706
2015-08-25,0.45168188214302063
2015-08-26,0.45400989055633545
2015-08-27,0.45866644382476807
2015-08-28,0.4609944820404053
2015-08-31,0.45983079075813293
2015-09-01,0.456338495016098
2015-09-02,0.4365476667881012
2015-09-03,0.47030773758888245
2015-09-04,0.4679795503616333
2015-09-08,0.47030773758888245
2015-09-09,0.4761284589767456
2015-09-10,0.4819488525390625
2015-09-11,0.47729215025901794
2015-09-14,0.46914324164390564
2015-09-15,0.46914324164390564
2015-09-16,0.4644874930381775
2015-09-17,0.4528455436229706
2015-09-18,0.44818955659866333
2015-09-21,0.4505176544189453
2015-09-22,0.44818955659866333
2015-09-23,0.44818955659866333
2015-09-24,0.4470251500606537
2015-09-25,0.4435330331325531
2015-09-28,0.45983079075813293
2015-09-29,0.43072736263275146
2015-09-30,0.424906462430954
2015-10-01,0.4365476667881012
2015-10-02,0.4435330331325531
2015-10-05,0.424906462430954
2015-10-06,0.41675758361816406
2015-10-07,0.41442957520484924
2015-10-08,0.4155939817428589
2015-10-09,0.4074450135231018
2015-10-13,0.40511640906333923
2015-10-14,0.40278857946395874
2015-10-15,0.40511640906333923
2015-10-16,0.40278857946395874
2015-10-19,0.41210106015205383
2015-10-20,0.4155939817428589
2015-10-21,0.4074450135231018
2015-10-22,0.41326531767845154
2015-10-23,0.4190862774848938
2015-10-26,0.41326531767845154
2015-10-27,0.4190862774848938
2015-10-28,0.4190862774848938
2015-10-29,0.4155939817428589
2015-10-30,0.42956316471099854
2015-11-03,0.4155939817428589
2015-11-04,0.42257848381996155
2015-11-05,0.408608615398407
2015-11-06,0.4004598557949066
2015-11-09,0.41442957520484924
2015-11-10,0.41442957520484924
2015-11-11,0.4004598557949066
2015-11-12,0.4062807857990265
2015-11-13,0.420249879360199
2015-11-16,0.47757670283317566
2015-11-17,0.48369985818862915
2015-11-18,0.47757670283317566
2015-11-19,0.47757670283317566
2015-11-23,0.4677799940109253
2015-11-24,0.4677799940109253
2015-11-25,0.5167625546455383
2015-11-26,0.5081907510757446
2015-11-27,0.499618798494339
2015-11-30,0.5069659352302551
2015-12-01,0.49227163195610046
2015-12-02,0.48614850640296936
2015-12-03,0.48369985818862915
2015-12-04,0.4800262451171875
2015-12-07,0.46533119678497314
2015-12-08,0.4420643150806427
2015-12-09,0.4628823399543762
2015-12-10,0.4457385838031769
2015-12-11,0.4530857503414154
2015-12-14,0.4457385838031769
2015-12-15,0.4469625949859619
2015-12-16,0.47145429253578186
2015-12-17,0.46410635113716125
2015-12-18,0.47145429253578186
2015-12-21,0.4628823399543762
2015-12-22,0.4726783335208893
2015-12-23,0.46410635113716125
2015-12-28,0.46410635113716125
2015-12-29,0.46533119678497314
2015-12-30,0.4751278758049011
2016-01-04,0.46533119678497314
2016-01-05,0.46533119678497314
2016-01-06,0.4518609642982483
2016-01-07,0.44941216707229614
2016-01-08,0.4396156668663025
2016-01-11,0.43839073181152344
2016-01-12,0.4273700714111328
2016-01-13,0.4187980592250824
2016-01-14,0.4114510416984558
2016-01-15,0.3955313265323639
2016-01-18,0.3734892010688782
2016-01-19,0.37593865394592285
2016-01-20,0.3624684810638428
2016-01-21,0.3526718318462372
2016-01-22,0.3538965880870819
2016-01-26,0.34042638540267944
2016-01-27,0.35634541511535645
2016-01-28,0.3440999388694763
2016-01-29,0.3734892010688782
2016-02-01,0.3477735221385956
2016-02-02,0.34287577867507935
2016-02-03,0.34654948115348816
2016-02-04,0.3379775881767273
2016-02-05,0.33430400490760803
2016-02-10,0.3489983379840851
2016-02-11,0.33307912945747375
2016-02-12,0.3489983379840851
2016-02-15,0.33920150995254517
2016-02-16,0.33307912945747375
2016-02-17,0.3477735221385956
2016-02-18,0.32940560579299927
2016-02-19,0.3318544328212738
2016-02-22,0.33062970638275146
2016-02-23,0.32940560579299927
2016-02-24,0.33062970638275146
2016-02-25,0.33062970638275146
2016-02-26,0.34287577867507935
2016-02-29,0.3489983379840851
2016-03-01,0.3318544328212738
2016-03-02,0.34532469511032104
2016-03-03,0.36001962423324585
2016-03-04,0.351447731256485
2016-03-07,0.3440999388694763
2016-03-08,0.3379775881767273
2016-03-09,0.32818078994750977
2016-03-10,0.3269561231136322
2016-03-11,0.33062970638275146
2016-03-14,0.32818078994750977
2016-03-15,0.32450729608535767
2016-03-16,0.31960898637771606
2016-03-17,0.34287577867507935
2016-03-18,0.3379775881767273
2016-03-21,0.3685915172100067
2016-03-22,0.39308246970176697
2016-03-23,0.3906329572200775
2016-03-24,0.388184130191803
2016-03-28,0.4114510416984558
2016-03-29,0.4163486957550049
2016-03-30,0.4347171485424042
2016-03-31,0.4347171485424042
2016-04-01,0.4359419047832489
2016-04-04,0.42859479784965515
2016-04-05,0.4163486957550049
2016-04-06,0.41389983892440796
2016-04-07,0.4298188388347626
2016-04-08,0.43226832151412964
2016-04-11,0.4396156668663025
2016-04-12,0.4469625949859619
2016-04-13,0.45920810103416443
2016-04-14,0.46655604243278503
2016-04-15,0.47757670283317566
2016-04-18,0.4677799940109253
2016-04-19,0.47145429253578186
2016-04-20,0.4800262451171875
