Date,JPM
2015-08-03,52.166812896728516
2015-08-04,52.11353302001953
2015-08-05,52.31907272338867
2015-08-06,51.95368194580078
2015-08-07,51.80144119262695
2015-08-10,52.44086456298828
2015-08-11,51.938453674316406
2015-08-12,51.18483352661133
2015-08-13,51.42081832885742
2015-08-14,51.679649353027344
2015-08-17,51.816650390625
2015-08-18,51.9232292175293
2015-08-19,51.458885192871094
2015-08-20,50.19525909423828
2015-08-21,48.41398239135742
2015-08-24,45.86387252807617
2015-08-25,45.60504150390625
2015-08-26,47.88873291015625
2015-08-27,49.083858489990234
2015-08-28,48.81743621826172
2015-08-31,48.794586181640625
2015-09-01,46.77735137939453
2015-09-02,47.629920959472656
2015-09-03,47.71364974975586
2015-09-04,46.815406799316406
2015-09-08,48.07904815673828
2015-09-09,47.33303451538086
2015-09-10,47.69843292236328
2015-09-11,47.62229919433594
2015-09-14,47.485286712646484
2015-09-15,48.398746490478516
2015-09-16,48.825042724609375
2015-09-17,47.690818786621094
2015-09-18,46.389122009277344
2015-09-21,46.77735137939453
2015-09-22,46.36629104614258
2015-09-23,46.16075134277344
2015-09-24,45.84103012084961
2015-09-25,46.79256820678711
2015-09-28,45.658329010009766
2015-09-29,45.5517692565918
2015-09-30,46.41195297241211
2015-10-01,46.75450897216797
2015-10-02,46.62416458129883
2015-10-05,47.551883697509766
2015-10-06,47.574893951416016
2015-10-07,47.636234283447266
2015-10-08,47.636234283447266
2015-10-09,47.48288345336914
2015-10-12,47.32188415527344
2015-10-13,47.19154357910156
2015-10-14,45.99545669555664
2015-10-15,47.45222091674805
2015-10-16,47.86625289916992
2015-10-19,47.70524597167969
2015-10-20,47.935264587402344
2015-10-21,47.582557678222656
2015-10-22,48.44895553588867
2015-10-23,48.9703254699707
2015-10-26,48.993324279785156
2015-10-27,48.79398727416992
2015-10-28,50.22007751464844
2015-10-29,49.997718811035156
2015-10-30,49.26167297363281
2015-11-02,50.25075149536133
2015-11-03,50.434757232666016
2015-11-04,50.4884147644043
2015-11-05,50.94078826904297
2015-11-06,52.48955154418945
2015-11-09,51.66916275024414
2015-11-10,51.89152526855469
2015-11-11,51.63849639892578
2015-11-12,50.603424072265625
2015-11-13,50.26607894897461
2015-11-16,50.99445724487305
2015-11-17,50.70310974121094
2015-11-18,51.71516418457031
2015-11-19,51.87618637084961
2015-11-20,51.78417205810547
2015-11-23,51.27813720703125
2015-11-24,51.20146942138672
2015-11-25,51.2628173828125
2015-11-27,51.500492095947266
2015-11-30,51.124794006347656
2015-12-01,51.837867736816406
2015-12-02,51.10948181152344
2015-12-03,50.450096130371094
2015-12-04,52.05253601074219
2015-12-07,51.370147705078125
2015-12-08,50.5727653503418
2015-12-09,50.18940734863281
2015-12-10,50.304412841796875
2015-12-11,49.12366485595703
2015-12-14,49.277000427246094
2015-12-15,50.68010711669922
2015-12-16,51.77650451660156
2015-12-17,50.81810760498047
2015-12-18,49.376678466796875
2015-12-21,50.25075149536133
2015-12-22,50.35808563232422
2015-12-23,51.16312789916992
2015-12-24,51.0634651184082
2015-12-28,50.89479064941406
2015-12-29,51.42380905151367
2015-12-30,51.055809020996094
2015-12-31,50.626434326171875
2016-01-04,49.10586929321289
2016-01-05,49.190773010253906
2016-01-06,48.480655670166016
2016-01-07,46.5201301574707
2016-01-08,45.47812271118164
2016-01-11,45.40864181518555
2016-01-12,45.50898742675781
2016-01-13,44.258575439453125
2016-01-14,44.92237854003906
2016-01-15,44.02701187133789
2016-01-19,44.00385665893555
2016-01-20,42.84606170654297
2016-01-21,42.6453857421875
2016-01-22,43.9575309753418
2016-01-25,42.96184539794922
2016-01-26,44.05788040161133
2016-01-27,44.02701187133789
2016-01-28,44.212257385253906
2016-01-29,45.92580032348633
2016-02-01,45.43180847167969
2016-02-02,44.01930618286133
2016-02-03,44.312583923339844
2016-02-04,45.076751708984375
2016-02-05,44.57503128051758
2016-02-08,43.64108657836914
2016-02-09,43.37865447998047
2016-02-10,42.853782653808594
2016-02-11,40.96271896362305
2016-02-12,44.37434768676758
2016-02-16,45.03815460205078
2016-02-17,45.362327575683594
2016-02-18,44.621341705322266
2016-02-19,44.62907028198242
2016-02-22,45.20796585083008
2016-02-23,43.316890716552734
2016-02-24,43.332332611083984
2016-02-25,44.00385665893555
2016-02-26,44.412940979003906
2016-02-29,43.45583724975586
2016-03-01,45.69423294067383
2016-03-02,46.126468658447266
2016-03-03,46.280845642089844
2016-03-04,46.350318908691406
2016-03-07,46.265411376953125
2016-03-08,45.370052337646484
2016-03-09,45.63248825073242
2016-03-10,45.23883056640625
2016-03-11,45.80229568481445
2016-03-14,45.63248825073242
2016-03-15,45.69423294067383
2016-03-16,45.47812271118164
2016-03-17,45.34689712524414
2016-03-18,46.68221664428711
2016-03-21,46.66678237915039
2016-03-22,46.4969596862793
2016-03-23,46.265411376953125
2016-03-24,45.91035842895508
2016-03-28,45.848609924316406
2016-03-29,45.563026428222656
2016-03-30,46.087886810302734
2016-03-31,45.70967102050781
2016-04-01,46.21138000488281
2016-04-04,46.032535552978516
2016-04-05,45.37937927246094
2016-04-06,45.729286193847656
2016-04-07,44.57068634033203
2016-04-08,44.89727783203125
2016-04-11,45.254966735839844
2016-04-12,46.09474563598633
2016-04-13,48.046470642089844
2016-04-14,48.66851806640625
2016-04-15,48.108673095703125
2016-04-18,48.41970443725586
2016-04-19,49.23615646362305
2016-04-20,49.9515266418457
2016-04-21,49.45387649536133
2016-04-22,49.7415771484375
2016-04-25,49.45387649536133
2016-04-26,49.710472106933594
2016-04-27,49.85043716430664
2016-04-28,49.45387649536133
2016-04-29,49.14284896850586
2016-05-02,49.60161590576172
2016-05-03,48.64520263671875
2016-05-04,47.875404357910156
2016-05-05,47.618797302246094
2016-05-06,47.898719787597656
2016-05-09,47.59547805786133
2016-05-10,48.240867614746094
2016-05-11,48.06201934814453
2016-05-12,48.030906677246094
2016-05-13,47.58769226074219
2016-05-16,47.94538497924805
2016-05-17,47.94538497924805
2016-05-18,49.796016693115234
2016-05-19,49.290584564208984
2016-05-20,49.3838996887207
2016-05-23,49.34501266479492
2016-05-24,50.18479537963867
2016-05-25,50.94681930541992
2016-05-26,50.565818786621094
2016-05-27,50.87684631347656
2016-05-31,50.75243377685547
2016-06-01,51.079017639160156
2016-06-02,51.17231750488281
2016-06-03,50.262550354003906
2016-06-06,50.760215759277344
2016-06-07,50.589134216308594
2016-06-08,50.73688507080078
2016-06-09,50.34809112548828
2016-06-10,49.640499114990234
2016-06-13,49.1972770690918
2016-06-14,48.27195739746094
2016-06-15,48.18642044067383
2016-06-16,48.380821228027344
2016-06-17,48.4274787902832
2016-06-20,48.497459411621094
2016-06-21,48.948455810546875
2016-06-22,48.7618293762207
2016-06-23,49.803775787353516
2016-06-24,46.34356689453125
2016-06-27,44.796199798583984
2016-06-28,46.28135681152344
2016-06-29,47.58769226074219
2016-06-30,48.318607330322266
2016-07-01,48.00515365600586
2016-07-05,46.6651496887207
2016-07-06,47.16667938232422
2016-07-07,47.47229766845703
2016-07-08,48.45183181762695
2016-07-11,48.796630859375
2016-07-12,49.525413513183594
2016-07-13,49.49406051635742
2016-07-14,50.246341705322266
2016-07-15,50.293373107910156
2016-07-18,50.120967864990234
2016-07-19,50.042598724365234
2016-07-20,50.09744644165039
2016-07-21,49.90937805175781
2016-07-22,50.18365478515625
2016-07-25,50.05043411254883
2016-07-26,50.25417709350586
2016-07-27,50.41090774536133
2016-07-28,50.23067092895508
2016-07-29,50.1287956237793
2016-08-01,49.995574951171875
2016-08-02,49.8780403137207
2016-08-03,50.66950607299805
2016-08-04,50.59113693237305
2016-08-05,51.95466995239258
2016-08-08,51.797935485839844
2016-08-09,51.617706298828125
2016-08-10,51.155357360839844
2016-08-11,51.29640579223633
2016-08-12,51.186702728271484
2016-08-15,51.500152587890625
2016-08-16,51.492313385009766
2016-08-17,51.63336944580078
2016-08-18,51.68037796020508
2016-08-19,51.60984802246094
2016-08-22,51.562843322753906
2016-08-23,51.53933334350586
2016-08-24,51.68037796020508
2016-08-25,51.774410247802734
2016-08-26,51.8919792175293
2016-08-29,52.464012145996094
2016-08-30,52.89502716064453
2016-08-31,52.89502716064453
2016-09-01,52.667747497558594
2016-09-02,52.887176513671875
2016-09-06,52.847999572753906
2016-09-07,52.628578186035156
2016-09-08,52.699100494384766
2016-09-09,52.22893142700195
2016-09-12,52.55020523071289
2016-09-13,52.1348991394043
2016-09-14,52.033023834228516
2016-09-15,52.22110366821289
2016-09-16,51.578514099121094
2016-09-19,51.868465423583984
2016-09-20,52.08002853393555
2016-09-21,52.3778190612793
2016-09-22,52.808807373046875
2016-09-23,52.699100494384766
