Date,EZJ.L
2016-07-12,1139.79541015625
2016-07-13,1117.837646484375
2016-07-14,1168.7392578125
2016-07-15,1137.7991943359375
2016-07-18,1135.8031005859375
2016-07-19,1113.845458984375
2016-07-20,1124.8240966796875
2016-07-21,1064.940185546875
2016-07-22,1025.0172119140625
2016-07-25,1018.0308227539062
2016-07-26,987.5897216796875
2016-07-27,1010.0463256835938
2016-07-28,1015.03662109375
2016-07-29,1038.990234375
2016-08-01,1038.990234375
2016-08-02,1012.0424194335938
2016-08-03,997.0712890625
2016-08-04,1006.0540771484375
2016-08-05,1033.0018310546875
2016-08-08,1036.9942626953125
2016-08-09,1073.9227294921875
2016-08-10,1067.934326171875
2016-08-11,1056.95556640625
2016-08-12,1098.87451171875
2016-08-15,1084.9014892578125
2016-08-16,1057.953857421875
2016-08-17,1044.9786376953125
2016-08-18,1075.9189453125
2016-08-19,1102.86669921875
2016-08-22,1096.8782958984375
2016-08-23,1104.8629150390625
2016-08-24,1113.845458984375
2016-08-25,1101.8687744140625
2016-08-26,1098.87451171875
2016-08-30,1109.8531494140625
2016-08-31,1102.86669921875
2016-09-01,1125.8223876953125
2016-09-02,1136.8011474609375
2016-09-05,1128.8165283203125
2016-09-06,1147.7799072265625
2016-09-07,1151.772216796875
2016-09-08,1194.6890869140625
2016-09-09,1185.7064208984375
2016-09-12,1149.7760009765625
2016-09-13,1131.810791015625
2016-09-14,1083.903564453125
2016-09-15,1082.9052734375
2016-09-16,1072.9248046875
2016-09-19,1067.934326171875
2016-09-20,1038.990234375
2016-09-21,1029.0096435546875
2016-09-22,1043.980712890625
2016-09-23,1032.0037841796875
2016-09-26,1014.03857421875
2016-09-27,1007.0521240234375
2016-09-28,1029.0096435546875
2016-09-29,1019.0289306640625
2016-09-30,1005.0560302734375
2016-10-03,1004.0579223632812
2016-10-04,988.0887451171875
2016-10-05,1001.0635986328125
2016-10-06,931.6978149414062
2016-10-07,894.270263671875
2016-10-10,873.8098754882812
2016-10-11,898.7615966796875
2016-10-12,895.7673950195312
2016-10-13,876.304931640625
2016-10-14,880.7962646484375
2016-10-17,871.8136596679688
2016-10-18,916.2277221679688
2016-10-19,924.2123413085938
2016-10-20,932.6959228515625
2016-10-21,916.726806640625
2016-10-24,929.7017211914062
2016-10-25,923.2142944335938
2016-10-26,942.1776123046875
2016-10-27,919.221923828125
2016-10-28,950.6611328125
2016-10-31,935.1910400390625
2016-11-01,938.6843872070312
2016-11-02,966.1312255859375
2016-11-03,995.57421875
2016-11-04,981.601318359375
2016-11-07,992.5800170898438
2016-11-08,1014.03857421875
2016-11-09,1032.0037841796875
2016-11-10,1035.9959716796875
2016-11-11,1052.96337890625
2016-11-14,1030.007568359375
2016-11-15,1084.9014892578125
2016-11-16,1057.953857421875
2016-11-17,1079.9111328125
2016-11-18,1068.9324951171875
2016-11-21,1064.940185546875
2016-11-22,1062.9439697265625
2016-11-23,1043.980712890625
2016-11-24,1020.0269775390625
2016-11-25,1018.0308227539062
2016-11-28,1003.0598754882812
2016-11-29,1009.0482788085938
2016-11-30,988.0887451171875
2016-12-01,994.5762329101562
2016-12-02,968.6264038085938
2016-12-05,972.6187133789062
2016-12-06,978.6071166992188
2016-12-07,991.58203125
2016-12-08,1005.0560302734375
2016-12-09,995.0751953125
2016-12-12,968.12744140625
2016-12-13,987.0906982421875
2016-12-14,978.6071166992188
2016-12-15,1005.0560302734375
2016-12-16,1040.9864501953125
2016-12-19,1032.0037841796875
2016-12-20,1026.0152587890625
2016-12-21,1026.0152587890625
2016-12-22,1024.01904296875
2016-12-23,1033.0018310546875
2016-12-28,1012.0424194335938
2016-12-29,1000.0655517578125
2016-12-30,1003.0598754882812
2017-01-03,987.5897216796875
2017-01-04,1007.0521240234375
2017-01-05,1052.96337890625
2017-01-06,1056.95556640625
2017-01-09,1049.9691162109375
2017-01-10,1076.9169921875
2017-01-11,1052.96337890625
2017-01-12,1033.9998779296875
2017-01-13,1033.9998779296875
2017-01-16,1021.0250854492188
2017-01-17,1055.9576416015625
2017-01-18,1048.9710693359375
2017-01-19,1038.990234375
2017-01-20,1041.984375
2017-01-23,1073.9227294921875
2017-01-24,979.1060791015625
2017-01-25,1006.0540771484375
2017-01-26,993.0791015625
2017-01-27,972.1195678710938
2017-01-30,961.1409301757812
2017-01-31,948.166015625
2017-02-01,940.6805419921875
2017-02-02,933.1948852539062
2017-02-03,938.185302734375
2017-02-06,930.6997680664062
2017-02-07,921.2180786132812
2017-02-08,931.6978149414062
2017-02-09,948.166015625
2017-02-10,945.6707763671875
2017-02-13,950.162109375
2017-02-14,953.15625
2017-02-15,952.6572875976562
2017-02-16,949.6630859375
2017-02-17,961.6399536132812
2017-02-20,953.6553955078125
2017-02-21,961.1409301757812
2017-02-22,972.1195678710938
2017-02-23,913.2389526367188
2017-02-24,930.2155151367188
2017-02-27,934.7092895507812
2017-02-28,949.6886596679688
2017-03-01,956.678955078125
2017-03-02,961.1727905273438
2017-03-03,955.1810302734375
2017-03-06,961.1727905273438
2017-03-07,952.6845092773438
2017-03-08,938.7037963867188
2017-03-09,973.15625
2017-03-10,975.6527709960938
2017-03-13,983.1424560546875
2017-03-14,993.1285400390625
2017-03-15,989.1341552734375
2017-03-16,1002.6155395507812
2017-03-17,1020.5906982421875
2017-03-20,1013.6002807617188
2017-03-21,1007.6085815429688
2017-03-22,983.6417236328125
2017-03-23,1006.6100463867188
2017-03-24,1003.6141967773438
2017-03-27,1010.6044311523438
2017-03-28,997.1231079101562
2017-03-29,989.6334228515625
2017-03-30,1005.6113891601562
2017-03-31,1024.585205078125
2017-04-03,1015.59765625
2017-04-04,1010.6044311523438
2017-04-05,1015.59765625
2017-04-06,1058.538330078125
2017-04-07,1041.561767578125
2017-04-10,1054.5438232421875
2017-04-11,1076.5135498046875
2017-04-12,1058.538330078125
2017-04-13,1062.5328369140625
2017-04-18,1062.5328369140625
2017-04-19,1115.459716796875
2017-04-20,1126.4444580078125
2017-04-21,1133.4349365234375
2017-04-24,1167.3880615234375
2017-04-25,1159.399169921875
2017-04-26,1162.39501953125
2017-04-27,1153.407470703125
2017-04-28,1166.3895263671875
2017-05-02,1184.3646240234375
2017-05-03,1189.357666015625
2017-05-04,1207.3328857421875
2017-05-05,1258.262451171875
2017-05-08,1284.226806640625
2017-05-09,1299.2060546875
2017-05-10,1303.200439453125
2017-05-11,1299.2060546875
2017-05-12,1292.2158203125
2017-05-15,1308.193603515625
2017-05-16,1213.3245849609375
2017-05-17,1220.3148193359375
2017-05-18,1228.3038330078125
2017-05-19,1252.270751953125
2017-05-22,1267.250244140625
2017-05-23,1299.2060546875
2017-05-24,1342.1466064453125
2017-05-25,1378.09716796875
2017-05-26,1384.0888671875
2017-05-30,1398.0694580078125
2017-05-31,1412.0501708984375
2017-06-01,1388.083251953125
2017-06-02,1387.084716796875
2017-06-05,1342.1466064453125
2017-06-06,1337.153564453125
2017-06-07,1331.161865234375
2017-06-08,1338.152099609375
2017-06-09,1327.1673583984375
2017-06-12,1323.1728515625
2017-06-13,1351.13427734375
2017-06-14,1371.106689453125
2017-06-15,1339.1507568359375
2017-06-16,1360.121826171875
2017-06-19,1347.1397705078125
2017-06-20,1327.1673583984375
2017-06-21,1330.1632080078125
2017-06-22,1335.15625
2017-06-23,1335.15625
2017-06-26,1364.1163330078125
2017-06-27,1339.6181640625
2017-06-28,1358.1246337890625
2017-06-29,1345.1424560546875
2017-06-30,1357.1259765625
2017-07-03,1355.1287841796875
2017-07-04,1358.1246337890625
2017-07-05,1356.12744140625
2017-07-06,1345.1424560546875
2017-07-07,1417.043212890625
2017-07-10,1412.0501708984375
2017-07-11,1414.04736328125
2017-07-12,1398.0694580078125
2017-07-13,1407.0570068359375
2017-07-14,1409.0543212890625
2017-07-17,1429.0267333984375
2017-07-18,1411.051513671875
2017-07-19,1416.0445556640625
2017-07-20,1332.160400390625
2017-07-21,1310.19091796875
2017-07-24,1273.241943359375
2017-07-25,1269.24755859375
2017-07-26,1277.2364501953125
2017-07-27,1280.2322998046875
2017-07-28,1273.241943359375
2017-07-31,1234.2955322265625
2017-08-01,1252.270751953125
2017-08-02,1254.26806640625
2017-08-03,1261.25830078125
2017-08-04,1263.2557373046875
2017-08-07,1277.2364501953125
2017-08-08,1277.2364501953125
2017-08-09,1274.240478515625
2017-08-10,1255.2666015625
2017-08-11,1250.2734375
2017-08-14,1263.2557373046875
2017-08-15,1320.177001953125
2017-08-16,1324.1715087890625
2017-08-17,1299.2060546875
2017-08-18,1288.22119140625
2017-08-21,1287.22265625
2017-08-22,1291.217041015625
2017-08-23,1268.248779296875
2017-08-24,1212.3258056640625
2017-08-25,1214.3231201171875
2017-08-29,1204.3370361328125
2017-08-30,1180.3701171875
2017-08-31,1194.3507080078125
2017-09-01,1188.3590087890625
2017-09-04,1179.3714599609375
2017-09-05,1154.406005859375
2017-09-06,1149.412841796875
2017-09-07,1157.40185546875
2017-09-08,1154.406005859375
2017-09-11,1193.3521728515625
2017-09-12,1192.353515625
2017-09-13,1200.3424072265625
2017-09-14,1203.3382568359375
2017-09-15,1211.3272705078125
2017-09-18,1208.3314208984375
2017-09-19,1226.3065185546875
2017-09-20,1228.3038330078125
2017-09-21,1196.3480224609375
2017-09-22,1189.357666015625
2017-09-25,1178.3729248046875
2017-09-26,1197.3465576171875
2017-09-27,1221.3133544921875
2017-09-28,1199.3438720703125
2017-09-29,1215.3216552734375
2017-10-02,1278.235107421875
2017-10-03,1295.211669921875
2017-10-04,1275.2392578125
2017-10-05,1282.2294921875
2017-10-06,1261.25830078125
2017-10-09,1234.2955322265625
2017-10-10,1251.272216796875
2017-10-11,1287.22265625
2017-10-12,1319.178466796875
2017-10-13,1308.193603515625
2017-10-16,1286.2239990234375
2017-10-17,1314.185302734375
2017-10-18,1315.1839599609375
2017-10-19,1293.21435546875
2017-10-20,1311.189453125
2017-10-23,1318.1798095703125
2017-10-24,1288.22119140625
2017-10-25,1304.19921875
2017-10-26,1313.186767578125
2017-10-27,1271.24462890625
2017-10-30,1296.210205078125
2017-10-31,1337.153564453125
2017-11-01,1347.1397705078125
2017-11-02,1328.166015625
2017-11-03,1312.18798828125
2017-11-06,1318.1798095703125
2017-11-07,1303.200439453125
2017-11-08,1260.259765625
2017-11-09,1268.248779296875
2017-11-10,1273.241943359375
2017-11-13,1257.263916015625
2017-11-14,1262.2569580078125
2017-11-15,1249.27490234375
2017-11-16,1293.21435546875
2017-11-17,1279.233642578125
2017-11-20,1276.23779296875
2017-11-21,1341.14794921875
2017-11-22,1348.138427734375
2017-11-23,1374.1026611328125
2017-11-24,1363.1177978515625
2017-11-27,1383.0902099609375
2017-11-28,1407.0570068359375
2017-11-29,1405.059814453125
2017-11-30,1404.0611572265625
2017-12-01,1423.034912109375
2017-12-04,1428.0279541015625
2017-12-05,1424.0335693359375
2017-12-06,1442.0086669921875
2017-12-07,1447.0018310546875
2017-12-08,1453.9921875
2017-12-11,1437.015625
2017-12-12,1437.015625
2017-12-13,1425.0321044921875
2017-12-14,1424.0335693359375
2017-12-15,1415.0460205078125
2017-12-18,1375.101318359375
2017-12-19,1414.04736328125
2017-12-20,1424.0335693359375
2017-12-21,1425.0321044921875
2017-12-22,1443.00732421875
2017-12-27,1439.0128173828125
2017-12-28,1439.0128173828125
2017-12-29,1461.9813232421875
2018-01-02,1498.93017578125
2018-01-03,1529.38818359375
2018-01-04,1507.91796875
2018-01-05,1509.4158935546875
2018-01-08,1522.3978271484375
2018-01-09,1505.4212646484375
2018-01-10,1476.9605712890625
2018-01-11,1534.38134765625
2018-01-12,1527.3909912109375
2018-01-15,1509.9150390625
2018-01-16,1526.8916015625
2018-01-17,1512.910888671875
2018-01-18,1510.913818359375
2018-01-19,1582.31494140625
2018-01-22,1561.343994140625
2018-01-23,1641.233642578125
2018-01-24,1676.684814453125
2018-01-25,1648.7232666015625
2018-01-26,1686.6710205078125
2018-01-29,1675.6861572265625
2018-01-30,1656.712158203125
2018-01-31,1657.7109375
2018-02-01,1665.2005615234375
2018-02-02,1650.720458984375
2018-02-05,1639.2364501953125
2018-02-06,1640.734375
2018-02-07,1664.2020263671875
2018-02-08,1605.78271484375
2018-02-09,1583.81298828125
2018-02-12,1610.7757568359375
2018-02-13,1630.248779296875
2018-02-14,1649.22265625
2018-02-15,1643.730224609375
2018-02-16,1644.728759765625
2018-02-19,1646.72607421875
2018-02-20,1673.1895751953125
2018-02-21,1693.6612548828125
2018-02-22,1682.1771240234375
2018-02-23,1629.250244140625
2018-02-26,1662.2047119140625
2018-02-27,1676.684814453125
2018-02-28,1676.684814453125
2018-03-01,1610.16943359375
2018-03-02,1575.209228515625
2018-03-05,1595.685791015625
2018-03-06,1550.7369384765625
2018-03-07,1570.71435546875
2018-03-08,1576.2080078125
2018-03-09,1561.2249755859375
2018-03-12,1605.6744384765625
2018-03-13,1627.6495361328125
2018-03-14,1631.64501953125
2018-03-15,1623.154541015625
2018-03-16,1656.6165771484375
2018-03-19,1668.1033935546875
2018-03-20,1677.5926513671875
2018-03-21,1637.138671875
2018-03-22,1592.689208984375
2018-03-23,1590.6915283203125
2018-03-26,1576.2080078125
2018-03-27,1600.1807861328125
2018-03-28,1564.2215576171875
2018-03-29,1602.6778564453125
2018-04-03,1601.678955078125
2018-04-04,1573.21142578125
2018-04-05,1639.6358642578125
2018-04-06,1641.1341552734375
2018-04-09,1653.6199951171875
2018-04-10,1637.138671875
2018-04-11,1607.672119140625
2018-04-12,1659.1136474609375
2018-04-13,1609.1705322265625
2018-04-16,1621.6563720703125
2018-04-17,1620.157958984375
2018-04-18,1586.696044921875
2018-04-19,1606.1739501953125
2018-04-20,1601.1796875
2018-04-23,1626.151123046875
2018-04-24,1621.1568603515625
2018-04-25,1578.205810546875
2018-04-26,1582.201171875
2018-04-27,1604.675537109375
2018-04-30,1588.1943359375
2018-05-01,1612.66650390625
2018-05-02,1637.138671875
2018-05-03,1611.168212890625
2018-05-04,1639.136474609375
2018-05-08,1663.109130859375
2018-05-09,1656.1170654296875
2018-05-10,1687.581298828125
2018-05-11,1716.049072265625
2018-05-14,1683.0865478515625
2018-05-15,1739.0228271484375
2018-05-16,1733.0296630859375
2018-05-17,1749.510986328125
2018-05-18,1742.5189208984375
2018-05-21,1761.497314453125
2018-05-22,1778.4779052734375
2018-05-23,1734.028564453125
2018-05-24,1715.549560546875
2018-05-25,1729.0343017578125
2018-05-29,1718.0467529296875
2018-05-30,1708.05810546875
2018-05-31,1707.059326171875
2018-06-01,1711.55419921875
2018-06-04,1776.4803466796875
2018-06-05,1732.5303955078125
2018-06-06,1735.0274658203125
2018-06-07,1734.5279541015625
2018-06-08,1711.55419921875
2018-06-11,1743.018310546875
2018-06-12,1750.5098876953125
2018-06-13,1780.4757080078125
2018-06-14,1793.96044921875
2018-06-15,1752.507568359375
2018-06-18,1762.9954833984375
2018-06-19,1767.9898681640625
2018-06-20,1793.96044921875
2018-06-21,1781.97412109375
2018-06-22,1788.4666748046875
2018-06-25,1722.042236328125
2018-06-26,1700.566650390625
2018-06-27,1687.08203125
2018-06-28,1668.1033935546875
2018-06-29,1671.10009765625
2018-07-02,1633.6427001953125
2018-07-03,1639.136474609375
2018-07-04,1634.14208984375
2018-07-05,1621.1568603515625
2018-07-06,1614.164794921875
2018-07-09,1628.14892578125
2018-07-10,1609.1705322265625
2018-07-11,1576.2080078125
2018-07-12,1617.6610107421875
2018-07-13,1628.14892578125
2018-07-16,1636.6392822265625
2018-07-17,1651.122802734375
2018-07-18,1686.58251953125
2018-07-19,1640.13525390625
2018-07-20,1613.166015625
2018-07-23,1586.19677734375
2018-07-24,1584.198974609375
2018-07-25,1582.201171875
2018-07-26,1601.678955078125
2018-07-27,1614.164794921875
2018-07-30,1596.185302734375
2018-07-31,1617.161376953125
2018-08-01,1587.6949462890625
2018-08-02,1528.262451171875
2018-08-03,1547.7403564453125
2018-08-06,1551.7357177734375
2018-08-07,1556.7301025390625
2018-08-08,1577.20703125
2018-08-09,1567.7176513671875
2018-08-10,1548.7391357421875
2018-08-13,1550.2374267578125
2018-08-14,1547.7403564453125
2018-08-15,1548.23974609375
2018-08-16,1571.2138671875
2018-08-17,1572.7120361328125
2018-08-20,1605.175048828125
2018-08-21,1610.16943359375
2018-08-22,1552.734619140625
2018-08-23,1560.7255859375
2018-08-24,1564.720947265625
2018-08-28,1567.21826171875
2018-08-29,1550.7369384765625
2018-08-30,1526.76416015625
2018-08-31,1523.26806640625
2018-09-03,1536.25341796875
2018-09-04,1506.2874755859375
2018-09-05,1493.30224609375
2018-09-06,1459.3409423828125
2018-09-07,1438.3646240234375
2018-09-10,1417.3885498046875
2018-09-11,1392.4169921875
2018-09-12,1413.39306640625
2018-09-13,1417.887939453125
2018-09-14,1419.38623046875
2018-09-17,1436.866455078125
2018-09-18,1420.3851318359375
2018-09-19,1423.3817138671875
2018-09-20,1421.3839111328125
2018-09-21,1392.9163818359375
2018-09-24,1379.4317626953125
2018-09-25,1331.985595703125
2018-09-26,1359.9539794921875
2018-09-27,1323.99462890625
2018-09-28,1312.5076904296875
2018-10-01,1220.6123046875
2018-10-02,1204.1309814453125
2018-10-03,1216.1173095703125
2018-10-04,1193.6429443359375
2018-10-05,1207.1275634765625
2018-10-08,1211.6224365234375
2018-10-09,1210.1241455078125
2018-10-10,1196.14013671875
2018-10-11,1176.6622314453125
2018-10-12,1198.63720703125
2018-10-15,1186.1514892578125
2018-10-16,1209.1253662109375
2018-10-17,1149.1934814453125
2018-10-18,1138.7054443359375
2018-10-19,1066.787109375
2018-10-22,1102.746337890625
2018-10-23,1131.2138671875
2018-10-24,1139.704345703125
2018-10-25,1168.171875
2018-10-26,1166.673583984375
2018-10-29,1168.6712646484375
2018-10-30,1175.6634521484375
2018-10-31,1198.63720703125
2018-11-01,1237.0936279296875
2018-11-02,1247.0821533203125
2018-11-05,1223.1094970703125
2018-11-06,1207.626953125
2018-11-07,1237.0936279296875
2018-11-08,1226.60546875
2018-11-09,1252.5760498046875
2018-11-12,1213.6202392578125
2018-11-13,1245.5838623046875
2018-11-14,1248.5804443359375
2018-11-15,1165.6746826171875
2018-11-16,1160.680419921875
2018-11-19,1173.6656494140625
2018-11-20,1109.239013671875
2018-11-21,1133.211669921875
2018-11-22,1158.6827392578125
2018-11-23,1205.6292724609375
2018-11-26,1236.593994140625
2018-11-27,1217.61572265625
2018-11-28,1158.1832275390625
2018-11-29,1142.201416015625
2018-11-30,1111.2366943359375
2018-12-03,1113.234375
2018-12-04,1093.7564697265625
2018-12-05,1120.725830078125
2018-12-06,1104.7440185546875
2018-12-07,1110.23779296875
2018-12-10,1052.8031005859375
2018-12-11,1063.79052734375
2018-12-12,1074.278564453125
2018-12-13,1097.7518310546875
2018-12-14,1100.7484130859375
2018-12-17,1050.305908203125
2018-12-18,1076.7757568359375
2018-12-19,1073.7791748046875
2018-12-20,1089.2615966796875
2018-12-21,1091.7586669921875
2018-12-24,1097.7518310546875
2018-12-27,1070.283203125
2018-12-28,1110.23779296875
2018-12-31,1103.7451171875
2019-01-02,1100.7484130859375
2019-01-03,1084.7667236328125
2019-01-04,1105.742919921875
2019-01-07,1098.750732421875
2019-01-08,1146.1968994140625
2019-01-09,1148.194580078125
2019-01-10,1140.7032470703125
2019-01-11,1163.677001953125
2019-01-14,1176.6622314453125
2019-01-15,1168.6712646484375
2019-01-16,1191.6451416015625
2019-01-17,1167.6724853515625
2019-01-18,1170.6690673828125
2019-01-21,1160.180908203125
2019-01-22,1233.09814453125
2019-01-23,1278.5465087890625
2019-01-24,1253.0753173828125
2019-01-25,1291.0321044921875
2019-01-28,1291.5316162109375
2019-01-29,1276.0491943359375
2019-01-30,1288.5350341796875
2019-01-31,1262.5645751953125
2019-02-01,1270.5555419921875
2019-02-04,1271.054931640625
2019-02-05,1297.025390625
2019-02-06,1318.5008544921875
2019-02-07,1300.02197265625
2019-02-08,1280.044677734375
2019-02-11,1285.5384521484375
2019-02-12,1264.0628662109375
2019-02-13,1280.5440673828125
2019-02-14,1265.5611572265625
2019-02-15,1277.048095703125
2019-02-18,1281.0435791015625
2019-02-19,1269.05712890625
2019-02-20,1318.5008544921875
2019-02-21,1298.523681640625
2019-02-22,1296.026611328125
2019-02-25,1313.0072021484375
2019-02-26,1345.9698486328125
2019-02-27,1310.0106201171875
2019-02-28,1226.654052734375
2019-03-01,1255.134521484375
2019-03-04,1233.6492919921875
2019-03-05,1225.65478515625
2019-03-06,1243.142822265625
2019-03-07,1195.17578125
2019-03-08,1167.195068359375
2019-03-11,1160.6995849609375
2019-03-12,1183.18408203125
2019-03-13,1175.1895751953125
2019-03-14,1224.15576171875
2019-03-15,1258.1324462890625
2019-03-18,1247.1400146484375
2019-03-19,1244.14208984375
2019-03-20,1213.163330078125
2019-03-21,1175.1895751953125
2019-03-22,1156.7022705078125
2019-03-25,1154.2041015625
2019-03-26,1122.22607421875
2019-03-27,1156.2027587890625
