Date,BALRAMCHIN.NS
2015-08-21,40.82245635986328
2015-08-24,37.3875617980957
2015-08-25,36.11048126220703
2015-08-26,35.053592681884766
2015-08-27,35.185699462890625
2015-08-28,35.49395751953125
2015-08-31,35.097618103027344
2015-09-01,34.43706512451172
2015-09-02,37.3875617980957
2015-09-03,39.457305908203125
2015-09-04,39.58941650390625
2015-09-07,39.149044036865234
2015-09-08,38.972896575927734
2015-09-09,39.06097412109375
2015-09-10,39.36922836303711
2015-09-11,38.884822845458984
2015-09-14,39.63345718383789
2015-09-15,40.602272033691406
2015-09-16,41.262821197509766
2015-09-18,45.18213653564453
2015-09-21,43.949092864990234
2015-09-22,43.20045471191406
2015-09-23,43.156429290771484
2015-09-24,42.1876106262207
2015-09-28,47.031707763671875
2015-09-29,45.62250900268555
2015-09-30,46.4592170715332
2015-10-01,47.16381072998047
2015-10-05,48.220703125
2015-10-06,52.228084564208984
2015-10-07,54.16572189331055
2015-10-08,53.28498077392578
2015-10-09,54.91435241699219
2015-10-12,53.28498077392578
2015-10-13,56.411617279052734
2015-10-14,54.2537956237793
2015-10-15,56.103355407714844
2015-10-16,56.279502868652344
2015-10-19,55.26665115356445
2015-10-20,55.92721176147461
2015-10-21,56.851985931396484
2015-10-23,56.543724060058594
2015-10-26,56.147396087646484
2015-10-27,55.662986755371094
2015-10-28,54.0776481628418
2015-10-29,54.65012741088867
2015-10-30,53.50516128540039
2015-11-02,55.92721176147461
2015-11-03,55.92721176147461
2015-11-04,55.1785774230957
2015-11-05,52.800567626953125
2015-11-06,51.963863372802734
2015-11-09,56.49969482421875
2015-11-10,54.65012741088867
2015-11-13,60.815330505371094
2015-11-16,62.92912292480469
2015-11-17,63.63371658325195
2015-11-18,73.05766296386719
2015-11-19,64.77867889404297
2015-11-20,65.43923950195312
2015-11-23,65.52731323242188
2015-11-24,67.9933853149414
2015-11-26,67.4649429321289
2015-11-27,67.33283233642578
2015-11-30,64.55850219726562
2015-12-01,63.986000061035156
2015-12-02,66.80438995361328
2015-12-03,65.659423828125
2015-12-04,63.76582336425781
2015-12-07,63.237369537353516
2015-12-08,62.312599182128906
2015-12-09,60.94743728637695
2015-12-10,62.22452163696289
2015-12-11,61.60799789428711
2015-12-14,63.545631408691406
2015-12-15,65.04290008544922
2015-12-16,64.20619201660156
2015-12-17,64.2502212524414
2015-12-18,62.620853424072266
2015-12-21,62.576820373535156
2015-12-22,61.7401123046875
2015-12-23,61.916263580322266
2015-12-24,61.652034759521484
2015-12-28,61.34377670288086
2015-12-29,61.38780975341797
2015-12-30,61.652034759521484
2015-12-31,61.652034759521484
2016-01-01,63.32545471191406
2016-01-04,65.13096618652344
2016-01-05,65.04290008544922
2016-01-06,68.43375396728516
2016-01-07,66.05575561523438
2016-01-08,72.44114685058594
2016-01-11,73.6301498413086
2016-01-12,73.01363372802734
2016-01-13,77.32927703857422
2016-01-14,77.02099609375
2016-01-15,73.40996551513672
2016-01-18,70.6356201171875
2016-01-19,74.86319732666016
2016-01-20,73.76225280761719
2016-01-21,73.36592864990234
