Date,ONGC.NS
2015-08-03,110.3248291015625
2015-08-04,107.38177490234375
2015-08-05,108.85332489013672
2015-08-06,109.2363052368164
2015-08-07,114.03396606445312
2015-08-10,110.8892822265625
2015-08-11,108.87348937988281
2015-08-12,108.59127044677734
2015-08-13,108.7525405883789
2015-08-14,109.01461029052734
2015-08-17,106.43435668945312
2015-08-18,105.14424133300781
2015-08-19,105.06361389160156
2015-08-20,103.12843322753906
2015-08-21,103.18893432617188
2015-08-24,91.79962921142578
2015-08-25,92.98895263671875
2015-08-26,90.65062713623047
2015-08-27,92.84785461425781
2015-08-28,98.23005676269531
2015-08-31,96.47628784179688
2015-09-01,94.3798828125
2015-09-02,90.791748046875
2015-09-03,92.38421630859375
2015-09-04,90.93284606933594
2015-09-07,91.3368911743164
2015-09-08,92.89250946044922
2015-09-09,93.09455871582031
2015-09-10,91.68034362792969
2015-09-11,92.26622772216797
2015-09-14,92.79149627685547
2015-09-15,92.62989044189453
2015-09-16,93.13494110107422
2015-09-18,96.65023040771484
2015-09-21,96.54926300048828
2015-09-22,94.75116729736328
2015-09-23,95.57948303222656
2015-09-24,91.92277526855469
2015-09-28,90.9530258178711
2015-09-29,91.47830963134766
2015-09-30,92.6702880859375
2015-10-01,93.8824462890625
2015-10-05,97.17552185058594
2015-10-06,99.94329071044922
2015-10-07,104.14546203613281
2015-10-08,104.10511016845703
2015-10-09,106.52940368652344
2015-10-12,106.42840576171875
2015-10-13,102.5898666381836
2015-10-14,103.0343246459961
2015-10-15,105.11521911621094
2015-10-16,106.67082977294922
2015-10-19,104.1858901977539
2015-10-20,102.28679656982422
2015-10-21,102.4080581665039
2015-10-23,103.96367645263672
2015-10-26,103.62020111083984
2015-10-27,100.16553497314453
2015-10-28,101.74137115478516
2015-10-29,101.35750579833984
2015-10-30,99.78167724609375
2015-11-02,99.9635009765625
2015-11-03,101.29688262939453
2015-11-04,101.8625717163086
2015-11-05,101.27667236328125
2015-11-06,101.59991455078125
2015-11-09,100.731201171875
2015-11-10,97.3981704711914
2015-11-13,94.18861389160156
2015-11-16,94.7029800415039
2015-11-17,95.60822296142578
2015-11-18,94.92929077148438
2015-11-19,95.8757095336914
2015-11-20,96.30777740478516
2015-11-23,95.34076690673828
2015-11-24,95.79339599609375
2015-11-26,96.63691711425781
2015-11-27,96.86325073242188
2015-11-30,96.3488998413086
2015-12-01,96.94554138183594
2015-12-02,97.02784729003906
2015-12-03,94.5177993774414
2015-12-04,93.48908996582031
2015-12-07,92.1312255859375
2015-12-08,88.77761840820312
2015-12-09,89.3331069946289
2015-12-10,90.44412994384766
2015-12-11,88.61300659179688
2015-12-14,87.81061553955078
2015-12-15,89.62115478515625
2015-12-16,93.26277160644531
2015-12-17,92.50152587890625
2015-12-18,91.86373138427734
2015-12-21,94.8264389038086
2015-12-22,94.86756896972656
2015-12-23,96.92500305175781
2015-12-24,96.22545623779297
2015-12-28,98.83838653564453
2015-12-29,98.65322875976562
2015-12-30,98.7149429321289
2015-12-31,99.4761734008789
2016-01-01,99.78477478027344
