Date,AF.PA
2015-08-24,28.783124923706055
2015-08-25,30.311298370361328
2015-08-26,30.56851577758789
2015-08-27,31.340166091918945
2015-08-28,31.229211807250977
2015-08-31,31.158601760864258
2015-09-01,30.129732131958008
2015-09-02,30.235645294189453
2015-09-03,32.409385681152344
2015-09-04,32.59095001220703
2015-09-07,32.24799346923828
2015-09-08,32.5405158996582
2015-09-09,32.3841667175293
2015-09-10,32.318603515625
2015-09-11,32.358951568603516
2015-09-14,32.717037200927734
2015-09-15,34.15442657470703
2015-09-16,34.184688568115234
2015-09-17,33.236515045166016
2015-09-18,33.725730895996094
2015-09-21,33.81147003173828
2015-09-22,31.910079956054688
2015-09-23,33.039817810058594
2015-09-24,32.13199234008789
2015-09-25,32.04121017456055
2015-09-28,30.94173240661621
2015-09-29,30.790428161621094
2015-09-30,31.420862197875977
2015-10-01,30.17512321472168
2015-10-02,30.593732833862305
2015-10-05,30.815645217895508
2015-10-06,30.84590721130371
2015-10-07,30.613906860351562
2015-10-08,31.67807960510254
2015-10-09,32.59599304199219
2015-10-12,33.03477478027344
2015-10-13,32.621212005615234
2015-10-14,31.955472946166992
2015-10-15,31.995819091796875
2015-10-16,32.18242645263672
2015-10-19,32.278255462646484
2015-10-20,31.723472595214844
2015-10-21,30.891298294067383
2015-10-22,31.138427734375
2015-10-23,32.42955780029297
2015-10-26,33.120513916015625
2015-10-27,33.024688720703125
2015-10-28,33.99808120727539
2015-10-29,32.30851364135742
2015-10-30,33.64503860473633
2015-11-02,33.89216613769531
2015-11-03,34.658775329589844
2015-11-04,34.74955749511719
2015-11-05,34.5377311706543
2015-11-06,36.207122802734375
2015-11-09,35.75825500488281
2015-11-10,35.03703689575195
2015-11-11,35.30434036254883
2015-11-12,34.26034164428711
2015-11-13,34.245208740234375
2015-11-16,32.303470611572266
2015-11-17,32.75738525390625
2015-11-18,32.59599304199219
2015-11-19,33.52399444580078
2015-11-20,33.781211853027344
2015-11-23,32.964168548583984
2015-11-24,31.69321060180664
2015-11-25,30.78034019470215
2015-11-26,31.65790557861328
2015-11-27,31.48138427734375
2015-11-30,31.8243408203125
2015-12-01,31.6175594329834
2015-12-02,32.18242645263672
2015-12-03,31.27460289001465
2015-12-04,32.22781753540039
2015-12-07,32.36903762817383
2015-12-08,31.88990592956543
2015-12-09,32.777557373046875
2015-12-10,33.105384826660156
2015-12-11,32.585906982421875
2015-12-14,31.773906707763672
2015-12-15,32.666603088378906
2015-12-16,32.99946975708008
2015-12-17,33.35755920410156
2015-12-18,33.63494873046875
2015-12-21,34.12921142578125
2015-12-22,34.149383544921875
2015-12-23,34.663818359375
2015-12-24,34.905906677246094
2015-12-28,34.90086364746094
2015-12-29,35.001731872558594
2015-12-30,35.274078369140625
2016-01-04,36.565208435058594
2016-01-05,37.77564239501953
2016-01-06,38.07825469970703
2016-01-07,38.23460006713867
2016-01-08,38.71372985839844
2016-01-11,39.11216735839844
2016-01-12,38.82468795776367
2016-01-13,38.95581817626953
2016-01-14,38.07825469970703
2016-01-15,37.387298583984375
2016-01-18,37.140167236328125
2016-01-19,37.92694854736328
2016-01-20,36.988861083984375
2016-01-21,38.037906646728516
2016-01-22,39.26851272583008
2016-01-25,39.16764450073242
2016-01-26,39.732513427734375
2016-01-27,39.79808044433594
2016-01-28,37.220863342285156
2016-01-29,37.27634048461914
2016-02-01,38.476688385009766
2016-02-02,37.5335578918457
2016-02-03,36.761905670166016
2016-02-04,36.857730865478516
2016-02-05,36.78712463378906
2016-02-08,35.001731872558594
2016-02-09,35.107643127441406
2016-02-10,35.65738296508789
2016-02-11,34.70920944213867
2016-02-12,35.07738494873047
2016-02-15,35.213558197021484
2016-02-16,36.77199172973633
2016-02-17,37.563819885253906
2016-02-18,41.56834030151367
2016-02-19,42.914947509765625
2016-02-22,40.4688606262207
2016-02-23,41.376686096191406
2016-02-24,41.28590393066406
2016-02-25,42.60225296020508
2016-02-26,42.244163513183594
2016-02-29,42.3349494934082
2016-03-01,43.12173080444336
2016-03-02,43.07129669189453
2016-03-03,42.04242706298828
2016-03-04,43.35877227783203
2016-03-07,42.10294723510742
2016-03-08,41.33633804321289
2016-03-09,41.351470947265625
2016-03-10,40.9025993347168
2016-03-11,42.985557556152344
2016-03-14,42.42068862915039
2016-03-15,42.61738204956055
2016-03-16,43.449554443359375
2016-03-17,42.9603385925293
2016-03-18,43.48990249633789
2016-03-21,42.50642776489258
2016-03-22,40.821903228759766
2016-03-23,41.09425354003906
2016-03-24,40.892513275146484
2016-03-29,41.22538375854492
2016-03-30,41.860862731933594
2016-03-31,42.17355728149414
2016-04-01,41.01860046386719
2016-04-04,41.85581970214844
2016-04-05,41.19512176513672
2016-04-06,39.863643646240234
2016-04-07,39.883819580078125
2016-04-08,40.66051483154297
