Date,MAZDOCK.NS
2020-10-12,78.36602020263672
2020-10-13,82.69563293457031
2020-10-14,83.06022644042969
2020-10-15,78.32044219970703
2020-10-16,76.58859252929688
2020-10-19,76.70252990722656
2020-10-20,75.6771011352539
2020-10-21,78.22928619384766
2020-10-22,77.77354431152344
2020-10-23,79.9383544921875
2020-10-26,77.84191131591797
2020-10-27,76.95320129394531
2020-10-28,76.22399139404297
2020-10-29,76.11005401611328
2020-10-30,75.9961166381836
2020-11-02,76.7253189086914
2020-11-03,75.9277572631836
2020-11-04,75.56315612792969
2020-11-05,77.13549041748047
2020-11-06,77.50009155273438
2020-11-09,81.78411865234375
2020-11-10,78.57109832763672
2020-11-11,79.5053939819336
2020-11-12,80.2345962524414
2020-11-13,83.47040557861328
2020-11-14,85.79472351074219
2020-11-17,83.81220245361328
2020-11-18,83.5843505859375
2020-11-19,84.10845947265625
2020-11-20,84.06287384033203
2020-11-23,83.03744506835938
2020-11-24,82.67283630371094
2020-11-25,81.94365692138672
2020-11-26,81.69298553466797
2020-11-27,81.57904052734375
2020-12-01,82.9462890625
2020-12-02,82.44496154785156
2020-12-03,84.1996078491211
2020-12-04,83.12859344482422
2020-12-07,87.20755004882812
2020-12-08,85.99980926513672
2020-12-09,89.28119659423828
2020-12-10,87.41263580322266
2020-12-11,86.02259826660156
2020-12-14,88.48363494873047
2020-12-15,87.0708236694336
2020-12-16,100.40148162841797
2020-12-17,94.49951934814453
2020-12-18,101.15345764160156
2020-12-21,93.26900482177734
2020-12-22,95.25152587890625
2020-12-23,97.8037109375
2020-12-24,96.80105590820312
2020-12-28,98.35059356689453
2020-12-29,96.86942291259766
2020-12-30,100.78884887695312
2020-12-31,99.55833435058594
2021-01-01,103.751220703125
2021-01-04,103.59172821044922
2021-01-05,102.7030258178711
2021-01-06,99.94573211669922
2021-01-07,100.40148162841797
2021-01-08,101.03952026367188
2021-01-11,99.67227172851562
2021-01-12,99.80900573730469
2021-01-13,99.01143646240234
2021-01-14,100.24195861816406
2021-01-15,99.01143646240234
2021-01-18,96.64155578613281
2021-01-19,97.82648468017578
2021-01-20,98.7607650756836
2021-01-21,95.68446350097656
2021-01-22,95.54773712158203
2021-01-25,95.04643249511719
2021-01-27,93.06390380859375
2021-01-28,94.15772247314453
2021-01-29,96.09465026855469
2021-02-01,98.80635070800781
2021-02-02,98.30502319335938
2021-02-03,98.48733520507812
2021-02-04,99.96851348876953
2021-02-05,99.85457611083984
2021-02-08,100.74329376220703
2021-02-09,100.28754425048828
2021-02-10,102.52070617675781
2021-02-11,105.642578125
2021-02-12,102.2700424194336
2021-02-15,98.82914733886719
2021-02-16,100.21916198730469
2021-02-17,97.84927368164062
2021-02-18,99.60392761230469
