Date,SWANENERGY.NS
2015-08-21,59.97632598876953
2015-08-24,59.48023986816406
2015-08-25,59.57946014404297
2015-08-26,59.62907409667969
2015-08-27,59.57946014404297
2015-08-28,59.57946014404297
2015-08-31,60.17475509643555
2015-09-01,59.72829055786133
2015-09-02,59.62907409667969
2015-09-03,60.17612838745117
2015-09-04,59.827999114990234
2015-09-07,59.87773132324219
2015-09-08,59.927459716796875
2015-09-09,59.77825927734375
2015-09-10,61.81729507446289
2015-09-11,60.872379302978516
2015-09-14,60.325321197509766
2015-09-15,60.27558898925781
2015-09-16,60.12638854980469
2015-09-18,61.966487884521484
2015-09-21,65.00016021728516
2015-09-22,66.14400482177734
2015-09-23,68.23275756835938
2015-09-24,70.86858367919922
2015-09-28,72.80813598632812
2015-09-29,73.10652923583984
2015-09-30,72.7583999633789
2015-10-01,72.36054229736328
2015-10-05,72.80813598632812
2015-10-06,73.50438690185547
2015-10-07,74.1011734008789
2015-10-08,73.95197296142578
2015-10-09,71.81348419189453
2015-10-12,71.66429901123047
2015-10-13,71.86322784423828
2015-10-14,71.76374816894531
2015-10-15,73.25572204589844
2015-10-16,72.65894317626953
2015-10-19,72.36054229736328
2015-10-20,72.11189270019531
2015-10-21,72.16161346435547
2015-10-23,71.86322784423828
2015-10-26,71.1669692993164
2015-10-27,70.9680404663086
2015-10-28,70.86858367919922
2015-10-29,70.4707260131836
2015-10-30,70.71937561035156
2015-11-02,71.01777648925781
2015-11-03,70.5701675415039
2015-11-04,70.37125396728516
2015-11-05,69.82420349121094
2015-11-06,69.7247314453125
2015-11-09,69.7247314453125
2015-11-10,70.61991119384766
2015-11-13,70.37125396728516
2015-11-16,70.32151794433594
2015-11-17,69.42636108398438
2015-11-18,69.12793731689453
2015-11-19,69.17768859863281
2015-11-20,66.59159088134766
2015-11-23,66.5418701171875
2015-11-24,69.52580261230469
2015-11-26,70.2220687866211
2015-11-27,68.82954406738281
2015-11-30,68.7300796508789
2015-12-01,68.68035888671875
2015-12-02,70.4707260131836
2015-12-03,69.97338104248047
2015-12-04,69.52580261230469
2015-12-07,69.87393951416016
2015-12-08,69.52580261230469
2015-12-09,68.82954406738281
2015-12-10,69.27715301513672
2015-12-11,69.52580261230469
2015-12-14,69.67500305175781
2015-12-15,69.47605895996094
2015-12-16,69.12793731689453
2015-12-17,69.92366027832031
2015-12-18,69.42636108398438
2015-12-21,69.52580261230469
2015-12-22,69.47605895996094
2015-12-23,69.67500305175781
2015-12-24,69.7247314453125
2015-12-28,69.17768859863281
2015-12-29,68.87928771972656
2015-12-30,68.77983093261719
2015-12-31,68.97874450683594
2016-01-01,68.68035888671875
2016-01-04,68.28250122070312
2016-01-05,66.98944854736328
2016-01-06,67.03919219970703
2016-01-07,66.79051971435547
2016-01-08,66.9397201538086
2016-01-11,66.8899917602539
2016-01-12,67.03919219970703
2016-01-13,66.44239807128906
2016-01-14,66.14400482177734
2016-01-15,66.34292602539062
2016-01-18,65.945068359375
2016-01-19,65.64669036865234
2016-01-20,65.49748992919922
2016-01-21,65.39801025390625
2016-01-22,65.89534759521484
2016-01-25,65.8456039428711
2016-01-27,65.34828186035156
2016-01-28,65.39801025390625
2016-01-29,65.00016021728516
2016-02-01,64.95042419433594
2016-02-02,64.90069580078125
2016-02-03,64.8509750366211
2016-02-04,64.65204620361328
2016-02-05,64.70176696777344
2016-02-08,64.45311737060547
2016-02-09,64.40338134765625
2016-02-10,64.2044448852539
2016-02-11,63.75685501098633
2016-02-12,63.90605163574219
2016-02-15,63.955787658691406
2016-02-16,64.05524444580078
2016-02-17,63.657386779785156
2016-02-18,63.408721923828125
2016-02-19,62.71247100830078
2016-02-22,62.66273498535156
2016-02-23,62.76220703125
2016-02-24,62.81193923950195
2016-02-25,62.91139602661133
2016-02-26,62.56328201293945
2016-02-29,62.81193923950195
2016-03-01,62.96113967895508
2016-03-02,63.259525299072266
2016-03-03,63.657386779785156
2016-03-04,63.75685501098633
2016-03-08,63.458457946777344
2016-03-09,63.458457946777344
2016-03-10,63.060604095458984
2016-03-11,62.81193923950195
2016-03-14,62.76220703125
2016-03-15,62.26488494873047
2016-03-16,62.11568069458008
2016-03-17,61.56863021850586
2016-03-18,61.46916198730469
2016-03-21,61.121036529541016
2016-03-22,60.971839904785156
2016-03-23,60.02691650390625
2016-03-28,59.827999114990234
2016-03-29,59.97719192504883
2016-03-30,59.97719192504883
2016-03-31,59.927459716796875
2016-04-01,60.12638854980469
2016-04-04,60.27558898925781
2016-04-05,60.52424621582031
2016-04-06,60.02691650390625
2016-04-07,60.076663970947266
2016-04-08,60.67345428466797
2016-04-11,60.52424621582031
2016-04-12,60.42478561401367
2016-04-13,60.17612838745117
2016-04-18,60.12638854980469
2016-04-20,59.87773132324219
2016-04-21,60.225852966308594
2016-04-22,59.827999114990234
2016-04-25,59.827999114990234
2016-04-26,59.927459716796875
2016-04-27,59.87773132324219
2016-04-28,59.827999114990234
2016-04-29,59.97719192504883
2016-05-02,59.77825927734375
2016-05-03,59.827999114990234
2016-05-04,59.72853088378906
2016-05-05,58.9825553894043
2016-05-06,58.88308334350586
2016-05-09,58.2365608215332
2016-05-10,57.739234924316406
2016-05-11,57.78897476196289
2016-05-12,57.83869934082031
2016-05-13,57.9879035949707
2016-05-16,57.54030990600586
2016-05-17,57.739234924316406
2016-05-18,57.83869934082031
2016-05-19,57.83869934082031
2016-05-20,57.739234924316406
2016-05-23,57.78897476196289
2016-05-24,57.93817138671875
2016-05-25,57.9879035949707
2016-05-26,58.03763198852539
2016-05-27,58.2365608215332
2016-05-30,58.18684005737305
2016-05-31,58.13709259033203
2016-06-01,57.83869934082031
2016-06-02,58.18684005737305
2016-06-03,57.9879035949707
2016-06-06,57.93817138671875
2016-06-07,57.93817138671875
2016-06-08,58.13709259033203
2016-06-09,58.28629684448242
2016-06-10,58.18684005737305
2016-06-13,57.8884391784668
2016-06-14,57.93817138671875
2016-06-15,57.78897476196289
2016-06-16,58.087364196777344
2016-06-17,58.18684005737305
2016-06-20,59.97719192504883
2016-06-21,60.8226432800293
2016-06-22,60.872379302978516
2016-06-23,61.121036529541016
2016-06-24,61.270233154296875
2016-06-27,62.4140739440918
2016-06-28,62.76220703125
2016-06-29,64.00552368164062
2016-06-30,66.79051971435547
2016-07-01,69.07819366455078
2016-07-04,69.57551574707031
2016-07-05,68.77983093261719
2016-07-07,67.1883773803711
2016-07-08,65.74614715576172
2016-07-11,65.8456039428711
2016-07-12,64.30390167236328
2016-07-13,62.76220703125
2016-07-14,62.01622009277344
2016-07-15,61.81729507446289
2016-07-18,61.916751861572266
2016-07-19,61.76755905151367
2016-07-20,61.86702346801758
2016-07-21,64.15470886230469
2016-07-22,63.20979690551758
2016-07-25,62.96113967895508
2016-07-26,62.91139602661133
2016-07-27,62.71247100830078
2016-07-28,63.0108642578125
2016-07-29,62.66273498535156
2016-08-01,62.71247100830078
2016-08-02,62.11568069458008
2016-08-03,62.16541290283203
2016-08-04,62.11568069458008
2016-08-05,61.61836624145508
2016-08-08,61.966487884521484
2016-08-09,61.71782684326172
2016-08-10,62.01622009277344
2016-08-11,63.0108642578125
2016-08-12,64.55255889892578
2016-08-16,63.16006088256836
2016-08-17,63.955787658691406
2016-08-18,64.65204620361328
2016-08-19,63.55792236328125
2016-08-22,63.75685501098633
2016-08-23,63.20979690551758
2016-08-24,63.408721923828125
2016-08-25,63.85631561279297
2016-08-26,63.259525299072266
2016-08-29,63.30926513671875
2016-08-30,63.6076545715332
2016-08-31,62.26488494873047
2016-09-01,63.16006088256836
2016-09-02,62.86167526245117
2016-09-06,62.215145111083984
2016-09-07,62.61300277709961
2016-09-08,62.4140739440918
2016-09-09,62.463809967041016
2016-09-12,62.513587951660156
2016-09-14,62.76244354248047
2016-09-15,62.36426544189453
2016-09-16,61.31905746459961
2016-09-19,61.96609115600586
2016-09-20,61.76700210571289
2016-09-21,61.11996841430664
2016-09-22,60.82134246826172
2016-09-23,60.622249603271484
2016-09-26,60.12453079223633
2016-09-27,59.92544174194336
2016-09-28,59.726356506347656
2016-09-29,59.975215911865234
2016-09-30,60.77156448364258
2016-10-03,72.91593170166016
2016-10-04,87.49910736083984
2016-10-05,96.2092056274414
2016-10-06,100.04163360595703
2016-10-07,99.99186706542969
2016-10-10,104.12294006347656
2016-10-13,102.72932434082031
2016-10-14,101.68411254882812
2016-10-17,100.34029388427734
2016-10-18,102.13206481933594
2016-10-19,101.73388671875
2016-10-20,104.72021484375
2016-10-21,105.16816711425781
2016-10-24,101.98274230957031
2016-10-25,104.91930389404297
2016-10-26,104.52112579345703
2016-10-27,102.43070220947266
2016-10-28,103.07775115966797
2016-11-01,103.32659149169922
2016-11-02,106.2133560180664
2016-11-03,106.7110824584961
2016-11-04,112.78325653076172
2016-11-07,118.00933837890625
2016-11-08,112.58417510986328
2016-11-09,126.52033233642578
2016-11-10,126.27147674560547
2016-11-11,133.83680725097656
2016-11-15,132.9906768798828
2016-11-16,132.19436645507812
2016-11-17,123.68331909179688
2016-11-18,140.65557861328125
2016-11-21,139.56057739257812
2016-11-22,129.95457458496094
2016-11-23,122.53856658935547
2016-11-24,142.24826049804688
2016-11-25,141.9994354248047
2016-11-28,147.12591552734375
2016-11-29,148.22091674804688
2016-11-30,147.62362670898438
2016-12-01,149.4154510498047
2016-12-02,156.73190307617188
2016-12-05,165.88995361328125
2016-12-06,169.57308959960938
2016-12-07,165.3424835205078
2016-12-08,165.3424835205078
2016-12-09,166.7858428955078
2016-12-12,166.93515014648438
2016-12-13,200.28237915039062
2016-12-14,170.7676239013672
2016-12-15,189.6311798095703
2016-12-16,199.5358123779297
2016-12-19,162.65475463867188
2016-12-20,172.60914611816406
2016-12-21,173.00735473632812
2016-12-22,161.2113800048828
2016-12-23,149.46517944335938
2016-12-26,149.66429138183594
2016-12-27,150.85882568359375
2016-12-28,147.424560546875
2016-12-29,149.91314697265625
2016-12-30,153.44696044921875
2017-01-02,159.81777954101562
2017-01-03,161.11184692382812
2017-01-04,162.8538818359375
2017-01-05,160.2159423828125
2017-01-06,169.92149353027344
2017-01-09,170.22012329101562
2017-01-10,170.12054443359375
2017-01-11,170.41921997070312
2017-01-12,169.47354125976562
2017-01-13,169.3739776611328
2017-01-16,171.6137237548828
2017-01-17,174.9982147216797
2017-01-18,179.67677307128906
2017-01-19,179.37815856933594
2017-01-20,179.32838439941406
2017-01-23,179.32838439941406
2017-01-24,185.69918823242188
2017-01-25,195.60382080078125
2017-01-27,192.717041015625
2017-01-30,171.0662384033203
2017-01-31,170.2698974609375
2017-02-01,170.86712646484375
2017-02-02,170.12054443359375
2017-02-03,170.07078552246094
2017-02-06,170.81739807128906
2017-02-07,169.5233154296875
2017-02-08,169.6228485107422
2017-02-09,169.47354125976562
2017-02-10,151.15745544433594
2017-02-13,155.6866912841797
2017-02-14,149.8634033203125
2017-02-15,149.51495361328125
2017-02-16,153.2478790283203
2017-02-17,149.36566162109375
2017-02-20,149.96292114257812
2017-02-21,157.17984008789062
2017-02-22,159.27027893066406
2017-02-23,159.41958618164062
2017-02-27,159.36984252929688
2017-02-28,155.8857879638672
2017-03-01,153.2976531982422
2017-03-02,151.505859375
2017-03-03,157.47850036621094
2017-03-06,155.93556213378906
2017-03-07,153.347412109375
2017-03-08,152.600830078125
2017-03-09,150.36109924316406
2017-03-10,145.33413696289062
2017-03-14,146.0309600830078
2017-03-15,144.43821716308594
2017-03-16,157.57803344726562
2017-03-17,159.46937561035156
2017-03-20,159.66845703125
2017-03-21,160.36526489257812
2017-03-22,155.18898010253906
2017-03-23,152.50128173828125
2017-03-24,150.11224365234375
2017-03-27,146.97659301757812
