Date,ECL.SN
2015-08-24,861.4840087890625
2015-08-25,880.0484008789062
2015-08-26,879.0536499023438
2015-08-27,899.983154296875
2015-08-28,902.4234008789062
2015-08-31,911.8370361328125
2015-09-01,905.6426391601562
2015-09-02,933.3861694335938
2015-09-03,931.5653076171875
2015-09-04,914.9437255859375
2015-09-07,910.3917236328125
2015-09-08,909.07763671875
2015-09-09,891.4518432617188
2015-09-10,882.2352905273438
2015-09-11,894.1077880859375
2015-09-14,889.2366943359375
2015-09-15,900.8466186523438
2015-09-16,910.2979125976562
2015-09-17,916.5486450195312
2015-09-21,915.0844116210938
2015-09-22,910.3917236328125
2015-09-23,910.42919921875
2015-09-24,908.86181640625
2015-09-25,901.0062255859375
2015-09-28,887.0405883789062
2015-09-29,901.2782592773438
2015-09-30,908.1766357421875
2015-10-01,916.135498046875
2015-10-02,921.4758911132812
2015-10-05,933.677001953125
2015-10-06,938.5480346679688
2015-10-07,941.1761474609375
2015-10-08,940.9884033203125
2015-10-09,942.4900512695312
2015-10-13,920.6688232421875
2015-10-14,922.8274536132812
2015-10-15,929.16259765625
2015-10-16,931.9782104492188
2015-10-19,932.6472778320312
2015-10-20,935.658203125
2015-10-21,927.1365966796875
2015-10-22,937.3814697265625
2015-10-23,945.865234375
2015-10-26,950.8267822265625
2015-10-27,937.050048828125
2015-10-28,937.0216674804688
2015-10-29,940.4966430664062
2015-10-30,946.1966552734375
2015-11-02,946.9447021484375
2015-11-03,957.0760498046875
2015-11-04,951.5841674804688
2015-11-05,938.1011352539062
2015-11-06,945.7800903320312
2015-11-09,960.3899536132812
2015-11-10,957.170654296875
2015-11-11,965.3135375976562
2015-11-12,963.6092529296875
2015-11-13,946.0072021484375
2015-11-16,942.11572265625
2015-11-17,939.2942504882812
2015-11-18,941.1690063476562
2015-11-19,937.3814697265625
2015-11-20,937.3720092773438
2015-11-23,936.4346923828125
2015-11-24,923.41552734375
2015-11-25,923.6427612304688
2015-11-26,923.2545776367188
2015-11-27,912.3089599609375
2015-11-30,907.0728149414062
2015-12-01,908.9759521484375
2015-12-02,896.8562622070312
2015-12-03,893.9968872070312
2015-12-04,904.544677734375
2015-12-07,937.3814697265625
2015-12-09,930.8861694335938
2015-12-10,923.5669555664062
2015-12-11,928.8599243164062
2015-12-14,924.135009765625
2015-12-15,923.6901245117188
2015-12-16,935.4500122070312
2015-12-17,930.4411010742188
2015-12-18,923.1503295898438
2015-12-21,924.447509765625
2015-12-22,923.0840454101562
2015-12-23,922.8757934570312
2015-12-24,922.8757934570312
2015-12-28,912.526611328125
2015-12-29,919.2398681640625
2015-12-30,919.1925659179688
2015-12-31,919.1925659179688
2016-01-04,910.93603515625
2016-01-05,900.9561157226562
2016-01-06,887.4635620117188
2016-01-07,898.2481689453125
2016-01-08,886.1190795898438
2016-01-11,890.9384765625
2016-01-12,898.5321655273438
2016-01-13,910.756103515625
2016-01-14,924.1255493164062
2016-01-15,922.2129516601562
2016-01-18,927.5140991210938
2016-01-19,930.6185913085938
2016-01-20,915.7915649414062
2016-01-21,921.162353515625
2016-01-22,925.0571899414062
2016-01-25,923.6192626953125
2016-01-26,916.0868530273438
2016-01-27,915.9915771484375
2016-01-28,933.2182006835938
2016-01-29,934.4847412109375
2016-02-01,947.5117797851562
2016-02-02,930.4661865234375
2016-02-03,935.2274780273438
2016-02-04,979.6035766601562
2016-02-05,956.367919921875
2016-02-08,961.7959594726562
2016-02-09,990.3640747070312
2016-02-10,992.4590454101562
2016-02-11,990.2688598632812
2016-02-12,995.0302734375
2016-02-15,995.0302734375
2016-02-16,996.9348754882812
2016-02-17,986.3646850585938
2016-02-18,990.2688598632812
2016-02-19,994.3636474609375
2016-02-22,1003.7911987304688
2016-02-23,995.7919311523438
2016-02-24,999.3155517578125
2016-02-25,1004.0769653320312
2016-02-26,994.8397216796875
2016-02-29,1003.886474609375
2016-03-01,1003.6959838867188
2016-03-02,1000.1725463867188
2016-03-03,995.2207641601562
2016-03-04,987.5073852539062
2016-03-07,983.1268310546875
2016-03-08,996.5537719726562
2016-03-09,998.9344482421875
2016-03-10,998.8392944335938
2016-03-11,1009.4095458984375
2016-03-14,995.1255493164062
2016-03-15,1007.029052734375
2016-03-16,1009.5047607421875
2016-03-17,1037.406494140625
2016-03-18,1057.7850341796875
2016-03-21,1038.739501953125
2016-03-22,1058.0706787109375
2016-03-23,1048.357666015625
2016-03-24,1048.357666015625
2016-03-28,1051.9761962890625
2016-03-29,1041.786865234375
2016-03-30,1039.2158203125
2016-03-31,1044.7391357421875
2016-04-01,1051.785888671875
2016-04-04,1053.2142333984375
2016-04-05,1057.404052734375
2016-04-06,1039.88232421875
2016-04-07,1056.0709228515625
2016-04-08,1054.16650390625
2016-04-11,1048.7384033203125
2016-04-12,1049.5003662109375
2016-04-13,1066.3555908203125
2016-04-14,1068.26025390625
2016-04-15,1050.0716552734375
2016-04-18,1074.1640625
2016-04-19,1066.06982421875
2016-04-20,1071.783447265625
2016-04-21,1067.974365234375
2016-04-22,1079.211181640625
2016-04-25,1065.59375
2016-04-26,1077.7828369140625
2016-04-27,1080.6395263671875
2016-04-28,1094.2572021484375
2016-04-29,1092.9239501953125
2016-05-02,1087.6864013671875
2016-05-03,1089.971923828125
2016-05-04,1092.06689453125
2016-05-05,1097.209228515625
2016-05-06,1095.0189208984375
2016-05-09,1091.876220703125
2016-05-10,1092.3524169921875
2016-05-11,1088.73388671875
2016-05-12,1098.92333984375
2016-05-13,1099.0185546875
2016-05-16,1096.923583984375
2016-05-17,1094.1619873046875
2016-05-18,1089.49560546875
2016-05-19,1080.92529296875
2016-05-20,1101.1326904296875
2016-05-23,1108.679443359375
2016-05-24,1112.155029296875
2016-05-25,1123.47509765625
2016-05-26,1120.1981201171875
2016-05-27,1124.76611328125
2016-05-30,1114.1409912109375
2016-05-31,1113.7437744140625
2016-06-01,1108.679443359375
2016-06-02,1117.21923828125
2016-06-03,1140.9517822265625
2016-06-06,1133.0078125
2016-06-07,1119.4039306640625
2016-06-08,1127.0499267578125
2016-06-09,1127.0499267578125
2016-06-10,1112.155029296875
2016-06-13,1104.211181640625
2016-06-14,1107.6865234375
2016-06-15,1104.9061279296875
2016-06-16,1101.1326904296875
2016-06-17,1109.473876953125
2016-06-20,1109.473876953125
2016-06-21,1119.801025390625
2016-06-22,1110.8641357421875
2016-06-23,1114.1409912109375
2016-06-24,1107.6865234375
2016-06-28,1085.343994140625
2016-06-29,1107.18994140625
2016-06-30,1120.0987548828125
2016-07-01,1146.711181640625
2016-07-04,1144.328125
2016-07-05,1151.4776611328125
2016-07-06,1151.0804443359375
2016-07-07,1159.8187255859375
2016-07-08,1171.7347412109375
2016-07-11,1204.80126953125
2016-07-12,1219.795654296875
2016-07-13,1200.3330078125
2016-07-14,1194.573486328125
2016-07-15,1189.90673828125
2016-07-18,1204.701904296875
2016-07-19,1225.85302734375
2016-07-20,1206.2908935546875
2016-07-21,1208.674072265625
2016-07-22,1214.433837890625
2016-07-25,1216.220947265625
2016-07-26,1220.8880615234375
2016-07-27,1221.5828857421875
2016-07-28,1206.7874755859375
2016-07-29,1207.8797607421875
2016-08-01,1217.5118408203125
2016-08-02,1213.34130859375
2016-08-03,1207.8797607421875
2016-08-04,1213.738525390625
2016-08-05,1204.701904296875
2016-08-08,1210.85888671875
2016-08-09,1207.482666015625
2016-08-10,1209.2698974609375
2016-08-11,1208.078369140625
2016-08-12,1205.2979736328125
2016-08-16,1181.7637939453125
2016-08-17,1125.3616943359375
2016-08-18,1158.9249267578125
2016-08-19,1171.7347412109375
2016-08-22,1151.9739990234375
2016-08-23,1158.3292236328125
2016-08-24,1156.3433837890625
2016-08-25,1152.8677978515625
2016-08-26,1152.271728515625
2016-08-29,1155.648193359375
2016-08-30,1152.669189453125
2016-08-31,1145.916748046875
2016-09-01,1148.2999267578125
2016-09-02,1141.8453369140625
2016-09-05,1143.3350830078125
2016-09-06,1140.5546875
2016-09-07,1132.014892578125
2016-09-08,1099.841552734375
2016-09-09,1073.2296142578125
2016-09-12,1045.425537109375
2016-09-13,1059.2281494140625
2016-09-14,1057.5401611328125
2016-09-15,1040.6593017578125
2016-09-16,1038.4744873046875
2016-09-20,1037.5811767578125
2016-09-21,1052.078857421875
2016-09-22,1063.2003173828125
2016-09-23,1051.7808837890625
2016-09-26,1037.87890625
2016-09-27,1022.5867919921875
2016-09-28,1027.750244140625
2016-09-29,1032.1195068359375
2016-09-30,1028.147705078125
2016-10-03,1034.30419921875
2016-10-04,1046.2200927734375
2016-10-05,1041.255126953125
2016-10-06,1056.050537109375
2016-10-07,1096.6641845703125
2016-10-11,1106.3955078125
2016-10-12,1115.7298583984375
2016-10-13,1113.6444091796875
2016-10-14,1126.553466796875
2016-10-17,1107.9844970703125
2016-10-18,1103.317138671875
2016-10-19,1124.9647216796875
2016-10-20,1123.5740966796875
2016-10-21,1114.6375732421875
2016-10-24,1122.1842041015625
2016-10-25,1124.2694091796875
2016-10-26,1130.922607421875
2016-10-27,1132.9085693359375
2016-10-28,1150.8818359375
2016-11-02,1142.24267578125
2016-11-03,1117.4178466796875
2016-11-04,1110.4669189453125
2016-11-07,1117.5172119140625
2016-11-08,1125.65966796875
2016-11-09,1137.4764404296875
2016-11-10,1101.033447265625
2016-11-11,1105.89892578125
2016-11-14,1087.7274169921875
2016-11-15,1098.0545654296875
2016-11-16,1092.989990234375
2016-11-17,1106.593994140625
2016-11-18,1134.6959228515625
2016-11-21,1104.40966796875
2016-11-22,1086.9327392578125
2016-11-23,1062.108154296875
2016-11-24,1067.4700927734375
2016-11-25,1077.995849609375
2016-11-28,1090.90478515625
2016-11-29,1085.8406982421875
2016-11-30,1073.4281005859375
2016-12-01,1062.406005859375
2016-12-02,1069.853271484375
2016-12-05,1068.5625
2016-12-06,1062.505126953125
2016-12-07,1056.7457275390625
2016-12-09,1058.0367431640625
2016-12-12,1056.14990234375
2016-12-13,1046.617431640625
2016-12-14,1046.5181884765625
2016-12-15,1049.894287109375
2016-12-16,1041.7513427734375
2016-12-19,1040.7586669921875
2016-12-20,1039.5670166015625
2016-12-21,1032.7152099609375
2016-12-22,1041.9500732421875
2016-12-23,1014.4442138671875
2016-12-26,1012.7561645507812
2016-12-27,1004.1170654296875
2016-12-28,1021.7923583984375
2016-12-29,1035.2969970703125
2016-12-30,1052.5751953125
2017-01-03,1046.617431640625
2017-01-04,1050.986328125
2017-01-05,1057.639404296875
2017-01-06,1049.894287109375
2017-01-09,1039.0703125
2017-01-10,1037.0845947265625
2017-01-11,1048.305419921875
2017-01-12,1042.645263671875
2017-01-13,1042.5458984375
2017-01-16,1036.38916015625
2017-01-17,1042.7445068359375
2017-01-18,1051.0855712890625
2017-01-19,1044.92919921875
2017-01-20,1042.8438720703125
2017-01-23,1038.3751220703125
2017-01-24,1035.694091796875
2017-01-25,1057.4407958984375
2017-01-26,1085.0460205078125
2017-01-27,1072.43505859375
2017-01-30,1054.2630615234375
2017-01-31,1069.754150390625
2017-02-01,1099.34521484375
2017-02-02,1114.6375732421875
2017-02-03,1124.368896484375
2017-02-06,1120.0987548828125
2017-02-07,1120.49609375
2017-02-08,1128.7379150390625
2017-02-09,1130.723876953125
2017-02-10,1137.4764404296875
2017-02-13,1135.093017578125
2017-02-14,1131.91552734375
2017-02-15,1133.9017333984375
2017-02-16,1124.368896484375
2017-02-17,1119.2052001953125
2017-02-20,1127.0499267578125
2017-02-21,1126.851318359375
2017-02-22,1124.76611328125
2017-02-23,1125.1630859375
2017-02-24,1124.5675048828125
2017-02-27,1121.4892578125
2017-02-28,1122.7801513671875
2017-03-01,1121.3900146484375
2017-03-02,1125.06396484375
2017-03-03,1133.20654296875
2017-03-06,1132.312744140625
2017-03-07,1141.8453369140625
2017-03-08,1131.717041015625
2017-03-09,1123.077880859375
2017-03-10,1122.3829345703125
2017-03-13,1149.888916015625
2017-03-14,1155.7474365234375
2017-03-15,1161.8048095703125
2017-03-16,1181.2672119140625
2017-03-17,1178.0897216796875
2017-03-20,1180.1751708984375
2017-03-21,1174.713623046875
2017-03-22,1171.7347412109375
2017-03-23,1183.650634765625
2017-03-24,1170.2451171875
