Date,BRO
2015-08-03,15.290048599243164
2015-08-04,15.31282901763916
2015-08-05,15.3630952835083
2015-08-06,15.367663383483887
2015-08-07,15.344813346862793
2015-08-10,15.591569900512695
2015-08-11,15.55958366394043
2015-08-12,15.472764015197754
2015-08-13,15.568726539611816
2015-08-14,15.71495246887207
2015-08-17,15.692106246948242
2015-08-18,15.74237060546875
2015-08-19,15.523032188415527
2015-08-20,15.221434593200684
2015-08-21,14.928976058959961
2015-08-24,14.366911888122559
2015-08-25,14.129292488098145
2015-08-26,14.709636688232422
2015-08-27,15.034079551696777
2015-08-28,14.80102825164795
2015-08-31,14.650232315063477
2015-09-01,14.238965034484863
2015-09-02,14.421748161315918
2015-09-03,14.435458183288574
2015-09-04,14.229822158813477
2015-09-08,14.540557861328125
2015-09-09,14.485725402832031
2015-09-10,14.476584434509277
2015-09-11,14.526850700378418
2015-09-14,14.513142585754395
2015-09-15,14.645660400390625
2015-09-16,14.819307327270508
2015-09-17,14.759902000427246
2015-09-18,14.344062805175781
2015-09-21,14.508572578430176
2015-09-22,14.34863567352295
2015-09-23,14.26638412475586
2015-09-24,14.248103141784668
2015-09-25,14.293801307678223
2015-09-28,14.047039985656738
2015-09-29,14.047039985656738
2015-09-30,14.152142524719238
2015-10-01,14.124720573425293
2015-10-02,14.206978797912598
2015-10-05,14.417177200317383
2015-10-06,14.394330978393555
2015-10-07,14.549698829650879
2015-10-08,14.586256980895996
2015-10-09,14.609103202819824
2015-10-12,14.50400161743164
2015-10-13,14.380620956420898
2015-10-14,14.124720573425293
2015-10-15,14.261810302734375
2015-10-16,14.312077522277832
2015-10-19,14.284660339355469
2015-10-20,14.225255966186523
2015-10-21,14.179559707641602
2015-10-22,14.444598197937012
2015-10-23,14.645660400390625
2015-10-26,14.627382278442383
2015-10-27,14.458307266235352
2015-10-28,14.883281707763672
2015-10-29,14.910697937011719
2015-10-30,14.746192932128906
2015-11-02,14.8622465133667
2015-11-03,14.798026084899902
2015-11-04,14.752155303955078
2015-11-05,14.738397598266602
2015-11-06,14.729220390319824
2015-11-09,14.596195220947266
2015-11-10,14.66958999633789
2015-11-11,14.724635124206543
2015-11-12,14.600778579711914
2015-11-13,14.37601375579834
2015-11-16,14.5365629196167
2015-11-17,14.476929664611816
2015-11-18,14.75674057006836
2015-11-19,14.78885269165039
2015-11-20,14.94481372833252
2015-11-23,14.876008033752441
2015-11-24,14.908119201660156
2015-11-25,14.857662200927734
2015-11-27,14.8622465133667
2015-11-30,14.889764785766602
2015-12-01,15.04572868347168
2015-12-02,15.009034156799316
2015-12-03,14.843894958496094
2015-12-04,15.146648406982422
2015-12-07,15.169581413269043
2015-12-08,14.958575248718262
2015-12-09,14.798026084899902
2015-12-10,14.75674057006836
2015-12-11,14.687933921813965
2015-12-14,14.637479782104492
2015-12-15,14.866832733154297
2015-12-16,14.752155303955078
2015-12-17,14.522802352905273
2015-12-18,14.334728240966797
2015-12-21,14.509037971496582
2015-12-22,14.531976699829102
2015-12-23,14.710870742797852
2015-12-24,14.715460777282715
2015-12-28,14.733808517456055
2015-12-29,14.88517951965332
2015-12-30,14.834722518920898
2015-12-31,14.724635124206543
2016-01-04,14.509037971496582
2016-01-05,14.646650314331055
2016-01-06,14.394360542297363
2016-01-07,13.963172912597656
2016-01-08,13.8530855178833
2016-01-11,13.903541564941406
2016-01-12,13.940239906311035
2016-01-13,13.715468406677246
2016-01-14,13.98151969909668
2016-01-15,13.70170783996582
2016-01-19,13.596202850341797
2016-01-20,13.34850025177002
2016-01-21,13.357675552368164
2016-01-22,13.486109733581543
2016-01-25,13.242996215820312
2016-01-26,13.628315925598145
2016-01-27,13.334737777709961
2016-01-28,13.403542518615723
2016-01-29,13.876016616821289
2016-02-01,14.033998489379883
2016-02-02,13.937276840209961
2016-02-03,14.167567253112793
2016-02-04,14.476161003112793
2016-02-05,14.50839900970459
2016-02-08,14.618939399719238
2016-02-09,14.536036491394043
2016-02-10,14.384040832519531
2016-02-11,14.30113697052002
2016-02-12,14.448526382446289
2016-02-16,14.457734107971191
2016-02-17,14.499187469482422
2016-02-18,14.545245170593262
2016-02-19,14.499187469482422
2016-02-22,14.674209594726562
2016-02-23,14.651180267333984
2016-02-24,14.632756233215332
2016-02-25,14.775537490844727
2016-02-26,14.945951461791992
2016-02-29,14.881475448608398
2016-03-01,15.144003868103027
2016-03-02,15.190064430236816
2016-03-03,15.226910591125488
2016-03-04,15.489445686340332
2016-03-07,15.56313419342041
2016-03-08,15.378902435302734
2016-03-09,15.558524131774902
2016-03-10,15.576958656311035
2016-03-11,15.82567310333252
2016-03-14,15.78882122039795
2016-03-15,15.853302955627441
2016-03-16,15.821060180664062
2016-03-17,16.134262084960938
2016-03-18,16.212556838989258
2016-03-21,16.286256790161133
2016-03-22,16.3369140625
2016-03-23,16.143474578857422
2016-03-24,16.22177505493164
2016-03-28,16.281644821166992
2016-03-29,16.42443084716797
2016-03-30,16.410614013671875
2016-03-31,16.48891258239746
2016-04-01,16.40139389038086
2016-04-04,16.318492889404297
2016-04-05,16.134262084960938
2016-04-06,16.148080825805664
2016-04-07,15.959238052368164
2016-04-08,15.954639434814453
2016-04-11,16.000696182250977
2016-04-12,16.148080825805664
2016-04-13,16.350738525390625
2016-04-14,16.359939575195312
2016-04-15,16.359939575195312
2016-04-18,16.581031799316406
2016-04-19,15.890155792236328
2016-04-20,15.954639434814453
2016-04-21,15.798029899597168
2016-04-22,15.977664947509766
2016-04-25,16.12044906616211
2016-04-26,16.26322364807129
2016-04-27,16.230979919433594
2016-04-28,16.09280776977539
2016-04-29,16.171110153198242
2016-05-02,16.350738525390625
2016-05-03,16.27704620361328
2016-05-04,16.20796012878418
2016-05-05,16.237079620361328
2016-05-06,16.126150131225586
2016-05-09,16.24631690979004
2016-05-10,16.42658042907715
2016-05-11,16.26481056213379
2016-05-12,16.31102752685547
2016-05-13,16.237079620361328
2016-05-16,16.371112823486328
2016-05-17,16.20472526550293
2016-05-18,16.3433837890625
2016-05-19,16.24631690979004
2016-05-20,16.269428253173828
2016-05-23,16.20472526550293
2016-05-24,16.454309463500977
2016-05-25,16.52364158630371
2016-05-26,16.574478149414062
2016-05-27,16.625324249267578
2016-05-31,16.66691780090332
2016-06-01,16.648427963256836
2016-06-02,16.713136672973633
2016-06-03,16.62993812561035
2016-06-06,16.713136672973633
2016-06-07,16.78709602355957
2016-06-08,16.828691482543945
2016-06-09,16.902645111083984
2016-06-10,16.828691482543945
2016-06-13,16.634565353393555
2016-06-14,16.52364158630371
2016-06-15,16.431198120117188
2016-06-16,16.486658096313477
2016-06-17,16.458921432495117
2016-06-20,16.616077423095703
2016-06-21,16.78709602355957
2016-06-22,16.800954818725586
2016-06-23,17.092144012451172
2016-06-24,16.458921432495117
2016-06-27,16.093795776367188
2016-06-28,16.54212188720703
2016-06-29,16.86566162109375
2016-06-30,17.318620681762695
2016-07-01,17.147611618041992
2016-07-05,16.967350006103516
2016-07-06,17.064407348632812
2016-07-07,17.004323959350586
2016-07-08,17.258535385131836
2016-07-11,17.092144012451172
2016-07-12,17.055160522460938
2016-07-13,16.87952995300293
2016-07-14,16.685401916503906
2016-07-15,16.65767478942871
2016-07-18,16.59296417236328
2016-07-19,17.2908878326416
2016-07-20,17.216936111450195
2016-07-21,17.050548553466797
2016-07-22,17.13374900817871
2016-07-25,17.15223503112793
2016-07-26,17.087520599365234
2016-07-27,17.022811889648438
2016-07-28,17.027433395385742
2016-07-29,16.944236755371094
2016-08-01,16.925752639770508
2016-08-02,16.86566162109375
2016-08-03,16.91650390625
2016-08-04,16.870288848876953
2016-08-05,17.08963966369629
2016-08-08,17.14066505432129
2016-08-09,17.08963966369629
2016-08-10,17.04327392578125
2016-08-11,17.057188034057617
2016-08-12,16.931968688964844
2016-08-15,16.95979118347168
2016-08-16,16.802114486694336
2016-08-17,16.862415313720703
2016-08-18,16.941242218017578
2016-08-19,16.95979118347168
2016-08-22,17.052541732788086
2016-08-23,17.04327392578125
2016-08-24,17.08963966369629
2016-08-25,17.136022567749023
2016-08-26,17.103561401367188
2016-08-29,17.330806732177734
2016-08-30,17.335439682006836
2016-08-31,17.377178192138672
2016-09-01,17.42819595336914
2016-09-02,17.622974395751953
2016-09-06,17.56268310546875
2016-09-07,17.525583267211914
2016-09-08,17.511674880981445
2016-09-09,17.08036994934082
2016-09-12,17.377178192138672
2016-09-13,17.23805046081543
2016-09-14,17.047903060913086
2016-09-15,17.28443145751953
2016-09-16,17.13138771057129
2016-09-19,17.22877311706543
2016-09-20,17.26123809814453
2016-09-21,17.442110061645508
2016-09-22,17.56268310546875
2016-09-23,17.386459350585938
2016-09-26,17.247329711914062
2016-09-27,17.391094207763672
2016-09-28,17.474578857421875
2016-09-29,17.289066314697266
2016-09-30,17.488483428955078
2016-10-03,17.219499588012695
2016-10-04,17.418916702270508
2016-10-05,17.595144271850586
2016-10-06,17.915145874023438
2016-10-07,17.72036361694336
2016-10-10,17.571962356567383
2016-10-11,17.279787063598633
2016-10-12,17.442110061645508
2016-10-13,17.395727157592773
2016-10-14,17.363264083862305
2016-10-17,17.289066314697266
2016-10-18,17.316892623901367
2016-10-19,17.377178192138672
2016-10-20,17.210229873657227
2016-10-21,17.446744918823242
2016-10-24,16.964431762695312
2016-10-25,16.964431762695312
2016-10-26,17.087779998779297
2016-10-27,17.05054473876953
2016-10-28,17.111055374145508
2016-10-31,17.157602310180664
2016-11-01,16.9760684967041
2016-11-02,16.855043411254883
2016-11-03,17.008651733398438
2016-11-04,16.887630462646484
2016-11-07,17.143638610839844
2016-11-08,17.222774505615234
2016-11-09,17.50205421447754
2016-11-10,17.76738166809082
2016-11-11,18.223562240600586
2016-11-14,18.71230697631836
2016-11-15,18.921770095825195
2016-11-16,19.08934783935547
2016-11-17,19.671194076538086
2016-11-18,19.708436965942383
2016-11-21,19.680511474609375
2016-11-22,19.848085403442383
2016-11-23,20.1459903717041
2016-11-25,20.099443435668945
2016-11-28,19.955141067504883
2016-11-29,19.99237823486328
2016-11-30,20.178571701049805
2016-12-01,20.304256439208984
2016-12-02,20.118057250976562
2016-12-05,20.29959487915039
2016-12-06,20.620779037475586
2016-12-07,20.648712158203125
2016-12-08,20.564924240112305
2016-12-09,20.676637649536133
2016-12-12,20.80697250366211
2016-12-13,20.99781608581543
2016-12-14,20.825597763061523
2016-12-15,20.900068283081055
2016-12-16,20.89076042175293
2016-12-19,20.90937614440918
2016-12-20,20.904726028442383
2016-12-21,20.83955955505371
2016-12-22,20.834903717041016
2016-12-23,20.895414352416992
2016-12-27,20.900068283081055
2016-12-28,20.755765914916992
2016-12-29,20.848865509033203
2016-12-30,20.881450653076172
2017-01-03,20.862831115722656
2017-01-04,21.20728302001953
2017-01-05,20.974544525146484
2017-01-06,20.904726028442383
2017-01-09,20.78835678100586
2017-01-10,20.765079498291016
2017-01-11,20.611467361450195
2017-01-12,20.457860946655273
2017-01-13,20.602157592773438
2017-01-17,20.471824645996094
2017-01-18,20.499753952026367
2017-01-19,20.42527198791504
2017-01-20,20.402008056640625
2017-01-23,20.215808868408203
2017-01-24,20.136680603027344
2017-01-25,20.108745574951172
2017-01-26,20.23908042907715
2017-01-27,20.136680603027344
2017-01-30,19.731708526611328
2017-01-31,19.610681533813477
2017-02-01,19.58966827392578
2017-02-02,19.734432220458984
2017-02-03,19.86051368713379
2017-02-06,19.711088180541992
2017-02-07,19.61768913269043
2017-02-08,19.561656951904297
2017-02-09,19.67839813232422
2017-02-10,20.070655822753906
2017-02-13,20.14537811279297
2017-02-14,20.126691818237305
2017-02-15,20.304147720336914
2017-02-16,20.43489646911621
2017-02-17,20.486270904541016
2017-02-21,20.234098434448242
2017-02-22,20.15471839904785
2017-02-23,20.150047302246094
2017-02-24,20.276126861572266
2017-02-27,20.32282257080078
2017-02-28,20.126691818237305
2017-03-01,20.486270904541016
2017-03-02,20.150047302246094
2017-03-03,20.36018943786621
2017-03-06,20.19207000732422
2017-03-07,20.14537811279297
2017-03-08,20.03329849243164
2017-03-09,20.084667205810547
2017-03-10,20.178064346313477
2017-03-13,20.206083297729492
2017-03-14,20.17339324951172
2017-03-15,20.32282257080078
2017-03-16,20.30881690979004
2017-03-17,20.43489646911621
2017-03-20,20.206083297729492
2017-03-21,19.86519432067871
2017-03-22,19.869853973388672
2017-03-23,19.841838836669922
