Date,HSY
2015-08-03,73.04267120361328
2015-08-04,73.26376342773438
2015-08-05,73.1532211303711
2015-08-06,72.7900619506836
2015-08-07,70.84004211425781
2015-08-10,72.4821548461914
2015-08-11,72.1900405883789
2015-08-12,72.8374252319336
2015-08-13,71.43215942382812
2015-08-14,72.11901092529297
2015-08-17,72.87690734863281
2015-08-18,73.76901245117188
2015-08-19,72.69530487060547
2015-08-20,72.3084716796875
2015-08-21,71.12699890136719
2015-08-24,68.70365905761719
2015-08-25,67.63895416259766
2015-08-26,70.07025909423828
2015-08-27,71.69906616210938
2015-08-28,71.66726684570312
2015-08-31,71.12699890136719
2015-09-01,69.18832397460938
2015-09-02,70.41191101074219
2015-09-03,71.69906616210938
2015-09-04,71.285888671875
2015-09-08,73.18482971191406
2015-09-09,71.81029510498047
2015-09-10,72.0724868774414
2015-09-11,72.46977233886719
2015-09-14,71.68315887451172
2015-09-15,72.10426330566406
2015-09-16,74.4799575805664
2015-09-17,74.13032531738281
2015-09-18,73.46293640136719
2015-09-21,73.71717071533203
2015-09-22,72.86701965332031
2015-09-23,72.97825622558594
2015-09-24,73.1689453125
2015-09-25,73.54238891601562
2015-09-28,72.52534484863281
2015-09-29,73.40731048583984
2015-09-30,73.00209045410156
2015-10-01,73.13716125488281
2015-10-02,74.93281555175781
2015-10-05,75.8703842163086
2015-10-06,74.82158660888672
2015-10-07,76.01338958740234
2015-10-08,77.07012939453125
2015-10-09,76.72052764892578
2015-10-12,77.12574005126953
2015-10-13,76.06904602050781
2015-10-14,74.92488098144531
2015-10-15,75.26653289794922
2015-10-16,75.70350646972656
2015-10-19,75.67969512939453
2015-10-20,74.8533706665039
2015-10-21,74.72624969482422
2015-10-22,76.21998596191406
2015-10-23,76.01338958740234
2015-10-26,75.44926452636719
2015-10-27,74.94872283935547
2015-10-28,70.10999298095703
2015-10-29,70.68206787109375
2015-10-30,70.467529296875
2015-11-02,69.88753509521484
2015-11-03,69.96696472167969
2015-11-04,69.6888656616211
2015-11-05,69.6888656616211
2015-11-06,68.45734405517578
2015-11-09,67.63101196289062
2015-11-10,68.17131042480469
2015-11-11,68.79898834228516
2015-11-12,67.66281127929688
2015-11-13,66.59814453125
2015-11-16,67.34498596191406
2015-11-17,66.4074478149414
2015-11-18,67.78992462158203
2015-11-19,67.60717010498047
2015-11-20,67.20993041992188
2015-11-23,68.5243911743164
2015-11-24,69.22044372558594
2015-11-25,69.53248596191406
2015-11-27,69.60448455810547
2015-11-30,69.05244445800781
2015-12-01,68.50043487548828
2015-12-02,68.17237854003906
2015-12-03,67.65235137939453
2015-12-04,69.20445251464844
2015-12-07,69.71647644042969
2015-12-08,70.2925033569336
2015-12-09,69.29246520996094
2015-12-10,69.42046356201172
2015-12-11,69.94851684570312
2015-12-14,71.9326171875
2015-12-15,71.4845962524414
2015-12-16,73.14068603515625
2015-12-17,71.86862182617188
2015-12-18,71.01258850097656
2015-12-21,71.34855651855469
2015-12-22,71.78861236572266
2015-12-23,72.27664947509766
2015-12-24,72.2606430053711
2015-12-28,72.316650390625
2015-12-29,72.78868103027344
2015-12-30,72.48464965820312
2015-12-31,71.42059326171875
2016-01-04,70.3965072631836
2016-01-05,70.1405258178711
2016-01-06,70.18851470947266
2016-01-07,68.56441497802734
2016-01-08,67.94036102294922
2016-01-11,67.40432739257812
2016-01-12,68.01237487792969
2016-01-13,66.88428497314453
2016-01-14,67.66034698486328
2016-01-15,66.66026306152344
2016-01-19,67.69235229492188
