Date,DLG.L
2016-06-02,372.4875793457031
2016-06-03,373.78228759765625
2016-06-06,374.0810241699219
2016-06-07,367.5077209472656
2016-06-08,360.0380554199219
2016-06-09,357.0502014160156
2016-06-10,350.576416015625
2016-06-13,348.3854064941406
2016-06-14,340.8161315917969
2016-06-15,342.0111999511719
2016-06-16,339.4217224121094
2016-06-17,344.0032043457031
2016-06-20,356.25347900390625
2016-06-21,362.3287353515625
2016-06-22,370.29644775390625
2016-06-23,372.5871276855469
2016-06-24,349.77972412109375
2016-06-27,331.9521484375
2016-06-28,336.6331481933594
2016-06-29,342.50927734375
2016-06-30,343.4055480957031
2016-07-01,349.97894287109375
2016-07-04,346.89141845703125
2016-07-05,337.82830810546875
2016-07-06,333.2468566894531
2016-07-07,335.9359436035156
2016-07-08,337.82830810546875
2016-07-11,340.517333984375
2016-07-12,344.60076904296875
2016-07-13,343.6047668457031
2016-07-14,343.7044677734375
2016-07-15,338.1270751953125
2016-07-18,343.6047668457031
2016-07-19,342.7084655761719
2016-07-20,346.59271240234375
2016-07-21,340.616943359375
2016-07-22,340.616943359375
2016-07-25,343.10687255859375
2016-07-26,342.4096374511719
2016-07-27,347.6882019042969
2016-07-28,346.49310302734375
2016-07-29,348.7837829589844
2016-08-01,353.6639709472656
2016-08-02,398.2828369140625
2016-08-03,389.4188232421875
2016-08-04,392.50628662109375
2016-08-05,393.40264892578125
2016-08-08,392.20751953125
2016-08-09,390.7135314941406
2016-08-10,391.41070556640625
2016-08-11,375.52215576171875
2016-08-12,375.72149658203125
2016-08-15,377.6140441894531
2016-08-16,372.8327941894531
2016-08-17,371.6375732421875
2016-08-18,369.8445739746094
2016-08-19,367.2547912597656
2016-08-22,369.0476989746094
2016-08-23,371.43829345703125
2016-08-24,370.3426208496094
2016-08-25,364.96380615234375
2016-08-26,365.3622741699219
2016-08-30,361.97552490234375
2016-08-31,367.5535888671875
2016-09-01,370.8406066894531
2016-09-02,379.00848388671875
2016-09-05,378.4107971191406
2016-09-06,377.1159362792969
2016-09-07,374.92449951171875
2016-09-08,375.62176513671875
2016-09-09,366.75677490234375
2016-09-12,365.06341552734375
2016-09-13,361.7763671875
2016-09-14,363.2704772949219
2016-09-15,370.0437927246094
2016-09-16,369.3465576171875
2016-09-19,377.016357421875
2016-09-20,380.20379638671875
2016-09-21,382.5943908691406
2016-09-22,381.00067138671875
2016-09-23,376.916748046875
2016-09-26,370.3426208496094
2016-09-27,367.1551818847656
2016-09-28,368.9481201171875
2016-09-29,368.0516357421875
2016-09-30,363.37005615234375
2016-10-03,367.5535888671875
2016-10-04,371.33868408203125
2016-10-05,365.9598693847656
2016-10-06,361.5771179199219
2016-10-07,354.8038024902344
2016-10-10,350.9189758300781
2016-10-11,349.62408447265625
2016-10-12,361.1786804199219
2016-10-13,356.6963195800781
2016-10-14,357.9911804199219
2016-10-17,350.2217712402344
2016-10-18,357.4931335449219
2016-10-19,355.7998962402344
2016-10-20,353.4092712402344
2016-10-21,349.3253479003906
2016-10-24,350.2217712402344
2016-10-25,349.9229736328125
2016-10-26,346.5362548828125
2016-10-27,347.2335205078125
2016-10-28,344.84295654296875
2016-10-31,344.74334716796875
2016-11-01,350.52056884765625
2016-11-02,349.8233947753906
2016-11-03,351.6163024902344
2016-11-04,343.2492370605469
2016-11-07,348.5284729003906
2016-11-08,351.81549072265625
2016-11-09,362.2744445800781
2016-11-10,358.58892822265625
2016-11-11,354.2061462402344
2016-11-14,356.09869384765625
2016-11-15,353.1103820800781
2016-11-16,349.9229736328125
2016-11-17,351.9151306152344
2016-11-18,353.9073486328125
2016-11-21,345.1417541503906
2016-11-22,354.60455322265625
2016-11-23,347.0343017578125
2016-11-24,356.8954772949219
2016-11-25,353.7080383300781
2016-11-28,351.5167541503906
2016-11-29,350.7198486328125
2016-11-30,345.8390197753906
2016-12-01,342.253173828125
2016-12-02,345.93865966796875
2016-12-05,350.02252197265625
2016-12-06,353.4092712402344
2016-12-07,360.1826171875
2016-12-08,356.29791259765625
2016-12-09,354.5049133300781
2016-12-12,346.0382385253906
2016-12-13,348.4288330078125
2016-12-14,347.13397216796875
2016-12-15,354.4053039550781
2016-12-16,355.0029602050781
2016-12-19,355.8994140625
2016-12-20,356.7958679199219
2016-12-21,358.1904296875
2016-12-22,362.1746826171875
2016-12-23,366.3582763671875
2016-12-28,361.0790100097656
2016-12-29,365.7606506347656
2016-12-30,367.9520568847656
2017-01-03,371.43829345703125
2017-01-04,371.537841796875
2017-01-05,364.56536865234375
2017-01-06,363.2704772949219
2017-01-09,366.5575256347656
2017-01-10,355.6006164550781
2017-01-11,350.8194274902344
2017-01-12,345.34100341796875
2017-01-13,347.2335205078125
2017-01-16,348.6280517578125
2017-01-17,345.6398010253906
2017-01-18,347.53240966796875
2017-01-19,345.8390197753906
2017-01-20,343.9464416503906
2017-01-23,343.5480651855469
2017-01-24,344.84295654296875
2017-01-25,351.2178649902344
2017-01-26,351.2178649902344
2017-01-27,353.5089111328125
2017-01-30,353.9073486328125
2017-01-31,353.6084899902344
2017-02-01,352.51275634765625
2017-02-02,351.6163024902344
2017-02-03,355.0029602050781
2017-02-06,351.71588134765625
2017-02-07,358.58892822265625
2017-02-08,359.3857116699219
2017-02-09,361.7763671875
2017-02-10,366.5575256347656
2017-02-13,359.2861328125
2017-02-14,357.7919921875
2017-02-15,355.6006164550781
2017-02-16,355.6006164550781
2017-02-17,352.51275634765625
2017-02-20,360.4814758300781
2017-02-21,357.0947265625
2017-02-22,354.7041320800781
2017-02-23,361.47747802734375
2017-02-24,363.17083740234375
2017-02-27,337.1731262207031
2017-02-28,342.1535949707031
2017-03-01,348.3292541503906
2017-03-02,345.04217529296875
2017-03-03,344.54412841796875
2017-03-06,347.0343017578125
2017-03-07,336.8742980957031
2017-03-08,334.1849060058594
2017-03-09,339.464111328125
2017-03-10,343.6476745605469
2017-03-13,346.1377868652344
2017-03-14,343.04998779296875
2017-03-15,344.94256591796875
2017-03-16,332.584716796875
2017-03-17,333.1824951171875
2017-03-20,338.86175537109375
2017-03-21,338.76214599609375
2017-03-22,333.6806640625
2017-03-23,334.7767639160156
2017-03-24,336.37091064453125
2017-03-27,335.5738220214844
2017-03-28,337.36724853515625
2017-03-29,334.6770935058594
2017-03-30,339.75848388671875
2017-03-31,346.1351623535156
2017-04-03,345.9359436035156
2017-04-04,346.7330627441406
2017-04-05,347.6297302246094
2017-04-06,344.0428161621094
2017-04-07,343.1461486816406
2017-04-10,343.34539794921875
2017-04-11,343.544677734375
2017-04-12,340.5555419921875
2017-04-13,342.54827880859375
2017-04-18,338.1643371582031
2017-04-19,337.6661376953125
2017-04-20,338.96142578125
2017-04-21,336.6697692871094
2017-04-24,342.8472595214844
2017-04-25,347.03192138671875
2017-04-26,347.4304504394531
2017-04-27,344.7403259277344
2017-04-28,347.9287109375
2017-05-02,354.4049987792969
2017-05-03,357.89227294921875
2017-05-04,360.2835693359375
2017-05-05,355.1024169921875
2017-05-08,355.4013977050781
2017-05-09,356.59698486328125
2017-05-10,356.99554443359375
2017-05-11,352.8107604980469
2017-05-12,355.3017272949219
2017-05-15,349.4232482910156
2017-05-16,346.43414306640625
2017-05-17,348.92498779296875
2017-05-18,349.2239074707031
2017-05-19,350.4195251464844
2017-05-22,346.0355529785156
2017-05-23,340.85443115234375
2017-05-24,346.1351623535156
2017-05-25,347.7293701171875
2017-05-26,344.14251708984375
2017-05-30,347.1315612792969
2017-05-31,347.33087158203125
2017-06-01,346.0355529785156
2017-06-02,345.33807373046875
2017-06-05,344.6406555175781
2017-06-06,341.751220703125
2017-06-07,346.0355529785156
2017-06-08,344.7403259277344
2017-06-09,352.91046142578125
2017-06-12,350.71844482421875
2017-06-13,352.611572265625
2017-06-14,362.9736633300781
2017-06-15,359.2871398925781
2017-06-16,368.6529235839844
2017-06-19,365.16571044921875
2017-06-20,366.2616271972656
2017-06-21,362.4754638671875
2017-06-22,355.6005859375
2017-06-23,359.1875
2017-06-26,362.2483215332031
2017-06-27,353.4534606933594
2017-06-28,353.50830078125
2017-06-29,355.4013977050781
2017-06-30,354.1060791015625
2017-07-03,356.79620361328125
2017-07-04,357.9918212890625
2017-07-05,359.087890625
2017-07-06,360.2835693359375
2017-07-07,362.07696533203125
2017-07-10,362.3758544921875
2017-07-11,362.3758544921875
2017-07-12,365.9627380371094
2017-07-13,367.6565246582031
2017-07-14,363.6711120605469
2017-07-17,363.77081298828125
2017-07-18,361.77801513671875
2017-07-19,364.3685302734375
2017-07-20,372.3394470214844
2017-07-21,374.3321533203125
2017-07-24,366.4609375
2017-07-25,369.7489318847656
2017-07-26,369.64923095703125
2017-07-27,372.73797607421875
2017-07-28,369.8485412597656
2017-07-31,373.2362060546875
2017-08-01,393.5618591308594
2017-08-02,395.05645751953125
2017-08-03,401.8316955566406
2017-08-04,402.5291748046875
2017-08-07,404.6214599609375
2017-08-08,409.80255126953125
2017-08-09,405.11962890625
2017-08-10,398.8096923828125
2017-08-11,395.1225280761719
2017-08-14,396.9162902832031
2017-08-15,394.3253173828125
2017-08-16,384.95794677734375
2017-08-17,387.44927978515625
2017-08-18,383.7621154785156
2017-08-21,384.06109619140625
2017-08-22,383.7621154785156
2017-08-23,383.56280517578125
2017-08-24,383.9613952636719
2017-08-25,384.65899658203125
2017-08-29,380.5732421875
2017-08-30,378.4805603027344
2017-08-31,378.7795104980469
2017-09-01,378.28118896484375
2017-09-04,376.4874267578125
2017-09-05,373.9961853027344
2017-09-06,370.30902099609375
2017-09-07,378.28118896484375
2017-09-08,381.6694030761719
2017-09-11,384.1607666015625
2017-09-12,381.5697937011719
2017-09-13,380.2742614746094
2017-09-14,376.6867980957031
2017-09-15,370.2093811035156
2017-09-18,372.70068359375
2017-09-19,371.1062316894531
2017-09-20,371.6044921875
2017-09-21,369.2128601074219
2017-09-22,368.2163391113281
2017-09-25,362.5361328125
2017-09-26,360.0447692871094
2017-09-27,355.66009521484375
2017-09-28,360.14447021484375
2017-09-29,362.3368225097656
2017-10-02,359.9451599121094
2017-10-03,356.85595703125
2017-10-04,357.2545166015625
2017-10-05,354.4642639160156
2017-10-06,363.03436279296875
2017-10-09,365.1270751953125
2017-10-10,369.4121398925781
2017-10-11,368.81427001953125
2017-10-12,374.79339599609375
2017-10-13,375.19195556640625
2017-10-16,374.2951354980469
2017-10-17,374.89306640625
2017-10-18,374.6937561035156
2017-10-19,375.98919677734375
2017-10-20,378.3808898925781
2017-10-23,376.6867980957031
2017-10-24,371.1062316894531
2017-10-25,367.7180480957031
2017-10-26,372.6010437011719
2017-10-27,368.11663818359375
2017-10-30,368.4156494140625
2017-10-31,370.4087219238281
2017-11-01,370.30902099609375
2017-11-02,367.8177490234375
2017-11-03,364.230224609375
2017-11-06,365.7250061035156
2017-11-07,354.6636047363281
2017-11-08,354.5638732910156
2017-11-09,355.9590759277344
2017-11-10,354.4642639160156
2017-11-13,352.77020263671875
2017-11-14,357.35418701171875
2017-11-15,356.457275390625
2017-11-16,355.5604553222656
2017-11-17,354.3646545410156
2017-11-20,354.065673828125
2017-11-21,355.4608459472656
2017-11-22,354.76324462890625
2017-11-23,355.1618347167969
2017-11-24,355.66009521484375
2017-11-27,355.66009521484375
2017-11-28,357.7527770996094
2017-11-29,362.93475341796875
2017-11-30,364.5291442871094
2017-12-01,361.53961181640625
2017-12-04,362.7354736328125
2017-12-05,362.2371826171875
2017-12-06,363.73193359375
2017-12-07,355.85943603515625
2017-12-08,357.8524475097656
2017-12-11,353.7667236328125
2017-12-12,357.4538269042969
2017-12-13,359.9451599121094
2017-12-14,363.03436279296875
2017-12-15,364.5291442871094
2017-12-18,366.62188720703125
2017-12-19,367.9173583984375
2017-12-20,367.419189453125
2017-12-21,370.0100402832031
2017-12-22,372.30206298828125
2017-12-27,373.4978942871094
2017-12-28,374.79339599609375
2017-12-29,380.37396240234375
2018-01-02,370.7076110839844
2018-01-03,367.3194580078125
2018-01-04,365.22674560546875
2018-01-05,368.51519775390625
2018-01-08,366.12359619140625
2018-01-09,371.7041320800781
2018-01-10,373.3983154296875
2018-01-11,374.99267578125
2018-01-12,369.71112060546875
2018-01-15,367.7180480957031
2018-01-16,367.8177490234375
2018-01-17,370.9070129394531
2018-01-18,372.0030822753906
2018-01-19,372.1028137207031
2018-01-22,371.90350341796875
2018-01-23,366.22332763671875
2018-01-24,368.81427001953125
2018-01-25,373.6972351074219
2018-01-26,373.6972351074219
2018-01-29,374.4944152832031
2018-01-30,371.3055725097656
2018-01-31,368.0169677734375
2018-02-01,370.1097412109375
2018-02-02,373.5975341796875
2018-02-05,370.4087219238281
2018-02-06,361.0413513183594
2018-02-07,370.30902099609375
2018-02-08,367.2197570800781
2018-02-09,377.18505859375
2018-02-12,380.37396240234375
2018-02-13,384.45965576171875
2018-02-14,384.3600158691406
2018-02-15,383.36358642578125
2018-02-16,384.45965576171875
2018-02-19,384.06109619140625
2018-02-20,386.65203857421875
2018-02-21,388.54547119140625
2018-02-22,389.54193115234375
2018-02-23,386.85137939453125
2018-02-26,387.24993896484375
2018-02-27,386.5523681640625
2018-02-28,381.47003173828125
2018-03-01,377.2846984863281
2018-03-02,372.50140380859375
2018-03-05,376.38787841796875
2018-03-06,374.4944152832031
2018-03-07,377.7830505371094
2018-03-08,382.36700439453125
2018-03-09,389.0436706542969
2018-03-12,391.8340148925781
2018-03-13,381.9683837890625
2018-03-14,382.9648742675781
2018-03-15,388.8444519042969
2018-03-16,386.95098876953125
2018-03-19,383.1641845703125
2018-03-20,387.0506286621094
2018-03-21,385.5558776855469
2018-03-22,381.8686828613281
2018-03-23,373.9961853027344
2018-03-26,371.5048828125
2018-03-27,372.50140380859375
2018-03-28,376.2882080078125
2018-03-29,379.9753112792969
2018-04-03,380.97186279296875
2018-04-04,385.2569274902344
2018-04-05,347.0127258300781
2018-04-06,345.8164978027344
2018-04-09,348.1093444824219
2018-04-10,351.69805908203125
2018-04-11,352.29620361328125
2018-04-12,356.3834228515625
2018-04-13,358.9752502441406
2018-04-16,355.88494873046875
2018-04-17,364.059326171875
2018-04-18,369.4424743652344
2018-04-19,367.7477722167969
2018-04-20,371.5359191894531
2018-04-23,375.6230163574219
2018-04-24,373.5296936035156
2018-04-25,373.5296936035156
2018-04-26,367.94720458984375
2018-04-27,372.6324462890625
2018-04-30,373.1308898925781
2018-05-01,375.1246643066406
2018-05-02,364.6574401855469
2018-05-03,362.36468505859375
2018-05-04,364.15899658203125
2018-05-08,367.84747314453125
2018-05-09,370.0405578613281
2018-05-10,372.33343505859375
2018-05-11,369.4424743652344
2018-05-14,361.96588134765625
2018-05-15,369.1434020996094
2018-05-16,374.72589111328125
2018-05-17,373.62933349609375
2018-05-18,370.6387634277344
2018-05-21,373.72900390625
2018-05-22,375.0250244140625
2018-05-23,369.0436706542969
2018-05-24,369.5421447753906
2018-05-25,371.43621826171875
2018-05-29,355.5859069824219
2018-05-30,357.9784240722656
2018-05-31,356.3834228515625
2018-06-01,352.1965026855469
2018-06-04,356.7821350097656
2018-06-05,350.5018310546875
2018-06-06,349.20587158203125
2018-06-07,351.3990173339844
2018-06-08,346.7136535644531
2018-06-11,352.4955749511719
2018-06-12,354.0905456542969
2018-06-13,349.9036560058594
2018-06-14,355.6855773925781
2018-06-15,348.1093444824219
2018-06-18,347.6108703613281
2018-06-19,349.803955078125
2018-06-20,349.3055725097656
2018-06-21,342.4271240234375
2018-06-22,347.2121276855469
2018-06-25,343.5236511230469
2018-06-26,345.5174255371094
2018-06-27,343.1249694824219
2018-06-28,341.4302673339844
2018-06-29,341.8289489746094
2018-07-02,340.9317626953125
2018-07-03,340.63275146484375
2018-07-04,342.62646484375
2018-07-05,341.8289489746094
2018-07-06,329.1686706542969
2018-07-09,333.65460205078125
2018-07-10,334.252685546875
2018-07-11,333.1561584472656
2018-07-12,334.75115966796875
2018-07-13,336.6452331542969
2018-07-16,335.448974609375
2018-07-17,339.4364929199219
2018-07-18,342.0283508300781
2018-07-19,338.539306640625
2018-07-20,337.24334716796875
2018-07-23,333.1561584472656
2018-07-24,338.24017333984375
2018-07-25,329.866455078125
2018-07-26,330.464599609375
2018-07-27,330.76361083984375
2018-07-30,332.0596008300781
2018-07-31,342.82586669921875
2018-08-01,337.4426574707031
2018-08-02,334.1531066894531
2018-08-03,336.14678955078125
2018-08-06,335.3492736816406
2018-08-07,332.9568176269531
2018-08-08,333.1561584472656
2018-08-09,324.65106201171875
2018-08-10,321.5600891113281
2018-08-13,326.3460693359375
2018-08-14,328.0411376953125
2018-08-15,333.22601318359375
2018-08-16,334.7215881347656
2018-08-17,331.4311828613281
2018-08-20,328.93853759765625
2018-08-21,329.1379089355469
2018-08-22,332.2288513183594
2018-08-23,332.72747802734375
2018-08-24,333.42535400390625
2018-08-28,336.1174621582031
2018-08-29,331.0323791503906
2018-08-30,331.3314514160156
2018-08-31,329.9355773925781
2018-09-03,333.7245178222656
2018-09-04,329.1379089355469
2018-09-05,328.0411376953125
2018-09-06,326.7449645996094
2018-09-07,326.7449645996094
2018-09-10,324.65106201171875
2018-09-11,325.8475036621094
2018-09-12,322.85626220703125
2018-09-13,321.26092529296875
2018-09-14,322.0586242675781
2018-09-17,320.7624206542969
2018-09-18,322.2580261230469
2018-09-19,323.0556945800781
2018-09-20,323.7536926269531
2018-09-21,327.0440673828125
2018-09-24,326.9443359375
2018-09-25,326.3460693359375
2018-09-26,328.43994140625
2018-09-27,330.0352478027344
2018-09-28,322.9559631347656
2018-10-01,320.26385498046875
2018-10-02,316.97344970703125
2018-10-03,320.6626892089844
2018-10-04,324.1524658203125
2018-10-05,323.7536926269531
2018-10-08,322.0586242675781
2018-10-09,326.1466369628906
2018-10-10,328.5396423339844
2018-10-11,321.1612548828125
2018-10-12,322.7565612792969
2018-10-15,321.9588317871094
2018-10-16,325.8475036621094
2018-10-17,322.7565612792969
2018-10-18,324.052734375
2018-10-19,322.2580261230469
2018-10-22,327.1437683105469
2018-10-23,324.052734375
2018-10-24,328.43994140625
2018-10-25,323.1553955078125
2018-10-26,316.37518310546875
2018-10-29,321.7594909667969
2018-10-30,322.85626220703125
2018-10-31,328.5396423339844
2018-11-01,325.2492980957031
2018-11-02,324.35186767578125
2018-11-05,317.0731506347656
2018-11-06,321.7594909667969
2018-11-07,317.67144775390625
2018-11-08,321.4603576660156
2018-11-09,324.25225830078125
2018-11-12,321.6597595214844
2018-11-13,323.1553955078125
2018-11-14,323.0556945800781
2018-11-15,316.2755126953125
2018-11-16,316.37518310546875
2018-11-19,316.6743469238281
2018-11-20,313.3839416503906
2018-11-21,316.7740783691406
2018-11-22,313.28424072265625
2018-11-23,319.56591796875
2018-11-26,324.5513000488281
2018-11-27,328.43994140625
2018-11-28,330.0352478027344
2018-11-29,325.9472351074219
2018-11-30,327.0440673828125
2018-12-03,327.8416748046875
2018-12-04,330.6335144042969
2018-12-05,322.2580261230469
2018-12-06,309.69476318359375
2018-12-07,307.600830078125
2018-12-10,306.30462646484375
2018-12-11,307.3017883300781
2018-12-12,310.3926696777344
2018-12-13,307.3017883300781
2018-12-14,306.6037902832031
2018-12-17,304.0113525390625
2018-12-18,304.80902099609375
2018-12-19,305.6066589355469
2018-12-20,308.39849853515625
2018-12-21,312.8854064941406
2018-12-24,313.28424072265625
2018-12-27,310.990966796875
2018-12-28,317.2726135253906
2018-12-31,317.7711486816406
2019-01-02,317.9705810546875
2019-01-03,318.2696533203125
2019-01-04,320.9617919921875
2019-01-07,317.57171630859375
2019-01-08,322.1583251953125
2019-01-09,325.64813232421875
2019-01-10,322.85626220703125
2019-01-11,320.9617919921875
2019-01-14,320.16412353515625
2019-01-15,324.052734375
2019-01-16,323.8533630371094
2019-01-17,321.0615234375
2019-01-18,325.2492980957031
2019-01-21,326.9443359375
2019-01-22,329.5367126464844
2019-01-23,330.2347412109375
2019-01-24,333.6248474121094
2019-01-25,331.4311828613281
2019-01-28,331.7303161621094
2019-01-29,336.9151306152344
2019-01-30,338.0119323730469
2019-01-31,335.71868896484375
2019-02-01,342.5986022949219
2019-02-04,342.4988708496094
2019-02-05,344.8918762207031
2019-02-06,344.1938781738281
2019-02-07,342.2994384765625
2019-02-08,342.2994384765625
2019-02-11,339.70703125
2019-02-12,341.50177001953125
2019-02-13,348.4813232421875
2019-02-14,347.1851806640625
2019-02-15,349.1792907714844
2019-02-18,347.8830871582031
2019-02-19,349.1792907714844
2019-02-20,351.3728942871094
2019-02-21,350.2760925292969
2019-02-22,353.4667663574219
2019-02-25,356.5577697753906
2019-02-26,352.7688293457031
2019-02-27,351.8714294433594
2019-02-28,355.6603698730469
2019-03-01,357.5548400878906
2019-03-04,355.1618347167969
2019-03-05,352.86859130859375
2019-03-06,353.96533203125
2019-03-07,350.4754943847656
2019-03-08,352.2702331542969
2019-03-11,350.9740905761719
2019-03-12,354.264404296875
2019-03-13,357.7542419433594
2019-03-14,359.74847412109375
2019-03-15,360.9449462890625
2019-03-18,363.4375915527344
2019-03-19,361.1443786621094
2019-03-20,356.7571105957031
2019-03-21,357.0562438964844
2019-03-22,354.0650634765625
2019-03-25,353.666259765625
2019-03-26,350.4754943847656
2019-03-27,351.3728942871094
2019-03-28,351.8714294433594
2019-03-29,351.9711608886719
2019-04-01,354.8626708984375
2019-04-02,361.5431823730469
2019-04-03,365.4317932128906
2019-04-04,337.941650390625
2019-04-05,339.338134765625
2019-04-08,337.3431701660156
2019-04-09,334.3507995605469
2019-04-10,334.6500244140625
2019-04-11,335.44793701171875
2019-04-12,337.941650390625
2019-04-15,336.4454345703125
2019-04-16,341.2333068847656
2019-04-17,341.33306884765625
2019-04-18,339.83685302734375
2019-04-23,342.33050537109375
2019-04-24,342.1309814453125
2019-04-25,341.1335144042969
2019-04-26,337.1436767578125
2019-04-29,333.4530334472656
2019-04-30,328.5654602050781
2019-05-01,327.2687683105469
2019-05-02,323.4783630371094
2019-05-03,319.6880187988281
2019-05-07,316.5958557128906
2019-05-08,311.20953369140625
2019-05-09,311.5087890625
2019-05-10,312.3067932128906
