Date,NATIONALUM.NS
2015-08-21,17.038379669189453
2015-08-24,16.56197738647461
2015-08-25,16.42186164855957
2015-08-26,16.646047592163086
2015-08-27,16.281740188598633
2015-08-28,17.262571334838867
2015-08-31,18.1032772064209
2015-09-01,18.075252532958984
2015-09-02,18.131298065185547
2015-09-03,18.63572883605957
2015-09-04,18.299448013305664
2015-09-07,18.80386734008789
2015-09-08,18.943984985351562
2015-09-09,19.364337921142578
2015-09-10,19.616552352905273
2015-09-11,19.784696578979492
2015-09-14,20.73750877380371
2015-09-15,20.93366813659668
2015-09-16,20.345169067382812
2015-09-18,20.828227996826172
2015-09-21,20.828227996826172
2015-09-22,20.714570999145508
2015-09-23,20.714570999145508
2015-09-24,20.828227996826172
2015-09-28,20.771392822265625
2015-09-29,19.833696365356445
2015-09-30,19.97577476501465
2015-10-01,19.890527725219727
2015-10-05,19.890527725219727
2015-10-06,20.288341522216797
2015-10-07,20.515661239624023
2015-10-08,20.714570999145508
2015-10-09,21.99324607849121
2015-10-12,22.646793365478516
2015-10-13,23.215089797973633
2015-10-14,22.98777198791504
2015-10-15,22.788862228393555
2015-10-16,22.874113082885742
2015-10-19,22.788862228393555
2015-10-20,22.732032775878906
2015-10-21,23.129844665527344
2015-10-23,23.243505477905273
2015-10-26,22.732032775878906
2015-10-27,22.70361328125
2015-10-28,22.646793365478516
2015-10-29,22.106901168823242
2015-10-30,21.879587173461914
2015-11-02,21.62384605407715
2015-11-03,21.709095001220703
2015-11-04,21.879587173461914
2015-11-05,21.737506866455078
2015-11-06,21.567014694213867
2015-11-09,21.282865524291992
2015-11-10,20.515661239624023
2015-11-13,20.288341522216797
2015-11-16,20.97030258178711
2015-11-17,20.544078826904297
2015-11-18,20.657732009887695
2015-11-19,21.282865524291992
2015-11-20,21.62384605407715
2015-11-23,21.45335578918457
2015-11-24,21.311281204223633
2015-11-26,22.447885513305664
2015-11-27,22.533132553100586
2015-11-30,23.016183853149414
2015-12-01,23.016183853149414
2015-12-02,23.016183853149414
2015-12-03,22.277393341064453
2015-12-04,23.243505477905273
2015-12-07,22.874113082885742
2015-12-08,22.36263656616211
2015-12-09,21.567014694213867
2015-12-10,22.021656036376953
2015-12-11,21.794342041015625
2015-12-14,21.907995223999023
2015-12-15,22.3342227935791
2015-12-16,22.61837387084961
2015-12-17,23.55607032775879
2015-12-18,23.811811447143555
2015-12-21,25.232561111450195
2015-12-22,23.470823287963867
2015-12-23,22.788862228393555
2015-12-24,23.300338745117188
2015-12-28,22.930938720703125
2015-12-29,22.732032775878906
2015-12-30,23.016183853149414
2015-12-31,22.70361328125
2016-01-01,22.874113082885742
2016-01-04,22.021656036376953
2016-01-05,22.05006980895996
2016-01-06,21.9364070892334
2016-01-07,21.140789031982422
2016-01-08,21.22603416442871
2016-01-11,22.192150115966797
2016-01-12,21.53860092163086
2016-01-13,21.027135848999023
2016-01-14,20.88505744934082
2016-01-15,20.25992774963379
2016-01-18,19.464305877685547
2016-01-19,19.748456954956055
2016-01-20,19.577960968017578
2016-01-21,19.43588638305664
2016-01-22,19.492717742919922
2016-01-25,19.748456954956055
2016-01-27,19.691625595092773
2016-01-28,19.606380462646484
2016-01-29,19.606380462646484
2016-02-01,19.6632080078125
2016-02-02,19.464305877685547
2016-02-03,18.952835083007812
2016-02-04,18.839176177978516
2016-02-05,19.379056930541992
2016-02-08,19.322229385375977
2016-02-09,19.35064125061035
2016-02-10,19.20856475830078
2016-02-11,18.441360473632812
2016-02-12,17.645740509033203
2016-02-15,18.270872116088867
2016-02-16,18.015138626098633
2016-02-17,18.498191833496094
2016-02-18,18.64026641845703
2016-02-19,19.009662628173828
2016-02-22,19.379056930541992
2016-02-23,19.20856475830078
2016-02-24,18.981246948242188
2016-02-25,18.611854553222656
2016-02-26,18.924423217773438
2016-02-29,18.697101593017578
2016-03-01,18.668678283691406
2016-03-02,19.094905853271484
2016-03-03,20.828227996826172
2016-03-04,21.36810874938965
2016-03-08,22.106901168823242
2016-03-09,22.135316848754883
2016-03-10,22.135316848754883
2016-03-11,21.907995223999023
2016-03-14,22.163728713989258
2016-03-15,23.158260345458984
2016-03-16,22.533132553100586
2016-03-17,22.675203323364258
2016-03-18,22.70361328125
2016-03-21,22.589956283569336
2016-03-22,22.476295471191406
2016-03-23,22.623010635375977
2016-03-28,21.860105514526367
2016-03-29,21.94813346862793
2016-03-30,22.476295471191406
2016-03-31,23.18051528930664
2016-04-01,22.887094497680664
2016-04-04,23.1218318939209
2016-04-05,22.32958221435547
2016-04-06,22.476295471191406
2016-04-07,22.711040496826172
2016-04-08,22.76972007751465
2016-04-11,23.239200592041016
2016-04-12,22.975116729736328
2016-04-13,24.266183853149414
2016-04-18,26.4962158203125
2016-04-20,25.938705444335938
2016-04-21,25.67462730407715
2016-04-22,25.880016326904297
2016-04-25,25.73331069946289
2016-04-26,26.84832191467285
2016-04-27,27.904644012451172
2016-04-28,27.02437400817871
2016-04-29,27.083057403564453
2016-05-02,27.200428009033203
2016-05-03,27.43516731262207
2016-05-04,25.5572509765625
2016-05-05,25.205148696899414
2016-05-06,25.498567581176758
2016-05-09,24.82369041442871
2016-05-10,25.175798416137695
2016-05-11,24.91172218322754
2016-05-12,25.293169021606445
2016-05-13,25.058427810668945
2016-05-16,24.44223976135254
2016-05-17,24.70632553100586
2016-05-18,24.354209899902344
2016-05-19,24.11947250366211
2016-05-20,23.796710968017578
2016-05-23,24.383554458618164
2016-05-24,24.82369041442871
2016-05-25,25.293169021606445
2016-05-26,24.530261993408203
2016-05-27,24.55960464477539
2016-05-30,24.55960464477539
2016-05-31,25.175798416137695
2016-06-01,24.61829376220703
2016-06-02,24.647634506225586
2016-06-03,24.79435157775879
2016-06-06,24.44223976135254
2016-06-07,24.55960464477539
2016-06-08,24.41289520263672
2016-06-09,24.530261993408203
2016-06-10,24.383554458618164
2016-06-13,24.383554458618164
2016-06-14,24.500926971435547
2016-06-15,24.588956832885742
2016-06-16,24.530261993408203
2016-06-17,24.090133666992188
2016-06-20,24.354209899902344
2016-06-21,24.588956832885742
2016-06-22,24.11947250366211
2016-06-23,24.236846923828125
2016-06-24,24.44223976135254
2016-06-27,24.500926971435547
2016-06-28,24.44223976135254
2016-06-29,24.9997501373291
2016-06-30,25.234485626220703
2016-07-01,24.91172218322754
2016-07-04,25.11711311340332
2016-07-05,25.73331069946289
2016-07-07,25.968048095703125
2016-07-08,25.70396614074707
