Date,TVSSCS.NS
2024-01-04,199.5500030517578
2024-01-05,198.75
2024-01-08,196.89999389648438
2024-01-09,195.4499969482422
2024-01-10,197.25
2024-01-11,199.89999389648438
2024-01-12,198.35000610351562
2024-01-15,197.8000030517578
2024-01-16,197.0
2024-01-17,194.8000030517578
2024-01-19,194.9499969482422
2024-01-23,187.25
2024-01-24,195.39999389648438
2024-01-25,195.1999969482422
2024-01-29,194.1999969482422
2024-01-30,194.0500030517578
2024-01-31,193.25
2024-02-01,193.5500030517578
2024-02-02,192.9499969482422
2024-02-05,191.4499969482422
2024-02-06,188.75
2024-02-07,191.0
2024-02-08,187.6999969482422
2024-02-09,185.3000030517578
2024-02-12,183.1999969482422
2024-02-13,181.10000610351562
2024-02-14,179.3000030517578
2024-02-15,183.60000610351562
2024-02-16,182.3000030517578
2024-02-19,190.0500030517578
2024-02-20,200.4499969482422
2024-02-21,190.0500030517578
2024-02-22,187.6999969482422
2024-02-23,187.39999389648438
2024-02-26,188.1999969482422
2024-02-27,185.64999389648438
2024-02-28,180.39999389648438
2024-02-29,180.4499969482422
2024-03-01,179.75
2024-03-04,179.89999389648438
2024-03-05,178.3000030517578
2024-03-06,172.64999389648438
2024-03-07,172.9499969482422
2024-03-11,167.85000610351562
2024-03-12,164.4499969482422
2024-03-13,149.89999389648438
2024-03-14,154.6999969482422
2024-03-15,150.6999969482422
2024-03-18,148.39999389648438
2024-03-19,155.1999969482422
2024-03-20,158.25
2024-03-21,163.60000610351562
2024-03-22,161.0
2024-03-26,155.64999389648438
2024-03-27,153.85000610351562
2024-03-28,154.39999389648438
2024-04-01,162.89999389648438
2024-04-02,172.4499969482422
2024-04-03,170.4499969482422
2024-04-04,170.64999389648438
2024-04-05,175.9499969482422
2024-04-08,171.25
2024-04-09,171.8000030517578
2024-04-10,172.0
2024-04-12,174.64999389648438
2024-04-15,167.75
2024-04-16,163.5500030517578
2024-04-18,161.8000030517578
2024-04-19,180.60000610351562
2024-04-22,178.4499969482422
2024-04-23,176.64999389648438
2024-04-24,179.60000610351562
2024-04-25,183.6999969482422
2024-04-26,182.5500030517578
2024-04-29,181.25
2024-04-30,178.35000610351562
2024-05-02,177.4499969482422
2024-05-03,175.0500030517578
2024-05-06,171.39999389648438
2024-05-07,165.25
2024-05-08,167.64999389648438
2024-05-09,166.1999969482422
2024-05-10,167.8000030517578
2024-05-13,168.75
2024-05-14,172.0500030517578
2024-05-15,170.3000030517578
2024-05-16,168.75
2024-05-17,175.3000030517578
2024-05-21,174.1999969482422
2024-05-22,172.5
2024-05-23,175.14999389648438
2024-05-24,178.1999969482422
2024-05-27,178.1999969482422
2024-05-28,177.0
2024-05-29,174.0
2024-05-30,170.9499969482422
2024-05-31,170.8000030517578
2024-06-03,172.5500030517578
2024-06-04,160.4499969482422
2024-06-05,165.39999389648438
2024-06-06,169.60000610351562
2024-06-07,169.85000610351562
2024-06-10,168.8800048828125
2024-06-11,169.3000030517578
2024-06-12,176.8000030517578
2024-06-13,174.9199981689453
2024-06-14,174.7100067138672
2024-06-18,174.67999267578125
2024-06-19,174.2899932861328
2024-06-20,188.10000610351562
2024-06-21,182.89999389648438
2024-06-24,181.49000549316406
2024-06-25,182.16000366210938
2024-06-26,183.67999267578125
2024-06-27,182.88999938964844
2024-06-28,181.47000122070312
2024-07-01,181.55999755859375
2024-07-02,182.05999755859375
2024-07-03,185.52000427246094
2024-07-04,189.24000549316406
2024-07-05,192.22000122070312
2024-07-08,190.72000122070312
2024-07-09,188.00999450683594
2024-07-10,184.30999755859375
2024-07-11,188.69000244140625
2024-07-12,187.57000732421875
2024-07-15,190.1999969482422
2024-07-16,194.8800048828125
2024-07-18,190.97999572753906
2024-07-19,188.9199981689453
2024-07-22,187.72000122070312
2024-07-23,184.0500030517578
2024-07-24,187.8699951171875
2024-07-25,192.2899932861328
2024-07-26,193.14999389648438
2024-07-29,194.82000732421875
2024-07-30,196.9199981689453
2024-07-31,195.24000549316406
2024-08-01,192.16000366210938
2024-08-02,188.7100067138672
2024-08-05,179.75
2024-08-06,177.44000244140625
2024-08-07,184.27999877929688
2024-08-08,189.91000366210938
2024-08-09,189.6699981689453
2024-08-12,190.02999877929688
2024-08-13,186.0
2024-08-14,187.8000030517578
2024-08-16,189.38999938964844
2024-08-19,191.50999450683594
2024-08-20,189.72999572753906
2024-08-21,191.63999938964844
2024-08-22,195.33999633789062
2024-08-23,195.41000366210938
2024-08-26,197.60000610351562
2024-08-28,195.1199951171875
2024-08-29,192.30999755859375
2024-08-30,192.42999267578125
2024-09-02,196.1699981689453
2024-09-03,197.25
2024-09-04,196.0800018310547
2024-09-05,206.91000366210938
2024-09-06,201.3699951171875
2024-09-09,203.94000244140625
2024-09-10,215.63999938964844
2024-09-11,209.86000061035156
2024-09-12,206.97000122070312
2024-09-13,206.8000030517578
2024-09-16,205.02999877929688
2024-09-17,205.0800018310547
2024-09-18,203.16000366210938
2024-09-19,196.36000061035156
2024-09-20,202.88999938964844
2024-09-23,208.67999267578125
2024-09-24,204.1300048828125
2024-09-25,203.1300048828125
2024-09-26,200.13999938964844
2024-09-27,197.91000366210938
2024-09-30,203.6999969482422
2024-10-01,205.52000427246094
2024-10-03,199.17999267578125
2024-10-04,196.67999267578125
2024-10-07,186.75
2024-10-08,192.80999755859375
2024-10-09,193.00999450683594
2024-10-10,192.77000427246094
2024-10-11,191.25999450683594
2024-10-14,191.55999755859375
2024-10-15,191.74000549316406
2024-10-16,190.02999877929688
2024-10-17,186.97999572753906
2024-10-18,188.1199951171875
2024-10-21,182.74000549316406
2024-10-22,176.6199951171875
2024-10-23,177.27999877929688
2024-10-24,178.4199981689453
2024-10-25,175.30999755859375
2024-10-28,176.4600067138672
2024-10-29,178.94000244140625
2024-10-31,188.25999450683594
2024-11-01,189.22999572753906
2024-11-04,185.61000061035156
2024-11-06,190.24000549316406
2024-11-07,188.36000061035156
2024-11-08,185.64999389648438
2024-11-11,183.57000732421875
2024-11-12,184.10000610351562
2024-11-13,176.44000244140625
2024-11-14,179.9199981689453
2024-11-18,181.77000427246094
2024-11-19,182.4199981689453
2024-11-21,180.58999633789062
2024-11-22,178.49000549316406
2024-11-25,177.55999755859375
2024-11-26,176.82000732421875
2024-11-27,177.82000732421875
2024-11-28,177.30999755859375
2024-11-29,176.92999267578125
2024-12-02,178.00999450683594
2024-12-03,179.8699951171875
2024-12-04,181.50999450683594
2024-12-05,180.08999633789062
2024-12-06,181.1300048828125
2024-12-09,184.80999755859375
2024-12-10,186.61000061035156
2024-12-11,192.60000610351562
2024-12-12,189.30999755859375
2024-12-13,187.1999969482422
2024-12-16,184.75
2024-12-17,183.11000061035156
2024-12-18,180.75999450683594
2024-12-19,178.52000427246094
2024-12-20,173.19000244140625
2024-12-23,171.5
2024-12-24,170.77000427246094
2024-12-26,169.83999633789062
2024-12-27,177.3800048828125
2024-12-30,171.52999877929688
2024-12-31,178.85000610351562
2025-01-01,176.8000030517578
2025-01-02,178.02999877929688
2025-01-03,176.1300048828125
2025-01-06,169.33999633789062
2025-01-07,170.77000427246094
2025-01-08,169.1199951171875
2025-01-09,168.27000427246094
2025-01-10,162.33999633789062
2025-01-13,153.32000732421875
2025-01-14,156.91000366210938
2025-01-15,159.27999877929688
2025-01-16,166.2100067138672
2025-01-17,164.33999633789062
2025-01-20,165.50999450683594
2025-01-21,163.22000122070312
2025-01-22,158.0
2025-01-23,157.2899932861328
2025-01-24,153.52999877929688
2025-01-27,145.8800048828125
2025-01-28,139.4199981689453
2025-01-29,140.66000366210938
2025-01-30,139.27999877929688
2025-01-31,142.7100067138672
2025-02-01,146.08999633789062
2025-02-03,140.0399932861328
2025-02-04,141.67999267578125
2025-02-05,143.63999938964844
2025-02-06,143.0800018310547
2025-02-07,141.47000122070312
2025-02-10,136.89999389648438
2025-02-11,131.72999572753906
2025-02-12,145.82000732421875
2025-02-13,139.8000030517578
2025-02-14,131.72999572753906
2025-02-17,127.63999938964844
2025-02-18,132.61000061035156
2025-02-19,135.02000427246094
2025-02-20,141.6300048828125
2025-02-21,138.72999572753906
2025-02-24,142.30999755859375
2025-02-25,139.2899932861328
2025-02-27,137.9499969482422
2025-02-28,137.7100067138672
2025-03-03,138.16000366210938
2025-03-04,135.66000366210938
2025-03-05,141.3800048828125
2025-03-06,140.4199981689453
2025-03-07,144.02000427246094
2025-03-10,135.3800048828125
2025-03-11,134.6199951171875
2025-03-12,131.8300018310547
2025-03-13,129.67999267578125
2025-03-17,127.36000061035156
2025-03-18,131.3000030517578
2025-03-19,135.9499969482422
2025-03-20,135.10000610351562
2025-03-21,141.3800048828125
2025-03-24,140.19000244140625
2025-03-25,135.0500030517578
2025-03-26,130.60000610351562
2025-03-27,130.27000427246094
2025-03-28,120.75
2025-04-01,126.0
2025-04-02,124.91000366210938
2025-04-03,127.20999908447266
2025-04-04,120.37999725341797
2025-04-07,112.62000274658203
2025-04-08,116.75
2025-04-09,109.66999816894531
2025-04-11,110.20999908447266
2025-04-15,112.73999786376953
2025-04-16,115.43000030517578
2025-04-17,117.16000366210938
2025-04-21,120.33000183105469
2025-04-22,122.98999786376953
2025-04-23,122.16000366210938
2025-04-24,123.1500015258789
2025-04-25,118.31999969482422
2025-04-28,117.77999877929688
2025-04-29,119.12000274658203
2025-04-30,115.3499984741211
2025-05-02,115.0199966430664
2025-05-05,116.72000122070312
2025-05-06,113.79000091552734
2025-05-07,114.0
2025-05-08,112.75
2025-05-09,112.55000305175781
2025-05-12,118.91000366210938
2025-05-13,122.83000183105469
2025-05-14,124.41999816894531
2025-05-15,131.02000427246094
2025-05-16,129.4600067138672
2025-05-19,129.44000244140625
2025-05-20,126.43000030517578
2025-05-21,128.8000030517578
2025-05-22,125.63999938964844
2025-05-23,129.1699981689453
2025-05-26,130.1699981689453
2025-05-27,131.55999755859375
2025-05-28,132.57000732421875
2025-05-29,132.91000366210938
2025-05-30,126.23999786376953
2025-06-02,126.41999816894531
2025-06-03,125.87000274658203
2025-06-04,132.1999969482422
2025-06-05,133.25999450683594
2025-06-06,131.22000122070312
2025-06-09,131.9499969482422
2025-06-10,135.50999450683594
2025-06-11,136.25
2025-06-12,134.60000610351562
2025-06-13,134.1699981689453
2025-06-16,143.3300018310547
2025-06-17,140.42999267578125
2025-06-18,142.1699981689453
2025-06-19,137.25
2025-06-20,131.24000549316406
2025-06-23,131.83999633789062
2025-06-24,130.8300018310547
2025-06-25,136.77000427246094
2025-06-26,135.77999877929688
2025-06-27,135.58999633789062
2025-06-30,136.4600067138672
2025-07-01,135.99000549316406
2025-07-02,134.1999969482422
2025-07-03,133.39999389648438
2025-07-04,131.94000244140625
2025-07-07,131.22999572753906
2025-07-08,130.97000122070312
2025-07-09,133.99000549316406
2025-07-10,134.88999938964844
2025-07-11,133.8000030517578
2025-07-14,131.5800018310547
2025-07-15,135.22000122070312
2025-07-16,134.8300018310547
2025-07-17,134.02000427246094
2025-07-18,134.35000610351562
2025-07-21,133.07000732421875
2025-07-22,132.77999877929688
2025-07-23,132.35000610351562
2025-07-24,130.00999450683594
2025-07-25,127.58999633789062
2025-07-28,126.68000030517578
2025-07-29,128.22000122070312
2025-07-30,129.7899932861328
2025-07-31,128.60000610351562
2025-08-01,124.0999984741211
2025-08-04,125.2300033569336
2025-08-05,126.7300033569336
2025-08-06,122.76000213623047
2025-08-07,124.7699966430664
2025-08-08,124.22000122070312
2025-08-11,132.66000366210938
2025-08-12,132.13999938964844
2025-08-13,134.08999633789062
2025-08-14,132.4499969482422
2025-08-18,132.99000549316406
2025-08-19,133.63999938964844
2025-08-20,133.85000610351562
2025-08-21,132.52000427246094
