Date,OFSA3.SA
2015-08-24,28.7020320892334
2015-08-25,28.847686767578125
2015-08-26,28.7020320892334
2015-08-27,28.693470001220703
2015-08-28,28.7020320892334
2015-08-31,29.121856689453125
2015-09-01,28.873388290405273
2015-09-02,28.273645401000977
2015-09-03,27.416868209838867
2015-09-04,26.988481521606445
2015-09-08,25.70331382751465
2015-09-09,26.902803421020508
2015-09-10,26.13170051574707
2015-09-11,26.080293655395508
2015-09-14,27.082725524902344
2015-09-15,28.95906639099121
2015-09-16,28.590646743774414
2015-09-17,28.273645401000977
2015-09-18,28.48784065246582
2015-09-21,28.282209396362305
2015-09-22,28.273645401000977
2015-09-23,29.13042449951172
2015-09-24,28.44499969482422
2015-09-25,29.13042449951172
2015-09-28,29.087589263916016
2015-09-29,27.656768798828125
2015-09-30,28.7020320892334
2015-10-01,29.13042449951172
2015-10-02,29.978635787963867
2015-10-05,29.987194061279297
2015-10-06,28.916223526000977
2015-10-07,28.916223526000977
2015-10-08,29.4731388092041
2015-10-09,29.978635787963867
2015-10-13,29.13042449951172
2015-10-14,29.37889289855957
2015-10-15,28.830551147460938
2015-10-16,29.987194061279297
2015-10-19,29.901525497436523
2015-10-20,29.13042449951172
2015-10-21,29.13042449951172
2015-10-22,29.13042449951172
2015-10-23,29.087589263916016
2015-10-26,28.907651901245117
2015-10-27,28.693470001220703
2015-10-28,29.13042449951172
2015-10-29,29.55881118774414
2015-10-30,29.55881118774414
2015-11-03,29.858680725097656
2015-11-04,29.644481658935547
2015-11-05,28.847686767578125
2015-11-06,29.387449264526367
2015-11-09,28.95906639099121
2015-11-10,28.7020320892334
2015-11-11,29.55881118774414
2015-11-12,29.550247192382812
2015-11-13,29.550247192382812
2015-11-16,29.46456527709961
2015-11-17,29.13042449951172
2015-11-18,29.044742584228516
2015-11-19,28.95906639099121
2015-11-23,29.001907348632812
2015-11-24,28.787710189819336
2015-11-25,28.693470001220703
2015-11-26,28.787710189819336
2015-11-27,28.479270935058594
2015-11-30,28.616361618041992
2015-12-01,28.153697967529297
2015-12-02,27.896663665771484
2015-12-03,27.40829849243164
2015-12-04,27.416868209838867
2015-12-07,27.35688591003418
2015-12-08,27.331188201904297
2015-12-09,26.997047424316406
2015-12-10,26.560089111328125
2015-12-11,27.930932998657227
2015-12-14,27.416868209838867
2015-12-15,26.988481521606445
2015-12-16,27.416868209838867
2015-12-17,27.845256805419922
2015-12-18,27.631057739257812
2015-12-21,27.502548217773438
2015-12-22,28.098146438598633
2015-12-23,29.472980499267578
2015-12-28,29.61905860900879
2015-12-29,29.206607818603516
2015-12-30,30.065881729125977
2016-01-04,29.816686630249023
2016-01-05,30.15180778503418
2016-01-06,31.741458892822266
2016-01-07,31.148563385009766
2016-01-08,31.750051498413086
2016-01-11,31.1055908203125
2016-01-12,31.019668579101562
2016-01-13,31.58678436279297
2016-01-14,31.62974739074707
2016-01-15,31.097000122070312
2016-01-18,30.93374252319336
2016-01-19,30.93374252319336
2016-01-20,30.67596435546875
2016-01-21,30.93374252319336
2016-01-22,30.830631256103516
2016-01-26,30.830631256103516
2016-01-27,30.93374252319336
2016-01-28,31.1055908203125
2016-01-29,30.93374252319336
2016-02-01,31.835979461669922
2016-02-02,32.953025817871094
2016-02-03,32.96160888671875
2016-02-04,33.339698791503906
2016-02-05,34.800453186035156
2016-02-10,35.40195846557617
2016-02-11,36.08076858520508
2016-02-12,36.94863510131836
2016-02-15,36.94863510131836
2016-02-16,35.917510986328125
2016-02-17,34.62860107421875
2016-02-18,33.59748077392578
2016-02-19,33.511558532714844
2016-02-22,33.24517822265625
2016-02-23,32.652278900146484
2016-02-24,32.81554412841797
2016-02-25,32.824134826660156
2016-02-26,33.1678466796875
2016-02-29,33.339698791503906
2016-03-01,33.511558532714844
2016-03-02,33.17643356323242
2016-03-03,34.370819091796875
2016-03-04,34.370819091796875
2016-03-07,34.198970794677734
2016-03-08,34.0700798034668
2016-03-09,34.0700798034668
2016-03-10,34.198970794677734
2016-03-11,34.370819091796875
2016-03-14,32.1796875
2016-03-15,31.1915283203125
2016-03-16,31.088401794433594
2016-03-17,32.60931396484375
2016-03-18,32.59213638305664
2016-03-21,31.793018341064453
2016-03-22,32.136722564697266
2016-03-23,33.24517822265625
2016-03-24,33.941184997558594
2016-03-28,34.886383056640625
2016-03-29,36.94003677368164
2016-03-30,37.72197723388672
2016-03-31,37.636051177978516
2016-04-01,37.42123031616211
2016-04-04,36.94863510131836
2016-04-05,36.86271667480469
2016-04-06,36.527591705322266
2016-04-07,37.2923469543457
2016-04-08,36.77678680419922
2016-04-11,36.94863510131836
2016-04-12,37.807899475097656
2016-04-13,37.807899475097656
2016-04-14,37.790714263916016
2016-04-15,36.484622955322266
2016-04-18,37.790714263916016
2016-04-19,37.790714263916016
2016-04-20,37.79931640625
2016-04-22,37.36968231201172
2016-04-25,37.79931640625
2016-04-26,38.667179107666016
2016-04-27,38.667179107666016
2016-04-28,38.667179107666016
2016-04-29,39.52643966674805
2016-05-02,39.62565994262695
2016-05-03,39.62565994262695
2016-05-04,39.746551513671875
