Date,MEL.MC
2015-08-24,11.249577522277832
2015-08-25,11.604148864746094
2015-08-26,11.590332984924316
2015-08-27,11.783734321594238
2015-08-28,11.797550201416016
2015-08-31,11.719269752502441
2015-09-01,11.415349960327148
2015-09-02,11.332462310791016
2015-09-03,11.535075187683105
2015-09-04,11.383115768432617
2015-09-07,11.350882530212402
2015-09-08,11.235761642456055
2015-09-09,11.604148864746094
2015-09-10,11.75610637664795
2015-09-11,11.765315055847168
2015-09-14,11.700849533081055
2015-09-15,11.723872184753418
2015-09-16,11.940299034118652
2015-09-17,11.963322639465332
2015-09-18,11.779129981994629
2015-09-21,11.815969467163086
2015-09-22,11.622566223144531
2015-09-23,11.594937324523926
2015-09-24,11.254179954528809
2015-09-25,11.364697456359863
2015-09-28,11.346277236938477
2015-09-29,11.111432075500488
2015-09-30,11.461397171020508
2015-10-01,11.327857971191406
2015-10-02,11.516655921936035
2015-10-05,11.664009094238281
2015-10-06,11.769920349121094
2015-10-07,11.548890113830566
2015-10-08,11.677824974060059
2015-10-09,11.240365028381348
2015-10-12,11.235761642456055
2015-10-13,11.129851341247559
2015-10-14,10.950263023376465
2015-10-15,10.96407699584961
2015-10-16,11.033149719238281
2015-10-19,11.18050479888916
2015-10-20,11.24497127532959
2015-10-21,11.456791877746582
2015-10-22,11.30943775177002
2015-10-23,11.617961883544922
2015-10-26,11.650195121765137
2015-10-27,11.820574760437012
2015-10-28,11.885042190551758
2015-10-29,12.07844352722168
2015-10-30,12.11988639831543
2015-11-02,12.156725883483887
2015-11-03,11.834388732910156
2015-11-04,11.608750343322754
2015-11-05,11.751502990722656
2015-11-06,12.013976097106934
2015-11-09,11.82978343963623
2015-11-10,11.843597412109375
2015-11-11,11.880435943603516
2015-11-12,11.85280704498291
2015-11-13,11.69163703918457
2015-11-16,11.42916202545166
2015-11-17,11.452189445495605
2015-11-18,11.28180980682373
2015-11-19,11.17590045928955
2015-11-20,11.111432075500488
2015-11-23,11.111432075500488
2015-11-24,10.77527904510498
2015-11-25,10.715417861938477
2015-11-26,11.01933479309082
2015-11-27,11.00551986694336
2015-11-30,11.088407516479492
2015-12-01,11.272600173950195
2015-12-02,11.346277236938477
2015-12-03,11.254179954528809
2015-12-04,11.373906135559082
2015-12-07,11.424558639526367
2015-12-08,11.157478332519531
2015-12-09,10.950263023376465
2015-12-10,10.945658683776855
2015-12-11,10.80290699005127
2015-12-14,11.00551986694336
2015-12-15,11.088407516479492
2015-12-16,11.093012809753418
2015-12-17,11.373906135559082
2015-12-18,11.212737083435059
2015-12-21,10.91802978515625
2015-12-22,10.890399932861328
2015-12-23,10.954867362976074
2015-12-24,10.853560447692871
2015-12-28,11.051568984985352
2015-12-29,11.171293258666992
2015-12-30,11.24497127532959
2015-12-31,11.2173433303833
2016-01-04,10.784489631652832
2016-01-05,10.881189346313477
2016-01-06,10.512804985046387
2016-01-07,10.236515998840332
2016-01-08,10.319402694702148
2016-01-11,10.259539604187012
2016-01-12,10.41610336303711
2016-01-13,10.121395111083984
2016-01-14,9.835896492004395
2016-01-15,9.439882278442383
2016-01-18,9.458301544189453
2016-01-19,9.536581993103027
2016-01-20,9.218850135803223
2016-01-21,9.1083345413208
2016-01-22,9.301737785339355
2016-01-25,9.361599922180176
2016-01-26,9.27871322631836
2016-01-27,9.306342124938965
2016-01-28,9.29252815246582
2016-01-29,9.228059768676758
2016-02-01,9.356995582580566
2016-02-02,8.887303352355957
2016-02-03,8.514311790466309
2016-02-04,8.528127670288086
2016-02-05,8.40379810333252
2016-02-08,7.920290946960449
2016-02-09,7.897266387939453
2016-02-10,8.270257949829102
2016-02-11,7.754518032073975
2016-02-12,7.814379692077637
2016-02-15,8.063039779663086
2016-02-16,7.961734771728516
2016-02-17,8.45905590057373
2016-02-18,8.555754661560059
2016-02-19,8.46826457977295
2016-02-22,8.569571495056152
2016-02-23,8.417612075805664
2016-02-24,8.330120086669922
2016-02-25,8.463659286499023
2016-02-26,8.910326957702637
2016-02-29,9.048470497131348
2016-03-01,9.218850135803223
2016-03-02,9.333971977233887
2016-03-03,9.131357192993164
2016-03-04,9.274107933044434
2016-03-07,9.347784996032715
2016-03-08,9.126753807067871
2016-03-09,8.924142837524414
2016-03-10,8.98861026763916
2016-03-11,9.071496963500977
2016-03-14,9.398438453674316
2016-03-15,9.393832206726074
2016-03-16,9.389228820800781
2016-03-17,9.223455429077148
2016-03-18,9.513558387756348
2016-03-21,9.762219429016113
2016-03-22,9.67933177947998
2016-03-23,9.670123100280762
2016-03-24,9.421463012695312
2016-03-29,9.135963439941406
2016-03-30,9.375415802001953
2016-03-31,9.522769927978516
2016-04-01,9.711566925048828
2016-04-04,9.550396919250488
2016-04-05,9.430672645568848
2016-04-06,9.421463012695312
2016-04-07,9.223455429077148
2016-04-08,9.628678321838379
2016-04-11,9.84510612487793
2016-04-12,9.909573554992676
2016-04-13,9.978645324707031
2016-04-14,10.121395111083984
2016-04-15,10.024694442749023
2016-04-18,10.052322387695312
2016-04-19,10.10758113861084
2016-04-20,10.277959823608398
2016-04-21,10.254935264587402
2016-04-22,10.098370552062988
2016-04-25,10.204282760620117
2016-04-26,10.268747329711914
2016-04-27,10.388473510742188
2016-04-28,10.402289390563965
2016-04-29,10.121395111083984
2016-05-02,10.066137313842773
2016-05-03,9.987854957580566
2016-05-04,9.891154289245605
2016-05-05,9.891154289245605
2016-05-06,9.840500831604004
2016-05-09,10.001668930053711
2016-05-10,10.024694442749023
2016-05-11,10.015484809875488
2016-05-12,9.974041938781738
2016-05-13,9.651701927185059
2016-05-16,9.776034355163574
2016-05-17,9.711566925048828
2016-05-18,9.720775604248047
2016-05-19,9.633283615112305
2016-05-20,9.85892105102539
