Date,SBO.VI
2015-08-24,35.055458068847656
2015-08-25,36.13102340698242
2015-08-26,37.047245025634766
2015-08-27,38.44150161743164
2015-08-28,37.12691879272461
2015-08-31,38.800025939941406
2015-09-01,39.963226318359375
2015-09-02,39.51706314086914
2015-09-03,39.98712158203125
2015-09-04,39.166507720947266
2015-09-07,38.99919891357422
2015-09-08,38.25028610229492
2015-09-09,39.03903579711914
2015-09-10,38.87968826293945
2015-09-11,38.64067077636719
2015-09-14,38.99919891357422
2015-09-15,39.357723236083984
2015-09-16,40.52889633178711
2015-09-17,41.182193756103516
2015-09-18,40.951148986816406
2015-09-21,41.0786247253418
2015-09-22,40.33768081665039
2015-09-23,40.465152740478516
2015-09-24,39.680389404296875
2015-09-25,39.756080627441406
2015-09-28,39.688350677490234
2015-09-29,39.95525360107422
2015-09-30,40.18629837036133
2015-10-01,40.560768127441406
2015-10-02,40.40937805175781
2015-10-05,41.89127731323242
2015-10-06,44.96659469604492
2015-10-07,45.47649383544922
2015-10-08,46.53611755371094
2015-10-09,48.40840148925781
2015-10-12,46.480350494384766
2015-10-13,44.53636932373047
2015-10-14,45.827049255371094
2015-10-15,44.14598083496094
2015-10-16,43.181949615478516
2015-10-19,41.038787841796875
2015-10-20,40.86351013183594
2015-10-21,41.636322021484375
2015-10-22,42.47288131713867
2015-10-23,42.40116882324219
2015-10-27,41.636322021484375
2015-10-28,43.65201950073242
2015-10-29,43.36519241333008
2015-10-30,43.54047775268555
2015-11-02,43.628108978271484
2015-11-03,44.63993835449219
2015-11-04,45.149837493896484
2015-11-05,44.26548385620117
2015-11-06,44.321250915527344
2015-11-09,43.90696334838867
2015-11-10,43.994606018066406
2015-11-11,44.34515380859375
2015-11-12,41.413246154785156
2015-11-13,41.32560729980469
2015-11-16,41.83551025390625
2015-11-17,43.245689392089844
2015-11-18,44.73554611206055
2015-11-19,45.10203552246094
2015-11-20,42.7756233215332
2015-11-23,41.87533950805664
2015-11-24,41.986881256103516
2015-11-25,41.99483871459961
2015-11-26,43.9388313293457
2015-11-27,42.97480773925781
2015-11-30,42.46491241455078
2015-12-01,42.35336685180664
2015-12-02,42.201995849609375
2015-12-03,42.84733200073242
2015-12-04,42.64019012451172
2015-12-07,41.78770446777344
2015-12-09,40.345645904541016
2015-12-10,40.85554504394531
2015-12-11,39.465274810791016
2015-12-14,38.620758056640625
2015-12-15,38.64067077636719
2015-12-16,40.17833709716797
2015-12-17,39.34576416015625
2015-12-18,38.30207443237305
2015-12-21,37.553157806396484
2015-12-22,38.67652893066406
2015-12-23,40.8077392578125
2015-12-28,40.27394104003906
2015-12-29,40.63246154785156
2015-12-30,40.16240310668945
2016-01-04,40.17036819458008
2016-01-05,39.04301834106445
2016-01-07,36.433773040771484
2016-01-08,35.16699981689453
2016-01-11,33.46601104736328
2016-01-12,34.418087005615234
2016-01-13,35.533485412597656
2016-01-14,36.652870178222656
2016-01-15,36.84806823730469
2016-01-18,36.88790512084961
2016-01-19,37.465518951416016
2016-01-20,35.89200973510742
2016-01-21,35.995582580566406
2016-01-22,36.613037109375
2016-01-25,34.99171829223633
2016-01-26,33.76477813720703
2016-01-27,33.65324020385742
2016-01-28,35.84420394897461
2016-01-29,38.24231719970703
2016-02-01,38.29012680053711
2016-02-02,37.84395980834961
2016-02-03,38.246307373046875
2016-02-04,39.55291748046875
2016-02-05,39.95525360107422
2016-02-08,38.5809211730957
2016-02-09,36.366058349609375
2016-02-10,35.58925247192383
2016-02-11,34.657100677490234
2016-02-12,34.820430755615234
2016-02-15,35.71274948120117
2016-02-16,35.72071838378906
2016-02-17,38.875701904296875
2016-02-18,37.4177131652832
2016-02-19,36.58515167236328
2016-02-22,38.72035217285156
2016-02-23,38.31003952026367
2016-02-24,37.60494613647461
2016-02-25,37.99932098388672
2016-02-26,40.74400329589844
2016-02-29,41.58852005004883
2016-03-01,42.6003532409668
2016-03-02,42.85530471801758
2016-03-03,43.405029296875
2016-03-04,44.130043029785156
2016-03-07,44.3929557800293
2016-03-08,44.34515380859375
2016-03-09,44.22564697265625
2016-03-10,42.1780891418457
2016-03-11,42.72782516479492
2016-03-14,43.771514892578125
2016-03-15,42.10638427734375
2016-03-16,42.966835021972656
2016-03-17,43.46876907348633
2016-03-18,45.09406661987305
2016-03-21,44.53636932373047
2016-03-22,42.863258361816406
2016-03-23,40.94318771362305
2016-03-24,40.23410415649414
2016-03-29,39.83574295043945
2016-03-30,42.17012023925781
2016-03-31,42.63220977783203
2016-04-01,42.1780891418457
2016-04-04,41.190162658691406
2016-04-05,40.24207305908203
2016-04-06,40.927249908447266
2016-04-07,41.11049270629883
2016-04-08,41.68412399291992
2016-04-11,42.64815139770508
2016-04-12,43.77948760986328
2016-04-13,45.611934661865234
2016-04-14,46.99822235107422
2016-04-15,46.47238540649414
2016-04-18,46.05012512207031
2016-04-19,47.24519348144531
2016-04-20,47.24519348144531
2016-04-21,47.30096435546875
2016-04-22,47.94630813598633
2016-04-25,47.00618362426758
2016-04-26,47.053993225097656
2016-04-27,48.0020751953125
2016-04-28,47.882564544677734
2016-04-29,46.91854476928711
2016-05-02,46.34490966796875
2016-05-03,45.181705474853516
2016-05-04,44.85504913330078
2016-05-06,45.65176773071289
2016-05-09,45.217750549316406
2016-05-10,45.33027648925781
2016-05-11,45.8205451965332
2016-05-12,46.222415924072266
2016-05-13,45.34634780883789
2016-05-17,43.80318832397461
2016-05-18,44.12468719482422
2016-05-19,43.626373291015625
2016-05-20,43.586185455322266
2016-05-23,43.626373291015625
2016-05-24,45.410648345947266
2016-05-25,45.65176773071289
2016-05-27,45.732139587402344
2016-05-30,44.69533157348633
2016-05-31,44.036277770996094
2016-06-01,43.626373291015625
2016-06-02,43.05572509765625
2016-06-03,41.87424087524414
2016-06-06,42.58152770996094
2016-06-07,44.47832107543945
2016-06-08,47.098480224609375
2016-06-09,47.45212173461914
2016-06-10,47.010074615478516
2016-06-13,46.174190521240234
2016-06-14,42.886940002441406
2016-06-15,42.81460952758789
2016-06-16,41.649200439453125
2016-06-17,43.35310745239258
2016-06-20,42.854793548583984
2016-06-21,42.38862991333008
2016-06-22,42.23591613769531
2016-06-23,42.083213806152344
2016-06-24,42.20377731323242
2016-06-27,41.25537109375
2016-06-28,41.25537109375
2016-06-29,42.51723098754883
2016-06-30,43.67459487915039
2016-07-01,42.91909408569336
2016-07-04,41.592933654785156
2016-07-05,40.13417434692383
2016-07-06,39.91716766357422
2016-07-07,40.74098205566406
2016-07-08,41.21519088745117
2016-07-11,42.68600845336914
2016-07-12,42.68600845336914
2016-07-13,43.65048599243164
2016-07-14,44.33365249633789
2016-07-15,44.38188171386719
2016-07-18,44.29347229003906
2016-07-19,43.72282028198242
2016-07-20,43.92375946044922
2016-07-21,45.040931701660156
2016-07-22,46.021480560302734
2016-07-25,45.52317428588867
2016-07-26,45.04896926879883
2016-07-27,45.9652214050293
2016-07-28,44.864112854003906
2016-07-29,44.07646179199219
2016-08-01,44.148799896240234
2016-08-02,43.4817008972168
2016-08-03,44.880191802978516
2016-08-04,44.719444274902344
2016-08-05,45.35438919067383
2016-08-08,46.30279541015625
2016-08-09,47.26726150512695
2016-08-10,47.339595794677734
2016-08-11,47.2833366394043
2016-08-12,47.55660629272461
2016-08-16,48.80238342285156
2016-08-17,48.215660095214844
2016-08-18,48.4005241394043
2016-08-19,49.316768646240234
2016-08-22,47.50838088989258
2016-08-23,48.14332962036133
2016-08-24,44.0443115234375
2016-08-25,42.20377731323242
2016-08-26,43.6826286315918
2016-08-29,43.449554443359375
2016-08-30,42.92713165283203
2016-08-31,41.79386901855469
2016-09-01,41.27145004272461
2016-09-02,41.01425552368164
2016-09-05,43.52188491821289
2016-09-06,42.59759521484375
2016-09-07,42.23591613769531
2016-09-08,43.5379638671875
2016-09-09,44.197017669677734
2016-09-12,43.00749588012695
2016-09-13,42.3162956237793
2016-09-14,41.938541412353516
2016-09-15,41.06248474121094
2016-09-16,41.30359649658203
2016-09-19,42.308258056640625
2016-09-20,41.01425552368164
2016-09-21,43.192359924316406
2016-09-22,44.205055236816406
2016-09-23,43.72282028198242
2016-09-26,43.81926345825195
2016-09-27,42.412742614746094
2016-09-28,42.75834655761719
2016-09-29,47.018104553222656
2016-09-30,47.41997146606445
2016-10-03,47.41997146606445
2016-10-04,46.84932327270508
2016-10-05,48.63359832763672
2016-10-06,48.27995681762695
2016-10-07,48.61752700805664
2016-10-10,49.70255661010742
2016-10-11,49.099769592285156
2016-10-12,49.30873107910156
2016-10-13,48.73004913330078
2016-10-14,48.72200393676758
2016-10-17,48.90686798095703
2016-10-18,50.82777786254883
2016-10-19,51.87262725830078
2016-10-20,52.71653747558594
2016-10-21,53.05411148071289
2016-10-24,53.520263671875
2016-10-25,53.85784149169922
2016-10-27,52.242340087890625
2016-10-28,52.242340087890625
2016-10-31,51.84851837158203
2016-11-02,50.667030334472656
2016-11-03,51.67973327636719
2016-11-04,51.181419372558594
2016-11-07,51.060855865478516
2016-11-08,50.707218170166016
2016-11-09,52.829063415527344
2016-11-10,55.35276794433594
2016-11-11,53.84175491333008
2016-11-14,53.648860931396484
2016-11-15,55.28847122192383
2016-11-16,54.88660430908203
2016-11-17,52.72457504272461
2016-11-18,53.85784149169922
2016-11-21,54.5892219543457
2016-11-22,53.04606246948242
2016-11-23,53.761383056640625
2016-11-24,54.08287811279297
2016-11-25,52.644203186035156
2016-11-28,51.760101318359375
2016-11-29,50.723289489746094
2016-11-30,53.88194274902344
2016-12-01,56.94415283203125
2016-12-02,56.23686981201172
2016-12-05,56.82359313964844
2016-12-06,57.233489990234375
2016-12-07,58.63198471069336
2016-12-09,57.42638397216797
2016-12-12,60.19121170043945
2016-12-13,61.00298309326172
2016-12-14,60.27961349487305
2016-12-15,60.30373001098633
2016-12-16,60.67344665527344
2016-12-19,59.210662841796875
2016-12-20,59.082069396972656
2016-12-21,60.745784759521484
2016-12-22,60.922603607177734
2016-12-23,61.03512954711914
2016-12-27,61.48521041870117
2016-12-28,62.69081497192383
2016-12-29,62.393428802490234
2017-01-02,62.2407112121582
2017-01-03,62.66669845581055
2017-01-04,62.409507751464844
2017-01-05,61.935298919677734
2017-01-09,60.97886657714844
2017-01-10,60.183170318603516
2017-01-11,60.99494171142578
2017-01-12,61.846893310546875
2017-01-13,61.48521041870117
2017-01-16,61.77455520629883
2017-01-17,59.692893981933594
2017-01-18,59.67683029174805
2017-01-19,59.67683029174805
2017-01-20,60.03850555419922
2017-01-23,59.87775802612305
2017-01-24,60.681488037109375
2017-01-25,60.85027313232422
2017-01-26,60.27961349487305
2017-01-27,60.33588409423828
2017-01-30,57.627315521240234
2017-01-31,56.092201232910156
2017-02-01,58.02114486694336
2017-02-02,56.92003631591797
2017-02-03,57.538909912109375
2017-02-06,56.64677429199219
2017-02-07,57.06470489501953
2017-02-08,56.260982513427734
2017-02-09,56.5583610534668
2017-02-10,57.46656799316406
2017-02-13,58.30244827270508
