Date,NTPC.NS
2015-08-03,77.8951187133789
2015-08-04,77.95281982421875
2015-08-05,78.87567901611328
2015-08-06,78.38540649414062
2015-08-07,77.2030029296875
2015-08-10,75.76103973388672
2015-08-11,75.44379425048828
2015-08-12,73.85762023925781
2015-08-13,73.74227142333984
2015-08-14,74.78048706054688
2015-08-17,73.85762023925781
2015-08-18,73.39618682861328
2015-08-19,72.67520141601562
2015-08-20,72.6463851928711
2015-08-21,71.1755599975586
2015-08-24,66.50358581542969
2015-08-25,68.72421264648438
2015-08-26,69.15679931640625
2015-08-27,68.72421264648438
2015-08-28,70.13734436035156
2015-08-31,70.05082702636719
2015-09-01,69.35868072509766
2015-09-02,67.19573974609375
2015-09-03,68.86465454101562
2015-09-04,67.04933166503906
2015-09-07,65.93672180175781
2015-09-08,67.02006530761719
2015-09-09,70.79705810546875
2015-09-10,69.83086395263672
2015-09-11,70.06510162353516
2015-09-14,73.7249755859375
2015-09-15,74.28128051757812
2015-09-16,74.86688232421875
2015-09-18,74.25201416015625
2015-09-21,74.22273254394531
2015-09-22,70.79705810546875
2015-09-23,71.03131103515625
2015-09-24,71.47048950195312
2015-09-28,70.82635498046875
2015-09-29,71.06059265136719
2015-09-30,72.46598052978516
2015-10-01,72.3196029663086
2015-10-05,74.7790298461914
2015-10-06,73.63713836669922
2015-10-07,74.80831146240234
2015-10-08,73.78353881835938
2015-10-09,73.78353881835938
2015-10-12,74.51551818847656
2015-10-13,74.63265991210938
2015-10-14,73.69570922851562
2015-10-15,73.19796752929688
2015-10-16,74.25201416015625
2015-10-19,74.54480743408203
2015-10-20,74.92544555664062
2015-10-21,76.09658813476562
2015-10-23,77.67767333984375
2015-10-26,77.7947998046875
2015-10-27,77.67767333984375
2015-10-28,75.80381774902344
2015-10-29,74.92544555664062
2015-10-30,77.7655029296875
2015-11-02,77.70695495605469
2015-11-03,79.46371459960938
2015-11-04,79.08306121826172
2015-11-05,79.6393814086914
2015-11-06,79.37586975097656
2015-11-09,78.20469665527344
2015-11-10,76.91643524169922
2015-11-13,76.59435272216797
2015-11-16,76.82858276367188
2015-11-17,77.3556137084961
2015-11-18,77.82406616210938
2015-11-19,78.4389419555664
2015-11-20,78.5560531616211
2015-11-23,77.9411849975586
2015-11-24,76.7992935180664
2015-11-26,77.82406616210938
2015-11-27,77.70695495605469
2015-11-30,76.65291595458984
2015-12-01,77.67767333984375
2015-12-02,77.9411849975586
2015-12-03,78.17543029785156
2015-12-04,76.36012268066406
2015-12-07,76.24299621582031
2015-12-08,76.15515899658203
2015-12-09,76.2137222290039
2015-12-10,77.9997329711914
2015-12-11,77.73625183105469
2015-12-14,77.7947998046875
2015-12-15,77.17994689941406
2015-12-16,78.20469665527344
2015-12-17,79.37586975097656
2015-12-18,79.55154418945312
2015-12-21,79.87361907958984
2015-12-22,80.22496795654297
2015-12-23,81.39613342285156
2015-12-24,81.5718002319336
2015-12-28,84.29476928710938
2015-12-29,84.79253387451172
2015-12-30,84.93892669677734
2015-12-31,85.64163208007812
2016-01-01,84.61683654785156
2016-01-04,83.91415405273438
2016-01-05,83.2992935180664
2016-01-06,82.83081817626953
2016-01-07,80.72269439697266
2016-01-08,81.71820831298828
2016-01-11,82.91866302490234
2016-01-12,85.0267562866211
2016-01-13,84.4704360961914
2016-01-14,83.8555908203125
2016-01-15,79.90290832519531
2016-01-18,78.81957244873047
2016-01-19,79.14163970947266
2016-01-20,77.41415405273438
2016-01-21,77.88263702392578
2016-01-22,80.89840698242188
2016-01-25,80.78126525878906
2016-01-27,84.17764282226562
2016-01-28,84.4704360961914
2016-01-29,83.41641235351562
2016-02-01,82.12810516357422
2016-02-02,78.49748992919922
2016-02-03,75.33535766601562
2016-02-04,73.7249755859375
2016-02-05,74.02154541015625
2016-02-08,73.10221862792969
