Date,BBY.L
2016-08-30,282.795166015625
2016-08-31,281.79693603515625
2016-09-01,278.7025146484375
2016-09-02,279.8005065917969
2016-09-05,281.1980285644531
2016-09-06,280.6989440917969
2016-09-07,282.1962585449219
2016-09-08,282.8949890136719
2016-09-09,279.9002990722656
2016-09-12,274.21051025390625
2016-09-13,274.5099792480469
2016-09-14,273.1124267578125
2016-09-15,276.6062316894531
2016-09-16,279.7007751464844
2016-09-19,281.1980285644531
2016-09-20,279.3013916015625
2016-09-21,280.6989440917969
2016-09-22,282.0964050292969
2016-09-23,280.8985595703125
2016-09-26,275.9074401855469
2016-09-27,275.0090637207031
2016-09-28,278.2034606933594
2016-09-29,278.7025146484375
2016-09-30,278.90216064453125
2016-10-03,280.39947509765625
2016-10-04,281.0982360839844
2016-10-05,278.3031921386719
2016-10-06,276.0162048339844
2016-10-07,275.0179443359375
2016-10-10,274.9181213378906
2016-10-11,275.4172668457031
2016-10-12,273.021484375
2016-10-13,270.52587890625
2016-10-14,274.6186828613281
2016-10-17,271.4242248535156
2016-10-18,273.9199523925781
2016-10-19,277.2140808105469
2016-10-20,276.8148193359375
2016-10-21,278.1125793457031
2016-10-24,280.1091003417969
2016-10-25,273.3209228515625
2016-10-26,269.2281799316406
2016-10-27,265.83404541015625
2016-10-28,269.1282958984375
2016-10-31,270.52587890625
2016-11-01,269.327880859375
2016-11-02,265.1352844238281
2016-11-03,267.43121337890625
2016-11-04,258.0476989746094
2016-11-07,263.0389709472656
2016-11-08,261.6413879394531
2016-11-09,280.8078308105469
2016-11-10,294.583740234375
2016-11-11,289.3927001953125
2016-11-14,290.09149169921875
2016-11-15,292.9864501953125
2016-11-16,284.201904296875
2016-11-17,279.5101013183594
2016-11-18,278.1125793457031
2016-11-21,271.324462890625
2016-11-22,272.72198486328125
2016-11-23,269.327880859375
2016-11-24,271.82354736328125
2016-11-25,271.2246398925781
2016-11-28,267.2316589355469
2016-11-29,267.5311279296875
2016-11-30,267.2316589355469
2016-12-01,270.2263488769531
2016-12-02,268.4295349121094
2016-12-05,269.6274108886719
2016-12-06,273.72027587890625
2016-12-07,277.5135803222656
2016-12-08,277.11431884765625
2016-12-09,276.2158508300781
2016-12-12,273.6203918457031
2016-12-13,279.5101013183594
2016-12-14,271.02496337890625
2016-12-15,269.9269104003906
2016-12-16,271.82354736328125
2016-12-19,271.02496337890625
2016-12-20,267.43121337890625
2016-12-21,263.5380859375
2016-12-22,265.6344299316406
2016-12-23,267.13177490234375
2016-12-28,267.13177490234375
2016-12-29,265.83404541015625
2016-12-30,268.4295349121094
2017-01-03,270.4259948730469
2017-01-04,265.2351379394531
2017-01-05,266.2334289550781
2017-01-06,268.2298889160156
2017-01-09,266.2334289550781
2017-01-10,270.0267639160156
2017-01-11,269.42779541015625
2017-01-12,265.0354309082031
2017-01-13,267.2316589355469
2017-01-16,265.2351379394531
2017-01-17,266.73248291015625
2017-01-18,272.4224853515625
2017-01-19,264.53631591796875
2017-01-20,261.34185791015625
2017-01-23,261.0425109863281
2017-01-24,260.14404296875
2017-01-25,263.5380859375
2017-01-26,267.5311279296875
2017-01-27,264.3367004394531
2017-01-30,258.0476989746094
2017-01-31,258.0476989746094
2017-02-01,260.34368896484375
2017-02-02,264.53631591796875
2017-02-03,266.133544921875
2017-02-06,264.3367004394531
2017-02-07,265.83404541015625
2017-02-08,267.63092041015625
2017-02-09,268.0302734375
2017-02-10,271.324462890625
2017-02-13,272.72198486328125
2017-02-14,272.921630859375
2017-02-15,277.81304931640625
2017-02-16,274.0196838378906
2017-02-17,273.3209228515625
2017-02-20,272.62213134765625
2017-02-21,275.0179443359375
2017-02-22,273.6203918457031
2017-02-23,271.7237548828125
2017-02-24,269.527587890625
2017-02-27,273.6203918457031
2017-02-28,276.1160583496094
2017-03-01,282.10552978515625
2017-03-02,278.71148681640625
2017-03-03,278.1125793457031
2017-03-06,277.61346435546875
2017-03-07,275.81658935546875
2017-03-08,275.4172668457031
2017-03-09,277.2140808105469
2017-03-10,283.50311279296875
2017-03-13,283.50311279296875
2017-03-14,279.5101013183594
2017-03-15,283.4032897949219
2017-03-16,271.1247863769531
2017-03-17,264.53631591796875
2017-03-20,268.3296203613281
2017-03-21,268.629150390625
2017-03-22,262.7394104003906
2017-03-23,268.0302734375
2017-03-24,266.6327209472656
2017-03-27,264.73602294921875
2017-03-28,264.23687744140625
2017-03-29,268.9285888671875
2017-03-30,265.93389892578125
2017-03-31,268.9285888671875
2017-04-03,267.5311279296875
2017-04-04,265.43475341796875
2017-04-05,268.3296203613281
2017-04-06,269.527587890625
2017-04-07,269.527587890625
2017-04-10,270.1266174316406
2017-04-11,285.89892578125
2017-04-12,288.29473876953125
2017-04-13,289.8919677734375
2017-04-18,282.70452880859375
2017-04-19,282.20538330078125
2017-04-20,279.9272155761719
2017-04-21,279.6277160644531
2017-04-24,282.4230041503906
2017-04-25,282.6226501464844
2017-04-26,285.6176452636719
2017-04-27,283.6209411621094
2017-04-28,291.3079833984375
2017-05-02,297.8968811035156
2017-05-03,291.6075439453125
2017-05-04,295.60076904296875
2017-05-05,290.4095458984375
2017-05-08,288.612548828125
2017-05-09,288.7123718261719
2017-05-10,287.81396484375
2017-05-11,282.6226501464844
2017-05-12,279.4281005859375
2017-05-15,280.0270080566406
2017-05-16,282.922119140625
2017-05-17,280.3265075683594
2017-05-18,279.02874755859375
2017-05-19,278.2301025390625
2017-05-22,282.0236511230469
2017-05-23,282.5228271484375
2017-05-24,279.9272155761719
2017-05-25,277.9305725097656
2017-05-26,278.5295104980469
2017-05-30,280.3265075683594
2017-05-31,281.3248291015625
2017-06-01,283.2215881347656
2017-06-02,281.3248291015625
2017-06-05,277.231689453125
2017-06-06,268.94573974609375
2017-06-07,270.5431213378906
2017-06-08,274.9356384277344
2017-06-09,274.5363464355469
2017-06-12,275.0354309082031
2017-06-13,277.9305725097656
2017-06-14,285.21832275390625
2017-06-15,276.9322814941406
2017-06-16,281.923828125
2017-06-19,282.4230041503906
2017-06-20,282.1235046386719
2017-06-21,281.923828125
2017-06-22,277.5312805175781
2017-06-23,279.72760009765625
2017-06-26,279.5877685546875
2017-06-27,274.0191345214844
2017-06-28,274.4364929199219
2017-06-29,268.2469482421875
2017-06-30,270.1438293457031
2017-07-03,269.4449768066406
2017-07-04,266.6496887207031
2017-07-05,268.74615478515625
2017-07-06,264.8526306152344
2017-07-07,265.7511291503906
2017-07-10,257.2655334472656
2017-07-11,255.9676971435547
2017-07-12,259.46173095703125
2017-07-13,264.55316162109375
2017-07-14,262.4566955566406
2017-07-17,270.8425598144531
2017-07-18,270.3432922363281
2017-07-19,273.53802490234375
2017-07-20,273.8374938964844
2017-07-21,266.4499206542969
2017-07-24,263.75457763671875
2017-07-25,261.8577575683594
2017-07-26,266.7494812011719
2017-07-27,266.3501281738281
2017-07-28,262.8560485839844
2017-07-31,263.55487060546875
2017-08-01,264.65301513671875
2017-08-02,260.060791015625
2017-08-03,262.1571960449219
2017-08-04,264.05401611328125
2017-08-07,262.55657958984375
2017-08-08,262.0573425292969
2017-08-09,260.6597595214844
2017-08-10,257.96429443359375
2017-08-11,255.6681671142578
2017-08-14,263.0556640625
2017-08-15,262.0573425292969
2017-08-16,278.729248046875
2017-08-17,278.42974853515625
2017-08-18,273.038818359375
2017-08-21,268.646240234375
2017-08-22,278.5295104980469
2017-08-23,274.037109375
2017-08-24,270.7427062988281
2017-08-25,268.94573974609375
2017-08-29,264.55316162109375
2017-08-30,265.3518371582031
2017-08-31,268.44659423828125
2017-09-01,264.353515625
2017-09-04,262.8560485839844
2017-09-05,263.0556640625
2017-09-06,259.9609375
2017-09-07,262.0573425292969
2017-09-08,261.6580810546875
2017-09-11,262.35687255859375
2017-09-12,263.55487060546875
2017-09-13,263.8543395996094
2017-09-14,265.551513671875
2017-09-15,261.9576110839844
2017-09-18,262.0573425292969
2017-09-19,262.55657958984375
2017-09-20,258.86279296875
2017-09-21,256.5666809082031
2017-09-22,258.7629089355469
2017-09-25,258.1639709472656
2017-09-26,253.07257080078125
2017-09-27,256.96600341796875
2017-09-28,271.4414978027344
2017-09-29,268.74615478515625
2017-10-02,266.1505126953125
2017-10-03,268.646240234375
2017-10-04,269.1454162597656
2017-10-05,266.7613525390625
2017-10-06,267.16064453125
2017-10-09,266.5616455078125
2017-10-10,267.0607604980469
2017-10-11,267.65985107421875
2017-10-12,267.0607604980469
2017-10-13,267.5600280761719
2017-10-16,269.2572937011719
2017-10-17,267.2605895996094
2017-10-18,272.3521728515625
2017-10-19,271.553466796875
2017-10-20,268.45855712890625
2017-10-23,263.0673828125
2017-10-24,266.162353515625
2017-10-25,266.8612060546875
2017-10-26,271.0543212890625
2017-10-27,270.2555847167969
2017-10-30,272.65167236328125
2017-10-31,273.5501403808594
2017-11-01,278.04278564453125
2017-11-02,279.6401672363281
2017-11-03,281.0378112792969
2017-11-06,279.939697265625
2017-11-07,278.94134521484375
2017-11-08,279.540283203125
2017-11-09,275.6466979980469
2017-11-10,276.0460510253906
2017-11-13,269.45697021484375
2017-11-14,269.45697021484375
2017-11-15,263.366943359375
2017-11-16,264.56494140625
2017-11-17,264.3652648925781
2017-11-20,264.96429443359375
2017-11-21,262.3685607910156
2017-11-22,264.56494140625
2017-11-23,264.96429443359375
2017-11-24,260.771240234375
2017-11-27,258.87432861328125
2017-11-28,259.7728271484375
2017-11-29,260.8710021972656
2017-11-30,264.3652648925781
2017-12-01,261.8693542480469
2017-12-04,265.2638244628906
2017-12-05,266.162353515625
2017-12-06,263.46673583984375
2017-12-07,264.2654724121094
2017-12-08,270.8546142578125
2017-12-11,271.553466796875
2017-12-12,275.0476989746094
2017-12-13,274.92193603515625
2017-12-14,277.1443176269531
2017-12-15,278.5419006347656
2017-12-18,280.7384033203125
2017-12-19,283.1344299316406
2017-12-20,281.2375793457031
2017-12-21,286.9281311035156
2017-12-22,286.4289855957031
2017-12-27,290.52227783203125
2017-12-28,292.31927490234375
2017-12-29,296.51239013671875
2018-01-02,294.51568603515625
2018-01-03,292.5190124511719
2018-01-04,294.6155700683594
2018-01-05,295.5140380859375
2018-01-08,293.717041015625
2018-01-09,300.4059753417969
2018-01-10,301.7038879394531
2018-01-11,301.1048889160156
2018-01-12,307.0950622558594
2018-01-15,297.11138916015625
2018-01-16,294.51568603515625
2018-01-17,290.6221618652344
2018-01-18,295.1147766113281
2018-01-19,289.3242492675781
2018-01-22,288.3258972167969
2018-01-23,291.8200988769531
2018-01-24,289.6238098144531
2018-01-25,290.52227783203125
2018-01-26,293.1180114746094
2018-01-29,290.1229248046875
2018-01-30,283.2342224121094
2018-01-31,282.0362243652344
2018-02-01,276.4454345703125
2018-02-02,270.7547607421875
2018-02-05,268.0592956542969
2018-02-06,264.664794921875
2018-02-07,269.15740966796875
2018-02-08,268.658203125
2018-02-09,266.5616455078125
2018-02-12,272.65167236328125
2018-02-13,271.3538513183594
2018-02-14,271.0543212890625
2018-02-15,272.9511413574219
2018-02-16,280.03948974609375
2018-02-19,272.65167236328125
2018-02-20,275.34722900390625
2018-02-21,272.9511413574219
2018-02-22,269.85626220703125
2018-02-23,268.5584411621094
2018-02-26,267.0607604980469
2018-02-27,266.3619689941406
2018-02-28,264.76470947265625
2018-03-01,262.06903076171875
2018-03-02,259.37353515625
2018-03-05,262.5682678222656
2018-03-06,263.9659423828125
2018-03-07,264.2654724121094
2018-03-08,272.75152587890625
2018-03-09,276.5453186035156
2018-03-12,277.04449462890625
2018-03-13,276.4454345703125
2018-03-14,281.53704833984375
2018-03-15,286.0296936035156
2018-03-16,287.1278076171875
2018-03-19,282.1360778808594
2018-03-20,281.7367248535156
2018-03-21,277.1443176269531
2018-03-22,272.2523193359375
2018-03-23,269.2572937011719
2018-03-26,267.4601745605469
2018-03-27,272.5518493652344
2018-03-28,268.0592956542969
2018-03-29,267.16064453125
2018-04-03,265.16400146484375
2018-04-04,263.1672668457031
2018-04-05,270.1558532714844
2018-04-06,268.9577331542969
2018-04-09,269.75640869140625
2018-04-10,273.5501403808594
2018-04-11,271.65325927734375
2018-04-12,273.35052490234375
2018-04-13,275.2474060058594
2018-04-16,277.54364013671875
2018-04-17,281.2375793457031
2018-04-18,286.2293395996094
2018-04-19,287.15185546875
2018-04-20,290.24700927734375
2018-04-23,288.8492431640625
2018-04-24,286.8523864746094
2018-04-25,285.35467529296875
2018-04-26,287.15185546875
2018-04-27,289.4482727050781
2018-04-30,293.74163818359375
2018-05-01,294.6402282714844
2018-05-02,299.5325927734375
2018-05-03,297.2361755371094
2018-05-04,298.3343505859375
2018-05-08,301.32977294921875
2018-05-09,304.6246032714844
2018-05-10,301.6292419433594
2018-05-11,301.9288330078125
2018-05-14,300.5310363769531
2018-05-15,303.9257507324219
2018-05-16,302.8274230957031
2018-05-17,301.52947998046875
2018-05-18,302.32818603515625
2018-05-21,308.4187316894531
2018-05-22,306.3219299316406
2018-05-23,303.5262756347656
2018-05-24,303.8258361816406
2018-05-25,305.4233703613281
2018-05-29,297.73541259765625
2018-05-30,300.73077392578125
2018-05-31,305.12384033203125
2018-06-01,310.3157043457031
2018-06-04,310.51544189453125
2018-06-05,308.4187316894531
2018-06-06,310.615234375
2018-06-07,302.0286560058594
2018-06-08,302.5278625488281
2018-06-11,301.32977294921875
2018-06-12,299.5325927734375
2018-06-13,297.0364990234375
2018-06-14,299.7322082519531
2018-06-15,296.7369689941406
2018-06-18,294.54034423828125
2018-06-19,289.74786376953125
2018-06-20,289.947509765625
2018-06-21,283.4576721191406
2018-06-22,286.05364990234375
2018-06-25,282.459228515625
2018-06-26,282.0598449707031
2018-06-27,282.55908203125
2018-06-28,278.96466064453125
2018-06-29,283.2579345703125
2018-07-02,278.7650146484375
2018-07-03,280.3624572753906
2018-07-04,280.76190185546875
2018-07-05,281.66046142578125
2018-07-06,284.5559387207031
2018-07-09,288.8492431640625
2018-07-10,292.94287109375
2018-07-11,288.4498596191406
2018-07-12,288.94903564453125
2018-07-13,287.9505920410156
2018-07-16,290.0024719238281
2018-07-17,290.5466003417969
2018-07-18,290.946044921875
2018-07-19,287.9505920410156
2018-07-20,288.7494201660156
2018-07-23,287.9505920410156
2018-07-24,289.5481262207031
2018-07-25,288.4498596191406
2018-07-26,289.5481262207031
2018-07-27,291.2454833984375
2018-07-30,292.5434875488281
2018-07-31,293.1425476074219
2018-08-01,290.346923828125
2018-08-02,283.95684814453125
2018-08-03,287.35162353515625
2018-08-06,287.15185546875
2018-08-07,290.147216796875
2018-08-08,289.4482727050781
2018-08-09,289.5481262207031
2018-08-10,288.050537109375
2018-08-13,291.3453369140625
2018-08-14,289.8476867675781
2018-08-15,292.24395751953125
2018-08-16,289.5481262207031
2018-08-17,283.7572021484375
2018-08-20,286.6526794433594
2018-08-21,293.8414611816406
2018-08-22,292.7431640625
2018-08-23,294.7400207519531
2018-08-24,296.0379943847656
2018-08-28,293.9412841796875
2018-08-29,292.7431640625
2018-08-30,290.8460693359375
2018-08-31,289.2486572265625
2018-09-03,287.35162353515625
2018-09-04,281.46075439453125
2018-09-05,281.3609313964844
2018-09-06,280.5621337890625
2018-09-07,280.76190185546875
2018-09-10,286.7525634765625
2018-09-11,281.66046142578125
2018-09-12,283.5575256347656
2018-09-13,283.4576721191406
2018-09-14,285.1549987792969
2018-09-17,285.2549133300781
2018-09-18,286.05364990234375
2018-09-19,285.4545593261719
2018-09-20,288.54974365234375
2018-09-21,287.7509765625
2018-09-24,283.95684814453125
2018-09-25,280.3624572753906
2018-09-26,278.4654846191406
2018-09-27,277.66668701171875
2018-09-28,273.67291259765625
2018-10-01,278.0660705566406
2018-10-02,276.1690368652344
2018-10-03,281.1612548828125
2018-10-04,275.3858947753906
2018-10-05,272.490234375
2018-10-08,267.8971252441406
2018-10-09,268.5961608886719
2018-10-10,264.70196533203125
2018-10-11,258.21173095703125
2018-10-12,257.6126403808594
2018-10-15,254.51730346679688
2018-10-16,260.60809326171875
2018-10-17,259.9091491699219
2018-10-18,259.60968017578125
2018-10-19,256.1148986816406
2018-10-22,257.5127868652344
2018-10-23,252.22076416015625
2018-10-24,250.62313842773438
2018-10-25,252.0210723876953
2018-10-26,250.42343139648438
2018-10-29,257.7124938964844
2018-10-30,257.1133728027344
2018-10-31,262.7050476074219
2018-11-01,271.9909973144531
2018-11-02,275.1862487792969
2018-11-05,273.388916015625
2018-11-06,273.788330078125
2018-11-07,277.0834045410156
2018-11-08,278.3814392089844
2018-11-09,277.28302001953125
2018-11-12,273.189208984375
2018-11-13,275.88525390625
2018-11-14,273.48876953125
2018-11-15,269.8941955566406
2018-11-16,270.7928466796875
2018-11-19,268.1967468261719
2018-11-20,267.09832763671875
2018-11-21,269.49481201171875
2018-11-22,269.8941955566406
2018-11-23,269.8941955566406
2018-11-26,267.39794921875
2018-11-27,269.1952209472656
2018-11-28,267.2981262207031
2018-11-29,266.99847412109375
2018-11-30,250.62313842773438
2018-12-03,244.33262634277344
2018-12-04,237.8423614501953
2018-12-05,237.24325561523438
2018-12-06,230.25379943847656
2018-12-07,235.6456756591797
2018-12-10,232.1509246826172
2018-12-11,240.13893127441406
2018-12-12,247.42796325683594
2018-12-13,245.73049926757812
2018-12-14,254.91668701171875
2018-12-17,249.62464904785156
2018-12-18,245.43096923828125
2018-12-19,249.12539672851562
2018-12-20,245.5308074951172
2018-12-21,243.03456115722656
2018-12-24,242.53530883789062
2018-12-27,240.63816833496094
2018-12-28,246.12991333007812
2018-12-31,248.9257049560547
2019-01-02,245.23126220703125
2019-01-03,243.23426818847656
2019-01-04,248.1268768310547
2019-01-07,250.8228302001953
2019-01-08,255.21627807617188
2019-01-09,266.0998840332031
2019-01-10,266.0000305175781
2019-01-11,268.3963623046875
2019-01-14,265.900146484375
2019-01-15,265.60064697265625
2019-01-16,271.1922302246094
2019-01-17,271.0923767089844
2019-01-18,280.677978515625
2019-01-21,279.0803527832031
2019-01-22,278.78082275390625
2019-01-23,274.68701171875
2019-01-24,274.4872741699219
2019-01-25,274.38739013671875
2019-01-28,272.6899719238281
2019-01-29,277.88214111328125
2019-01-30,280.1787414550781
2019-01-31,273.5885925292969
2019-02-01,275.5856018066406
2019-02-04,276.6839904785156
2019-02-05,278.68096923828125
2019-02-06,282.9744567871094
2019-02-07,280.3783874511719
2019-02-08,274.5871276855469
2019-02-11,281.3769226074219
2019-02-12,283.1742248535156
2019-02-13,284.2725830078125
2019-02-14,284.3723449707031
2019-02-15,281.8761291503906
2019-02-18,282.3753967285156
2019-02-19,281.3769226074219
2019-02-20,277.7823486328125
2019-02-21,281.47674560546875
2019-02-22,281.277099609375
2019-02-25,278.9804992675781
2019-02-26,291.1622009277344
2019-02-27,288.3663635253906
2019-02-28,287.56756591796875
2019-03-01,292.8595886230469
2019-03-04,291.1622009277344
2019-03-05,291.6614685058594
2019-03-06,294.55706787109375
2019-03-07,291.7613220214844
2019-03-08,284.7718200683594
2019-03-11,282.9744567871094
2019-03-12,285.37091064453125
2019-03-13,284.7718200683594
2019-03-14,283.1742248535156
2019-03-15,282.9744567871094
2019-03-18,275.08636474609375
2019-03-19,273.5885925292969
2019-03-20,272.78985595703125
2019-03-21,267.7973327636719
2019-03-22,262.8048095703125
2019-03-25,259.7095031738281
2019-03-26,259.010498046875
2019-03-27,259.60968017578125
2019-03-28,256.71405029296875
2019-03-29,261.70654296875
2019-04-01,261.60662841796875
2019-04-02,259.21026611328125
2019-04-03,264.6020812988281
2019-04-04,264.0030212402344
2019-04-05,262.60516357421875
2019-04-08,260.009033203125
2019-04-09,257.2132568359375
2019-04-10,256.6141662597656
2019-04-11,261.00750732421875
2019-04-12,265.40087890625
2019-04-15,268.3963623046875
2019-04-16,266.7988586425781
2019-04-17,265.0015563964844
2019-04-18,259.8093566894531
2019-04-23,258.61114501953125
2019-04-24,263.2042236328125
2019-04-25,257.6126403808594
2019-04-26,252.42042541503906
2019-04-29,250.62313842773438
2019-04-30,250.8228302001953
2019-05-01,251.4219512939453
2019-05-02,248.4264678955078
2019-05-03,251.22225952148438
2019-05-07,247.6276397705078
2019-05-08,249.8243408203125
2019-05-09,243.03456115722656
2019-05-10,242.4354705810547
