Date,FGP.L
2016-02-01,92.40568542480469
2016-02-02,91.65645599365234
2016-02-03,88.55962371826172
2016-02-04,88.70947265625
2016-02-05,89.15899658203125
2016-02-08,83.81446075439453
2016-02-09,81.61669921875
2016-02-10,82.56573486328125
2016-02-11,80.66767120361328
2016-02-12,85.51272583007812
2016-02-15,85.96226501464844
2016-02-16,85.7624740600586
2016-02-17,88.5096664428711
2016-02-18,88.11007690429688
2016-02-19,86.16206359863281
2016-02-22,87.4107894897461
2016-02-23,87.4107894897461
2016-02-24,86.86134338378906
2016-02-25,91.20691680908203
2016-02-26,92.70538330078125
2016-02-29,92.15593719482422
2016-03-01,93.80426788330078
2016-03-02,94.35369110107422
2016-03-03,94.35369110107422
2016-03-04,95.85216522216797
2016-03-07,95.10293579101562
2016-03-08,94.40365600585938
2016-03-09,93.25482940673828
2016-03-10,92.9051742553711
2016-03-11,95.50251770019531
2016-03-14,94.85319519042969
2016-03-15,94.203857421875
2016-03-16,95.45259094238281
2016-03-17,94.05401611328125
2016-03-18,94.60343170166016
2016-03-21,93.75431823730469
2016-03-22,92.45565795898438
2016-03-23,93.90415954589844
2016-03-24,93.55451202392578
2016-03-29,94.7033462524414
2016-03-30,95.50251770019531
2016-03-31,96.60140228271484
2016-04-01,97.4505386352539
2016-04-04,97.95002746582031
2016-04-05,97.65033721923828
2016-04-06,96.75125122070312
2016-04-07,98.2996826171875
2016-04-08,98.79916381835938
2016-04-11,97.75022888183594
2016-04-12,99.54839324951172
2016-04-13,100.2976303100586
2016-04-14,99.54839324951172
2016-04-15,97.9999771118164
2016-04-18,97.05095672607422
2016-04-19,97.05095672607422
2016-04-20,97.65033721923828
2016-04-21,97.50048065185547
2016-04-22,97.10088348388672
2016-04-25,98.14981842041016
2016-04-26,97.60037994384766
2016-04-27,100.19773864746094
2016-04-28,102.49539947509766
2016-04-29,99.7481918334961
2016-05-03,98.89905548095703
2016-05-04,98.74921417236328
2016-05-05,99.69824981689453
2016-05-06,98.69926452636719
2016-05-09,99.89804077148438
2016-05-10,99.99794006347656
2016-05-11,99.09886169433594
2016-05-12,99.89804077148438
2016-05-13,98.84910583496094
2016-05-16,99.59835052490234
2016-05-17,100.99691772460938
2016-05-18,102.1957015991211
2016-05-19,102.99488067626953
2016-05-20,104.59324645996094
2016-05-23,106.89090728759766
2016-05-24,108.08968353271484
2016-05-25,108.38936614990234
2016-05-26,108.38936614990234
2016-05-27,108.7889633178711
2016-05-31,107.98978424072266
2016-06-01,106.09172058105469
2016-06-02,107.2905044555664
2016-06-03,106.39142608642578
2016-06-06,107.88988494873047
2016-06-07,107.78999328613281
2016-06-08,106.79100799560547
2016-06-09,107.88988494873047
2016-06-10,105.59223175048828
2016-06-13,102.99488067626953
2016-06-14,109.18856048583984
2016-06-15,101.49639892578125
2016-06-16,93.95410919189453
2016-06-17,96.10192108154297
2016-06-20,99.59835052490234
2016-06-21,97.90007781982422
2016-06-22,100.4974365234375
2016-06-23,103.09477233886719
2016-06-24,96.00202941894531
2016-06-27,88.60955810546875
2016-06-28,92.50557708740234
2016-06-29,98.14981842041016
2016-06-30,100.19773864746094
2016-07-01,101.29662322998047
2016-07-04,97.65033721923828
2016-07-05,93.6544189453125
2016-07-06,93.80426788330078
2016-07-07,97.00100708007812
2016-07-08,98.0998764038086
2016-07-11,102.0958023071289
2016-07-12,102.69518280029297
2016-07-13,101.3965072631836
2016-07-14,102.0958023071289
2016-07-15,99.89804077148438
2016-07-18,99.59835052490234
2016-07-19,100.19773864746094
2016-07-20,99.7481918334961
2016-07-21,98.94902038574219
2016-07-22,98.39957427978516
2016-07-25,99.59835052490234
2016-07-26,98.84910583496094
2016-07-27,100.69722747802734
2016-07-28,100.89703369140625
2016-07-29,100.19773864746094
2016-08-01,98.2996826171875
2016-08-02,96.65135192871094
2016-08-03,96.7013168334961
2016-08-04,99.54839324951172
2016-08-05,101.3965072631836
2016-08-08,102.3954849243164
2016-08-09,102.59529113769531
2016-08-10,101.09680938720703
2016-08-11,100.2976303100586
2016-08-12,102.49539947509766
2016-08-15,102.49539947509766
2016-08-16,101.99589538574219
2016-08-17,102.79507446289062
2016-08-18,104.79305267333984
2016-08-19,105.19264221191406
2016-08-22,105.49234008789062
2016-08-23,107.88988494873047
2016-08-24,110.88682556152344
2016-08-25,109.98774719238281
2016-08-26,109.78794860839844
2016-08-30,109.68804931640625
2016-08-31,109.78794860839844
2016-09-01,110.6870346069336
2016-09-02,111.28643035888672
2016-09-05,111.7859115600586
2016-09-06,110.88682556152344
2016-09-07,112.38529205322266
2016-09-08,114.38325500488281
2016-09-09,112.58509063720703
2016-09-12,110.18753814697266
2016-09-13,110.08763122558594
2016-09-14,109.98774719238281
2016-09-15,111.48621368408203
2016-09-16,111.48621368408203
2016-09-19,110.58712768554688
2016-09-20,109.38835906982422
2016-09-21,106.69111633300781
2016-09-22,105.9918212890625
2016-09-23,104.89293670654297
2016-09-26,104.99284362792969
2016-09-27,104.09375
2016-09-28,105.9918212890625
2016-09-29,106.29151916503906
2016-09-30,105.59223175048828
2016-10-03,106.09172058105469
2016-10-04,109.18856048583984
2016-10-05,107.78999328613281
2016-10-06,106.79100799560547
2016-10-07,105.89192962646484
2016-10-10,104.89293670654297
2016-10-11,106.49131774902344
2016-10-12,105.692138671875
2016-10-13,106.19161987304688
2016-10-14,105.9918212890625
2016-10-17,104.99284362792969
2016-10-18,105.692138671875
2016-10-19,106.39142608642578
2016-10-20,105.29253387451172
2016-10-21,104.89293670654297
2016-10-24,104.2935562133789
2016-10-25,104.69315338134766
2016-10-26,108.18958282470703
2016-10-27,111.58609771728516
2016-10-28,113.38427734375
2016-10-31,109.48825073242188
2016-11-01,110.78693389892578
2016-11-02,109.58815002441406
2016-11-03,110.48722839355469
2016-11-04,106.99079895019531
2016-11-07,109.2884521484375
2016-11-08,108.28948974609375
2016-11-09,106.89090728759766
2016-11-10,108.48927307128906
2016-11-11,108.38936614990234
2016-11-14,109.58815002441406
2016-11-15,110.88682556152344
2016-11-16,108.28948974609375
2016-11-17,107.0906982421875
2016-11-18,107.49029541015625
2016-11-21,105.19264221191406
2016-11-22,106.09172058105469
2016-11-23,106.79100799560547
2016-11-24,102.79507446289062
2016-11-25,102.49539947509766
2016-11-28,102.0958023071289
2016-11-29,104.59324645996094
2016-11-30,101.69621276855469
2016-12-01,103.39448547363281
2016-12-02,100.69722747802734
2016-12-05,100.69722747802734
2016-12-06,102.0958023071289
2016-12-07,101.99589538574219
2016-12-08,103.49436950683594
2016-12-09,103.29457092285156
2016-12-12,102.29559326171875
2016-12-13,103.19467163085938
2016-12-14,102.1957015991211
2016-12-15,103.29457092285156
2016-12-16,102.99488067626953
2016-12-19,103.59425354003906
2016-12-20,103.7940673828125
2016-12-21,103.7940673828125
2016-12-22,104.09375
2016-12-23,103.99385070800781
2016-12-28,103.19467163085938
2016-12-29,103.39448547363281
2016-12-30,103.49436950683594
2017-01-03,103.69416046142578
2017-01-04,103.39448547363281
2017-01-05,104.39344787597656
2017-01-06,104.79305267333984
2017-01-09,104.39344787597656
2017-01-10,104.59324645996094
2017-01-11,103.69416046142578
2017-01-12,102.99488067626953
2017-01-13,102.79507446289062
2017-01-16,101.89599609375
2017-01-17,102.99488067626953
2017-01-18,103.49436950683594
2017-01-19,103.39448547363281
2017-01-20,103.19467163085938
2017-01-23,103.19467163085938
2017-01-24,103.09477233886719
2017-01-25,103.19467163085938
2017-01-26,102.69518280029297
2017-01-27,103.49436950683594
2017-01-30,102.89497375488281
2017-01-31,103.7940673828125
2017-02-01,104.39344787597656
2017-02-02,103.69416046142578
2017-02-03,103.99385070800781
2017-02-06,103.89396667480469
2017-02-07,111.08661651611328
2017-02-08,116.38121795654297
2017-02-09,114.98265075683594
2017-02-10,115.78182983398438
2017-02-13,116.9806137084961
2017-02-14,117.48009490966797
2017-02-15,118.47907257080078
2017-02-16,119.17835998535156
2017-02-17,119.17835998535156
2017-02-20,119.47806549072266
2017-02-21,119.77774810791016
2017-02-22,121.17633819580078
2017-02-23,121.37611389160156
2017-02-24,118.47907257080078
2017-02-27,118.57897186279297
2017-02-28,120.07743835449219
2017-03-01,120.97652435302734
2017-03-02,121.47601318359375
2017-03-03,120.87662506103516
2017-03-06,121.17633819580078
2017-03-07,120.37715148925781
2017-03-08,121.8756103515625
2017-03-09,122.87458801269531
2017-03-10,122.77469635009766
2017-03-13,124.47296142578125
2017-03-14,124.17327880859375
2017-03-15,123.773681640625
2017-03-16,125.07235717773438
2017-03-17,124.97245025634766
2017-03-20,124.77265167236328
2017-03-21,122.17530059814453
2017-03-22,121.47601318359375
2017-03-23,123.67378234863281
2017-03-24,123.97346496582031
2017-03-27,128.06927490234375
2017-03-28,131.8654022216797
2017-03-29,132.8643798828125
2017-03-30,132.76451110839844
2017-03-31,131.8654022216797
2017-04-03,129.66766357421875
2017-04-04,130.06724548339844
2017-04-05,130.26702880859375
2017-04-06,132.16510009765625
2017-04-07,132.4647979736328
2017-04-10,134.6625518798828
2017-04-11,134.3628692626953
2017-04-12,132.56471252441406
2017-04-13,135.86134338378906
2017-04-18,134.3628692626953
2017-04-19,135.4617462158203
2017-04-20,134.1630859375
2017-04-21,133.86337280273438
2017-04-24,134.4627685546875
2017-04-25,134.762451171875
2017-04-26,135.4617462158203
2017-04-27,135.86134338378906
2017-04-28,136.36082458496094
2017-05-02,136.36082458496094
2017-05-03,134.96224975585938
2017-05-04,136.06112670898438
2017-05-05,136.46072387695312
2017-05-08,137.3597869873047
2017-05-09,138.6584930419922
2017-05-10,140.75631713867188
2017-05-11,142.05502319335938
2017-05-12,142.9541015625
2017-05-15,143.0540008544922
2017-05-16,143.35366821289062
2017-05-17,143.9530792236328
2017-05-18,143.75326538085938
2017-05-19,145.15184020996094
2017-05-22,146.15084838867188
2017-05-23,147.74920654296875
2017-05-24,149.3475799560547
2017-05-25,150.1467742919922
2017-05-26,152.84400939941406
2017-05-30,151.14573669433594
2017-05-31,149.64727783203125
2017-06-01,142.1549072265625
2017-06-02,144.2527618408203
2017-06-05,140.85626220703125
2017-06-06,141.25582885742188
2017-06-07,140.6564483642578
2017-06-08,140.15695190429688
2017-06-09,140.75631713867188
2017-06-12,139.45767211914062
2017-06-13,140.05706787109375
2017-06-14,142.05502319335938
2017-06-15,137.45973205566406
2017-06-16,141.45562744140625
2017-06-19,134.96224975585938
2017-06-20,133.26397705078125
2017-06-21,130.36695861816406
2017-06-22,128.46888732910156
2017-06-23,128.76858520507812
2017-06-26,129.8804473876953
2017-06-27,129.68064880371094
2017-06-28,127.07030487060547
2017-06-29,126.87049865722656
2017-06-30,125.57183074951172
2017-07-03,122.17530059814453
2017-07-04,121.97550964355469
2017-07-05,121.97550964355469
2017-07-06,121.47601318359375
2017-07-07,121.076416015625
2017-07-10,120.97652435302734
2017-07-11,118.87866973876953
2017-07-12,115.48213958740234
2017-07-13,116.9806137084961
2017-07-14,116.9806137084961
2017-07-17,117.77980041503906
2017-07-18,119.87765502929688
2017-07-19,118.77876281738281
2017-07-20,117.67990112304688
2017-07-21,116.68091583251953
2017-07-24,115.38224792480469
2017-07-25,116.38121795654297
2017-07-26,116.78081512451172
2017-07-27,116.58100891113281
2017-07-28,115.48213958740234
2017-07-31,115.38224792480469
2017-08-01,116.38121795654297
2017-08-02,116.78081512451172
2017-08-03,115.58203125
2017-08-04,116.38121795654297
2017-08-07,116.8807144165039
2017-08-08,116.78081512451172
2017-08-09,115.38224792480469
2017-08-10,114.08355712890625
2017-08-11,112.58509063720703
2017-08-14,115.58203125
2017-08-15,114.88273620605469
2017-08-16,116.78081512451172
2017-08-17,118.07947540283203
2017-08-18,116.78081512451172
2017-08-21,115.68193054199219
2017-08-22,116.08152770996094
2017-08-23,115.58203125
2017-08-24,115.98162841796875
2017-08-25,114.78285217285156
2017-08-29,113.98365020751953
2017-08-30,114.88273620605469
2017-08-31,117.28030395507812
2017-09-01,118.77876281738281
2017-09-04,116.48111724853516
2017-09-05,116.8807144165039
2017-09-06,115.98162841796875
2017-09-07,113.28438568115234
2017-09-08,112.68498229980469
2017-09-11,113.68397521972656
2017-09-12,112.78488159179688
2017-09-13,112.58509063720703
2017-09-14,113.38427734375
2017-09-15,113.1844711303711
2017-09-18,114.88273620605469
2017-09-19,115.8817367553711
2017-09-20,115.38224792480469
2017-09-21,114.08355712890625
2017-09-22,113.98365020751953
2017-09-25,116.08152770996094
2017-09-26,114.78285217285156
2017-09-27,114.68296813964844
2017-09-28,115.28233337402344
2017-09-29,116.8807144165039
2017-10-02,116.68091583251953
2017-10-03,116.48111724853516
2017-10-04,115.48213958740234
2017-10-05,114.78285217285156
2017-10-06,114.58306121826172
2017-10-09,113.28438568115234
2017-10-10,114.88273620605469
2017-10-11,112.48519134521484
2017-10-12,108.88886260986328
2017-10-13,108.88886260986328
2017-10-16,108.28948974609375
2017-10-17,108.28948974609375
2017-10-18,107.78999328613281
2017-10-19,107.5901870727539
2017-10-20,107.88988494873047
2017-10-23,107.88988494873047
2017-10-24,106.59120178222656
2017-10-25,107.78999328613281
2017-10-26,109.18856048583984
2017-10-27,110.08763122558594
2017-10-30,111.88579559326172
2017-10-31,109.88784790039062
2017-11-01,112.8847885131836
2017-11-02,113.48416900634766
2017-11-03,112.58509063720703
2017-11-06,111.98570251464844
2017-11-07,110.88682556152344
2017-11-08,111.98570251464844
2017-11-09,109.08866119384766
2017-11-10,111.28643035888672
2017-11-13,109.78794860839844
2017-11-14,102.49539947509766
2017-11-15,100.89703369140625
2017-11-16,103.09477233886719
2017-11-17,103.99385070800781
2017-11-20,105.59223175048828
2017-11-21,104.19366455078125
2017-11-22,105.29253387451172
2017-11-23,104.59324645996094
2017-11-24,103.69416046142578
2017-11-27,102.69518280029297
2017-11-28,106.49131774902344
2017-11-29,110.18753814697266
2017-11-30,109.2884521484375
2017-12-01,108.38936614990234
2017-12-04,109.88784790039062
2017-12-05,108.18958282470703
2017-12-06,108.08968353271484
2017-12-07,106.29151916503906
2017-12-08,108.18958282470703
2017-12-11,107.5901870727539
2017-12-12,107.88988494873047
2017-12-13,107.98778533935547
2017-12-14,106.89090728759766
2017-12-15,106.69111633300781
2017-12-18,108.38936614990234
2017-12-19,108.68907928466797
2017-12-20,107.78999328613281
2017-12-21,107.0906982421875
2017-12-22,107.5901870727539
2017-12-27,107.88988494873047
2017-12-28,107.88988494873047
2017-12-29,110.38734436035156
2018-01-02,108.68907928466797
2018-01-03,108.38936614990234
2018-01-04,109.48825073242188
2018-01-05,111.08661651611328
2018-01-08,111.38630676269531
2018-01-09,111.88579559326172
2018-01-10,112.8847885131836
2018-01-11,112.38529205322266
2018-01-12,111.88579559326172
2018-01-15,111.88579559326172
2018-01-16,112.28539276123047
2018-01-17,110.58712768554688
2018-01-18,108.98876953125
2018-01-19,109.18856048583984
2018-01-22,108.88886260986328
2018-01-23,107.5901870727539
2018-01-24,106.79100799560547
2018-01-25,105.9918212890625
2018-01-26,106.29151916503906
2018-01-29,107.19060516357422
2018-01-30,105.59223175048828
2018-01-31,103.69416046142578
2018-02-01,102.49539947509766
2018-02-02,101.49639892578125
2018-02-05,101.09680938720703
2018-02-06,98.14981842041016
2018-02-07,100.39752960205078
2018-02-08,97.10088348388672
2018-02-09,97.40059661865234
2018-02-12,98.99896240234375
2018-02-13,96.55146026611328
2018-02-14,95.75228118896484
2018-02-15,95.45259094238281
2018-02-16,96.10192108154297
2018-02-19,95.65238189697266
2018-02-20,95.95207214355469
2018-02-21,84.31394958496094
2018-02-22,83.56471252441406
2018-02-23,83.3149642944336
2018-02-26,81.9163818359375
2018-02-27,86.41180419921875
2018-02-28,81.86643981933594
2018-03-01,80.8674545288086
2018-03-02,77.87052154541016
2018-03-05,82.96532440185547
2018-03-06,87.31089782714844
2018-03-07,85.36287689208984
2018-03-08,85.36287689208984
2018-03-09,85.31292724609375
2018-03-12,83.61465454101562
2018-03-13,84.71354675292969
2018-03-14,83.41485595703125
2018-03-15,81.46685028076172
2018-03-16,82.26602935791016
2018-03-19,80.81752014160156
2018-03-20,78.91944885253906
2018-03-21,80.31802368164062
2018-03-22,78.61975860595703
2018-03-23,79.31904602050781
2018-03-26,76.92149353027344
2018-03-27,77.87052154541016
2018-03-28,80.41792297363281
2018-03-29,82.01628875732422
2018-04-03,85.51272583007812
2018-04-04,87.21099853515625
2018-04-05,89.80834197998047
2018-04-06,93.80426788330078
2018-04-09,90.85726165771484
2018-04-10,94.7033462524414
2018-04-11,101.69621276855469
2018-04-12,109.98774719238281
2018-04-13,112.28539276123047
2018-04-16,111.38630676269531
2018-04-17,111.58609771728516
2018-04-18,112.8847885131836
2018-04-19,114.28337097167969
2018-04-20,115.8817367553711
2018-04-23,113.38427734375
2018-04-24,113.38427734375
2018-04-25,112.8847885131836
2018-04-26,113.48416900634766
2018-04-27,113.48416900634766
2018-04-30,112.78488159179688
2018-05-01,111.58609771728516
2018-05-02,112.18550872802734
2018-05-03,110.18753814697266
2018-05-04,110.88682556152344
2018-05-08,97.40059661865234
2018-05-09,100.19773864746094
2018-05-10,101.69621276855469
2018-05-11,105.29253387451172
2018-05-14,109.48825073242188
2018-05-15,113.28438568115234
2018-05-16,114.98265075683594
2018-05-17,116.8807144165039
2018-05-18,117.38019561767578
2018-05-21,117.38019561767578
2018-05-22,117.38019561767578
2018-05-23,116.28133392333984
2018-05-24,114.68296813964844
2018-05-25,115.68193054199219
2018-05-29,113.98365020751953
2018-05-30,110.6870346069336
2018-05-31,89.70844268798828
2018-06-01,95.75228118896484
2018-06-04,93.75431823730469
2018-06-05,92.20590209960938
2018-06-06,90.30783081054688
2018-06-07,88.01017761230469
2018-06-08,86.21200561523438
2018-06-11,85.01322174072266
2018-06-12,85.4128189086914
2018-06-13,84.76348114013672
2018-06-14,83.91436004638672
2018-06-15,83.56471252441406
2018-06-18,82.91537475585938
2018-06-19,82.21610260009766
2018-06-20,82.91537475585938
2018-06-21,82.16613006591797
2018-06-22,83.16511535644531
2018-06-25,79.81853485107422
2018-06-26,79.3689956665039
2018-06-27,79.56879425048828
2018-06-28,81.41690826416016
2018-06-29,83.41485595703125
2018-07-02,83.61465454101562
2018-07-03,85.11312866210938
2018-07-04,86.41180419921875
2018-07-05,86.16206359863281
2018-07-06,86.91130065917969
2018-07-09,87.0112075805664
2018-07-10,87.36083221435547
2018-07-11,85.4128189086914
2018-07-12,85.7624740600586
2018-07-13,85.91230773925781
2018-07-16,84.26399993896484
2018-07-17,86.91130065917969
2018-07-18,91.20691680908203
2018-07-19,88.55962371826172
2018-07-20,91.25684356689453
2018-07-23,89.60855102539062
2018-07-24,89.80834197998047
2018-07-25,89.0591049194336
2018-07-26,89.55858612060547
2018-07-27,90.1080322265625
2018-07-30,90.50763702392578
2018-07-31,88.20997619628906
2018-08-01,89.20895385742188
2018-08-02,88.20997619628906
2018-08-03,89.95818328857422
2018-08-06,91.9561538696289
2018-08-07,91.90619659423828
2018-08-08,92.95513153076172
2018-08-09,92.00608825683594
2018-08-10,92.85523223876953
2018-08-13,91.10700988769531
2018-08-14,91.85624694824219
2018-08-15,89.85829162597656
2018-08-16,91.10700988769531
2018-08-17,91.70640563964844
2018-08-20,92.9051742553711
2018-08-21,93.25482940673828
2018-08-22,90.85726165771484
2018-08-23,90.00814056396484
2018-08-24,90.50763702392578
2018-08-28,89.00914764404297
2018-08-29,87.06114196777344
2018-08-30,90.85726165771484
2018-08-31,88.55962371826172
2018-09-03,89.85829162597656
2018-09-04,88.5096664428711
2018-09-05,89.75838470458984
2018-09-06,95.85216522216797
2018-09-07,94.7033462524414
2018-09-10,98.84910583496094
2018-09-11,98.69926452636719
2018-09-12,96.7013168334961
2018-09-13,95.90211486816406
2018-09-14,95.95207214355469
2018-09-17,96.90110778808594
2018-09-18,95.05299377441406
2018-09-19,95.75228118896484
2018-09-20,95.10293579101562
2018-09-21,95.40262603759766
2018-09-24,94.203857421875
2018-09-25,92.95513153076172
2018-09-26,92.80528259277344
2018-09-27,91.70640563964844
2018-09-28,90.95716857910156
2018-10-01,91.05706024169922
2018-10-02,90.0580825805664
2018-10-03,89.25890350341797
2018-10-04,90.60751342773438
2018-10-05,90.40773010253906
2018-10-08,88.85930633544922
2018-10-09,89.55858612060547
2018-10-10,89.70844268798828
2018-10-11,89.10905456542969
2018-10-12,87.9602279663086
2018-10-15,86.91130065917969
2018-10-16,89.70844268798828
2018-10-17,88.01017761230469
2018-10-18,89.55858612060547
2018-10-19,87.66053771972656
2018-10-22,85.11312866210938
2018-10-23,85.11312866210938
2018-10-24,85.2130355834961
2018-10-25,85.8124008178711
2018-10-26,83.86439514160156
2018-10-29,84.96329498291016
2018-10-30,86.81140899658203
2018-10-31,85.4128189086914
2018-11-01,85.26296997070312
2018-11-02,84.71354675292969
2018-11-05,82.16613006591797
2018-11-06,82.36593627929688
2018-11-07,81.41690826416016
2018-11-08,82.6656265258789
2018-11-09,80.96736145019531
2018-11-12,79.56879425048828
2018-11-13,87.86032104492188
2018-11-14,86.31189727783203
2018-11-15,81.56674194335938
2018-11-16,80.96736145019531
2018-11-19,82.31598663330078
2018-11-20,82.26602935791016
2018-11-21,86.06216430664062
2018-11-22,87.4107894897461
2018-11-23,88.16001892089844
2018-11-26,90.0580825805664
2018-11-27,91.20691680908203
2018-11-28,90.30783081054688
2018-11-29,89.5086441040039
2018-11-30,89.10905456542969
2018-12-03,91.65645599365234
2018-12-04,90.30783081054688
2018-12-05,89.5086441040039
2018-12-06,86.6115951538086
2018-12-07,86.6115951538086
2018-12-10,80.26808166503906
2018-12-11,79.21916198730469
2018-12-12,83.4648208618164
2018-12-13,83.16511535644531
2018-12-14,81.9163818359375
2018-12-17,79.61873626708984
2018-12-18,80.81752014160156
2018-12-19,80.16817474365234
2018-12-20,81.8165054321289
2018-12-21,80.41792297363281
2018-12-24,80.26808166503906
2018-12-27,79.31904602050781
2018-12-28,81.9163818359375
2018-12-31,83.3149642944336
2019-01-02,84.3638916015625
2019-01-03,85.56267547607422
2019-01-04,86.11211395263672
2019-01-07,87.91028594970703
2019-01-08,89.35879516601562
2019-01-09,91.15696716308594
2019-01-10,91.55657196044922
2019-01-11,92.80528259277344
2019-01-14,92.10599517822266
2019-01-15,90.95716857910156
2019-01-16,90.55757141113281
2019-01-17,90.55757141113281
2019-01-18,91.40670776367188
2019-01-21,90.85726165771484
2019-01-22,91.10700988769531
2019-01-23,90.95716857910156
2019-01-24,91.70640563964844
2019-01-25,90.00814056396484
2019-01-28,90.00814056396484
2019-01-29,88.90926361083984
2019-01-30,90.95716857910156
2019-01-31,92.40568542480469
2019-02-01,92.25584411621094
2019-02-04,95.45259094238281
2019-02-05,94.40365600585938
2019-02-06,94.45360565185547
2019-02-07,91.80630493164062
2019-02-08,92.0560531616211
2019-02-11,92.70538330078125
2019-02-12,92.10599517822266
2019-02-13,93.05502319335938
2019-02-14,93.90415954589844
2019-02-15,95.85216522216797
2019-02-18,91.40670776367188
2019-02-19,95.35267639160156
2019-02-20,93.50457763671875
2019-02-21,93.1549301147461
2019-02-22,92.75533294677734
2019-02-25,92.65543365478516
2019-02-26,91.4566650390625
2019-02-27,90.30783081054688
2019-02-28,89.25890350341797
2019-03-01,90.85726165771484
2019-03-04,91.35675811767578
2019-03-05,91.35675811767578
2019-03-06,91.25684356689453
2019-03-07,90.75736999511719
2019-03-08,89.5086441040039
2019-03-11,90.1080322265625
2019-03-12,90.40773010253906
2019-03-13,90.00814056396484
2019-03-14,91.30682373046875
2019-03-15,92.15593719482422
2019-03-18,92.25584411621094
2019-03-19,92.70538330078125
2019-03-20,91.80630493164062
2019-03-21,89.90823364257812
2019-03-22,89.85829162597656
2019-03-25,90.25787353515625
2019-03-26,91.05706024169922
2019-03-27,91.55657196044922
2019-03-28,90.40773010253906
2019-03-29,90.85726165771484
2019-04-01,91.90619659423828
2019-04-02,92.70538330078125
2019-04-03,93.90415954589844
2019-04-04,92.15593719482422
2019-04-05,92.40568542480469
2019-04-08,95.05299377441406
2019-04-09,96.65135192871094
2019-04-10,98.84910583496094
2019-04-11,99.09886169433594
2019-04-12,98.89905548095703
2019-04-15,99.99794006347656
2019-04-16,99.89804077148438
2019-04-17,101.89599609375
2019-04-18,102.0958023071289
2019-04-23,101.69621276855469
2019-04-24,102.29559326171875
2019-04-25,103.09477233886719
2019-04-26,105.3924331665039
2019-04-29,106.09172058105469
2019-04-30,110.28744506835938
2019-05-01,109.58815002441406
2019-05-02,111.98570251464844
