Date,ENEL.MI
2015-08-24,2.2097511291503906
2015-08-25,2.3411290645599365
2015-08-26,2.293785572052002
2015-08-27,2.409776449203491
2015-08-28,2.394390106201172
2015-08-31,2.376635789871216
2015-09-01,2.3162734508514404
2015-09-02,2.3115391731262207
2015-09-03,2.3742690086364746
2015-09-04,2.313906669616699
2015-09-07,2.3541486263275146
2015-09-08,2.3932063579559326
2015-09-09,2.40622615814209
2015-09-10,2.3588826656341553
2015-09-11,2.363616943359375
2015-09-14,2.3588826656341553
2015-09-15,2.3790032863616943
2015-09-16,2.3979408740997314
2015-09-17,2.381370782852173
2015-09-18,2.2973363399505615
2015-09-21,2.357698678970337
2015-09-22,2.257094621658325
2015-09-23,2.290234327316284
2015-09-24,2.2346067428588867
2015-09-25,2.3292930126190186
2015-09-28,2.276031494140625
2015-09-29,2.286684036254883
2015-09-30,2.3600656986236572
2015-10-01,2.3020706176757812
2015-10-02,2.350597381591797
2015-10-05,2.375452995300293
2015-10-06,2.414510726928711
2015-10-07,2.3872885704040527
2015-10-08,2.369534730911255
2015-10-09,2.3955740928649902
2015-10-12,2.3742690086364746
2015-10-13,2.3801870346069336
2015-10-14,2.388472318649292
2015-10-15,2.426346778869629
2015-10-16,2.4381825923919678
2015-10-19,2.433448314666748
2015-10-20,2.427530288696289
2015-10-21,2.4074089527130127
2015-10-22,2.4725069999694824
2015-10-23,2.500912666320801
2015-10-26,2.5032799243927
2015-10-27,2.458303689956665
2015-10-28,2.5056474208831787
2015-10-29,2.451202154159546
2015-10-30,2.483159065246582
2015-11-02,2.50919771194458
2015-11-03,2.4938113689422607
2015-11-04,2.487893581390381
2015-11-05,2.4500184059143066
2015-11-06,2.4796080589294434
2015-11-09,2.4121439456939697
2015-11-10,2.454752206802368
2015-11-11,2.4298975467681885
2015-11-12,2.381370782852173
2015-11-13,2.4121439456939697
2015-11-16,2.432264804840088
2015-11-17,2.4926276206970215
2015-11-18,2.4180614948272705
2015-11-19,2.427530288696289
2015-11-20,2.433448314666748
2015-11-23,2.4381825923919678
2015-11-24,2.3967576026916504
2015-11-25,2.4429168701171875
2015-11-26,2.4618546962738037
2015-11-27,2.458303689956665
2015-11-30,2.470139741897583
2015-12-01,2.459487199783325
2015-12-02,2.4689557552337646
2015-12-03,2.4180614948272705
2015-12-04,2.4074089527130127
2015-12-07,2.4156949520111084
2015-12-08,2.3600656986236572
2015-12-09,2.382554292678833
2015-12-10,2.3517813682556152
2015-12-11,2.294969081878662
2015-12-14,2.2215869426727295
2015-12-15,2.3091719150543213
2015-12-16,2.3079888820648193
2015-12-17,2.3588826656341553
2015-12-18,2.3174564838409424
2015-12-21,2.2795822620391846
2015-12-22,2.263011932373047
2015-12-23,2.3079888820648193
2015-12-28,2.2985196113586426
2015-12-29,2.3221914768218994
2015-12-30,2.303253650665283
2015-12-31,2.303253650665283
2016-01-04,2.236973524093628
2016-01-05,2.2795822620391846
2016-01-06,2.2227704524993896
2016-01-07,2.2322394847869873
2016-01-08,2.2144854068756104
2016-01-11,2.2168526649475098
2016-01-12,2.2014660835266113
2016-01-13,2.2346067428588867
2016-01-14,2.212118148803711
2016-01-15,2.1718766689300537
2016-01-18,2.1328182220458984
2016-01-19,2.1576735973358154
2016-01-20,2.092576503753662
2016-01-21,2.160041332244873
2016-01-22,2.206200361251831
2016-01-25,2.1943647861480713
2016-01-26,2.225137710571289
2016-01-27,2.2523605823516846
2016-01-28,2.173060178756714
2016-01-29,2.2298715114593506
2016-02-01,2.2239534854888916
2016-02-02,2.1908137798309326
2016-02-03,2.1470208168029785
2016-02-04,2.1576735973358154
2016-02-05,2.098494291305542
2016-02-08,2.0700881481170654
2016-02-09,2.067720651626587
2016-02-10,2.086658239364624
2016-02-11,2.010909080505371
2016-02-12,2.093759775161743
2016-02-15,2.1647751331329346
2016-02-16,2.1505720615386963
2016-02-17,2.156489372253418
2016-02-18,2.1470208168029785
2016-02-19,2.1422863006591797
2016-02-22,2.206200361251831
2016-02-23,2.1529390811920166
2016-02-24,2.0949435234069824
2016-02-25,2.1529390811920166
2016-02-26,2.180161237716675
2016-02-29,2.191997528076172
2016-03-01,2.213301658630371
2016-03-02,2.2144854068756104
2016-03-03,2.1943647861480713
2016-03-04,2.1979150772094727
2016-03-07,2.167142391204834
2016-03-08,2.175426721572876
2016-03-09,2.2417080402374268
2016-03-10,2.2535436153411865
2016-03-11,2.3150901794433594
2016-03-14,2.3079888820648193
2016-03-15,2.3020706176757812
2016-03-16,2.30562162399292
2016-03-17,2.325742483139038
2016-03-18,2.3174564838409424
2016-03-21,2.31982421875
2016-03-22,2.3115391731262207
2016-03-23,2.300887107849121
2016-03-24,2.313906669616699
2016-03-29,2.350597381591797
2016-03-30,2.3671677112579346
2016-03-31,2.306804895401001
2016-04-01,2.294969081878662
2016-04-04,2.273664712905884
2016-04-05,2.1979150772094727
2016-04-06,2.2073841094970703
2016-04-07,2.1659584045410156
2016-04-08,2.2263216972351074
2016-04-11,2.2357900142669678
2016-04-12,2.219219446182251
2016-04-13,2.261829137802124
2016-04-14,2.2712972164154053
