Date,ABT
2015-08-03,41.77321243286133
2015-08-04,41.781471252441406
2015-08-05,41.756656646728516
2015-08-06,41.62430953979492
2015-08-07,41.45058822631836
2015-08-10,41.905555725097656
2015-08-11,41.68221664428711
2015-08-12,41.43406295776367
2015-08-13,41.22724533081055
2015-08-14,41.549861907958984
2015-08-17,41.67393493652344
2015-08-18,41.72357177734375
2015-08-19,41.22724533081055
2015-08-20,40.14363098144531
2015-08-21,38.98556137084961
2015-08-24,36.14828872680664
2015-08-25,35.486534118652344
2015-08-26,36.37990188598633
2015-08-27,37.753047943115234
2015-08-28,38.0673713684082
2015-08-31,37.46352767944336
2015-09-01,36.04075241088867
2015-09-02,36.59497833251953
2015-09-03,36.51225280761719
2015-09-04,35.627166748046875
2015-09-08,36.42953109741211
2015-09-09,35.75949478149414
2015-09-10,35.668514251708984
2015-09-11,35.90840148925781
2015-09-14,35.70988464355469
2015-09-15,36.239288330078125
2015-09-16,36.28063201904297
2015-09-17,36.59497833251953
2015-09-18,35.84223175048828
2015-09-21,35.817413330078125
2015-09-22,35.139122009277344
2015-09-23,34.90750503540039
2015-09-24,34.69241714477539
2015-09-25,33.79906463623047
2015-09-28,32.31012725830078
2015-09-29,32.6740837097168
2015-09-30,33.269657135009766
2015-10-01,33.71634292602539
2015-10-02,34.229217529296875
2015-10-05,34.23747253417969
2015-10-06,32.99668502807617
2015-10-07,33.60881805419922
2015-10-08,34.04722213745117
2015-10-09,34.65106201171875
2015-10-12,34.38637924194336
2015-10-13,34.04524612426758
2015-10-14,33.878849029541016
2015-10-15,34.835655212402344
2015-10-16,35.126853942871094
2015-10-19,35.068603515625
2015-10-20,34.72748947143555
2015-10-21,35.110206604003906
2015-10-22,36.191795349121094
2015-10-23,36.27500915527344
2015-10-26,36.2833137512207
2015-10-27,36.507972717285156
2015-10-28,37.24010467529297
2015-10-29,37.639469146728516
2015-10-30,37.273399353027344
2015-11-02,37.79755401611328
2015-11-03,37.864097595214844
2015-11-04,37.58954620361328
2015-11-05,37.58954620361328
2015-11-06,37.96394729614258
2015-11-09,37.48138427734375
2015-11-10,38.072113037109375
2015-11-11,37.49803924560547
2015-11-12,36.76588821411133
2015-11-13,36.574520111083984
2015-11-16,37.3399543762207
2015-11-17,37.248435974121094
2015-11-18,38.10538864135742
2015-11-19,38.047149658203125
2015-11-20,38.28010940551758
2015-11-23,37.805870056152344
2015-11-24,37.8141975402832
2015-11-25,37.78091049194336
2015-11-27,37.789241790771484
2015-11-30,37.37322998046875
2015-12-01,37.82252883911133
2015-12-02,37.622833251953125
2015-12-03,36.73259735107422
2015-12-04,37.68938064575195
2015-12-07,37.90571212768555
2015-12-08,37.89738082885742
2015-12-09,37.40650939941406
2015-12-10,37.697723388671875
2015-12-11,36.907325744628906
2015-12-14,37.281700134277344
2015-12-15,37.930667877197266
2015-12-16,38.31338882446289
2015-12-17,37.65611267089844
2015-12-18,36.35820007324219
2015-12-21,36.64106750488281
2015-12-22,37.00715255737305
2015-12-23,37.52299118041992
2015-12-24,37.52299118041992
2015-12-28,37.464744567871094
2015-12-29,38.12202072143555
2015-12-30,37.664424896240234
2015-12-31,37.364906311035156
2016-01-04,35.71756362915039
2016-01-05,35.7092399597168
2016-01-06,35.40972900390625
2016-01-07,34.56108093261719
2016-01-08,33.83724594116211
2016-01-11,33.887176513671875
2016-01-12,34.494529724121094
2016-01-13,33.72426986694336
2016-01-14,34.41080093383789
2016-01-15,33.941951751708984
2016-01-19,33.849849700927734
2016-01-20,33.45634078979492
2016-01-21,33.05447006225586
2016-01-22,33.514949798583984
2016-01-25,33.20517349243164
2016-01-26,33.62379455566406
2016-01-27,33.88334655761719
2016-01-28,30.73531150817871
2016-01-29,31.689754486083984
2016-02-01,32.19209289550781
2016-02-02,31.714872360229492
2016-02-03,31.832090377807617
2016-02-04,31.82371711730957
2016-02-05,31.321361541748047
2016-02-08,31.363231658935547
2016-02-09,30.978092193603516
2016-02-10,31.153911590576172
2016-02-11,30.42551612854004
2016-02-12,31.086938858032227
2016-02-16,31.80697250366211
2016-02-17,32.19209289550781
2016-02-18,32.074886322021484
2016-02-19,32.259071350097656
2016-02-22,32.786556243896484
2016-02-23,32.141868591308594
2016-02-24,32.82003402709961
