Date,MCK
2015-08-03,206.57986450195312
2015-08-04,206.0529327392578
2015-08-05,206.5059356689453
2015-08-06,201.8748016357422
2015-08-07,199.79493713378906
2015-08-10,200.9041748046875
2015-08-11,199.2218475341797
2015-08-12,198.90748596191406
2015-08-13,198.08477783203125
2015-08-14,198.99996948242188
2015-08-17,199.93359375
2015-08-18,199.2125701904297
2015-08-19,199.2125701904297
2015-08-20,194.5722198486328
2015-08-21,187.21412658691406
2015-08-24,182.84182739257812
2015-08-25,174.18971252441406
2015-08-26,182.92506408691406
2015-08-27,183.83091735839844
2015-08-28,185.876708984375
2015-08-31,182.89599609375
2015-09-01,181.22979736328125
2015-09-02,182.3590850830078
2015-09-03,180.47994995117188
2015-09-04,178.48980712890625
2015-09-08,180.86874389648438
2015-09-09,178.5175018310547
2015-09-10,180.60955810546875
2015-09-11,182.9515380859375
2015-09-14,181.99806213378906
2015-09-15,185.5156707763672
2015-09-16,189.06101989746094
2015-09-17,189.4868927001953
2015-09-18,188.58892822265625
2015-09-21,186.3395233154297
2015-09-22,184.19192504882812
2015-09-23,183.4884490966797
2015-09-24,182.5812530517578
2015-09-25,177.94358825683594
2015-09-28,170.56591796875
2015-09-29,171.0380401611328
2015-09-30,171.27870178222656
2015-10-01,172.24142456054688
2015-10-02,172.67649841308594
2015-10-05,175.61087036132812
2015-10-06,170.32525634765625
2015-10-07,171.232421875
2015-10-08,172.44505310058594
2015-10-09,175.8330078125
2015-10-12,176.44400024414062
2015-10-13,177.64735412597656
2015-10-14,175.67564392089844
2015-10-15,179.35060119628906
2015-10-16,180.70213317871094
2015-10-19,180.3688507080078
2015-10-20,175.25918579101562
2015-10-21,172.75051879882812
2015-10-22,167.95550537109375
2015-10-23,173.065185546875
2015-10-26,175.45350646972656
2015-10-27,168.17767333984375
2015-10-28,168.85337829589844
2015-10-29,172.40802001953125
2015-10-30,165.5116729736328
2015-11-02,167.21495056152344
2015-11-03,169.74200439453125
2015-11-04,168.3813018798828
2015-11-05,172.12107849121094
2015-11-06,170.09384155273438
2015-11-09,169.51986694335938
2015-11-10,170.93617248535156
2015-11-11,169.83465576171875
2015-11-12,166.7151641845703
2015-11-13,166.52073669433594
2015-11-16,168.7978973388672
2015-11-17,171.69529724121094
2015-11-18,175.2035675048828
2015-11-19,171.5841827392578
2015-11-20,175.58314514160156
2015-11-23,175.6016387939453
2015-11-24,175.69419860839844
2015-11-25,175.48130798339844
2015-11-27,176.4732666015625
2015-11-30,175.536865234375
2015-12-01,177.29833984375
2015-12-02,176.1302490234375
2015-12-03,176.4176025390625
2015-12-04,176.64012145996094
2015-12-07,175.19390869140625
2015-12-08,175.12901306152344
2015-12-09,173.41397094726562
2015-12-10,176.58448791503906
2015-12-11,176.33416748046875
2015-12-14,176.67715454101562
2015-12-15,173.49737548828125
2015-12-16,176.80699157714844
2015-12-17,176.15802001953125
2015-12-18,179.2914276123047
2015-12-21,181.05282592773438
2015-12-22,182.90695190429688
2015-12-23,185.87350463867188
2015-12-24,184.86305236816406
2015-12-28,185.66029357910156
2015-12-29,185.70668029785156
2015-12-30,184.24192810058594
2015-12-31,182.84205627441406
2016-01-04,180.46881103515625
2016-01-05,181.23826599121094
2016-01-06,179.01332092285156
2016-01-07,174.10926818847656
2016-01-08,169.0846710205078
2016-01-11,151.6190185546875
2016-01-12,152.04547119140625
2016-01-13,146.3255615234375
2016-01-14,152.75927734375
2016-01-15,152.9632110595703
2016-01-19,157.07933044433594
2016-01-20,157.59848022460938
2016-01-21,158.01568603515625
2016-01-22,157.76535034179688
2016-01-25,157.756103515625
2016-01-26,158.5163116455078
2016-01-27,154.7432098388672
2016-01-28,148.4392547607422
2016-01-29,149.23651123046875
2016-02-01,147.65126037597656
2016-02-02,143.69273376464844
2016-02-03,141.25457763671875
2016-02-04,142.58953857421875
2016-02-05,143.0994110107422
2016-02-08,140.4110107421875
2016-02-09,139.40972900390625
2016-02-10,141.8293914794922
2016-02-11,139.08531188964844
2016-02-12,140.0123291015625
2016-02-16,141.45855712890625
2016-02-17,144.22116088867188
2016-02-18,144.5827178955078
2016-02-19,143.01602172851562
2016-02-22,145.01841735839844
2016-02-23,142.75640869140625
2016-02-24,143.38677978515625
2016-02-25,144.03578186035156
2016-02-26,145.6052703857422
2016-02-29,144.52798461914062
2016-03-01,145.4845428466797
2016-03-02,147.37916564941406
2016-03-03,151.10337829589844
2016-03-04,151.16831970214844
2016-03-07,151.4191436767578
2016-03-08,147.48126220703125
2016-03-09,150.341796875
2016-03-10,149.63595581054688
2016-03-11,154.5395965576172
2016-03-14,153.2301025390625
2016-03-15,146.08822631835938
2016-03-16,144.88088989257812
2016-03-17,140.87811279296875
2016-03-18,147.02622985839844
2016-03-21,145.6796112060547
2016-03-22,145.4473876953125
2016-03-23,143.98004150390625
2016-03-24,146.07894897460938
2016-03-28,145.3730926513672
2016-03-29,147.54629516601562
2016-03-30,146.487548828125
2016-03-31,146.0418243408203
2016-04-01,146.19039916992188
2016-04-04,146.93338012695312
2016-04-05,143.6642303466797
2016-04-06,151.57699584960938
2016-04-07,149.75668334960938
2016-04-08,150.6389617919922
2016-04-11,150.80613708496094
2016-04-12,152.61712646484375
2016-04-13,155.56121826171875
2016-04-14,156.57350158691406
2016-04-15,160.45559692382812
2016-04-18,161.5978546142578
2016-04-19,163.3067626953125
2016-04-20,164.88558959960938
2016-04-21,165.34068298339844
2016-04-22,165.5449981689453
2016-04-25,164.53268432617188
2016-04-26,164.54197692871094
2016-04-27,165.2477569580078
2016-04-28,157.26077270507812
2016-04-29,155.85842895507812
2016-05-02,156.4248809814453
2016-05-03,156.1648712158203
2016-05-04,153.24868774414062
2016-05-05,160.3905792236328
2016-05-06,156.8242645263672
2016-05-09,159.9447784423828
2016-05-10,158.1709442138672
2016-05-11,156.8521270751953
2016-05-12,155.37548828125
2016-05-13,154.10311889648438
2016-05-16,160.23268127441406
2016-05-17,161.1428680419922
2016-05-18,167.06813049316406
2016-05-19,168.06185913085938
2016-05-20,169.29701232910156
2016-05-23,165.9164581298828
2016-05-24,169.7428436279297
2016-05-25,169.88206481933594
2016-05-26,166.77088928222656
2016-05-27,168.3032989501953
2016-05-31,170.0865020751953
2016-06-01,171.63739013671875
2016-06-02,174.66961669921875
2016-06-03,173.4325714111328
2016-06-06,174.09298706054688
2016-06-07,172.0466766357422
2016-06-08,174.62315368652344
2016-06-09,173.8232421875
2016-06-10,172.51182556152344
2016-06-13,170.80963134765625
2016-06-14,168.86566162109375
2016-06-15,168.2889404296875
2016-06-16,167.1913299560547
2016-06-17,165.3590087890625
2016-06-20,167.302978515625
2016-06-21,166.7449188232422
2016-06-22,168.8470458984375
2016-06-23,171.1444549560547
2016-06-24,164.69862365722656
2016-06-27,160.56884765625
2016-06-28,164.2428436279297
2016-06-29,170.53054809570312
2016-06-30,173.60928344726562
2016-07-01,174.9579620361328
2016-07-05,174.3812713623047
2016-07-06,178.473876953125
2016-07-07,177.84141540527344
2016-07-08,179.32028198242188
2016-07-11,179.9341583251953
2016-07-12,181.8130645751953
2016-07-13,183.6175537109375
2016-07-14,184.1942138671875
2016-07-15,183.3663787841797
2016-07-18,183.8872528076172
2016-07-19,184.1383819580078
2016-07-20,184.57553100585938
2016-07-21,182.7711181640625
2016-07-22,182.8362579345703
2016-07-25,182.31529235839844
2016-07-26,182.5664825439453
2016-07-27,183.16175842285156
2016-07-28,179.92491149902344
2016-07-29,180.96664428710938
2016-08-01,178.66921997070312
2016-08-02,180.0086212158203
2016-08-03,181.5061492919922
2016-08-04,180.8922576904297
2016-08-05,181.05967712402344
2016-08-08,181.46893310546875
2016-08-09,182.57583618164062
2016-08-10,181.98052978515625
2016-08-11,182.88272094726562
2016-08-12,181.59912109375
2016-08-15,182.4176483154297
2016-08-16,181.3852081298828
2016-08-17,182.1014404296875
2016-08-18,180.84571838378906
2016-08-19,180.30624389648438
2016-08-22,180.1202392578125
2016-08-23,179.2830810546875
2016-08-24,175.84158325195312
2016-08-25,170.4933319091797
2016-08-26,170.01898193359375
2016-08-29,171.05140686035156
2016-08-30,170.5017852783203
2016-08-31,171.9829559326172
2016-09-01,170.7254180908203
2016-09-02,170.4552459716797
2016-09-06,172.04818725585938
2016-09-07,172.2997283935547
2016-09-08,170.51109313964844
2016-09-09,164.036865234375
2016-09-12,168.11705017089844
2016-09-13,163.80392456054688
2016-09-14,156.22113037109375
2016-09-15,157.40420532226562
2016-09-16,154.7865753173828
2016-09-19,153.70596313476562
2016-09-20,153.51962280273438
2016-09-21,155.01010131835938
2016-09-22,156.61239624023438
2016-09-23,155.6436309814453
2016-09-26,153.8735809326172
2016-09-27,154.97283935546875
2016-09-28,155.2150421142578
2016-09-29,153.1656036376953
2016-09-30,155.33615112304688
2016-10-03,154.0599822998047
2016-10-04,154.32078552246094
2016-10-05,154.33010864257812
2016-10-06,153.4730682373047
2016-10-07,154.46983337402344
2016-10-10,154.01336669921875
2016-10-11,152.42971801757812
2016-10-12,151.41433715820312
2016-10-13,150.9765167236328
2016-10-14,149.97976684570312
2016-10-17,149.6536865234375
2016-10-18,151.00442504882812
2016-10-19,150.09152221679688
2016-10-20,150.8646697998047
2016-10-21,150.00772094726562
2016-10-24,149.29969787597656
2016-10-25,147.6509246826172
2016-10-26,147.71609497070312
2016-10-27,149.51402282714844
2016-10-28,115.61480712890625
2016-10-31,118.46538543701172
2016-11-01,120.42166137695312
2016-11-02,126.5326156616211
2016-11-03,120.71971130371094
2016-11-04,121.8096694946289
2016-11-07,125.30292510986328
2016-11-08,121.57672119140625
2016-11-09,131.982177734375
2016-11-10,137.39447021484375
2016-11-11,133.23976135253906
2016-11-14,133.8546142578125
2016-11-15,133.09071350097656
2016-11-16,131.79583740234375
2016-11-17,131.79583740234375
2016-11-18,130.4637451171875
2016-11-21,131.67477416992188
2016-11-22,131.65614318847656
2016-11-23,131.6002655029297
2016-11-25,133.27699279785156
2016-11-28,133.31430053710938
2016-11-29,131.8395233154297
2016-11-30,134.22897338867188
2016-12-01,133.54759216308594
2016-12-02,133.9956512451172
2016-12-05,135.3397216796875
2016-12-06,135.71302795410156
2016-12-07,132.18492126464844
2016-12-08,133.79029846191406
2016-12-09,136.5064239501953
2016-12-12,136.73045349121094
2016-12-13,138.11183166503906
2016-12-14,133.81829833984375
2016-12-15,132.85691833496094
2016-12-16,132.81027221679688
2016-12-19,132.12887573242188
2016-12-20,131.72755432128906
2016-12-21,132.1569061279297
2016-12-22,130.99017333984375
2016-12-23,131.77420043945312
2016-12-27,132.60496520996094
2016-12-28,132.10093688964844
2016-12-29,132.3342742919922
2016-12-30,131.09288024902344
2017-01-03,137.60780334472656
2017-01-04,138.68121337890625
2017-01-05,136.73980712890625
2017-01-06,137.13180541992188
2017-01-09,137.05711364746094
2017-01-10,137.03851318359375
2017-01-11,133.65969848632812
2017-01-12,135.04098510742188
2017-01-13,137.37445068359375
2017-01-17,138.5412139892578
2017-01-18,139.76394653320312
2017-01-19,137.47715759277344
2017-01-20,140.26795959472656
2017-01-23,139.37193298339844
2017-01-24,138.4291534423828
2017-01-25,141.03330993652344
2017-01-26,129.31942749023438
2017-01-27,127.63004302978516
2017-01-30,127.97541046142578
2017-01-31,129.87942504882812
2017-02-01,130.70082092285156
2017-02-02,129.73947143554688
2017-02-03,129.5901336669922
2017-02-06,130.5048065185547
2017-02-07,130.60752868652344
2017-02-08,131.55018615722656
2017-02-09,130.4021759033203
2017-02-10,130.27145385742188
2017-02-13,131.13014221191406
2017-02-14,135.5263671875
2017-02-15,139.55856323242188
2017-02-16,139.46524047851562
2017-02-17,140.23997497558594
2017-02-21,140.83734130859375
2017-02-22,139.11988830566406
2017-02-23,139.0452880859375
2017-02-24,140.79995727539062
2017-02-27,141.62289428710938
2017-02-28,140.38851928710938
2017-03-01,139.30386352539062
2017-03-02,140.41656494140625
2017-03-03,142.63279724121094
2017-03-06,140.4913787841797
2017-03-07,137.68605041503906
2017-03-08,138.23779296875
2017-03-09,139.7714080810547
2017-03-10,138.08815002441406
2017-03-13,138.44351196289062
2017-03-14,137.5644989013672
2017-03-15,138.63986206054688
2017-03-16,139.17288208007812
2017-03-17,138.33126831054688
2017-03-20,137.62059020996094
2017-03-21,136.52650451660156
2017-03-22,136.81639099121094
2017-03-23,136.35816955566406
2017-03-24,136.1804656982422
2017-03-27,138.8642578125
2017-03-28,140.15476989746094
2017-03-29,141.52938842773438
2017-03-30,139.78073120117188
2017-03-31,138.63986206054688
2017-04-03,136.6855010986328
2017-04-04,136.3114471435547
2017-04-05,135.35760498046875
2017-04-06,135.44175720214844
2017-04-07,134.5721435546875
2017-04-10,136.0496063232422
2017-04-11,135.94679260253906
2017-04-12,134.5534210205078
2017-04-13,133.90823364257812
2017-04-17,134.86199951171875
2017-04-18,128.67153930664062
2017-04-19,127.25955963134766
2017-04-20,128.72772216796875
2017-04-21,127.10055541992188
2017-04-24,127.31562805175781
2017-04-25,126.2402572631836
2017-04-26,127.20343017578125
2017-04-27,129.78431701660156
2017-04-28,129.3167724609375
2017-05-01,129.48512268066406
2017-05-02,130.17710876464844
2017-05-03,129.24192810058594
2017-05-04,132.99180603027344
2017-05-05,132.29046630859375
2017-05-08,131.7293243408203
2017-05-09,133.24427795410156
2017-05-10,133.93621826171875
2017-05-11,136.24598693847656
2017-05-12,135.1986541748047
2017-05-15,135.8999786376953
2017-05-16,135.51658630371094
2017-05-17,132.8234405517578
2017-05-18,132.26239013671875
2017-05-19,143.08163452148438
2017-05-22,145.33531188964844
2017-05-23,148.68296813964844
2017-05-24,150.768310546875
2017-05-25,151.82493591308594
2017-05-26,150.74021911621094
2017-05-30,151.5911865234375
2017-05-31,152.50758361816406
2017-06-01,155.42079162597656
2017-06-02,155.2146759033203
2017-06-05,155.40206909179688
2017-06-06,151.69264221191406
2017-06-07,151.36477661132812
2017-06-08,151.88937377929688
2017-06-09,153.05088806152344
2017-06-12,151.5333709716797
2017-06-13,151.88937377929688
2017-06-14,153.03219604492188
2017-06-15,153.53797912597656
2017-06-16,149.71617126464844
2017-06-19,151.5146484375
2017-06-20,150.78407287597656
2017-06-21,152.56378173828125
2017-06-22,155.0929718017578
2017-06-23,156.3949737548828
2017-06-26,157.00387573242188
2017-06-27,156.14208984375
2017-06-28,156.07647705078125
2017-06-29,153.28504943847656
2017-06-30,154.12811279296875
2017-07-03,154.13748168945312
2017-07-05,154.8119659423828
2017-07-06,152.76051330566406
2017-07-07,154.25921630859375
2017-07-10,154.28738403320312
2017-07-11,154.746337890625
2017-07-12,155.814208984375
2017-07-13,155.80487060546875
2017-07-14,156.9008331298828
2017-07-17,157.4815673828125
2017-07-18,154.94302368164062
2017-07-19,154.41848754882812
2017-07-20,154.62457275390625
2017-07-21,155.42079162597656
2017-07-24,156.18893432617188
2017-07-25,157.02259826660156
2017-07-26,155.82363891601562
2017-07-27,152.2452850341797
2017-07-28,152.2265625
2017-07-31,151.6271209716797
2017-08-01,151.05567932128906
2017-08-02,149.51010131835938
2017-08-03,145.51023864746094
2017-08-04,144.9014129638672
2017-08-07,145.8287811279297
2017-08-08,147.3087615966797
2017-08-09,144.50802612304688
2017-08-10,141.51052856445312
2017-08-11,140.4988555908203
2017-08-14,139.64642333984375
2017-08-15,139.81504821777344
2017-08-16,138.29751586914062
2017-08-17,137.5387725830078
2017-08-18,136.76132202148438
2017-08-21,136.89242553710938
2017-08-22,138.89703369140625
2017-08-23,137.87599182128906
2017-08-24,137.57626342773438
2017-08-25,138.24134826660156
2017-08-28,138.94383239746094
2017-08-29,137.8947296142578
2017-08-30,137.735107421875
2017-08-31,140.18563842773438
2017-09-01,140.27951049804688
2017-09-05,138.7866973876953
2017-09-06,142.79576110839844
2017-09-07,146.31658935546875
2017-09-08,147.34939575195312
2017-09-11,149.5087890625
2017-09-12,146.80484008789062
2017-09-13,148.04412841796875
2017-09-14,142.41079711914062
2017-09-15,140.72079467773438
2017-09-18,139.34999084472656
2017-09-19,139.30308532714844
2017-09-20,141.00244140625
2017-09-21,143.24642944335938
2017-09-22,144.59837341308594
2017-09-25,145.0677947998047
2017-09-26,145.41525268554688
2017-09-27,146.4198760986328
2017-09-28,144.32615661621094
2017-09-29,144.22283935546875
2017-10-02,145.7720184326172
2017-10-03,144.57965087890625
2017-10-04,144.22283935546875
2017-10-05,144.32615661621094
2017-10-06,142.0446014404297
2017-10-09,139.08714294433594
2017-10-10,140.27951049804688
2017-10-11,140.77716064453125
2017-10-12,141.4625244140625
2017-10-13,138.1763916015625
2017-10-16,137.65061950683594
2017-10-17,137.46286010742188
2017-10-18,137.27508544921875
2017-10-19,140.7958984375
2017-10-20,141.56581115722656
2017-10-23,139.23739624023438
2017-10-24,140.59872436523438
2017-10-25,142.129150390625
2017-10-26,134.7682342529297
2017-10-27,127.33220672607422
2017-10-30,126.76889038085938
2017-10-31,129.45413208007812
2017-11-01,131.13475036621094
2017-11-02,128.68426513671875
2017-11-03,129.2006072998047
2017-11-06,126.94729614257812
2017-11-07,128.5621795654297
2017-11-08,131.78257751464844
2017-11-09,131.54783630371094
2017-11-10,129.2006072998047
2017-11-13,129.61367797851562
2017-11-14,127.84861755371094
2017-11-15,130.3741912841797
2017-11-16,133.9795684814453
2017-11-17,133.4444122314453
2017-11-20,129.7921600341797
2017-11-21,134.13922119140625
2017-11-22,136.89013671875
2017-11-24,135.8197784423828
2017-11-27,135.99819946289062
2017-11-28,138.72091674804688
