Date,AMT
2015-08-03,75.24339294433594
2015-08-04,75.84307098388672
2015-08-05,76.25337219238281
2015-08-06,77.61052703857422
2015-08-07,78.62841796875
2015-08-10,79.29119873046875
2015-08-11,79.69361114501953
2015-08-12,78.88090515136719
2015-08-13,79.10183715820312
2015-08-14,79.7567138671875
2015-08-17,80.04869079589844
2015-08-18,79.29119873046875
2015-08-19,79.22017669677734
2015-08-20,77.99716186523438
2015-08-21,76.30071258544922
2015-08-24,72.54486083984375
2015-08-25,70.62747955322266
2015-08-26,72.22135162353516
2015-08-27,74.06771850585938
2015-08-28,73.73631286621094
2015-08-31,72.74211120605469
2015-09-01,71.03779602050781
2015-09-02,71.93730926513672
2015-09-03,71.81893157958984
2015-09-04,70.2408447265625
2015-09-08,71.0535659790039
2015-09-09,69.98835754394531
2015-09-10,69.68852233886719
2015-09-11,70.43021392822266
2015-09-14,70.0909194946289
2015-09-15,70.65904235839844
2015-09-16,71.48753356933594
2015-09-17,72.21345520019531
2015-09-18,71.40074157714844
2015-09-21,71.6862564086914
2015-09-22,70.62353515625
2015-09-23,70.35387420654297
2015-09-24,69.81458282470703
2015-09-25,70.45700073242188
2015-09-28,69.16426849365234
2015-09-29,69.00564575195312
2015-09-30,69.7749252319336
2015-10-01,70.09217071533203
2015-10-02,71.17073822021484
2015-10-05,74.12098693847656
2015-10-06,74.04962158203125
2015-10-07,74.73959350585938
2015-10-08,75.79439544677734
2015-10-09,75.29476928710938
2015-10-12,75.18372344970703
2015-10-13,74.31134796142578
2015-10-14,73.80375671386719
2015-10-15,75.06475067138672
2015-10-16,76.23849487304688
2015-10-19,76.76195526123047
2015-10-20,76.85711669921875
2015-10-21,76.18297576904297
2015-10-22,78.88739013671875
2015-10-23,78.64947509765625
2015-10-26,78.93498229980469
2015-10-27,78.72879028320312
2015-10-28,79.99772644042969
2015-10-29,80.86215209960938
2015-10-30,81.0762939453125
2015-11-02,82.5276107788086
2015-11-03,81.90901184082031
2015-11-04,81.0762939453125
2015-11-05,79.99772644042969
2015-11-06,77.745361328125
2015-11-09,77.0157470703125
2015-11-10,77.03160095214844
2015-11-11,77.4201889038086
2015-11-12,77.20608520507812
2015-11-13,76.43678283691406
2015-11-16,77.76123809814453
2015-11-17,77.99916076660156
2015-11-18,79.0380630493164
2015-11-19,79.01428985595703
2015-11-20,79.69633483886719
2015-11-23,79.2601318359375
2015-11-24,78.72085571289062
2015-11-25,78.58599853515625
2015-11-27,79.05392456054688
2015-11-30,78.8160171508789
2015-12-01,80.2356185913086
2015-12-02,78.87944030761719
2015-12-03,77.63433074951172
2015-12-04,77.36470031738281
2015-12-07,77.47572326660156
2015-12-08,76.83332061767578
2015-12-09,75.77057647705078
2015-12-10,75.39784240722656
2015-12-11,74.29547119140625
2015-12-14,74.97315216064453
2015-12-15,76.22480773925781
2015-12-16,77.73161315917969
2015-12-17,76.60748291015625
2015-12-18,75.4195785522461
2015-12-21,76.18495178222656
2015-12-22,76.87056732177734
2015-12-23,78.52885437011719
2015-12-24,78.24185180664062
2015-12-28,78.42520141601562
2015-12-29,79.25435638427734
2015-12-30,78.20995330810547
2015-12-31,77.29310607910156
2016-01-04,77.09380340576172
2016-01-05,78.6165542602539
2016-01-06,78.33750915527344
2016-01-07,76.38427734375
2016-01-08,75.12458801269531
2016-01-11,75.32392883300781
2016-01-12,75.32392883300781
2016-01-13,73.46633911132812
2016-01-14,73.51417541503906
2016-01-15,70.46870422363281
2016-01-19,72.47773742675781
2016-01-20,70.95500183105469
2016-01-21,71.76820373535156
2016-01-22,74.34334564208984
2016-01-25,72.64517974853516
2016-01-26,73.7214584350586
2016-01-27,73.75334167480469
2016-01-28,73.75334167480469
2016-01-29,75.2123031616211
2016-02-01,74.22373962402344
2016-02-02,72.82854461669922
2016-02-03,72.14291381835938
2016-02-04,72.62122344970703
2016-02-05,70.82746124267578
2016-02-08,68.09288024902344
2016-02-09,68.22042083740234
2016-02-10,68.4356918334961
2016-02-11,66.69771575927734
2016-02-12,68.30017852783203
2016-02-16,68.92201232910156
2016-02-17,68.71472930908203
2016-02-18,69.7591552734375
2016-02-19,69.61560821533203
2016-02-22,71.14633178710938
2016-02-23,70.17369842529297
2016-02-24,70.97891998291016
2016-02-25,71.28985595703125
2016-02-26,71.76022338867188
2016-02-29,73.50618743896484
2016-03-01,75.49928283691406
2016-03-02,75.43553161621094
2016-03-03,75.97765350341797
2016-03-04,76.4879150390625
2016-03-07,76.21684265136719
2016-03-08,75.4195785522461
2016-03-09,75.4195785522461
2016-03-10,75.50728607177734
2016-03-11,78.49696350097656
2016-03-14,78.17802429199219
2016-03-15,78.45710754394531
2016-03-16,79.57323455810547
2016-03-17,81.11992645263672
2016-03-18,80.13133239746094
2016-03-21,79.99577331542969
2016-03-22,79.6689224243164
2016-03-23,79.38988494873047
2016-03-24,80.00375366210938
2016-03-28,79.91606140136719
