Date,CTRA
2015-08-03,18.878936767578125
2015-08-04,18.849363327026367
2015-08-05,18.716310501098633
2015-08-06,18.782835006713867
2015-08-07,18.405853271484375
2015-08-10,19.10068702697754
2015-08-11,19.270706176757812
2015-08-12,19.972936630249023
2015-08-13,19.935977935791016
2015-08-14,19.943370819091797
2015-08-17,19.795530319213867
2015-08-18,19.677255630493164
2015-08-19,19.085906982421875
2015-08-20,18.376283645629883
2015-08-21,18.028865814208984
2015-08-24,16.262195587158203
2015-08-25,15.74476432800293
2015-08-26,16.018264770507812
2015-08-27,17.06052017211914
2015-08-28,17.223142623901367
2015-08-31,17.496646881103516
2015-09-01,17.0235652923584
2015-09-02,17.237930297851562
2015-09-03,17.304454803466797
2015-09-04,16.838762283325195
2015-09-08,16.890512466430664
2015-09-09,16.631792068481445
2015-09-10,17.038345336914062
2015-09-11,17.112266540527344
2015-09-14,16.45438575744629
2015-09-15,16.831371307373047
2015-09-16,17.533601760864258
2015-09-17,17.51882553100586
2015-09-18,17.36359405517578
2015-09-21,17.674047470092773
2015-09-22,17.681447982788086
2015-09-23,17.430124282836914
2015-09-24,17.829286575317383
2015-09-25,17.60752296447754
2015-09-28,16.779632568359375
2015-09-29,15.922170639038086
2015-09-30,16.158710479736328
2015-10-01,15.685628890991211
2015-10-02,16.203062057495117
2015-10-05,16.927467346191406
2015-10-06,17.370981216430664
2015-10-07,17.186180114746094
2015-10-08,17.112266540527344
2015-10-09,17.17879295349121
2015-10-12,16.949642181396484
2015-10-13,16.520910263061523
2015-10-14,16.957042694091797
2015-10-15,17.533601760864258
2015-10-16,17.156614303588867
2015-10-19,17.082700729370117
2015-10-20,17.326629638671875
2015-10-21,16.513521194458008
2015-10-22,16.32872200012207
2015-10-23,15.59692668914795
2015-10-26,15.397347450256348
2015-10-27,15.626494407653809
2015-10-28,16.129133224487305
2015-10-29,15.914783477783203
2015-10-30,16.047832489013672
2015-11-02,16.491756439208984
2015-11-03,16.30678939819336
2015-11-04,16.587936401367188
2015-11-05,16.750709533691406
2015-11-06,16.49915313720703
2015-11-09,16.69891929626465
2015-11-10,16.750709533691406
2015-11-11,15.448529243469238
2015-11-12,15.041606903076172
2015-11-13,15.344958305358887
2015-11-16,16.691518783569336
2015-11-17,15.53731918334961
2015-11-18,15.44113540649414
2015-11-19,15.16738224029541
2015-11-20,14.708661079406738
2015-11-23,14.338732719421387
2015-11-24,14.205546379089355
2015-11-25,14.309134483337402
2015-11-27,14.116765975952148
2015-11-30,13.93179702758789
2015-12-01,13.761629104614258
2015-12-02,13.265914916992188
2015-12-03,12.674010276794434
2015-12-04,12.740605354309082
2015-12-07,12.429856300354004
2015-12-08,12.99216079711914
2015-12-09,12.851585388183594
2015-12-10,13.080942153930664
2015-12-11,11.911946296691895
2015-12-14,11.57900333404541
2015-12-15,11.120282173156738
2015-12-16,11.386635780334473
2015-12-17,11.357041358947754
2015-12-18,11.460623741149902
2015-12-21,12.01552677154541
2015-12-22,12.222689628601074
2015-12-23,13.051346778869629
2015-12-24,13.095743179321289
2015-12-28,12.755400657653809
2015-12-29,13.095743179321289
2015-12-30,12.58522891998291
2015-12-31,13.08834171295166
2016-01-04,13.014355659484863
2016-01-05,12.999558448791504
2016-01-06,11.85275650024414
2016-01-07,12.267084121704102
2016-01-08,12.725807189941406
2016-01-11,11.837958335876465
2016-01-12,11.453222274780273
2016-01-13,11.615998268127441
2016-01-14,12.067317008972168
2016-01-15,12.141305923461914
2016-01-19,12.15610122680664
2016-01-20,12.68880844116211
2016-01-21,13.798622131347656
2016-01-22,14.45710277557373
2016-01-25,13.613652229309082
2016-01-26,14.375720024108887
2016-01-27,14.45718765258789
2016-01-28,14.360905647277832
2016-01-29,15.368165969848633
2016-02-01,15.227452278137207
2016-02-02,15.101542472839355
2016-02-03,15.679234504699707
2016-02-04,15.47925853729248
2016-02-05,15.301514625549316
2016-02-08,15.4940824508667
2016-02-09,14.509034156799316
2016-02-10,14.627538681030273
2016-02-11,14.716411590576172
2016-02-12,14.627538681030273
2016-02-16,14.264622688293457
2016-02-17,15.175610542297363
2016-02-18,14.479408264160156
2016-02-19,14.746033668518066
2016-02-22,15.953275680541992
2016-02-23,14.264622688293457
2016-02-24,14.597911834716797
2016-02-25,14.375716209411621
2016-02-26,15.138575553894043
2016-02-29,14.908975601196289
2016-03-01,15.545923233032227
2016-03-02,16.33099937438965
2016-03-03,16.419878005981445
2016-03-04,15.901429176330566
2016-03-07,16.582809448242188
2016-03-08,15.827362060546875
2016-03-09,15.738484382629395
2016-03-10,16.22730827331543
2016-03-11,16.264339447021484
2016-03-14,16.368026733398438
2016-03-15,16.723533630371094
2016-03-16,16.990163803100586
2016-03-17,16.85684585571289
2016-03-18,16.86425018310547
2016-03-21,16.138431549072266
2016-03-22,16.123619079589844
2016-03-23,15.901429176330566
2016-03-24,16.27174186706543
2016-03-28,16.338397979736328
2016-03-29,16.76797103881836
2016-03-30,16.8198184967041
2016-03-31,16.8198184967041
2016-04-01,16.671688079833984
2016-04-04,16.812414169311523
2016-04-05,16.53096580505371
2016-04-06,16.553180694580078
2016-04-07,17.234567642211914
2016-04-08,17.390106201171875
2016-04-11,16.967937469482422
2016-04-12,17.61970329284668
2016-04-13,17.18272590637207
2016-04-14,16.893875122070312
2016-04-15,17.056821823120117
2016-04-18,17.338258743286133
2016-04-19,17.390106201171875
2016-04-20,17.41972541809082
2016-04-21,16.90869140625
2016-04-22,17.22715950012207
2016-04-25,16.508750915527344
2016-04-26,16.893875122070312
2016-04-27,17.82707977294922
2016-04-28,17.464174270629883
2016-04-29,17.33085823059082
2016-05-02,17.952980041503906
2016-05-03,17.686355590820312
2016-05-04,17.6567325592041
2016-05-05,17.915952682495117
2016-05-06,17.634510040283203
2016-05-09,17.782634735107422
2016-05-10,18.23442840576172
2016-05-11,18.138145446777344
2016-05-12,18.086254119873047
2016-05-13,17.648921966552734
2016-05-16,17.619274139404297
2016-05-17,17.693403244018555
2016-05-18,17.174535751342773
2016-05-19,17.18935203552246
2016-05-20,17.174535751342773
2016-05-23,17.30054473876953
2016-05-24,17.27089500427246
2016-05-25,17.782350540161133
2016-05-26,17.559980392456055
2016-05-27,17.500680923461914
2016-05-31,17.76752471923828
2016-06-01,18.286392211914062
2016-06-02,18.338281631469727
2016-06-03,17.960247039794922
2016-06-06,18.167795181274414
2016-06-07,18.849735260009766
2016-06-08,18.553239822387695
2016-06-09,19.198118209838867
2016-06-10,18.56806182861328
2016-06-13,18.59770965576172
2016-06-14,18.27156639099121
2016-06-15,18.19002914428711
2016-06-16,18.086254119873047
2016-06-17,18.278974533081055
2016-06-20,18.62735939025879
2016-06-21,18.879384994506836
2016-06-22,18.701486587524414
2016-06-23,18.7163143157959
2016-06-24,18.338281631469727
2016-06-27,17.8342342376709
2016-06-28,19.26482582092285
2016-06-29,18.820083618164062
2016-06-30,19.07952308654785
2016-07-01,19.146228790283203
2016-07-05,18.805265426635742
2016-07-06,19.15364646911621
2016-07-07,18.842321395874023
2016-07-08,18.857147216796875
2016-07-11,18.97574806213379
2016-07-12,19.205530166625977
2016-07-13,19.04987144470215
2016-07-14,18.686664581298828
2016-07-15,18.575477600097656
2016-07-18,18.790433883666992
2016-07-19,18.486526489257812
2016-07-20,18.160381317138672
2016-07-21,17.94542121887207
2016-07-22,18.071435928344727
2016-07-25,17.471031188964844
2016-07-26,17.46361541748047
2016-07-27,17.508087158203125
2016-07-28,17.678571701049805
2016-07-29,18.286392211914062
2016-08-01,17.589628219604492
2016-08-02,17.78976058959961
2016-08-03,18.101085662841797
2016-08-04,18.101085662841797
2016-08-05,18.204853057861328
2016-08-08,18.54610252380371
2016-08-09,17.945207595825195
2016-08-10,17.811676025390625
2016-08-11,18.21969223022461
2016-08-12,18.605449676513672
2016-08-15,18.850257873535156
2016-08-16,18.605449676513672
2016-08-17,18.553518295288086
2016-08-18,19.332456588745117
2016-08-19,19.258275985717773
2016-08-22,19.09507179260254
2016-08-23,19.295364379882812
2016-08-24,18.998634338378906
2016-08-25,18.842844009399414
2016-08-26,18.71672821044922
2016-08-29,18.664798736572266
2016-08-30,18.427406311035156
2016-08-31,18.27161979675293
2016-09-01,18.1455020904541
2016-09-02,18.108417510986328
2016-09-06,18.3754825592041
2016-09-07,18.7315673828125
2016-09-08,19.658870697021484
2016-09-09,19.332456588745117
2016-09-12,19.510499954223633
2016-09-13,18.70189094543457
2016-09-14,18.612865447998047
2016-09-15,18.57577896118164
2016-09-16,18.026811599731445
2016-09-19,18.06390380859375
2016-09-20,18.190021514892578
2016-09-21,18.724149703979492
2016-09-22,18.96895408630371
2016-09-23,18.924449920654297
