Date,AGS.BR
2015-08-24,18.547658920288086
2015-08-25,19.009878158569336
2015-08-26,18.82176971435547
2015-08-27,18.980316162109375
2015-08-28,19.281295776367188
2015-08-31,19.617204666137695
2015-09-01,19.093183517456055
2015-09-02,19.10930633544922
2015-09-03,19.313539505004883
2015-09-04,19.012561798095703
2015-09-07,19.07974624633789
2015-09-08,19.51777458190918
2015-09-09,19.719318389892578
2015-09-10,19.652135848999023
2015-09-11,19.507020950317383
2015-09-14,19.464025497436523
2015-09-15,19.740819931030273
2015-09-16,19.955801010131836
2015-09-17,19.918180465698242
2015-09-18,19.754253387451172
2015-09-21,19.79724884033203
2015-09-22,19.410282135009766
2015-09-23,19.579580307006836
2015-09-24,19.724695205688477
2015-09-25,20.009550094604492
2015-09-28,19.783815383911133
2015-09-29,19.587644577026367
2015-09-30,19.727380752563477
2015-10-01,19.7864990234375
2015-10-02,19.920867919921875
2015-10-05,20.463699340820312
2015-10-06,20.493261337280273
2015-10-07,20.528194427490234
2015-10-08,20.767366409301758
2015-10-09,20.831857681274414
2015-10-12,20.697490692138672
2015-10-13,20.452951431274414
2015-10-14,20.37771224975586
2015-10-15,20.51207160949707
2015-10-16,20.64912223815918
2015-10-19,20.761991500854492
2015-10-20,20.880226135253906
2015-10-21,20.888290405273438
2015-10-22,21.089834213256836
2015-10-23,21.320940017700195
2015-10-26,21.4687442779541
2015-10-27,21.382753372192383
2015-10-28,21.568178176879883
2015-10-29,21.57892417907715
2015-10-30,21.597734451293945
2015-11-02,21.702537536621094
2015-11-03,21.654170989990234
2015-11-04,21.16776466369629
2015-11-05,21.081775665283203
2015-11-06,21.304821014404297
2015-11-09,21.29944610595703
2015-11-10,21.323631286621094
2015-11-11,21.554738998413086
2015-11-12,21.345129013061523
2015-11-13,21.33169174194336
2015-11-16,21.415002822875977
2015-11-17,21.713289260864258
2015-11-18,21.689104080200195
2015-11-19,21.815404891967773
2015-11-20,21.79928207397461
2015-11-23,21.949769973754883
2015-11-24,22.0303897857666
2015-11-25,22.119070053100586
2015-11-26,22.218496322631836
2015-11-27,22.205062866210938
2015-11-30,22.25343132019043
2015-12-01,22.452289581298828
2015-12-02,22.355545043945312
2015-12-03,21.963207244873047
2015-12-04,22.081445693969727
2015-12-07,22.132505416870117
2015-12-08,22.097572326660156
2015-12-09,22.02501106262207
2015-12-10,21.901399612426758
2015-12-11,21.586986541748047
2015-12-14,21.38544273376465
2015-12-15,22.256122589111328
2015-12-16,22.747896194458008
2015-12-17,23.02468490600586
2015-12-18,22.938692092895508
2015-12-21,22.92525863647461
2015-12-22,23.043495178222656
2015-12-23,22.984375
2015-12-24,22.97900390625
2015-12-28,22.871511459350586
2015-12-29,23.228918075561523
2015-12-30,23.167112350463867
2016-01-04,22.7962646484375
2016-01-05,22.680709838867188
2016-01-06,22.387798309326172
2016-01-07,21.638046264648438
2016-01-08,21.500993728637695
2016-01-11,21.613859176635742
2016-01-12,21.750911712646484
2016-01-13,21.853029251098633
2016-01-14,21.288698196411133
2016-01-15,21.089834213256836
2016-01-18,20.635684967041016
2016-01-19,21.00922203063965
2016-01-20,20.160036087036133
2016-01-21,20.318584442138672
2016-01-22,20.796924591064453
2016-01-25,20.807674407958984
2016-01-26,20.495943069458008
2016-01-27,20.26215171813965
2016-01-28,19.617204666137695
2016-01-29,20.07135581970215
2016-02-01,20.13585090637207
2016-02-02,19.689760208129883
2016-02-03,19.27860450744629
2016-02-04,19.0260009765625
2016-02-05,18.512727737426758
2016-02-08,17.918838500976562
2016-02-09,17.65816879272461
2016-02-10,18.066638946533203
2016-02-11,17.263141632080078
2016-02-12,17.62323760986328
2016-02-15,18.090824127197266
2016-02-16,17.99945831298828
2016-02-17,18.81101417541504
2016-02-18,18.456296920776367
2016-02-19,18.227874755859375
2016-02-22,18.51541519165039
2016-02-23,18.35417938232422
2016-02-24,18.042451858520508
2016-02-25,18.11232566833496
2016-02-26,18.432109832763672
2016-02-29,18.276248931884766
2016-03-01,18.625593185424805
2016-03-02,18.94000816345215
2016-03-03,18.813705444335938
2016-03-04,18.859384536743164
2016-03-07,19.082433700561523
2016-03-08,19.023313522338867
2016-03-09,19.12812042236328
2016-03-10,19.001815795898438
2016-03-11,19.584951400756836
2016-03-14,19.679012298583984
2016-03-15,19.439844131469727
2016-03-16,19.42102813720703
2016-03-17,19.187240600585938
2016-03-18,19.136178970336914
2016-03-21,19.16305160522461
2016-03-22,19.216800689697266
2016-03-23,19.087806701660156
2016-03-24,18.676651000976562
2016-03-29,18.80026626586914
2016-03-30,18.953441619873047
2016-03-31,18.741147994995117
2016-04-01,18.625593185424805
2016-04-04,18.784143447875977
2016-04-05,18.4724178314209
2016-04-06,18.56647491455078
2016-04-07,18.276248931884766
2016-04-08,18.507352828979492
2016-04-11,18.47779655456543
2016-04-12,18.81101417541504
2016-04-13,19.27591896057129
2016-04-14,19.146926879882812
2016-04-15,18.915822982788086
2016-04-18,18.945384979248047
2016-04-19,19.017934799194336
2016-04-20,19.23023223876953
2016-04-21,19.058246612548828
2016-04-22,18.76264762878418
2016-04-25,18.488544464111328
2016-04-26,18.61215591430664
2016-04-27,18.434797286987305
2016-04-28,18.743837356567383
2016-04-29,18.413297653198242
2016-05-02,18.622909545898438
2016-05-03,18.2735595703125
2016-05-04,18.257434844970703
2016-05-05,18.03170394897461
2016-05-06,17.93764877319336
2016-05-09,18.25710678100586
2016-05-10,18.406938552856445
2016-05-11,18.361705780029297
2016-05-12,18.310815811157227
2016-05-13,18.356050491333008
2016-05-16,18.471961975097656
2016-05-17,18.37301254272461
2016-05-18,18.435209274291992
2016-05-19,19.370962142944336
2016-05-20,19.484045028686523
2016-05-23,19.642358779907227
2016-05-24,20.007047653198242
2016-05-25,20.3491268157959
2016-05-26,20.38870620727539
2016-05-27,20.470687866210938
2016-05-30,20.60921287536621
2016-05-31,20.555498123168945
2016-06-01,20.518749237060547
2016-06-02,20.563980102539062
2016-06-03,20.298236846923828
2016-06-06,20.323680877685547
2016-06-07,20.30954360961914
2016-06-08,20.120132446289062
2016-06-09,19.902448654174805
2016-06-10,19.387928009033203
2016-06-13,18.867748260498047
2016-06-14,18.409765243530273
2016-06-15,18.4125919342041
2016-06-16,18.158157348632812
2016-06-17,18.49457550048828
2016-06-20,19.105220794677734
2016-06-21,19.331384658813477
2016-06-22,19.534936904907227
2016-06-23,19.769577026367188
2016-06-24,18.4125919342041
2016-06-27,17.157379150390625
2016-06-28,17.32417869567871
2016-06-29,17.553171157836914
2016-06-30,17.519243240356445
2016-07-01,17.694520950317383
2016-07-04,17.420297622680664
2016-07-05,16.60893440246582
2016-07-06,16.213146209716797
2016-07-07,16.348844528198242
2016-07-08,16.8322696685791
2016-07-11,17.09235954284668
2016-07-12,17.440086364746094
2016-07-13,17.27894401550293
2016-07-14,17.417469024658203
2016-07-15,17.208269119262695
2016-07-18,17.403335571289062
2016-07-19,17.26198387145996
2016-07-20,17.459875106811523
2016-07-21,17.182823181152344
2016-07-22,17.1178035736084
2016-07-25,17.171518325805664
2016-07-26,17.05278205871582
2016-07-27,17.3298282623291
2016-07-28,16.94535255432129
2016-07-29,17.016029357910156
2016-08-01,16.908601760864258
2016-08-02,16.425174713134766
2016-08-03,16.42234992980957
2016-08-04,16.67678451538086
2016-08-05,17.089534759521484
2016-08-08,17.230886459350586
2016-08-09,17.442914962768555
2016-08-10,18.319299697875977
2016-08-11,18.022459030151367
2016-08-12,17.878280639648438
2016-08-15,17.886760711669922
2016-08-16,17.570133209228516
2016-08-17,17.327003479003906
2016-08-18,17.40898895263672
2016-08-19,17.10649299621582
2016-08-22,17.188474655151367
2016-08-23,17.567304611206055
2016-08-24,17.555997848510742
2016-08-25,17.078222274780273
2016-08-26,17.16868782043457
2016-08-29,17.134767532348633
2016-08-30,17.22523307800293
2016-08-31,17.51076316833496
2016-09-01,17.59840202331543
2016-09-02,17.95461082458496
2016-09-05,18.11857795715332
2016-09-06,17.974397659301758
2016-09-07,18.084653854370117
2016-09-08,18.158157348632812
2016-09-09,18.268413543701172
2016-09-12,18.005496978759766
2016-09-13,17.72562026977539
2016-09-14,17.615365982055664
2016-09-15,17.705827713012695
2016-09-16,17.4005069732666
2016-09-19,17.669078826904297
2016-09-20,17.705827713012695
2016-09-21,18.381498336791992
2016-09-22,18.579389572143555
2016-09-23,18.652894973754883
2016-09-26,18.429555892944336
2016-09-27,18.27689552307129
2016-09-28,18.39280128479004
2016-09-29,18.29668617248535
2016-09-30,18.356050491333008
2016-10-03,18.33626365661621
2016-10-04,18.500232696533203
2016-10-05,18.692468643188477
2016-10-06,18.695297241210938
2016-10-07,18.664199829101562
2016-10-10,18.81968879699707
2016-10-11,18.80272674560547
2016-10-12,18.836650848388672
2016-10-13,18.55112075805664
2016-10-14,18.737703323364258
2016-10-17,18.67551040649414
2016-10-18,18.90167236328125
2016-10-19,18.90167236328125
2016-10-20,18.70094871520996
2016-10-21,18.63875961303711
2016-10-24,18.828166961669922
2016-10-25,18.983657836914062
2016-10-26,18.927114486694336
2016-10-27,18.95821189880371
2016-10-28,18.89601707458496
2016-10-31,18.814035415649414
2016-11-01,18.51154136657715
2016-11-02,18.090309143066406
2016-11-03,18.194908142089844
2016-11-04,17.7030029296875
2016-11-07,17.95461082458496
2016-11-08,18.002670288085938
2016-11-09,18.409765243530273
2016-11-10,19.238094329833984
2016-11-11,19.43315887451172
2016-11-14,19.650842666625977
2016-11-15,19.554718017578125
2016-11-16,19.746959686279297
2016-11-17,19.995744705200195
2016-11-18,19.834604263305664
2016-11-21,19.820465087890625
2016-11-22,20.09186363220215
2016-11-23,20.004222869873047
2016-11-24,20.154056549072266
2016-11-25,20.05511474609375
2016-11-28,19.85439109802246
2016-11-29,20.018360137939453
2016-11-30,19.91092872619629
2016-12-01,19.973127365112305
2016-12-02,19.86569595336914
2016-12-05,20.193632125854492
2016-12-06,20.46503257751465
2016-12-07,20.934326171875
2016-12-08,21.318805694580078
2016-12-09,21.293357849121094
2016-12-12,21.038923263549805
2016-12-13,21.041751861572266
2016-12-14,20.962594985961914
2016-12-15,21.233991622924805
2016-12-16,21.174625396728516
2016-12-19,21.036100387573242
2016-12-20,21.446020126342773
2016-12-21,21.3074951171875
2016-12-22,21.236818313598633
2016-12-23,21.372516632080078
2016-12-27,21.397960662841797
2016-12-28,21.276395797729492
2016-12-29,21.194408416748047
2016-12-30,21.265090942382812
2017-01-02,21.338592529296875
2017-01-03,21.734378814697266
2017-01-04,21.909658432006836
2017-01-05,21.465810775756836
2017-01-06,21.768306732177734
2017-01-09,21.717416763305664
2017-01-10,21.6806697845459
2017-01-11,21.632610321044922
2017-01-12,21.43754005432129
2017-01-13,22.07927703857422
2017-01-16,21.655223846435547
2017-01-17,21.581714630126953
2017-01-18,21.799402236938477
2017-01-19,22.268692016601562
2017-01-20,22.147127151489258
2017-01-23,21.881385803222656
2017-01-24,22.152782440185547
2017-01-25,22.61642074584961
2017-01-26,22.839759826660156
2017-01-27,22.75777244567871
2017-01-30,22.46092987060547
