Date,TSCO.L
2016-05-16,210.56146240234375
2016-05-17,207.78257751464844
2016-05-18,205.88790893554688
2016-05-19,201.9722900390625
2016-05-20,207.5299530029297
2016-05-23,202.2248992919922
2016-05-24,215.99288940429688
2016-05-25,210.94041442871094
2016-05-26,212.96142578125
2016-05-27,211.2561798095703
2016-05-31,208.5404510498047
2016-06-01,210.8772735595703
2016-06-02,214.09823608398438
2016-06-03,204.62484741210938
2016-06-06,201.08810424804688
2016-06-07,198.05661010742188
2016-06-08,202.79327392578125
2016-06-09,199.4459686279297
2016-06-10,191.4252471923828
2016-06-13,188.89907836914062
2016-06-14,186.1201171875
2016-06-15,190.9832000732422
2016-06-16,192.81463623046875
2016-06-17,194.96202087402344
2016-06-20,203.9300994873047
2016-06-21,207.34051513671875
2016-06-22,210.24563598632812
2016-06-23,211.9508514404297
2016-06-24,205.0037841796875
2016-06-27,194.07778930664062
2016-06-28,202.6669464111328
2016-06-29,215.61395263671875
2016-06-30,220.91908264160156
2016-07-01,223.8241729736328
2016-07-04,225.40304565429688
2016-07-05,221.99266052246094
2016-07-06,204.11953735351562
2016-07-07,202.3512420654297
2016-07-08,206.14056396484375
2016-07-11,208.79310607910156
2016-07-12,214.35081481933594
2016-07-13,213.97189331054688
2016-07-14,212.77195739746094
2016-07-15,209.55099487304688
2016-07-18,209.67724609375
2016-07-19,206.83523559570312
2016-07-20,203.5511474609375
2016-07-21,200.58282470703125
2016-07-22,201.84596252441406
2016-07-25,204.75111389160156
2016-07-26,196.41453552246094
2016-07-27,198.30921936035156
2016-07-28,197.2987060546875
2016-07-29,197.04615783691406
2016-08-01,195.6566162109375
2016-08-02,195.404052734375
2016-08-03,194.51986694335938
2016-08-04,196.47775268554688
2016-08-05,195.53042602539062
2016-08-08,195.2777099609375
2016-08-09,199.69869995117188
2016-08-10,200.70912170410156
2016-08-11,197.7407989501953
2016-08-12,202.7301483154297
2016-08-15,199.3197479248047
2016-08-16,199.19338989257812
2016-08-17,197.36184692382812
2016-08-18,201.467041015625
2016-08-19,201.08810424804688
2016-08-22,201.467041015625
2016-08-23,210.05618286132812
2016-08-24,207.34051513671875
2016-08-25,207.2141571044922
2016-08-26,206.51951599121094
2016-08-30,206.26683044433594
2016-08-31,210.11941528320312
2016-09-01,212.07723999023438
2016-09-02,216.81387329101562
2016-09-05,214.09823608398438
2016-09-06,214.72972106933594
2016-09-07,216.30857849121094
2016-09-08,216.11912536621094
2016-09-09,209.74044799804688
2016-09-12,206.26683044433594
2016-09-13,202.9196014404297
2016-09-14,204.2458953857422
2016-09-15,214.2876739501953
2016-09-16,213.84552001953125
2016-09-19,222.813720703125
2016-09-20,224.7084197998047
2016-09-21,224.39256286621094
2016-09-22,228.56088256835938
2016-09-23,229.31874084472656
2016-09-26,222.8768768310547
2016-09-27,224.5189208984375
2016-09-28,224.39256286621094
2016-09-29,227.2976837158203
2016-09-30,231.08706665039062
2016-10-03,234.05545043945312
2016-10-04,238.3500518798828
2016-10-05,261.5914001464844
2016-10-06,255.0230712890625
2016-10-07,254.1389923095703
2016-10-10,256.538818359375
2016-10-11,255.2757568359375
2016-10-12,254.1389923095703
2016-10-13,246.4339599609375
2016-10-14,257.29669189453125
2016-10-17,254.26524353027344
2016-10-18,263.1070861816406
2016-10-19,271.38055419921875
2016-10-20,266.01226806640625
2016-10-21,266.2649230957031
2016-10-24,266.07550048828125
2016-10-25,265.44384765625
2016-10-26,269.7384033203125
2016-10-27,270.62274169921875
2016-10-28,272.51739501953125
2016-10-31,266.2016906738281
2016-11-01,269.2963562011719
2016-11-02,264.3070983886719
2016-11-03,265.25433349609375
2016-11-04,255.781005859375
2016-11-07,252.87586975097656
2016-11-08,254.1389923095703
2016-11-09,252.18112182617188
2016-11-10,251.9916534423828
2016-11-11,250.66534423828125
2016-11-14,260.0124816894531
2016-11-15,274.0962219238281
2016-11-16,269.2331237792969
2016-11-17,270.30682373046875
2016-11-18,268.4122314453125
2016-11-21,269.42266845703125
2016-11-22,276.2434997558594
2016-11-23,269.5489501953125
2016-11-24,267.1490478515625
2016-11-25,268.033203125
2016-11-28,264.7491760253906
2016-11-29,263.8018798828125
2016-11-30,263.6123962402344
2016-12-01,259.6335144042969
2016-12-02,261.1493225097656
2016-12-05,268.28582763671875
2016-12-06,265.94903564453125
2016-12-07,269.42266845703125
2016-12-08,274.0331115722656
2016-12-09,275.485595703125
2016-12-12,268.85430908203125
2016-12-13,258.74932861328125
2016-12-14,259.8860778808594
2016-12-15,258.81243896484375
2016-12-16,253.12841796875
2016-12-19,255.52835083007812
2016-12-20,258.49676513671875
2016-12-21,257.99151611328125
2016-12-22,257.29669189453125
2016-12-23,260.0124816894531
2016-12-28,258.180908203125
2016-12-29,260.7071533203125
2016-12-30,261.2755126953125
2017-01-03,260.3914794921875
2017-01-04,259.57037353515625
2017-01-05,251.4232177734375
2017-01-06,251.9916534423828
2017-01-09,253.8231658935547
2017-01-10,269.043701171875
2017-01-11,263.7386474609375
2017-01-12,260.2650451660156
2017-01-13,260.20196533203125
2017-01-16,256.7915344238281
2017-01-17,255.1494598388672
2017-01-18,254.7073974609375
2017-01-19,255.9073486328125
2017-01-20,250.47584533691406
2017-01-23,246.3076934814453
2017-01-24,242.70779418945312
2017-01-25,238.0342559814453
2017-01-26,238.72900390625
2017-01-27,260.89654541015625
2017-01-30,249.84434509277344
2017-01-31,245.80239868164062
2017-02-01,246.6234130859375
2017-02-02,248.64443969726562
2017-02-03,249.21282958984375
2017-02-06,243.84463500976562
2017-02-07,244.60250854492188
2017-02-08,249.59176635742188
2017-02-09,249.97073364257812
2017-02-10,250.09698486328125
2017-02-13,248.5181121826172
2017-02-14,248.8339385986328
2017-02-15,248.64443969726562
2017-02-16,248.58131408691406
2017-02-17,247.2550506591797
2017-02-20,245.80239868164062
2017-02-21,241.69725036621094
2017-02-22,244.28668212890625
2017-02-23,241.94993591308594
2017-02-24,239.9920654296875
2017-02-27,238.85525512695312
2017-02-28,237.9711456298828
2017-03-01,240.1815643310547
2017-03-02,238.47630310058594
2017-03-03,237.59219360351562
2017-03-06,240.37098693847656
2017-03-07,238.66575622558594
2017-03-08,238.0973358154297
2017-03-09,235.44483947753906
2017-03-10,238.47630310058594
2017-03-13,241.25518798828125
2017-03-14,237.78167724609375
2017-03-15,239.23416137695312
2017-03-16,236.07644653320312
2017-03-17,236.6448516845703
2017-03-20,238.72900390625
2017-03-21,238.60264587402344
2017-03-22,234.75015258789062
2017-03-23,239.4868621826172
2017-03-24,241.25518798828125
2017-03-27,239.92892456054688
2017-03-28,241.5077667236328
2017-03-29,240.30789184570312
2017-03-30,238.72900390625
2017-03-31,234.43435668945312
2017-04-03,233.2975616455078
2017-04-04,233.2975616455078
2017-04-05,232.72915649414062
2017-04-06,233.9290771484375
2017-04-07,239.61309814453125
2017-04-10,245.297119140625
2017-04-11,247.06558227539062
2017-04-12,232.9186248779297
2017-04-13,229.25563049316406
2017-04-18,222.56101989746094
2017-04-19,221.80316162109375
2017-04-20,220.03485107421875
2017-04-21,219.52955627441406
2017-04-24,223.50836181640625
2017-04-25,224.4557342529297
2017-04-26,227.9924774169922
2017-04-27,230.5186767578125
2017-04-28,231.4660186767578
2017-05-02,231.15029907226562
2017-05-03,223.25576782226562
2017-05-04,223.1294708251953
2017-05-05,226.6662139892578
2017-05-08,226.72933959960938
2017-05-09,228.68722534179688
2017-05-10,231.5923614501953
2017-05-11,227.80300903320312
2017-05-12,225.90830993652344
2017-05-15,225.0241241455078
2017-05-16,225.40304565429688
2017-05-17,230.26608276367188
2017-05-18,232.41334533691406
2017-05-19,230.5186767578125
2017-05-22,233.2344207763672
2017-05-23,230.64501953125
2017-05-24,232.3502197265625
2017-05-25,235.886962890625
2017-05-26,235.95013427734375
2017-05-30,234.11856079101562
2017-05-31,232.034423828125
2017-06-01,231.97128295898438
2017-06-02,230.5819091796875
2017-06-05,230.13970947265625
2017-06-06,229.44509887695312
2017-06-07,225.33995056152344
2017-06-08,227.2976837158203
2017-06-09,228.3082733154297
2017-06-12,231.7187042236328
2017-06-13,234.05545043945312
2017-06-14,234.81329345703125
2017-06-15,227.2976837158203
2017-06-16,216.11912536621094
2017-06-19,216.05601501464844
2017-06-20,212.32981872558594
2017-06-21,212.07723999023438
2017-06-22,210.3088836669922
2017-06-23,210.37197875976562
2017-06-26,210.30247497558594
2017-06-27,213.2518768310547
2017-06-28,216.9402313232422
2017-06-29,217.2559356689453
2017-06-30,213.2140350341797
2017-07-03,211.38243103027344
2017-07-04,211.06675720214844
2017-07-05,219.08750915527344
2017-07-06,216.75076293945312
2017-07-07,215.3612518310547
2017-07-10,216.05601501464844
2017-07-11,216.05601501464844
2017-07-12,215.61395263671875
2017-07-13,218.1401824951172
2017-07-14,219.150634765625
2017-07-17,220.3506622314453
2017-07-18,220.09793090820312
2017-07-19,220.5401153564453
2017-07-20,221.5505828857422
2017-07-21,221.29795837402344
2017-07-24,218.20326232910156
2017-07-25,219.78225708007812
2017-07-26,219.52955627441406
2017-07-27,221.92953491210938
2017-07-28,218.8980255126953
2017-07-31,220.03485107421875
2017-08-01,222.2453155517578
2017-08-02,225.08734130859375
2017-08-03,227.3609161376953
2017-08-04,227.55039978027344
2017-08-07,226.6662139892578
2017-08-08,226.6662139892578
2017-08-09,227.55039978027344
2017-08-10,223.5715789794922
2017-08-11,223.8241729736328
2017-08-14,222.62423706054688
2017-08-15,223.8241729736328
2017-08-16,227.4871826171875
2017-08-17,225.90830993652344
2017-08-18,223.00318908691406
2017-08-21,223.50836181640625
2017-08-22,232.66603088378906
2017-08-23,236.32904052734375
2017-08-24,236.77108764648438
2017-08-25,232.66603088378906
2017-08-29,228.43450927734375
2017-08-30,230.39244079589844
2017-08-31,228.4977569580078
2017-09-01,231.2765350341797
2017-09-04,234.11856079101562
2017-09-05,233.2975616455078
2017-09-06,234.93963623046875
2017-09-07,235.508056640625
2017-09-08,237.1500701904297
2017-09-11,235.12913513183594
2017-09-12,233.7396240234375
2017-09-13,229.44509887695312
2017-09-14,231.4660186767578
2017-09-15,229.25563049316406
2017-09-18,232.22386169433594
2017-09-19,234.62384033203125
2017-09-20,235.57113647460938
2017-09-21,231.65550231933594
2017-09-22,232.22386169433594
2017-09-25,231.08706665039062
2017-09-26,233.2975616455078
2017-09-27,236.45538330078125
2017-09-28,233.7396240234375
2017-09-29,236.39219665527344
2017-10-02,235.7606201171875
2017-10-03,240.05528259277344
2017-10-04,232.3502197265625
2017-10-05,235.697509765625
2017-10-06,237.9711456298828
2017-10-09,235.38169860839844
2017-10-10,236.6448516845703
2017-10-11,236.45538330078125
2017-10-12,234.44688415527344
2017-10-13,234.9521942138672
2017-10-16,235.14169311523438
2017-10-17,235.0153045654297
2017-10-18,236.4048309326172
2017-10-19,236.65748596191406
2017-10-20,238.61538696289062
2017-10-23,236.84695434570312
2017-10-24,235.96273803710938
2017-10-25,234.38377380371094
2017-10-26,235.14169311523438
2017-10-27,234.32049560546875
2017-10-30,229.77304077148438
2017-10-31,229.14151000976562
2017-11-01,225.4150848388672
2017-11-02,226.86776733398438
2017-11-03,226.2362060546875
2017-11-06,223.0150909423828
2017-11-07,222.32029724121094
2017-11-08,223.39404296875
2017-11-09,223.3308563232422
2017-11-10,223.0782012939453
2017-11-13,223.5835418701172
2017-11-14,237.5416717529297
2017-11-15,231.9836883544922
2017-11-16,232.86795043945312
2017-11-17,233.3100128173828
2017-11-20,236.21531677246094
2017-11-21,238.74176025390625
2017-11-22,245.56292724609375
2017-11-23,245.1207733154297
2017-11-24,243.2892303466797
2017-11-27,243.60491943359375
2017-11-28,246.57345581054688
2017-11-29,250.11032104492188
2017-11-30,245.1207733154297
2017-12-01,246.95240783691406
2017-12-04,246.51031494140625
2017-12-05,253.89987182617188
2017-12-06,256.9314880371094
2017-12-07,257.2473449707031
2017-12-08,258.3841857910156
2017-12-11,259.58416748046875
2017-12-12,259.773681640625
2017-12-13,264.5889587402344
2017-12-14,261.41583251953125
2017-12-15,261.8578796386719
2017-12-18,260.2789611816406
2017-12-19,260.2158203125
2017-12-20,260.4053955078125
2017-12-21,262.1106262207031
2017-12-22,261.16326904296875
2017-12-27,264.13165283203125
2017-12-28,263.24749755859375
2017-12-29,264.3211975097656
2018-01-02,263.3738098144531
2018-01-03,264.7633361816406
2018-01-04,266.7843017578125
2018-01-05,264.8895568847656
2018-01-08,270.7002868652344
2018-01-09,270.82659912109375
2018-01-10,267.6685485839844
2018-01-11,255.54200744628906
2018-01-12,258.8262634277344
2018-01-15,262.6158447265625
2018-01-16,267.5422668457031
2018-01-17,267.79498291015625
2018-01-18,264.8895568847656
2018-01-19,262.4895935058594
2018-01-22,261.47900390625
2018-01-23,264.7633361816406
2018-01-24,263.8790588378906
2018-01-25,264.8895568847656
2018-01-26,267.163330078125
2018-01-29,266.2791442871094
2018-01-30,264.5106201171875
2018-01-31,264.00543212890625
2018-02-01,260.59478759765625
2018-02-02,255.41566467285156
2018-02-05,251.0576629638672
2018-02-06,252.5103759765625
2018-02-07,255.7946319580078
2018-02-08,255.66842651367188
2018-02-09,251.75247192382812
2018-02-12,254.6577911376953
2018-02-13,256.55255126953125
2018-02-14,255.41566467285156
2018-02-15,257.3104553222656
2018-02-16,258.4472961425781
2018-02-19,260.2158203125
2018-02-20,260.847412109375
2018-02-21,261.8578796386719
2018-02-22,260.59478759765625
2018-02-23,259.45794677734375
2018-02-26,260.2158203125
2018-02-27,261.6053466796875
2018-02-28,266.2791442871094
2018-03-01,263.50018310546875
2018-03-02,255.16307067871094
2018-03-05,257.6893310546875
2018-03-06,266.5318298339844
2018-03-07,266.91064453125
2018-03-08,265.14227294921875
2018-03-09,268.67913818359375
2018-03-12,267.5422668457031
2018-03-13,266.5318298339844
2018-03-14,265.6474304199219
2018-03-15,270.3212890625
2018-03-16,265.01593017578125
2018-03-19,260.9738464355469
2018-03-20,261.3527526855469
2018-03-21,259.9631652832031
2018-03-22,255.92100524902344
2018-03-23,256.2999572753906
2018-03-26,256.04736328125
2018-03-27,259.58416748046875
2018-03-28,259.7105407714844
2018-03-29,260.0894775390625
2018-04-03,257.057861328125
2018-04-04,253.6472625732422
2018-04-05,256.2999572753906
2018-04-06,258.5736389160156
2018-04-09,259.7105407714844
2018-04-10,265.6474304199219
2018-04-11,284.7215576171875
2018-04-12,294.57452392578125
2018-04-13,295.0797424316406
2018-04-16,295.20599365234375
2018-04-17,297.9849853515625
2018-04-18,302.27984619140625
2018-04-19,302.78515625
2018-04-20,302.4061279296875
2018-04-23,302.91143798828125
2018-04-24,301.1429748535156
2018-04-25,302.4061279296875
2018-04-26,300.00616455078125
2018-04-27,300.7640686035156
2018-04-30,297.9849853515625
2018-05-01,296.8481750488281
2018-05-02,298.8692932128906
2018-05-03,302.02716064453125
2018-05-04,304.0483093261719
2018-05-08,303.0378112792969
2018-05-09,305.4377746582031
2018-05-10,308.4694519042969
2018-05-11,311.5010681152344
2018-05-14,310.4906005859375
2018-05-15,311.8800354003906
2018-05-16,311.5010681152344
2018-05-17,312.7896728515625
2018-05-18,310.5157470703125
2018-05-21,316.326904296875
2018-05-22,312.66326904296875
2018-05-23,311.1473388671875
2018-05-24,310.26312255859375
2018-05-25,310.5157470703125
2018-05-29,310.13677978515625
2018-05-30,308.9997863769531
2018-05-31,310.3893737792969
2018-06-01,310.64208984375
2018-06-04,312.28436279296875
2018-06-05,312.28436279296875
2018-06-06,311.90533447265625
2018-06-07,313.16864013671875
2018-06-08,313.16864013671875
2018-06-11,314.6845703125
2018-06-12,315.18994140625
2018-06-13,314.3056335449219
2018-06-14,315.5688781738281
2018-06-15,321.88531494140625
2018-06-18,323.7802734375
2018-06-19,323.4012451171875
2018-06-20,327.6965026855469
2018-06-21,323.4012451171875
2018-06-22,330.6020202636719
2018-06-25,329.8440246582031
2018-06-26,324.9172058105469
2018-06-27,324.4118347167969
2018-06-28,324.79083251953125
2018-06-29,324.28564453125
2018-07-02,323.5276794433594
2018-07-03,326.6858215332031
2018-07-04,324.9172058105469
2018-07-05,327.82275390625
2018-07-06,328.58074951171875
2018-07-09,328.3280944824219
2018-07-10,321.7590026855469
2018-07-11,321.6326599121094
2018-07-12,322.6432800292969
2018-07-13,322.6432800292969
2018-07-16,321.88531494140625
2018-07-17,324.03289794921875
2018-07-18,323.9066162109375
2018-07-19,325.6751708984375
2018-07-20,326.9384765625
2018-07-23,325.8015441894531
2018-07-24,323.4012451171875
2018-07-25,325.29620361328125
2018-07-26,325.29620361328125
2018-07-27,325.4225769042969
2018-07-30,323.27490234375
2018-07-31,328.8334045410156
2018-08-01,325.6751708984375
2018-08-02,325.4225769042969
2018-08-03,327.82275390625
2018-08-06,327.6965026855469
2018-08-07,328.4544677734375
2018-08-08,331.1073913574219
2018-08-09,334.7708740234375
2018-08-10,336.2867736816406
2018-08-13,331.9915466308594
2018-08-14,328.4544677734375
2018-08-15,321.50634765625
2018-08-16,323.6539306640625
2018-08-17,324.03289794921875
2018-08-20,323.27490234375
2018-08-21,322.137939453125
2018-08-22,323.5276794433594
2018-08-23,320.4957580566406
2018-08-24,321.6326599121094
2018-08-28,326.1805725097656
2018-08-29,315.6951904296875
2018-08-30,309.1261291503906
2018-08-31,311.4000244140625
2018-09-03,309.50518798828125
2018-09-04,307.6101989746094
2018-09-05,303.567626953125
2018-09-06,303.0624084472656
2018-09-07,301.7991027832031
2018-09-10,303.6939697265625
2018-09-11,299.1461486816406
2018-09-12,300.409423828125
2018-09-13,296.2406005859375
2018-09-14,295.9878845214844
2018-09-17,296.9986267089844
2018-09-18,296.9986267089844
2018-09-19,297.8828430175781
2018-09-20,301.7991027832031
2018-09-21,299.1461486816406
2018-09-24,302.4306640625
2018-09-25,305.0836181640625
2018-09-26,308.1154479980469
2018-09-27,305.2099304199219
2018-09-28,302.93597412109375
2018-10-01,299.019775390625
2018-10-02,297.1249084472656
2018-10-03,271.6065368652344
2018-10-04,269.5852355957031
2018-10-05,271.3537902832031
2018-10-08,265.4164123535156
2018-10-09,271.9855041503906
2018-10-10,273.12249755859375
2018-10-11,275.7967529296875
2018-10-12,274.0278625488281
2018-10-15,272.890869140625
2018-10-16,263.5418395996094
2018-10-17,263.7944641113281
2018-10-18,264.1734924316406
2018-10-19,271.1221008300781
2018-10-22,269.1006774902344
2018-10-23,270.7431640625
2018-10-24,272.00653076171875
2018-10-25,272.00653076171875
2018-10-26,268.8480529785156
2018-10-29,268.46905517578125
2018-10-30,271.6275329589844
2018-10-31,269.47967529296875
2018-11-01,275.2912902832031
2018-11-02,273.0172119140625
2018-11-05,274.65966796875
2018-11-06,268.09002685546875
2018-11-07,272.5118408203125
2018-11-08,276.1756286621094
2018-11-09,276.3019714355469
2018-11-12,271.8801574707031
2018-11-13,270.6167297363281
2018-11-14,268.3426818847656
2018-11-15,256.59320068359375
2018-11-16,257.6039733886719
2018-11-19,259.4990234375
2018-11-20,257.730224609375
2018-11-21,261.7731018066406
2018-11-22,254.31910705566406
2018-11-23,255.32986450195312
2018-11-26,253.4347686767578
2018-11-27,250.52894592285156
2018-11-28,249.2025146484375
2018-11-29,252.67677307128906
2018-11-30,249.58140563964844
2018-12-03,249.4551239013672
2018-12-04,248.88662719726562
2018-12-05,251.41336059570312
2018-12-06,244.7805633544922
2018-12-07,251.47645568847656
2018-12-10,248.19171142578125
2018-12-11,249.2025146484375
2018-12-12,249.07611083984375
2018-12-13,250.907958984375
2018-12-14,243.706787109375
2018-12-17,240.3587646484375
2018-12-18,245.3490753173828
2018-12-19,243.76988220214844
2018-12-20,242.44332885742188
2018-12-21,244.7805633544922
2018-12-24,240.04290771484375
2018-12-27,239.474365234375
2018-12-28,242.69598388671875
2018-12-31,240.16925048828125
2019-01-02,242.00120544433594
2019-01-03,251.85548400878906
2019-01-04,249.39187622070312
2019-01-07,255.83518981933594
2019-01-08,262.91015625
2019-01-09,267.58465576171875
2019-01-10,273.3962707519531
2019-01-11,275.417724609375
2019-01-14,275.417724609375
2019-01-15,275.5439758300781
2019-01-16,278.4497985839844
2019-01-17,276.807373046875
2019-01-18,283.6296081542969
2019-01-21,278.82879638671875
2019-01-22,278.4497985839844
2019-01-23,282.49267578125
2019-01-24,281.4819030761719
2019-01-25,284.135009765625
2019-01-28,279.2078857421875
2019-01-29,279.0814208984375
2019-01-30,281.9871520996094
2019-01-31,281.8609619140625
2019-02-01,280.47119140625
2019-02-04,279.8395080566406
2019-02-05,285.14569091796875
2019-02-06,290.19927978515625
2019-02-07,287.7987976074219
2019-02-08,283.2506408691406
2019-02-11,284.2613220214844
2019-02-12,282.3662109375
2019-02-13,276.9336853027344
2019-02-14,275.2912902832031
2019-02-15,283.2506408691406
2019-02-18,282.11358642578125
2019-02-19,286.28271484375
2019-02-20,287.2934265136719
2019-02-21,285.65106201171875
2019-02-22,281.4819030761719
2019-02-25,282.239990234375
2019-02-26,288.5568542480469
2019-02-27,289.4412536621094
2019-02-28,285.52471923828125
2019-03-01,289.69390869140625
2019-03-04,289.56744384765625
2019-03-05,292.9786376953125
2019-03-06,293.48406982421875
2019-03-07,296.0107727050781
2019-03-08,288.6831970214844
2019-03-11,287.4197998046875
2019-03-12,288.4305114746094
2019-03-13,289.8202819824219
2019-03-14,288.4305114746094
2019-03-15,289.8202819824219
2019-03-18,297.40057373046875
2019-03-19,299.2956237792969
2019-03-20,296.26348876953125
2019-03-21,294.62115478515625
2019-03-22,294.62115478515625
2019-03-25,294.11572265625
2019-03-26,288.9358215332031
2019-03-27,288.3041687011719
2019-03-28,289.3148498535156
2019-03-29,293.2313537597656
2019-04-01,294.3685302734375
2019-04-02,294.3685302734375
2019-04-03,298.9166259765625
2019-04-04,298.4112548828125
2019-04-05,299.2956237792969
2019-04-08,300.6853332519531
2019-04-09,295.5054626464844
2019-04-10,306.11798095703125
2019-04-11,313.6982421875
2019-04-12,312.18218994140625
2019-04-15,314.9614562988281
2019-04-16,315.4669189453125
2019-04-17,316.2249450683594
2019-04-18,315.9723815917969
2019-04-23,319.6361083984375
2019-04-24,317.8674011230469
2019-04-25,313.824462890625
2019-04-26,315.845947265625
2019-04-29,313.6982421875
2019-04-30,315.59326171875
2019-05-01,316.8566589355469
2019-05-02,313.5718688964844
2019-05-03,312.5611572265625
2019-05-07,312.0558166503906
2019-05-08,307.63397216796875
2019-05-09,303.9700927734375
