Date,DMART.NS
2017-03-21,641.5999755859375
2017-03-22,638.5499877929688
2017-03-23,634.8499755859375
2017-03-24,616.9000244140625
2017-03-27,614.4000244140625
2017-03-28,628.7999877929688
2017-03-29,628.25
2017-03-30,631.8499755859375
2017-03-31,637.8499755859375
2017-04-03,634.25
2017-04-05,632.1500244140625
2017-04-06,664.4000244140625
2017-04-07,751.2000122070312
2017-04-10,774.0999755859375
2017-04-11,778.5499877929688
2017-04-12,762.2000122070312
2017-04-13,783.25
2017-04-17,774.0499877929688
2017-04-18,730.1500244140625
2017-04-19,732.7999877929688
2017-04-20,756.2999877929688
2017-04-21,743.2000122070312
2017-04-24,726.2999877929688
2017-04-25,734.7999877929688
2017-04-26,747.9000244140625
2017-04-27,740.0999755859375
2017-04-28,736.5
2017-05-02,752.2999877929688
2017-05-03,756.8499755859375
2017-05-04,773.25
2017-05-05,808.9000244140625
2017-05-08,780.1500244140625
2017-05-09,780.0499877929688
2017-05-10,790.8499755859375
2017-05-11,761.7999877929688
2017-05-12,751.7999877929688
2017-05-15,752.1500244140625
2017-05-16,750.4000244140625
2017-05-17,744.9000244140625
2017-05-18,727.4500122070312
2017-05-19,722.9000244140625
2017-05-22,721.5499877929688
2017-05-23,708.4000244140625
2017-05-24,714.2000122070312
2017-05-25,712.4000244140625
2017-05-26,714.9000244140625
2017-05-29,714.7999877929688
2017-05-30,727.8499755859375
2017-05-31,745.1500244140625
2017-06-01,776.8499755859375
2017-06-02,779.6500244140625
2017-06-05,789.75
2017-06-06,775.3499755859375
2017-06-07,774.2999877929688
2017-06-08,790.25
2017-06-09,802.3499755859375
2017-06-12,804.0999755859375
2017-06-13,798.6500244140625
2017-06-14,798.5499877929688
2017-06-15,797.9500122070312
2017-06-16,800.0999755859375
2017-06-19,796.4000244140625
2017-06-20,822.0499877929688
2017-06-21,817.7999877929688
2017-06-22,803.9000244140625
2017-06-23,801.5999755859375
2017-06-27,804.5999755859375
2017-06-28,818.0499877929688
2017-06-29,815.5
2017-06-30,815.0999755859375
2017-07-03,840.0499877929688
2017-07-04,836.2000122070312
2017-07-05,846.0499877929688
2017-07-06,880.2999877929688
2017-07-07,895.4500122070312
2017-07-10,934.5999755859375
2017-07-11,913.9500122070312
2017-07-12,910.2999877929688
2017-07-13,915.1500244140625
2017-07-14,891.3499755859375
2017-07-17,911.7000122070312
2017-07-18,910.6500244140625
2017-07-19,911.7000122070312
2017-07-20,909.2000122070312
2017-07-21,914.75
2017-07-24,916.5499877929688
2017-07-25,925.6500244140625
2017-07-26,909.5999755859375
2017-07-27,896.9000244140625
2017-07-28,898.5499877929688
2017-07-31,919.7000122070312
2017-08-01,916.0499877929688
2017-08-02,906.7999877929688
2017-08-03,898.0999755859375
2017-08-04,911.3499755859375
2017-08-07,923.7999877929688
2017-08-08,902.2999877929688
2017-08-09,889.25
2017-08-10,880.7999877929688
2017-08-11,890.0999755859375
2017-08-14,902.4500122070312
2017-08-16,907.7999877929688
2017-08-17,920.7999877929688
2017-08-18,926.25
2017-08-21,927.0999755859375
2017-08-22,958.0499877929688
2017-08-23,989.5
2017-08-24,994.5999755859375
2017-08-28,1046.1500244140625
2017-08-29,1032.8499755859375
2017-08-30,1050.9000244140625
2017-08-31,1039.800048828125
2017-09-01,1048.4000244140625
2017-09-04,1020.6500244140625
2017-09-05,1077.699951171875
2017-09-06,1066.5999755859375
2017-09-07,1076.199951171875
2017-09-08,1070.8499755859375
2017-09-11,1088.800048828125
2017-09-12,1088.449951171875
2017-09-13,1091.5
2017-09-14,1089.75
2017-09-15,1087.75
2017-09-18,1089.5
2017-09-19,1077.550048828125
2017-09-20,1084.75
2017-09-21,1069.050048828125
2017-09-22,1039.1500244140625
2017-09-25,1029.0
2017-09-26,1116.050048828125
2017-09-27,1076.75
2017-09-28,1043.949951171875
2017-09-29,1078.449951171875
2017-10-03,1100.949951171875
2017-10-04,1099.3499755859375
2017-10-05,1104.0
2017-10-06,1105.25
2017-10-09,1116.75
2017-10-10,1184.6500244140625
2017-10-11,1213.0999755859375
2017-10-12,1268.6500244140625
2017-10-13,1229.9000244140625
2017-10-16,1232.449951171875
2017-10-17,1220.0
2017-10-18,1159.699951171875
2017-10-19,1167.4000244140625
2017-10-23,1126.4000244140625
2017-10-24,1092.9000244140625
2017-10-25,1143.699951171875
2017-10-26,1143.0999755859375
2017-10-27,1136.199951171875
2017-10-30,1147.9000244140625
2017-10-31,1140.5999755859375
2017-11-01,1151.800048828125
2017-11-02,1149.449951171875
2017-11-03,1129.1500244140625
2017-11-06,1125.5
2017-11-07,1100.199951171875
2017-11-08,1098.050048828125
2017-11-09,1122.199951171875
2017-11-10,1159.6500244140625
2017-11-13,1160.949951171875
2017-11-14,1122.1500244140625
2017-11-15,1098.4000244140625
2017-11-16,1112.5999755859375
2017-11-17,1106.050048828125
2017-11-20,1106.1500244140625
2017-11-21,1112.300048828125
2017-11-22,1137.800048828125
2017-11-23,1146.300048828125
2017-11-24,1149.9000244140625
2017-11-27,1129.8499755859375
2017-11-28,1128.25
2017-11-29,1125.550048828125
2017-11-30,1118.0999755859375
2017-12-01,1114.4000244140625
2017-12-04,1150.699951171875
2017-12-05,1133.3499755859375
2017-12-06,1123.949951171875
2017-12-07,1142.4000244140625
2017-12-08,1132.550048828125
2017-12-11,1127.4000244140625
2017-12-12,1115.75
2017-12-13,1108.0
2017-12-14,1104.199951171875
2017-12-15,1121.800048828125
2017-12-18,1135.25
2017-12-19,1146.0
2017-12-20,1143.0
2017-12-21,1155.5999755859375
2017-12-22,1151.0999755859375
2017-12-26,1150.1500244140625
2017-12-27,1146.3499755859375
2017-12-28,1148.3499755859375
2017-12-29,1181.3499755859375
2018-01-01,1170.5
2018-01-02,1160.0
2018-01-03,1184.550048828125
2018-01-04,1203.0999755859375
2018-01-05,1243.4000244140625
2018-01-08,1226.800048828125
2018-01-09,1234.0999755859375
2018-01-10,1249.300048828125
2018-01-11,1245.5
2018-01-12,1234.5999755859375
2018-01-15,1228.8499755859375
2018-01-16,1187.0
2018-01-17,1167.3499755859375
2018-01-18,1135.449951171875
2018-01-19,1144.3499755859375
2018-01-22,1176.300048828125
2018-01-23,1169.199951171875
2018-01-24,1142.1500244140625
2018-01-25,1159.300048828125
2018-01-29,1181.9000244140625
2018-01-30,1184.5999755859375
2018-01-31,1179.6500244140625
2018-02-01,1174.300048828125
2018-02-02,1135.0999755859375
2018-02-05,1117.300048828125
2018-02-06,1105.699951171875
2018-02-07,1122.6500244140625
2018-02-08,1165.550048828125
2018-02-09,1177.800048828125
2018-02-12,1187.199951171875
2018-02-14,1201.4000244140625
2018-02-15,1183.949951171875
2018-02-16,1173.5
2018-02-19,1168.9000244140625
2018-02-20,1186.800048828125
2018-02-21,1237.800048828125
2018-02-22,1240.6500244140625
2018-02-23,1300.25
2018-02-26,1291.199951171875
2018-02-27,1354.699951171875
2018-02-28,1348.1500244140625
2018-03-01,1314.25
2018-03-05,1314.300048828125
2018-03-06,1327.1500244140625
2018-03-07,1298.800048828125
2018-03-08,1293.1500244140625
2018-03-09,1306.550048828125
2018-03-12,1315.6500244140625
2018-03-13,1337.9000244140625
2018-03-14,1345.199951171875
2018-03-15,1359.800048828125
2018-03-16,1365.800048828125
2018-03-19,1342.550048828125
2018-03-20,1346.5
2018-03-21,1339.5999755859375
2018-03-22,1320.449951171875
2018-03-23,1281.0999755859375
2018-03-26,1341.449951171875
2018-03-27,1355.199951171875
2018-03-28,1324.800048828125
2018-04-02,1357.300048828125
2018-04-03,1364.300048828125
2018-04-04,1359.1500244140625
2018-04-05,1401.300048828125
2018-04-06,1419.8499755859375
2018-04-09,1440.5
2018-04-10,1488.8499755859375
2018-04-11,1473.0
2018-04-12,1471.25
2018-04-13,1469.0999755859375
2018-04-16,1481.4000244140625
2018-04-17,1506.800048828125
2018-04-18,1492.6500244140625
2018-04-19,1488.6500244140625
2018-04-20,1475.4000244140625
2018-04-23,1489.5
2018-04-24,1475.75
2018-04-25,1480.25
2018-04-26,1474.3499755859375
2018-04-27,1483.0
2018-04-30,1490.6500244140625
2018-05-02,1495.8499755859375
2018-05-03,1492.300048828125
2018-05-04,1486.800048828125
2018-05-07,1465.0
2018-05-08,1467.1500244140625
2018-05-09,1447.75
2018-05-10,1456.449951171875
2018-05-11,1453.9000244140625
2018-05-14,1425.199951171875
2018-05-15,1485.449951171875
2018-05-16,1494.949951171875
2018-05-17,1495.0
2018-05-18,1417.199951171875
2018-05-21,1345.449951171875
2018-05-22,1380.550048828125
2018-05-23,1358.75
2018-05-24,1409.9000244140625
2018-05-25,1497.550048828125
2018-05-28,1528.9000244140625
2018-05-29,1544.050048828125
2018-05-30,1565.949951171875
2018-05-31,1572.1500244140625
2018-06-01,1531.0999755859375
2018-06-04,1486.4000244140625
2018-06-05,1453.75
2018-06-06,1519.550048828125
2018-06-07,1555.550048828125
2018-06-08,1593.550048828125
2018-06-11,1594.4000244140625
2018-06-12,1607.949951171875
2018-06-13,1595.8499755859375
2018-06-14,1568.5
2018-06-15,1535.3499755859375
2018-06-18,1523.6500244140625
2018-06-19,1485.050048828125
2018-06-20,1483.75
2018-06-21,1490.3499755859375
2018-06-22,1494.25
2018-06-25,1480.5
2018-06-26,1468.25
2018-06-27,1452.5
2018-06-28,1435.449951171875
2018-06-29,1485.4000244140625
2018-07-02,1525.9000244140625
2018-07-03,1521.949951171875
2018-07-04,1538.300048828125
2018-07-05,1546.449951171875
2018-07-06,1568.25
2018-07-09,1563.8499755859375
2018-07-10,1598.0999755859375
2018-07-11,1595.949951171875
2018-07-12,1587.75
2018-07-13,1576.0
2018-07-16,1548.050048828125
2018-07-17,1561.6500244140625
2018-07-18,1551.800048828125
2018-07-19,1522.0
2018-07-20,1521.5
2018-07-23,1531.5999755859375
2018-07-24,1571.6500244140625
2018-07-25,1563.050048828125
2018-07-26,1556.5999755859375
2018-07-27,1566.699951171875
2018-07-30,1594.8499755859375
2018-07-31,1654.9000244140625
2018-08-01,1669.699951171875
2018-08-02,1656.3499755859375
2018-08-03,1650.75
2018-08-06,1635.550048828125
2018-08-07,1624.8499755859375
2018-08-08,1627.8499755859375
2018-08-09,1613.199951171875
2018-08-10,1589.4000244140625
2018-08-13,1566.050048828125
2018-08-14,1571.5999755859375
2018-08-16,1563.550048828125
2018-08-17,1616.699951171875
2018-08-20,1614.1500244140625
2018-08-21,1587.5
2018-08-23,1554.8499755859375
2018-08-24,1559.699951171875
2018-08-27,1588.0999755859375
2018-08-28,1592.449951171875
2018-08-29,1603.0999755859375
2018-08-30,1591.800048828125
2018-08-31,1604.5
2018-09-03,1604.6500244140625
2018-09-04,1573.4000244140625
2018-09-05,1564.300048828125
2018-09-06,1560.5
2018-09-07,1561.199951171875
2018-09-10,1526.4000244140625
2018-09-11,1506.800048828125
2018-09-12,1522.5999755859375
2018-09-14,1535.1500244140625
2018-09-17,1524.800048828125
2018-09-18,1534.699951171875
2018-09-19,1515.1500244140625
2018-09-21,1501.8499755859375
2018-09-24,1450.75
2018-09-25,1427.1500244140625
2018-09-26,1420.800048828125
2018-09-27,1404.75
2018-09-28,1395.949951171875
