Date,PLD
2016-04-22,34.60969543457031
2016-04-25,35.29572677612305
2016-04-26,35.30343246459961
2016-04-27,35.45759963989258
2016-04-28,35.18781661987305
2016-04-29,35.00281524658203
2016-05-02,35.46530532836914
2016-05-03,35.18781661987305
2016-05-04,35.36510467529297
2016-05-05,35.542388916015625
2016-05-06,35.92008972167969
2016-05-09,36.45195388793945
2016-05-10,36.80653381347656
2016-05-11,36.19758987426758
2016-05-12,36.57527542114258
2016-05-13,36.56758117675781
2016-05-16,37.068599700927734
2016-05-17,36.61383056640625
2016-05-18,36.12050247192383
2016-05-19,35.85842514038086
2016-05-20,36.10508728027344
2016-05-23,35.87384033203125
2016-05-24,36.428829193115234
2016-05-25,36.297794342041016
2016-05-26,36.313209533691406
2016-05-27,36.675498962402344
2016-05-31,36.63694381713867
2016-06-01,36.83736038208008
2016-06-02,37.00693893432617
2016-06-03,37.35381317138672
2016-06-06,37.24589920043945
2016-06-07,37.77775192260742
2016-06-08,38.047542572021484
2016-06-09,38.77055740356445
2016-06-10,38.80942916870117
2016-06-13,38.856075286865234
2016-06-14,38.36629104614258
2016-06-15,38.7783317565918
2016-06-16,39.12818145751953
2016-06-17,38.762786865234375
2016-06-20,38.78610610961914
2016-06-21,38.848304748535156
2016-06-22,38.89494705200195
2016-06-23,38.94159698486328
2016-06-24,37.42560958862305
2016-06-27,36.477134704589844
2016-06-28,37.2856559753418
2016-06-29,38.17970275878906
2016-06-30,38.125301361083984
2016-07-01,37.892059326171875
2016-07-05,38.513999938964844
2016-07-06,38.38182830810547
2016-07-07,37.899837493896484
2016-07-08,38.52178192138672
2016-07-11,38.80166244506836
2016-07-12,38.94159698486328
2016-07-13,39.37694549560547
2016-07-14,39.617950439453125
2016-07-15,39.905609130859375
2016-07-18,40.131065368652344
2016-07-19,40.20103454589844
2016-07-20,40.11551284790039
2016-07-21,40.25545883178711
2016-07-22,40.8696174621582
2016-07-25,41.196144104003906
2016-07-26,41.35941696166992
2016-07-27,40.83075714111328
2016-07-28,41.6937141418457
2016-07-29,42.362300872802734
2016-08-01,42.455589294433594
2016-08-02,42.1368408203125
2016-08-03,42.02799987792969
2016-08-04,41.981361389160156
2016-08-05,42.07464599609375
2016-08-08,41.7869987487793
2016-08-09,42.167930603027344
2016-08-10,42.292320251464844
2016-08-11,42.00468063354492
2016-08-12,42.25345993041992
2016-08-15,42.1135139465332
2016-08-16,41.88805389404297
2016-08-17,41.662601470947266
2016-08-18,41.53044509887695
2016-08-19,41.452693939208984
2016-08-22,41.67038345336914
2016-08-23,41.84142303466797
2016-08-24,41.351627349853516
2016-08-25,41.44491958618164
2016-08-26,40.86185836791992
2016-08-29,41.32830047607422
2016-08-30,41.312767028808594
2016-08-31,41.28944396972656
2016-09-01,41.219478607177734
2016-09-02,41.96581268310547
2016-09-06,42.082420349121094
2016-09-07,42.41672134399414
2016-09-08,42.012451171875
2016-09-09,40.030006408691406
2016-09-12,40.799652099609375
2016-09-13,39.76567459106445
2016-09-14,40.037776947021484
2016-09-15,40.17886734008789
2016-09-16,40.34346389770508
2016-09-19,41.08810043334961
2016-09-20,40.970516204833984
2016-09-21,41.77001953125
2016-09-22,42.63223648071289
2016-09-23,42.71845626831055
2016-09-26,42.593048095703125
2016-09-27,42.24031448364258
2016-09-28,42.726287841796875
2016-09-29,42.161930084228516
2016-09-30,41.96598815917969
2016-10-03,41.2526969909668
2016-10-04,40.108306884765625
2016-10-05,39.5753173828125
2016-10-06,39.3558464050293
2016-10-07,39.03447341918945
2016-10-10,39.269622802734375
2016-10-11,38.971778869628906
2016-10-12,39.33232879638672
2016-10-13,40.13966369628906
2016-10-14,39.873165130615234
2016-10-17,40.1318359375
2016-10-18,40.813758850097656
2016-10-19,41.00188446044922
2016-10-20,41.315406799316406
2016-10-21,41.07242965698242
2016-10-24,41.39379119873047
2016-10-25,41.26052474975586
2016-10-26,40.821598052978516
2016-10-27,39.975067138671875
2016-10-28,40.029945373535156
2016-10-31,40.884300231933594
2016-11-01,39.80261993408203
2016-11-02,39.07366943359375
2016-11-03,38.626888275146484
2016-11-04,38.67392349243164
2016-11-07,39.83397674560547
2016-11-08,40.014244079589844
2016-11-09,38.078216552734375
2016-11-10,36.84760665893555
2016-11-11,36.35379409790039
2016-11-14,37.48250961303711
2016-11-15,37.65494155883789
2016-11-16,37.73332595825195
2016-11-17,37.639278411865234
2016-11-18,38.38389205932617
2016-11-21,38.33686828613281
2016-11-22,38.987457275390625
2016-11-23,38.963932037353516
2016-11-25,38.956092834472656
2016-11-28,39.669368743896484
2016-11-29,40.31995391845703
2016-11-30,39.89668273925781
2016-12-01,39.152061462402344
2016-12-02,39.152061462402344
2016-12-05,39.66154098510742
2016-12-06,39.739925384521484
2016-12-07,41.16648483276367
2016-12-08,41.1351318359375
2016-12-09,41.06458282470703
2016-12-12,41.503517150878906
2016-12-13,41.69948196411133
2016-12-14,40.57077407836914
2016-12-15,40.55496597290039
2016-12-16,41.471649169921875
2016-12-19,41.47955322265625
2016-12-20,41.44793701171875
2016-12-21,41.01331329345703
2016-12-22,41.01331329345703
2016-12-23,40.894775390625
2016-12-27,41.12394714355469
2016-12-28,40.73672103881836
2016-12-29,41.305702209472656
2016-12-30,41.71660232543945
2017-01-03,41.724525451660156
2017-01-04,42.467342376708984
2017-01-05,42.483150482177734
2017-01-06,42.759727478027344
2017-01-09,42.43574142456055
2017-01-10,41.463748931884766
2017-01-11,41.28988265991211
2017-01-12,41.637596130371094
2017-01-13,41.32939529418945
2017-01-17,41.51116943359375
2017-01-18,41.7640380859375
2017-01-19,41.69290542602539
2017-01-20,41.542747497558594
2017-01-23,41.74822235107422
2017-01-24,40.9579963684082
2017-01-25,40.92637634277344
2017-01-26,40.25468063354492
2017-01-27,38.91917419433594
2017-01-30,38.51616287231445
2017-01-31,38.60307693481445
2017-02-01,38.27908706665039
2017-02-02,38.76903533935547
2017-02-03,39.677799224853516
2017-02-06,39.02981185913086
2017-02-07,38.50823974609375
2017-02-08,39.01400375366211
2017-02-09,39.05351638793945
2017-02-10,39.59878921508789
2017-02-13,39.488155364990234
2017-02-14,39.448638916015625
2017-02-15,39.04561996459961
2017-02-16,39.60668182373047
2017-02-17,39.66200256347656
2017-02-21,40.10454177856445
2017-02-22,39.780548095703125
2017-02-23,39.95438766479492
2017-02-24,40.365318298339844
2017-02-27,40.78414535522461
2017-02-28,40.341609954833984
2017-03-01,40.29419708251953
2017-03-02,40.341609954833984
2017-03-03,40.412723541259766
2017-03-06,39.97810363769531
2017-03-07,39.946495056152344
2017-03-08,39.45654296875
2017-03-09,38.95869445800781
2017-03-10,39.037723541259766
2017-03-13,39.300838470458984
2017-03-14,39.356651306152344
2017-03-15,40.42509078979492
2017-03-16,40.42509078979492
2017-03-17,40.648338317871094
2017-03-20,41.0709342956543
2017-03-21,40.1938591003418
2017-03-22,40.1141242980957
2017-03-23,40.552669525146484
2017-03-24,40.68819808959961
2017-03-27,39.763282775878906
2017-03-28,40.106143951416016
2017-03-29,40.37724685668945
2017-03-30,40.807804107666016
2017-03-31,41.3659553527832
2017-04-03,41.65298843383789
2017-04-04,41.860294342041016
2017-04-05,41.9958381652832
2017-04-06,42.30680465698242
2017-04-07,42.72142791748047
2017-04-10,43.21575927734375
2017-04-11,43.51875686645508
2017-04-12,43.7978401184082
2017-04-13,43.51078796386719
2017-04-17,44.060951232910156
2017-04-18,43.50281524658203
2017-04-19,43.29550552368164
2017-04-20,43.47889709472656
2017-04-21,43.33536911010742
2017-04-24,43.32740783691406
2017-04-25,43.74200439453125
2017-04-26,43.41510772705078
2017-04-27,43.77391052246094
2017-04-28,43.38320541381836
2017-05-01,43.662269592285156
2017-05-02,43.53470993041992
2017-05-03,42.912776947021484
2017-05-04,43.144004821777344
2017-05-05,43.582542419433594
2017-05-08,43.69417190551758
2017-05-09,43.21575927734375
2017-05-10,43.55862808227539
2017-05-11,43.550655364990234
2017-05-12,43.33536911010742
2017-05-15,43.85364532470703
2017-05-16,43.71809768676758
2017-05-17,44.11677551269531
2017-05-18,43.67025375366211
2017-05-19,44.045005798339844
2017-05-22,44.1805534362793
2017-05-23,44.40381622314453
2017-05-24,44.547325134277344
2017-05-25,44.571258544921875
2017-05-26,44.48353958129883
2017-05-30,44.51543045043945
2017-05-31,44.284210205078125
2017-06-01,44.579219818115234
2017-06-02,45.352638244628906
2017-06-05,44.97789001464844
2017-06-06,45.03369903564453
2017-06-07,45.256961822509766
2017-06-08,45.01776123046875
2017-06-09,45.551963806152344
2017-06-12,46.06623458862305
2017-06-13,45.953731536865234
2017-06-14,46.4680061340332
2017-06-15,47.01439666748047
2017-06-16,46.709049224853516
2017-06-19,47.07868194580078
2017-06-20,46.33943557739258
2017-06-21,46.6447868347168
2017-06-22,46.31532287597656
2017-06-23,47.022438049316406
2017-06-26,47.45632553100586
2017-06-27,47.18313217163086
2017-06-28,47.560787200927734
2017-06-29,47.15902328491211
2017-06-30,47.11885452270508
2017-07-03,47.560787200927734
2017-07-05,47.030479431152344
2017-07-06,46.02605056762695
2017-07-07,46.403724670410156
2017-07-10,46.02605056762695
2017-07-11,45.75286102294922
2017-07-12,46.435855865478516
2017-07-13,46.243003845214844
2017-07-14,46.668880462646484
2017-07-17,47.022438049316406
2017-07-18,48.308067321777344
2017-07-19,48.308067321777344
2017-07-20,47.54472732543945
2017-07-21,47.40008544921875
2017-07-24,48.45271682739258
2017-07-25,48.42860794067383
2017-07-26,49.12767791748047
2017-07-27,49.14374542236328
2017-07-28,49.457115173339844
2017-07-31,48.862510681152344
2017-08-01,49.28837966918945
2017-08-02,49.175880432128906
2017-08-03,49.111602783203125
2017-08-04,49.304443359375
2017-08-07,48.73394012451172
2017-08-08,48.83839416503906
2017-08-09,48.80625915527344
2017-08-10,48.16343307495117
2017-08-11,47.97862243652344
2017-08-14,49.28034210205078
2017-08-15,49.73031234741211
2017-08-16,50.01958465576172
2017-08-17,49.2562370300293
2017-08-18,49.19998550415039
2017-08-21,49.891021728515625
2017-08-22,49.57765197753906
2017-08-23,50.46955871582031
2017-08-24,50.03565979003906
2017-08-25,50.28475570678711
2017-08-28,50.164222717285156
2017-08-29,49.96333694458008
2017-08-30,50.188331604003906
2017-08-31,50.91150665283203
2017-09-01,51.24898910522461
2017-09-05,51.03203582763672
2017-09-06,50.73472595214844
2017-09-07,51.19273376464844
2017-09-08,51.40165328979492
2017-09-11,52.333744049072266
2017-09-12,51.95609664916992
2017-09-13,51.43380355834961
2017-09-14,52.462318420410156
2017-09-15,52.74544906616211
2017-09-18,52.60793685913086
2017-09-19,52.38142013549805
2017-09-20,52.2762451171875
2017-09-21,52.06591033935547
2017-09-22,51.51579666137695
2017-09-25,51.79085922241211
2017-09-26,51.499629974365234
2017-09-27,50.89289855957031
2017-09-28,51.41063690185547
2017-09-29,51.337825775146484
2017-10-02,51.4429931640625
2017-10-03,51.52388381958008
2017-10-04,51.83940124511719
2017-10-05,52.23579788208008
2017-10-06,52.195343017578125
2017-10-09,52.446128845214844
2017-10-10,52.35714340209961
2017-10-11,52.179168701171875
2017-10-12,52.64836883544922
2017-10-13,52.7535400390625
2017-10-16,52.583656311035156
2017-10-17,52.025455474853516
2017-10-18,52.834442138671875
2017-10-19,52.21962356567383
2017-10-20,52.1306266784668
2017-10-23,52.14680480957031
2017-10-24,51.807044982910156
2017-10-25,51.7989501953125
2017-10-26,51.99310302734375
2017-10-27,52.33287811279297
2017-10-30,51.83940124511719
2017-10-31,52.24388122558594
2017-11-01,52.583656311035156
2017-11-02,53.3441047668457
2017-11-03,53.61105728149414
2017-11-06,53.829490661621094
2017-11-07,53.82139587402344
2017-11-08,53.97511291503906
2017-11-09,53.78095245361328
2017-11-10,53.570613861083984
2017-11-13,54.258243560791016
2017-11-14,54.355316162109375
2017-11-15,53.06093978881836
2017-11-16,54.242061614990234
2017-11-17,53.63534164428711
2017-11-20,53.74859619140625
2017-11-21,54.525211334228516
2017-11-22,54.11263656616211
2017-11-24,54.25014877319336
2017-11-27,54.0964469909668
2017-11-28,53.950828552246094
2017-11-29,53.49779510498047
2017-11-30,53.57870864868164
2017-12-01,53.54635238647461
2017-12-04,53.3441047668457
2017-12-05,52.1306266784668
2017-12-06,52.35714340209961
2017-12-07,53.24702072143555
2017-12-08,53.52208709716797
2017-12-11,53.17420959472656
2017-12-12,53.530147552490234
2017-12-13,53.198490142822266
2017-12-14,53.319828033447266
2017-12-15,53.735191345214844
2017-12-18,53.63744354248047
2017-12-19,51.61769485473633
2017-12-20,51.34892654418945
2017-12-21,51.31636428833008
2017-12-22,51.98419189453125
2017-12-26,51.97604751586914
2017-12-27,52.35067367553711
2017-12-28,52.74160385131836
2017-12-29,52.537986755371094
2018-01-02,52.13077926635742
2018-01-03,52.033050537109375
2018-01-04,50.990604400634766
2018-01-05,50.94988250732422
2018-01-08,51.544395446777344
2018-01-09,51.02317810058594
2018-01-10,50.03772735595703
2018-01-11,50.208763122558594
2018-01-12,50.37164306640625
2018-01-16,50.607826232910156
2018-01-17,51.19419860839844
2018-01-18,50.02958679199219
2018-01-19,50.314640045166016
2018-01-22,51.3978157043457
2018-01-23,52.91261291503906
2018-01-24,52.513553619384766
2018-01-25,52.30181121826172
2018-01-26,52.44026184082031
2018-01-29,51.62583923339844
2018-01-30,51.22677993774414
2018-01-31,53.02663803100586
2018-02-01,51.894615173339844
2018-02-02,51.98419189453125
2018-02-05,49.85041809082031
2018-02-06,49.467647552490234
2018-02-07,48.89755630493164
2018-02-08,47.50489044189453
2018-02-09,49.125587463378906
2018-02-12,48.98713302612305
2018-02-13,49.80970001220703
2018-02-14,49.304752349853516
2018-02-15,50.0132942199707
2018-02-16,50.477516174316406
2018-02-20,49.8667106628418
2018-02-21,48.79167556762695
2018-02-22,48.81611633300781
2018-02-23,49.891143798828125
2018-02-26,49.931861877441406
2018-02-27,49.158164978027344
2018-02-28,49.418785095214844
2018-03-01,49.45134353637695
2018-03-02,49.04414749145508
2018-03-05,49.752689361572266
2018-03-06,50.16804122924805
2018-03-07,50.42863845825195
2018-03-08,50.80328369140625
2018-03-09,51.87016296386719
2018-03-12,51.764305114746094
2018-03-13,51.609554290771484
2018-03-14,51.88036346435547
2018-03-15,52.0609016418457
2018-03-16,52.38094711303711
2018-03-19,51.97883605957031
2018-03-20,52.175785064697266
2018-03-21,51.396202087402344
2018-03-22,50.641204833984375
2018-03-23,49.32820129394531
2018-03-26,50.24729919433594
2018-03-27,50.912010192871094
2018-03-28,51.31412887573242
2018-03-29,51.691627502441406
2018-04-02,50.386810302734375
2018-04-03,50.65761947631836
2018-04-04,51.00228500366211
2018-04-05,50.68223190307617
2018-04-06,50.25551223754883
2018-04-09,50.321163177490234
2018-04-10,50.550933837890625
2018-04-11,50.567352294921875
2018-04-12,50.58375930786133
2018-04-13,51.09254837036133
2018-04-16,51.3715705871582
2018-04-17,53.5872802734375
2018-04-18,53.88271713256836
2018-04-19,53.52983474731445
2018-04-20,53.3328742980957
2018-04-23,53.24260711669922
2018-04-24,53.52162551879883
2018-04-25,53.04566192626953
2018-04-26,54.0550422668457
2018-04-27,54.63768768310547
2018-04-30,53.26724624633789
2018-05-01,53.39852523803711
2018-05-02,53.135921478271484
2018-05-03,53.176971435546875
2018-05-04,53.54624938964844
2018-05-07,53.74319076538086
2018-05-08,53.497013092041016
2018-05-09,53.52162551879883
2018-05-10,53.82524871826172
2018-05-11,53.61189270019531
2018-05-14,53.513423919677734
2018-05-15,52.700984954833984
2018-05-16,52.02808380126953
2018-05-17,51.929603576660156
2018-05-18,51.89678192138672
2018-05-21,52.372745513916016
2018-05-22,52.33171081542969
2018-05-23,53.15233612060547
2018-05-24,52.914371490478516
2018-05-25,52.85691452026367
2018-05-29,52.77484893798828
2018-05-30,53.176971435546875
2018-05-31,52.80767059326172
2018-06-01,53.431358337402344
2018-06-04,54.36687469482422
2018-06-05,54.194549560546875
2018-06-06,54.11248779296875
2018-06-07,54.12889862060547
2018-06-08,54.12068557739258
2018-06-11,53.7349967956543
2018-06-12,53.759613037109375
2018-06-13,53.0982666015625
2018-06-14,53.25532913208008
2018-06-15,52.86679458618164
2018-06-18,53.04866409301758
2018-06-19,52.5030517578125
2018-06-20,52.99906539916992
2018-06-21,52.86679458618164
2018-06-22,53.16439437866211
2018-06-25,53.02385711669922
2018-06-26,52.92465591430664
2018-06-27,53.24706268310547
2018-06-28,53.85881423950195
2018-06-29,54.30522537231445
2018-07-02,53.33800506591797
2018-07-03,53.776145935058594
2018-07-05,54.54497528076172
2018-07-06,54.726829528808594
2018-07-09,54.39616394042969
2018-07-10,54.42097854614258
2018-07-11,54.065486907958984
2018-07-12,54.28868865966797
2018-07-13,54.17294692993164
2018-07-16,53.76787185668945
2018-07-17,52.428646087646484
2018-07-18,52.05663299560547
2018-07-19,52.494773864746094
2018-07-20,51.61848068237305
2018-07-23,51.7259521484375
2018-07-24,51.552345275878906
2018-07-25,52.709716796875
2018-07-26,53.85055160522461
2018-07-27,53.73481369018555
2018-07-30,53.73481369018555
2018-07-31,54.24736022949219
2018-08-01,54.652435302734375
2018-08-02,54.43749237060547
2018-08-03,55.23112487792969
2018-08-06,54.95831298828125
2018-08-07,54.28042984008789
2018-08-08,54.31348419189453
2018-08-09,54.040679931640625
2018-08-10,53.37933349609375
2018-08-13,53.26359939575195
2018-08-14,52.949466705322266
2018-08-15,53.32973098754883
2018-08-16,54.272159576416016
2018-08-17,55.743682861328125
2018-08-20,56.008209228515625
2018-08-21,54.354827880859375
2018-08-22,53.8670768737793
2018-08-23,53.34626007080078
2018-08-24,54.635902404785156
2018-08-27,54.5284309387207
2018-08-28,55.66926193237305
2018-08-29,55.561790466308594
2018-08-30,55.28899002075195
2018-08-31,55.5369873046875
2018-09-04,54.751644134521484
2018-09-05,55.586578369140625
2018-09-06,55.5369873046875
2018-09-07,54.56150436401367
2018-09-10,55.00791931152344
2018-09-11,54.883914947509766
2018-09-12,54.91697692871094
2018-09-13,55.87593078613281
2018-09-14,55.97584533691406
2018-09-17,56.217308044433594
2018-09-18,55.559547424316406
2018-09-19,54.910125732421875
2018-09-20,56.08408737182617
2018-09-21,56.192325592041016
2018-09-24,55.21820068359375
2018-09-25,55.26813507080078
2018-09-26,54.943424224853516
2018-09-27,55.33475112915039
2018-09-28,56.44211196899414
2018-10-01,55.98416519165039
2018-10-02,55.30144119262695
2018-10-03,54.97673034667969
2018-10-04,54.56041717529297
2018-10-05,54.318973541259766
2018-10-08,55.11825942993164
2018-10-09,55.83430099487305
2018-10-10,54.585411071777344
2018-10-11,52.32072067260742
2018-10-12,52.07094192504883
2018-10-15,52.51222610473633
2018-10-16,53.16998291015625
2018-10-17,52.337379455566406
2018-10-18,52.51222610473633
2018-10-19,52.94517135620117
2018-10-22,52.670413970947266
2018-10-23,53.319854736328125
2018-10-24,54.34394454956055
2018-10-25,54.86016082763672
2018-10-26,53.64457321166992
2018-10-29,54.36893081665039
2018-10-30,54.6353645324707
2018-10-31,53.6778678894043
2018-11-01,53.91933059692383
2018-11-02,53.57795333862305
2018-11-05,54.17742156982422
2018-11-06,54.87681198120117
2018-11-07,55.850955963134766
2018-11-08,55.884273529052734
2018-11-09,56.25893020629883
2018-11-12,56.41712951660156
2018-11-13,56.24228286743164
2018-11-14,56.25060272216797
2018-11-15,55.551231384277344
2018-11-16,56.04246139526367
2018-11-19,56.36717224121094
2018-11-20,55.534568786621094
2018-11-21,55.717742919921875
2018-11-23,55.75104522705078
2018-11-26,55.25149154663086
2018-11-27,55.50127410888672
2018-11-28,56.07575607299805
2018-11-29,55.934207916259766
2018-11-30,56.06743621826172
2018-12-03,57.15814971923828
2018-12-04,55.667781829833984
2018-12-06,57.0166130065918
2018-12-07,55.65113830566406
2018-12-10,54.90180206298828
2018-12-11,55.343074798583984
2018-12-12,53.81940841674805
2018-12-13,54.21906280517578
2018-12-14,53.9609489440918
2018-12-17,51.6038818359375
2018-12-18,52.53496551513672
2018-12-19,51.37740707397461
2018-12-20,50.639244079589844
2018-12-21,49.38102340698242
2018-12-24,46.92329406738281
2018-12-26,48.6260986328125
2018-12-27,48.6512565612793
2018-12-28,49.06227493286133
2018-12-31,49.255210876464844
2019-01-02,47.83760452270508
2019-01-03,47.45174789428711
2019-01-04,48.6512565612793
2019-01-07,49.43973922729492
2019-01-08,51.08380889892578
2019-01-09,51.427730560302734
2019-01-10,52.325260162353516
2019-01-11,52.3084831237793
2019-01-14,52.30009078979492
2019-01-15,53.0214729309082
2019-01-16,53.29829025268555
2019-01-17,53.72609329223633
2019-01-18,54.271305084228516
2019-01-22,54.33841323852539
2019-01-23,54.58167266845703
2019-01-24,54.29647445678711
2019-01-25,55.37016677856445
2019-01-28,55.95732498168945
2019-01-29,56.6535530090332
2019-01-30,57.36654281616211
2019-01-31,58.012428283691406
2019-02-01,58.222137451171875
2019-02-04,58.4234504699707
2019-02-05,58.66670227050781
2019-02-06,58.280853271484375
2019-02-07,59.07773208618164
2019-02-08,59.413238525390625
2019-02-11,59.58939743041992
2019-02-12,59.220306396484375
2019-02-13,59.40484619140625
2019-02-14,59.430015563964844
2019-02-15,59.7152214050293
2019-02-19,59.87459182739258
2019-02-20,58.98545837402344
2019-02-21,59.58100128173828
2019-02-22,60.075904846191406
2019-02-25,59.77393341064453
2019-02-26,59.58939743041992
2019-02-27,58.85124206542969
2019-02-28,58.767356872558594
2019-03-01,58.616371154785156
2019-03-04,59.002235412597656
2019-03-05,59.002235412597656
2019-03-06,58.8596305847168
2019-03-07,58.31439971923828
2019-03-08,58.66670227050781
2019-03-11,59.547454833984375
2019-03-12,60.075904846191406
2019-03-13,60.71341323852539
2019-03-14,60.65425109863281
2019-03-15,60.53596496582031
2019-03-18,59.86840057373047
2019-03-19,59.51351547241211
2019-03-20,59.92756271362305
2019-03-21,60.890869140625
2019-03-22,60.0543098449707
2019-03-25,59.95291519165039
2019-03-26,60.975372314453125
2019-03-27,60.493717193603516
2019-03-28,60.941566467285156
2019-03-29,60.797916412353516
2019-04-01,61.017608642578125
2019-04-02,61.80348587036133
2019-04-03,61.81190872192383
2019-04-04,61.55841827392578
2019-04-05,61.73585510253906
2019-04-08,61.59220886230469
2019-04-09,61.16127014160156
2019-04-10,62.15835952758789
2019-04-11,62.15835952758789
2019-04-12,62.89350891113281
2019-04-15,62.30201721191406
2019-04-16,61.490806579589844
