Date,HIG
2015-08-03,38.8853874206543
2015-08-04,38.5145263671875
2015-08-05,38.272640228271484
2015-08-06,38.45000076293945
2015-08-07,38.64350891113281
2015-08-10,39.00632858276367
2015-08-11,38.57093811035156
2015-08-12,38.280696868896484
2015-08-13,39.361080169677734
2015-08-14,39.81257629394531
2015-08-17,39.63520050048828
2015-08-18,39.93350601196289
2015-08-19,39.667457580566406
2015-08-20,39.0546989440918
2015-08-21,37.684078216552734
2015-08-24,35.86195373535156
2015-08-25,36.0312614440918
2015-08-26,37.27289962768555
2015-08-27,37.90176010131836
2015-08-28,37.43204879760742
2015-08-31,37.21337127685547
2015-09-01,36.241539001464844
2015-09-02,36.913726806640625
2015-09-03,37.09189224243164
2015-09-04,36.21723937988281
2015-09-08,37.172874450683594
2015-09-09,36.68696594238281
2015-09-10,37.099998474121094
2015-09-11,37.21337127685547
2015-09-14,36.89752960205078
2015-09-15,37.43204879760742
2015-09-16,37.666893005371094
2015-09-17,37.099998474121094
2015-09-18,35.89329147338867
2015-09-21,36.17674255371094
2015-09-22,35.73131561279297
2015-09-23,35.99856948852539
2015-09-24,36.524993896484375
2015-09-25,36.75175476074219
2015-09-28,36.0147705078125
2015-09-29,36.48448944091797
2015-09-30,37.07568359375
2015-10-01,37.24577713012695
2015-10-02,37.18098068237305
2015-10-05,37.79647445678711
2015-10-06,37.691184997558594
2015-10-07,37.98274612426758
2015-10-08,38.1528205871582
2015-10-09,37.96656036376953
2015-10-12,37.950355529785156
2015-10-13,37.67499923706055
2015-10-14,37.15669250488281
2015-10-15,38.02324295043945
2015-10-16,38.17710876464844
2015-10-19,38.4605712890625
2015-10-20,38.93839645385742
2015-10-21,39.205650329589844
2015-10-22,39.50530242919922
2015-10-23,39.87784194946289
2015-10-26,39.52958679199219
2015-10-27,36.7193603515625
2015-10-28,37.594024658203125
2015-10-29,38.160911560058594
2015-10-30,37.46443176269531
2015-11-02,37.86936569213867
2015-11-03,37.65879440307617
2015-11-04,37.73167419433594
2015-11-05,37.98274612426758
2015-11-06,38.549659729003906
2015-11-09,37.96656036376953
2015-11-10,38.33909606933594
2015-11-11,37.85316467285156
2015-11-12,37.03520202636719
2015-11-13,36.55738067626953
2015-11-16,37.15669250488281
2015-11-17,36.88132858276367
2015-11-18,37.172874450683594
2015-11-19,37.270057678222656
2015-11-20,37.237667083740234
2015-11-23,37.132381439208984
2015-11-24,37.01091003417969
2015-11-25,36.8651237487793
2015-11-27,37.060394287109375
2015-11-30,37.13364028930664
2015-12-01,37.58926010131836
2015-12-02,37.39398956298828
2015-12-03,36.832584381103516
2015-12-04,38.00420379638672
2015-12-07,37.73571014404297
2015-12-08,37.29635238647461
2015-12-09,36.7268180847168
2015-12-10,36.612911224365234
2015-12-11,35.69352340698242
2015-12-14,35.16466522216797
2015-12-15,35.79928970336914
2015-12-16,36.27120590209961
2015-12-17,35.237884521484375
2015-12-18,34.261558532714844
2015-12-21,34.48936462402344
2015-12-22,35.197208404541016
2015-12-23,35.2785758972168
2015-12-24,35.52265167236328
2015-12-28,35.38434600830078
2015-12-29,35.8887939453125
2015-12-30,35.669105529785156
2015-12-31,35.35994338989258
2016-01-04,34.733436584472656
2016-01-05,35.286712646484375
2016-01-06,34.36731719970703
2016-01-07,33.52115249633789
2016-01-08,33.07366943359375
2016-01-11,33.2933349609375
2016-01-12,33.65947723388672
2016-01-13,32.6180419921875
2016-01-14,32.748207092285156
2016-01-15,31.796287536621094
2016-01-19,31.820680618286133
2016-01-20,30.811800003051758
2016-01-21,30.941978454589844
2016-01-22,31.4952449798584
2016-01-25,30.61652183532715
2016-01-26,31.405733108520508
2016-01-27,31.36505126953125
2016-01-28,31.649829864501953
2016-01-29,32.69125747680664
2016-02-01,32.455299377441406
2016-02-02,31.910171508789062
2016-02-03,31.682369232177734
2016-02-04,32.382083892822266
2016-02-05,32.984169006347656
2016-02-08,32.21122741699219
2016-02-09,32.54480743408203
2016-02-10,32.333274841308594
2016-02-11,31.43015480041504
2016-02-12,33.18756866455078
2016-02-16,33.49674606323242
2016-02-17,34.098819732666016
2016-02-18,33.98490905761719
2016-02-19,33.99304962158203
2016-02-22,34.578857421875
2016-02-23,33.94424057006836
2016-02-24,34.0906867980957
2016-02-25,34.765995025634766
2016-02-26,34.84735107421875
2016-02-29,34.269691467285156
2016-03-01,35.4656982421875
2016-03-02,35.49010467529297
2016-03-03,35.4655876159668
2016-03-04,35.7762565612793
2016-03-07,35.86619567871094
2016-03-08,35.36747741699219
2016-03-09,35.32660675048828
2016-03-10,35.67815017700195
2016-03-11,36.55294418334961
2016-03-14,36.503883361816406
2016-03-15,36.49571228027344
2016-03-16,36.863616943359375
2016-03-17,37.71385955810547
2016-03-18,37.53400421142578
2016-03-21,37.10887145996094
2016-03-22,37.44406509399414
2016-03-23,37.49312973022461
2016-03-24,37.26420974731445
2016-03-28,37.77109909057617
2016-03-29,37.74658203125
2016-03-30,37.86103439331055
2016-03-31,37.6729850769043
2016-04-01,38.26163101196289
2016-04-04,37.86919021606445
2016-04-05,37.411376953125
2016-04-06,37.69752883911133
2016-04-07,36.88813400268555
2016-04-08,36.81454849243164
2016-04-11,36.659217834472656
2016-04-12,37.125240325927734
2016-04-13,37.76292037963867
2016-04-14,37.623931884765625
2016-04-15,37.54218292236328
2016-04-18,37.6811637878418
2016-04-19,37.6729850769043
2016-04-20,38.06541442871094
2016-04-21,36.64286804199219
2016-04-22,36.863616943359375
2016-04-25,36.62651062011719
2016-04-26,36.830902099609375
2016-04-27,36.7818603515625
2016-04-28,35.7762565612793
2016-04-29,36.283145904541016
2016-05-02,36.75732421875
2016-05-03,36.438480377197266
2016-05-04,36.04606246948242
2016-05-05,36.11962890625
2016-05-06,35.86619567871094
2016-05-09,36.1114616394043
2016-05-10,36.57748031616211
2016-05-11,36.18505096435547
2016-05-12,36.38125228881836
2016-05-13,36.33219528198242
2016-05-16,36.217742919921875
