Date,LRD.L
2016-04-26,2.588629961013794
2016-04-27,2.579240083694458
2016-04-28,2.566239595413208
2016-04-29,2.5164027214050293
2016-05-03,2.494011640548706
2016-05-04,2.4615094661712646
2016-05-05,2.4615094661712646
2016-05-06,2.4557318687438965
2016-05-09,2.473788261413574
2016-05-10,2.4261178970336914
2016-05-11,2.4420084953308105
2016-05-12,2.380614995956421
2016-05-13,2.3835036754608154
2016-05-16,2.393615484237671
2016-05-17,2.4347856044769287
2016-05-18,2.4268407821655273
2016-05-19,2.405172348022461
2016-05-20,2.418172836303711
2016-05-23,2.512068271636963
2016-05-24,2.535181760787964
2016-05-25,2.579240083694458
2016-05-26,2.5561277866363525
2016-05-27,2.5481832027435303
2016-05-31,2.5532386302948
2016-06-01,2.559738874435425
2016-06-02,2.547154426574707
2016-06-03,2.4812734127044678
2016-06-06,2.497558355331421
2016-06-07,2.511622905731201
2016-06-08,2.4405603408813477
2016-06-09,2.4198334217071533
2016-06-10,2.3887441158294678
2016-06-13,2.356173276901245
2016-06-14,2.2984347343444824
2016-06-15,2.3228631019592285
2016-06-16,2.205165386199951
2016-06-17,2.2695653438568115
2016-06-20,2.384302854537964
2016-06-21,2.400587797164917
2016-06-22,2.4783122539520264
2016-06-23,2.5168051719665527
2016-06-24,2.353952407836914
2016-06-27,2.2281124591827393
2016-06-28,2.2740066051483154
2016-06-29,2.360614538192749
2016-06-30,2.4324183464050293
2016-07-01,2.405028820037842
2016-07-05,2.221450090408325
2016-07-06,2.1518678665161133
2016-07-07,2.186659574508667
2016-07-08,2.2059054374694824
2016-07-11,2.3280441761016846
2016-07-12,2.3694980144500732
2016-07-13,2.3184218406677246
2016-07-14,2.3184218406677246
2016-07-15,2.330265522003174
2016-07-18,2.3724582195281982
2016-07-19,2.3657970428466797
2016-07-20,2.4020676612854004
2016-07-21,2.387263059616089
2016-07-22,2.384302854537964
2016-07-25,2.387263059616089
2016-07-26,2.3524723052978516
2016-07-27,2.4065098762512207
2016-07-28,2.4575862884521484
2016-07-29,2.171113967895508
2016-08-01,2.1304008960723877
2016-08-02,2.185178279876709
2016-08-03,2.34951114654541
2016-08-04,2.378380537033081
2016-08-05,2.3813416957855225
2016-08-08,2.4450016021728516
2016-08-09,2.4494428634643555
2016-08-10,2.4664688110351562
2016-08-11,2.4923770427703857
2016-08-12,2.5330898761749268
2016-08-15,2.495338201522827
2016-08-16,2.450183868408203
2016-08-17,2.2799289226531982
2016-08-18,2.2133076190948486
2016-08-19,2.216269016265869
2016-08-22,2.2110865116119385
2016-08-23,2.2036843299865723
2016-08-24,2.234034776687622
2016-08-25,2.2059054374694824
2016-08-26,2.195542097091675
2016-08-29,2.195542097091675
2016-08-30,2.207385540008545
2016-08-31,2.2133076190948486
2016-09-01,2.2133076190948486
2016-09-02,2.2584619522094727
2016-09-06,2.2244112491607666
2016-09-07,2.2332937717437744
2016-09-08,2.2814087867736816
2016-09-09,2.268085241317749
2016-09-12,2.248098611831665
2016-09-13,2.2577219009399414
2016-09-14,2.265864372253418
2016-09-15,2.313239336013794
2016-09-16,2.400587797164917
2016-09-19,2.362835645675659
2016-09-20,2.3657970428466797
2016-09-21,2.411691188812256
2016-09-22,2.425015926361084
2016-09-23,2.3687570095062256
2016-09-26,2.3317456245422363
2016-09-27,2.3073182106018066
2016-09-28,2.324342966079712
2016-09-29,2.3384077548980713
2016-09-30,2.348771095275879
2016-10-03,2.3983664512634277
2016-10-04,2.4213147163391113
2016-10-05,2.4338982105255127
2016-10-06,2.4287168979644775
2016-10-07,2.3709781169891357
2016-10-10,2.383561611175537
2016-10-11,2.33766770362854
2016-10-12,2.3169407844543457
2016-10-13,2.283629894256592
2016-10-14,2.3317456245422363
2016-10-17,2.2695653438568115
2016-10-18,2.283629894256592
2016-10-19,1.172534465789795
2016-10-20,1.2502591609954834
2016-10-21,1.2443379163742065
2016-10-24,1.2398967742919922
2016-10-25,1.16587233543396
2016-10-26,1.1473662853240967
2016-10-27,1.1325616836547852
2016-10-28,1.117756962776184
2016-10-31,1.0733428001403809
2016-11-01,1.0666804313659668
2016-11-02,1.041512370109558
2016-11-03,1.031799077987671
2016-11-04,1.0310344696044922
2016-11-07,1.0631581544876099
2016-11-08,1.0356234312057495
2016-11-09,0.9966147541999817
2016-11-10,1.0731017589569092
2016-11-11,1.0226202011108398
2016-11-14,1.0172666311264038
2016-11-15,1.0822798013687134
2016-11-16,1.0799847841262817
2016-11-17,1.0654531717300415
2016-11-18,1.1297017335891724
2016-11-21,1.0868686437606812
2016-11-22,1.089928388595581
2016-11-23,1.1036962270736694
2016-11-25,1.1549415588378906
2016-11-28,1.107520580291748
2016-11-29,1.1488231420516968
2016-11-30,1.1885955333709717
2016-12-01,1.1587657928466797
2016-12-02,1.0562742948532104
2016-12-05,1.1205227375030518
2016-12-06,1.1335259675979614
2016-12-07,1.1480575799942017
2016-12-08,1.1778873205184937
2016-12-09,1.1778873205184937
2016-12-12,1.177122712135315
2016-12-13,1.1717690229415894
2016-12-14,1.1817115545272827
2016-12-15,1.1908904314041138
2016-12-16,1.183241844177246
2016-12-19,1.1855359077453613
2016-12-20,1.1759756803512573
2016-12-21,1.1721513271331787
2016-12-22,1.1664143800735474
2016-12-23,1.1912728548049927
2016-12-28,1.1912728548049927
2016-12-29,1.1817115545272827
2016-12-30,1.170238733291626
2017-01-03,1.183624267578125
2017-01-04,1.183624267578125
2017-01-05,1.2658472061157227
2017-01-06,1.2008330821990967
2017-01-09,1.193184494972229
2017-01-10,1.1683270931243896
2017-01-11,1.1683270931243896
2017-01-12,1.1377325057983398
2017-01-13,1.174062967300415
2017-01-17,1.1587657928466797
2017-01-18,1.1339082717895508
2017-01-19,1.1186110973358154
2017-01-20,1.1300839185714722
2017-01-23,1.1052255630493164
2017-01-24,1.2486374378204346
2017-01-25,1.244813084602356
2017-01-26,1.267758846282959
2017-01-27,1.267758846282959
2017-01-30,1.2811444997787476
2017-01-31,1.267758846282959
2017-02-01,1.2907047271728516
2017-02-02,1.2696715593338013
2017-02-03,1.2754075527191162
2017-02-06,1.267758846282959
2017-02-07,1.2715831995010376
2017-02-08,1.2620218992233276
2017-02-09,1.2792317867279053
2017-02-10,1.2811444997787476
2017-02-13,1.3174748420715332
2017-02-14,1.3404207229614258
2017-02-15,1.3576304912567139
2017-02-16,1.3518935441970825
2017-02-17,1.3499819040298462
2017-02-21,1.380576252937317
2017-02-22,1.3767520189285278
2017-02-23,1.3423333168029785
2017-02-24,1.3576304912567139
2017-02-27,1.3365963697433472
2017-02-28,1.2811444997787476
2017-03-01,1.3098262548446655
2017-03-02,1.3633664846420288
2017-03-03,1.3308603763580322
2017-03-06,1.300265908241272
2017-03-07,1.2926173210144043
2017-03-08,1.2887930870056152
2017-03-09,1.2734957933425903
2017-03-10,1.4322038888931274
2017-03-13,1.3958735466003418
2017-03-14,1.3499819040298462
2017-03-15,1.3308603763580322
2017-03-16,1.3461576700210571
2017-03-17,1.4151211977005005
2017-03-20,1.3927772045135498
2017-03-21,1.4796706438064575
2017-03-22,1.4622918367385864
2017-03-23,1.4722225666046143
2017-03-24,1.4672571420669556
2017-03-27,1.4598093032836914
2017-03-28,1.4722225666046143
2017-03-29,1.4896012544631958
2017-03-30,1.5193932056427002
2017-03-31,1.5193932056427002
2017-04-03,1.4548438787460327
2017-04-04,1.4647746086120605
2017-04-05,1.4151211977005005
2017-04-06,1.4200865030288696
2017-04-07,1.4101557731628418
2017-04-10,1.4101557731628418
2017-04-11,1.397742509841919
2017-04-12,1.4076732397079468
2017-04-13,1.397742509841919
2017-04-18,1.3952598571777344
2017-04-19,1.397742509841919
2017-04-20,1.402707815170288
2017-04-21,1.3828465938568115
2017-04-24,1.3803638219833374
2017-04-25,1.3828465938568115
2017-04-26,1.4151211977005005
2017-04-27,1.402707815170288
2017-04-28,1.4896012544631958
2017-05-02,1.5417373180389404
2017-05-03,1.509462594985962
2017-05-04,1.494566559791565
2017-05-05,1.4846359491348267
2017-05-08,1.4771878719329834
2017-05-09,1.4871184825897217
2017-05-10,1.4771878719329834
2017-05-11,1.4498785734176636
2017-05-12,1.4573265314102173
2017-05-15,1.4424304962158203
2017-05-16,1.4399479627609253
2017-05-17,1.4250518083572388
2017-05-18,1.4200865030288696
2017-05-19,1.3902944326400757
2017-05-22,1.3828465938568115
2017-05-23,1.417603850364685
2017-05-24,1.4498785734176636
2017-05-25,1.4399479627609253
2017-05-26,1.412638545036316
2017-05-30,1.3902944326400757
2017-05-31,1.3828465938568115
2017-06-01,1.4051904678344727
2017-06-02,1.4300172328948975
2017-06-05,1.4374651908874512
2017-06-06,1.3927772045135498
2017-06-07,1.3927772045135498
2017-06-08,1.417603850364685
2017-06-09,1.4424304962158203
2017-06-12,1.4771878719329834
2017-06-13,1.494566559791565
2017-06-14,1.4697399139404297
2017-06-15,1.3952598571777344
2017-06-16,1.4200865030288696
2017-06-19,1.397742509841919
2017-06-20,1.3753985166549683
2017-06-21,1.3778811693191528
2017-06-22,1.3828465938568115
2017-06-23,1.3803638219833374
2017-06-26,1.370582103729248
2017-06-27,1.366868019104004
2017-06-28,1.3679505586624146
2017-06-29,1.3803638219833374
2017-06-30,1.3753985166549683
2017-07-03,1.3902944326400757
2017-07-05,1.3828465938568115
2017-07-06,1.3927772045135498
2017-07-07,1.4002251625061035
2017-07-10,1.3778811693191528
2017-07-11,1.3778811693191528
2017-07-12,1.3753985166549683
2017-07-13,1.3902944326400757
2017-07-14,1.3778811693191528
2017-07-17,1.3902944326400757
2017-07-18,1.3878118991851807
2017-07-19,1.402707815170288
2017-07-20,1.4200865030288696
2017-07-21,1.4523612260818481
2017-07-24,1.427534580230713
2017-07-25,1.4374651908874512
2017-07-26,1.427534580230713
2017-07-27,1.4101557731628418
2017-07-28,1.4622918367385864
2017-07-31,1.4846359491348267
2017-08-01,1.4896012544631958
2017-08-02,1.509462594985962
2017-08-03,1.5044972896575928
2017-08-04,1.5193932056427002
2017-08-07,1.5268412828445435
2017-08-08,1.5193932056427002
2017-08-09,1.5069799423217773
2017-08-10,1.4598093032836914
2017-08-11,1.4300172328948975
2017-08-14,1.4151211977005005
2017-08-15,1.3952598571777344
2017-08-16,1.4002251625061035
2017-08-17,1.3878118991851807
2017-08-18,1.3778811693191528
2017-08-21,1.3902944326400757
2017-08-22,1.3828465938568115
2017-08-23,1.3778811693191528
2017-08-24,1.3878118991851807
2017-08-25,1.397742509841919
2017-08-29,1.3803638219833374
2017-08-30,1.3803638219833374
2017-08-31,1.402707815170288
2017-09-01,1.4200865030288696
2017-09-05,1.4101557731628418
2017-09-06,1.4498785734176636
2017-09-07,1.4697399139404297
2017-09-08,1.4846359491348267
2017-09-11,1.4747052192687988
2017-09-12,1.499531865119934
2017-09-13,1.4598093032836914
2017-09-14,1.4622918367385864
2017-09-15,1.499531865119934
2017-09-18,1.494566559791565
2017-09-19,1.4821531772613525
2017-09-20,1.4747052192687988
2017-09-21,1.4697399139404297
2017-09-22,1.4622918367385864
2017-09-25,1.4573265314102173
2017-09-26,1.4300172328948975
2017-09-27,1.417603850364685
2017-09-28,1.4250518083572388
2017-09-29,1.417603850364685
2017-10-02,1.4399479627609253
2017-10-03,1.4424304962158203
2017-10-04,1.447395920753479
2017-10-05,1.4424304962158203
2017-10-06,1.4647746086120605
2017-10-09,1.4871184825897217
2017-10-10,1.4672571420669556
2017-10-11,1.4523612260818481
2017-10-12,1.4598093032836914
2017-10-13,1.4622918367385864
2017-10-16,1.4573265314102173
2017-10-17,1.4523612260818481
2017-10-18,1.4622918367385864
2017-10-19,1.4449132680892944
2017-10-20,1.4424304962158203
2017-10-23,1.4498785734176636
2017-10-24,1.4647746086120605
2017-10-25,1.4722225666046143
2017-10-26,1.511945366859436
2017-10-27,1.5764946937561035
2017-10-30,1.6236653327941895
2017-10-31,1.6187000274658203
2017-11-01,1.6187000274658203
2017-11-02,1.6200000047683716
2017-11-03,1.6150000095367432
2017-11-06,1.6150000095367432
2017-11-07,1.6150000095367432
2017-11-08,1.5950000286102295
2017-11-09,1.5800000429153442
2017-11-10,1.5399999618530273
2017-11-13,1.4950000047683716
2017-11-14,1.4824999570846558
2017-11-15,1.4474999904632568
2017-11-16,1.4550000429153442
2017-11-17,1.4574999809265137
2017-11-20,1.462499976158142
2017-11-21,1.4824999570846558
2017-11-22,1.472499966621399
2017-11-24,1.440000057220459
2017-11-27,1.4175000190734863
2017-11-28,1.440000057220459
2017-11-29,1.4175000190734863
2017-11-30,1.375
2017-12-01,1.3600000143051147
2017-12-04,1.372499942779541
2017-12-05,1.3650000095367432
2017-12-06,1.3674999475479126
2017-12-07,1.3799999952316284
2017-12-08,1.3674999475479126
2017-12-11,1.3700000047683716
2017-12-12,1.3650000095367432
2017-12-13,1.3692100048065186
2017-12-14,1.3600000143051147
2017-12-15,1.350000023841858
2017-12-18,1.3424999713897705
2017-12-19,1.3450000286102295
2017-12-20,1.3450000286102295
2017-12-21,1.3450000286102295
2017-12-22,1.340000033378601
2017-12-27,1.350000023841858
2017-12-28,1.350000023841858
2017-12-29,1.375
2018-01-02,1.402999997138977
2018-01-03,1.434999942779541
2018-01-04,1.4390000104904175
2018-01-05,1.4299999475479126
2018-01-08,1.4079999923706055
2018-01-09,1.409000039100647
2018-01-10,1.409999966621399
2018-01-11,1.4119999408721924
2018-01-12,1.4079999923706055
2018-01-16,1.399999976158142
2018-01-17,1.350000023841858
2018-01-18,1.3559999465942383
2018-01-19,1.3489999771118164
2018-01-22,1.343000054359436
2018-01-23,1.3459999561309814
2018-01-24,1.315999984741211
2018-01-25,1.2999999523162842
2018-01-26,1.2610000371932983
2018-01-29,1.2569999694824219
2018-01-30,1.2480000257492065
2018-01-31,1.2510000467300415
2018-02-01,1.246000051498413
2018-02-02,1.2369999885559082
2018-02-05,1.2070000171661377
2018-02-06,1.1929999589920044
2018-02-07,1.184999942779541
2018-02-08,1.1729999780654907
2018-02-09,1.1619999408721924
2018-02-12,1.1660000085830688
2018-02-13,1.1610000133514404
2018-02-14,1.1610000133514404
2018-02-15,1.1770000457763672
2018-02-16,1.1950000524520874
2018-02-20,1.149999976158142
2018-02-21,1.1399999856948853
2018-02-22,1.1369999647140503
2018-02-23,1.156999945640564
2018-02-26,1.1820000410079956
2018-02-27,1.187000036239624
2018-02-28,1.159000039100647
2018-03-01,2.0199999809265137
2018-03-02,1.9980000257492065
2018-03-05,2.009999990463257
2018-03-06,2.00600004196167
2018-03-07,2.00600004196167
2018-03-08,2.007999897003174
2018-03-09,2.007999897003174
2018-03-12,2.009999990463257
2018-03-13,2.007999897003174
2018-03-14,2.00600004196167
2018-03-15,2.002000093460083
2018-03-16,2.0199999809265137
2018-03-19,2.009999990463257
2018-03-20,2.003999948501587
2018-03-21,2.0139999389648438
2018-03-22,2.0139999389648438
2018-03-23,2.003999948501587
2018-03-26,2.003999948501587
2018-03-27,2.003999948501587
2018-03-28,2.002000093460083
2018-03-29,2.002000093460083
2018-04-03,2.00600004196167
2018-04-04,2.0439999103546143
2018-04-05,2.009999990463257
2018-04-06,2.00600004196167
2018-04-09,2.002000093460083
2018-04-10,2.002000093460083
2018-04-11,2.002000093460083
2018-04-12,2.002000093460083
2018-04-13,2.0
2018-04-16,1.996999979019165
2018-04-17,1.9700000286102295
2018-04-18,1.968999981880188
2018-04-19,1.9639999866485596
2018-04-20,1.9600000381469727
2018-04-23,1.9550000429153442
2018-04-24,1.9570000171661377
2018-04-25,1.9559999704360962
2018-04-26,1.9800000190734863
2018-04-27,1.9550000429153442
2018-04-30,1.968999981880188
2018-05-01,1.9630000591278076
2018-05-02,1.9700000286102295
2018-05-03,1.9700000286102295
2018-05-04,1.9700000286102295
2018-05-08,1.968999981880188
2018-05-09,1.9700000286102295
2018-05-10,1.9700000286102295
2018-05-11,1.9550000429153442
2018-05-14,1.9769999980926514
2018-05-15,1.968000054359436
2018-05-16,1.9700000286102295
2018-05-17,1.9789999723434448
2018-05-18,1.975000023841858
2018-05-21,1.9789999723434448
2018-05-22,1.9800000190734863
2018-05-23,1.9800000190734863
2018-05-24,1.9880000352859497
2018-05-25,1.9930000305175781
2018-05-29,1.9869999885559082
2018-05-30,1.9869999885559082
2018-05-31,1.9859999418258667
2018-06-01,1.99399995803833
2018-06-04,1.9930000305175781
2018-06-05,1.99399995803833
2018-06-06,1.99399995803833
2018-06-07,1.9980000257492065
2018-06-08,1.9950000047683716
2018-06-11,1.9950000047683716
2018-06-12,1.9950000047683716
2018-06-13,1.9950000047683716
2018-06-14,1.9950000047683716
2018-06-15,2.0
2018-06-18,1.996999979019165
2018-06-19,1.996000051498413
2018-06-20,1.9980000257492065
2018-06-21,1.996999979019165
2018-06-22,1.9989999532699585
2018-06-25,1.996999979019165
2018-06-26,1.996000051498413
2018-06-27,1.996999979019165
2018-06-28,1.9989999532699585
2018-06-29,1.9989999532699585
