Date,PPH.L
2023-09-28,1049.3914794921875
2023-09-29,1059.3856201171875
2023-10-02,1049.3914794921875
2023-10-03,1044.394287109375
2023-10-04,1034.400146484375
2023-10-05,1039.557861328125
2023-10-06,1029.5621337890625
2023-10-09,1009.5706787109375
2023-10-10,1019.56640625
2023-10-11,1029.5621337890625
2023-10-12,1019.56640625
2023-10-13,1024.5643310546875
2023-10-16,1039.557861328125
2023-10-17,1034.56005859375
2023-10-18,1034.56005859375
2023-10-19,1024.5643310546875
2023-10-20,1039.557861328125
2023-10-23,1039.557861328125
2023-10-24,1054.551513671875
2023-10-25,1049.5537109375
2023-10-26,1029.5621337890625
2023-10-27,1029.5621337890625
2023-10-30,1019.56640625
2023-10-31,1024.5643310546875
2023-11-01,1024.5643310546875
2023-11-02,1039.557861328125
2023-11-03,1049.5537109375
2023-11-06,1034.56005859375
2023-11-07,1039.557861328125
2023-11-08,1039.557861328125
2023-11-09,1029.5621337890625
2023-11-10,1039.557861328125
2023-11-13,1064.5472412109375
2023-11-14,1109.5281982421875
2023-11-15,1124.521728515625
2023-11-16,1149.5111083984375
2023-11-17,1164.5047607421875
2023-11-20,1179.4984130859375
2023-11-21,1184.496337890625
2023-11-22,1179.4984130859375
2023-11-23,1169.502685546875
2023-11-24,1189.4940185546875
2023-11-27,1224.479248046875
2023-11-28,1244.4708251953125
2023-11-29,1269.460205078125
2023-11-30,1289.45166015625
2023-12-01,1284.45361328125
2023-12-04,1264.4622802734375
2023-12-05,1249.4686279296875
2023-12-06,1269.460205078125
2023-12-07,1254.466552734375
2023-12-08,1249.4686279296875
2023-12-11,1289.45166015625
2023-12-12,1289.45166015625
2023-12-13,1259.46435546875
2023-12-14,1269.460205078125
2023-12-15,1204.48779296875
2023-12-18,1164.5047607421875
2023-12-19,1149.5111083984375
2023-12-20,1144.5133056640625
2023-12-21,1139.515380859375
2023-12-22,1129.5196533203125
2023-12-27,1144.5133056640625
