Date,UL.PA
2024-02-20,64.36221313476562
2024-02-21,63.84465408325195
2024-02-22,63.511940002441406
2024-02-23,63.49345016479492
2024-02-26,62.809532165527344
2024-02-27,64.10343170166016
2024-02-28,62.31045913696289
2024-02-29,62.45833206176758
2024-03-01,63.84465408325195
2024-03-04,64.78734588623047
2024-03-05,63.84465408325195
2024-03-06,63.43799591064453
2024-03-07,64.99068450927734
2024-03-08,65.50823211669922
2024-03-11,66.59880065917969
2024-03-12,65.32339477539062
2024-03-13,65.12007141113281
2024-03-14,65.8039779663086
2024-03-15,64.67645263671875
2024-03-18,65.50823211669922
2024-03-19,66.13670349121094
2024-03-20,66.5433578491211
2024-03-21,67.81876373291016
2024-03-22,68.04058074951172
2024-03-25,68.22542572021484
2024-03-26,68.90933990478516
2024-03-27,69.07569885253906
2024-03-28,68.85388946533203
2024-04-02,68.24391174316406
2024-04-03,66.65426635742188
2024-04-04,67.48605346679688
2024-04-05,67.35665893554688
2024-04-08,68.74298095703125
2024-04-09,69.33447265625
2024-04-10,68.41026306152344
2024-04-11,67.92967987060547
2024-04-12,68.04058074951172
2024-04-15,68.26239013671875
2024-04-16,67.24575805664062
2024-04-17,68.3178482055664
2024-04-18,69.20508575439453
2024-04-19,69.40840911865234
2024-04-22,70.96109771728516
2024-04-23,70.97958374023438
2024-04-24,71.0719985961914
2024-04-25,71.01654052734375
2024-04-26,71.77440643310547
2024-04-29,72.45832061767578
2024-04-30,72.53225708007812
2024-05-02,72.62467956542969
2024-05-03,73.80767822265625
2024-05-06,73.77070617675781
2024-05-07,73.67828369140625
2024-05-08,73.06829833984375
2024-05-09,73.40101623535156
2024-05-10,73.40101623535156
2024-05-13,73.49343872070312
2024-05-14,74.86750793457031
2024-05-15,76.33699035644531
2024-05-16,76.12706756591797
2024-05-17,75.93622589111328
2024-05-20,75.2301025390625
2024-05-21,75.57362365722656
2024-05-22,75.99347686767578
2024-05-23,75.6117935180664
2024-05-24,75.84080505371094
2024-05-28,75.59271240234375
2024-05-29,75.19194030761719
2024-05-30,76.10798645019531
2024-05-31,76.96678161621094
2024-06-03,77.44388580322266
2024-06-04,77.23395538330078
2024-06-05,77.11944580078125
2024-06-06,76.48966979980469
2024-06-07,75.74537658691406
2024-06-10,74.92475891113281
2024-06-11,71.8521957397461
2024-06-12,72.9590835571289
2024-06-13,72.15754699707031
2024-06-14,69.18040466308594
2024-06-17,67.3292236328125
2024-06-18,69.04681396484375
2024-06-20,70.64988708496094
2024-06-21,70.11553192138672
2024-06-24,71.18424224853516
2024-06-25,70.993408203125
2024-06-26,69.3712387084961
2024-06-27,70.17278289794922
2024-06-28,70.15369415283203
2024-07-01,70.87889862060547
2024-07-02,71.7376937866211
2024-07-03,72.92091369628906
2024-07-05,72.59648132324219
2024-07-08,72.4056396484375
2024-07-09,71.52776336669922
2024-07-10,72.15754699707031
2024-07-11,72.94000244140625
2024-07-12,72.82549285888672
2024-07-15,73.1308364868164
2024-07-16,73.11175537109375
2024-07-17,72.65373229980469
2024-07-18,73.2644271850586
2024-07-19,70.03919219970703
2024-07-22,69.50482940673828
2024-07-23,68.37886810302734
2024-07-24,68.5697021484375
2024-07-25,66.27959442138672
2024-07-26,64.54293060302734
2024-07-29,65.68798065185547
2024-07-30,66.10783386230469
2024-07-31,66.12692260742188
2024-08-01,65.76432037353516
2024-08-02,64.23757934570312
2024-08-05,62.71084213256836
2024-08-06,63.22611618041992
2024-08-07,63.66505432128906
2024-08-08,63.03527069091797
2024-08-09,63.93223190307617
2024-08-12,63.55054473876953
2024-08-13,63.93223190307617
2024-08-14,64.3902587890625
2024-08-15,64.75285339355469
2024-08-16,64.676513671875
2024-08-19,65.57347869873047
2024-08-20,66.08875274658203
2024-08-21,67.3292236328125
2024-08-22,67.74908447265625
2024-08-23,68.51245880126953
2024-08-26,69.3712387084961
2024-08-27,69.1994857788086
2024-08-28,69.0849838256836
2024-08-29,68.16893768310547
2024-08-30,69.1422348022461
2024-09-03,69.7529296875
2024-09-04,69.2567367553711
2024-09-05,71.1651611328125
2024-09-06,72.21479797363281
2024-09-09,71.7949447631836
2024-09-10,73.0163345336914
2024-09-11,72.11937713623047
2024-09-12,72.25296783447266
2024-09-13,73.0163345336914
2024-09-16,73.95146179199219
2024-09-17,74.06597137451172
2024-09-18,74.08505249023438
2024-09-19,72.63465118408203
2024-09-20,72.9018325805664
2024-09-23,73.2644271850586
2024-09-24,73.22625732421875
2024-09-25,73.68428802490234
2024-09-26,75.47820281982422
2024-09-27,75.38278198242188
2024-09-30,75.0010986328125
2024-10-01,74.73391723632812
2024-10-02,73.16900634765625
2024-10-03,72.10028839111328
2024-10-04,72.74915313720703
2024-10-07,71.222412109375
2024-10-08,71.18424224853516
2024-10-09,72.53922271728516
2024-10-10,71.29875183105469
2024-10-11,72.78732299804688
2024-10-14,73.3216781616211
2024-10-15,74.18047332763672
2024-10-16,74.94384765625
2024-10-17,74.71483612060547
2024-10-18,74.96292877197266
2024-10-21,74.00871276855469
2024-10-22,72.94000244140625
2024-10-23,73.30259704589844
2024-10-24,73.74153900146484
2024-10-25,73.60794830322266
2024-10-28,74.3331527709961
2024-10-29,73.1880874633789
2024-10-30,72.2911376953125
2024-10-31,71.45142364501953
2024-11-01,71.7949447631836
2024-11-04,71.5468521118164
2024-11-05,70.91706848144531
2024-11-06,69.65750885009766
2024-11-07,69.39032745361328
2024-11-08,70.5544662475586
2024-11-11,70.70713806152344
2024-11-12,69.40940856933594
2024-11-13,68.87505340576172
2024-11-14,70.51629638671875
2024-11-15,71.01248931884766
2024-11-18,70.21095275878906
2024-11-19,70.93614959716797
2024-11-20,71.47051239013672
2024-11-21,71.75677490234375
2024-11-22,74.00871276855469
2024-11-25,74.06597137451172
2024-11-26,73.24534606933594
2024-11-27,73.37893676757812
2024-11-29,74.00871276855469
2024-12-02,71.8521957397461
2024-12-03,72.36746978759766
2024-12-04,73.41710662841797
2024-12-05,73.83695220947266
2024-12-06,74.3140640258789
2024-12-09,73.0926742553711
2024-12-10,70.85981750488281
2024-12-11,70.57354736328125
2024-12-12,70.68805694580078
2024-12-13,70.5544662475586
2024-12-16,69.56208801269531
2024-12-17,69.44757843017578
2024-12-18,69.61933898925781
2024-12-19,67.7109146118164
2024-12-20,68.37886810302734
2024-12-23,68.0162582397461
2024-12-24,69.21856689453125
2024-12-26,69.21856689453125
2024-12-27,68.97047424316406
2024-12-30,69.0086441040039
2024-12-31,69.39032745361328
2025-01-02,70.15369415283203
2025-01-03,70.3636245727539
2025-01-06,70.89798736572266
2025-01-07,71.8521957397461
2025-01-08,71.2796630859375
2025-01-10,70.40179443359375
2025-01-13,68.05442810058594
2025-01-14,67.9017562866211
2025-01-15,69.98193359375
2025-01-16,70.13461303710938
2025-01-17,71.222412109375
2025-01-21,71.6041030883789
2025-01-22,70.993408203125
2025-01-23,72.25296783447266
2025-01-24,73.28351593017578
2025-01-27,74.67666625976562
2025-01-28,75.7262954711914
2025-01-29,75.87896728515625
2025-01-30,76.43241119384766
2025-01-31,77.1576156616211
2025-02-03,76.14615631103516
2025-02-04,75.45912170410156
2025-02-05,76.43241119384766
2025-02-06,77.78739166259766
2025-02-07,77.38662719726562
2025-02-10,78.07366180419922
2025-02-11,78.2072525024414
2025-02-12,78.53168487548828
2025-02-13,75.32553100585938
2025-02-14,76.81410217285156
2025-02-18,76.52783203125
2025-02-19,76.2415771484375
2025-02-20,77.67288970947266
2025-02-21,78.2645034790039
2025-02-24,78.53168487548828
2025-02-25,79.29505157470703
2025-02-26,78.77977752685547
2025-02-27,78.53168487548828
2025-02-28,77.78739166259766
2025-03-03,77.52021789550781
2025-03-04,77.768310546875
2025-03-05,75.70720672607422
2025-03-06,72.42472839355469
2025-03-07,71.75677490234375
2025-03-10,71.12699890136719
2025-03-11,71.43234252929688
2025-03-12,72.84457397460938
2025-03-13,72.9590835571289
2025-03-14,72.23387908935547
2025-03-17,72.84457397460938
2025-03-18,72.59648132324219
2025-03-19,72.53922271728516
2025-03-20,73.1880874633789
2025-03-21,73.35984802246094
2025-03-24,72.9018325805664
2025-03-25,73.0926742553711
2025-03-26,73.72245788574219
2025-03-27,74.00871276855469
2025-03-28,74.4285659790039
2025-03-31,74.3331527709961
2025-04-01,74.63849639892578
2025-04-02,74.46673583984375
2025-04-03,71.20333099365234
2025-04-04,64.61927032470703
2025-04-07,62.06197738647461
2025-04-08,63.47420883178711
2025-04-09,60.11538314819336
2025-04-10,62.95893859863281
2025-04-11,62.558162689208984
2025-04-14,64.84827423095703
2025-04-15,66.89028930664062
2025-04-16,66.92845916748047
2025-04-17,68.13076782226562
2025-04-21,68.13076782226562
2025-04-22,68.64604187011719
2025-04-23,68.89413452148438
2025-04-24,69.2567367553711
2025-04-25,69.81018829345703
2025-04-28,70.5544662475586
2025-04-29,70.21095275878906
2025-04-30,71.10791015625
2025-05-02,72.71098327636719
2025-05-05,73.16900634765625
2025-05-06,73.37893676757812
2025-05-07,72.94000244140625
2025-05-08,72.80000305175781
2025-05-09,73.5
2025-05-12,75.12000274658203
2025-05-13,75.4800033569336
2025-05-14,75.81999969482422
2025-05-15,78.0199966430664
2025-05-16,77.9000015258789
2025-05-19,78.26000213623047
2025-05-20,79.04000091552734
2025-05-21,78.87999725341797
2025-05-22,79.36000061035156
2025-05-23,78.73999786376953
2025-05-27,81.0999984741211
2025-05-28,83.18000030517578
2025-05-29,83.83999633789062
2025-05-30,83.45999908447266
2025-06-02,83.04000091552734
2025-06-03,82.12000274658203
2025-06-04,81.08000183105469
2025-06-05,82.0
2025-06-06,82.27999877929688
2025-06-09,83.0
2025-06-10,84.30000305175781
2025-06-11,83.91999816894531
2025-06-12,83.31999969482422
2025-06-13,82.83999633789062
2025-06-16,83.91999816894531
2025-06-17,83.0199966430664
2025-06-18,82.45999908447266
2025-06-20,81.18000030517578
2025-06-23,80.5999984741211
2025-06-24,81.04000091552734
2025-06-25,80.0999984741211
2025-06-26,80.45999908447266
2025-06-27,80.37999725341797
2025-06-30,81.13999938964844
2025-07-01,80.95999908447266
2025-07-02,80.19999694824219
2025-07-03,79.95999908447266
2025-07-07,80.30000305175781
2025-07-08,80.13999938964844
2025-07-09,80.54000091552734
2025-07-10,80.5
2025-07-11,79.63999938964844
2025-07-14,80.45999908447266
2025-07-15,80.23999786376953
2025-07-16,79.55999755859375
2025-07-17,80.0999984741211
2025-07-18,80.83999633789062
2025-07-21,81.66000366210938
2025-07-22,81.87999725341797
2025-07-23,82.36000061035156
2025-07-24,82.4800033569336
2025-07-25,82.44000244140625
2025-07-28,82.91999816894531
2025-07-29,83.41999816894531
2025-07-30,84.69999694824219
2025-07-31,85.23999786376953
2025-08-01,84.18000030517578
2025-08-04,86.0
2025-08-05,87.19999694824219
2025-08-06,88.22000122070312
2025-08-07,88.66000366210938
2025-08-08,88.72000122070312
2025-08-11,89.05999755859375
2025-08-12,88.54000091552734
2025-08-13,89.04000091552734
2025-08-14,88.72000122070312
2025-08-15,90.0999984741211
2025-08-18,91.05999755859375
2025-08-19,90.86000061035156
2025-08-20,91.31999969482422
2025-08-21,90.69999694824219
2025-08-22,91.69999694824219
