Date,HAL
2015-08-03,33.21385192871094
2015-08-04,32.783363342285156
2015-08-05,33.6195182800293
2015-08-06,33.81820297241211
2015-08-07,32.91583251953125
2015-08-10,34.45566177368164
2015-08-11,34.728851318359375
2015-08-12,35.35802459716797
2015-08-13,34.57155227661133
2015-08-14,34.76195526123047
2015-08-17,34.182456970214844
2015-08-18,33.95065689086914
2015-08-19,32.53500747680664
2015-08-20,31.21042823791504
2015-08-21,29.546419143676758
2015-08-24,27.783069610595703
2015-08-25,27.70857048034668
2015-08-26,28.503320693969727
2015-08-27,31.491907119750977
2015-08-28,31.94723129272461
2015-08-31,32.72906494140625
2015-09-01,31.564620971679688
2015-09-02,31.747615814208984
2015-09-03,31.67276954650879
2015-09-04,30.64971160888672
2015-09-08,31.564620971679688
2015-09-09,30.899242401123047
2015-09-10,31.25688934326172
2015-09-11,30.94083023071289
2015-09-14,30.67466163635254
2015-09-15,30.782793045043945
2015-09-16,32.1468505859375
2015-09-17,32.18844223022461
2015-09-18,31.090526580810547
2015-09-21,31.14876365661621
2015-09-22,31.157066345214844
2015-09-23,31.02399444580078
2015-09-24,30.774478912353516
2015-09-25,30.524965286254883
2015-09-28,29.05276107788086
2015-09-29,28.84482765197754
2015-09-30,29.4020938873291
2015-10-01,29.036128997802734
2015-10-02,30.60812759399414
2015-10-05,31.365007400512695
2015-10-06,32.47121810913086
2015-10-07,33.153263092041016
2015-10-08,33.610713958740234
2015-10-09,32.97858428955078
2015-10-12,32.329833984375
2015-10-13,31.99713134765625
2015-10-14,32.2050666809082
2015-10-15,32.65420150756836
2015-10-16,31.448184967041016
2015-10-19,31.07390022277832
2015-10-20,31.340063095092773
2015-10-21,31.938901901245117
2015-10-22,33.02850341796875
2015-10-23,32.612606048583984
2015-10-26,32.06367111206055
2015-10-27,31.1737060546875
2015-10-28,31.830785751342773
2015-10-29,31.764245986938477
2015-10-30,31.922277450561523
2015-11-02,32.679168701171875
2015-11-03,33.31128692626953
2015-11-04,32.612606048583984
2015-11-05,31.947235107421875
2015-11-06,32.72906494140625
2015-11-09,32.5211296081543
2015-11-10,32.363094329833984
2015-11-11,31.68939208984375
2015-11-12,31.182031631469727
2015-11-13,31.098844528198242
2015-11-16,32.013755798339844
2015-11-17,31.69770622253418
2015-11-18,32.3381462097168
2015-11-19,31.639480590820312
2015-11-20,31.606225967407227
2015-11-23,31.897323608398438
2015-11-24,33.05345916748047
2015-11-25,32.695796966552734
2015-11-27,32.54607391357422
2015-11-30,33.144935607910156
2015-12-01,33.754859924316406
2015-12-02,32.54338455200195
2015-12-03,31.757972717285156
2015-12-04,31.666072845458984
2015-12-07,30.554838180541992
2015-12-08,30.304187774658203
2015-12-09,32.00027847290039
2015-12-10,31.87495231628418
2015-12-11,30.88068389892578
2015-12-14,30.538131713867188
2015-12-15,30.99765396118164
2015-12-16,29.961624145507812
2015-12-17,28.557952880859375
2015-12-18,27.939672470092773
2015-12-21,27.90625762939453
2015-12-22,28.42426872253418
2015-12-23,29.619047164916992
2015-12-24,29.368408203125
2015-12-28,28.658214569091797
2015-12-29,28.825319290161133
2015-12-30,28.51618194580078
2015-12-31,28.44098472595215
2016-01-04,28.808603286743164
2016-01-05,28.74176788330078
2016-01-06,27.92296028137207
2016-01-07,27.496849060058594
2016-01-08,27.120861053466797
2016-01-11,26.360549926757812
2016-01-12,26.293703079223633
2016-01-13,25.4498348236084
2016-01-14,26.602842330932617
2016-01-15,25.775680541992188
2016-01-19,24.890033721923828
2016-01-20,23.795507431030273
2016-01-21,24.472274780273438
2016-01-22,25.2242431640625
2016-01-25,24.46392059326172
2016-01-26,24.17984962463379
2016-01-27,24.28010368347168
