Date,CFG
2015-08-03,18.07158851623535
2015-08-04,18.238197326660156
2015-08-05,18.50896644592285
2015-08-06,18.502017974853516
2015-08-07,18.536733627319336
2015-08-10,18.876922607421875
2015-08-11,18.633928298950195
2015-08-12,18.07158851623535
2015-08-13,18.189607620239258
2015-08-14,18.3145694732666
2015-08-17,18.245141983032227
2015-08-18,18.439542770385742
2015-08-19,18.231258392333984
2015-08-20,17.585599899291992
2015-08-21,17.057960510253906
2015-08-24,15.988805770874023
2015-08-25,16.037403106689453
2015-08-26,16.794143676757812
2015-08-27,16.995481491088867
2015-08-28,17.141273498535156
2015-08-31,17.23151969909668
2015-09-01,16.447010040283203
2015-09-02,16.75248908996582
2015-09-03,17.009368896484375
2015-09-04,16.724716186523438
2015-09-08,17.0996150970459
2015-09-09,16.939939498901367
2015-09-10,16.96770668029785
2015-09-11,16.8843994140625
2015-09-14,16.946874618530273
2015-09-15,17.3773250579834
2015-09-16,17.27318572998047
2015-09-17,16.690006256103516
2015-09-18,16.48866844177246
2015-09-21,16.59280776977539
2015-09-22,16.384532928466797
2015-09-23,16.204017639160156
2015-09-24,16.134597778320312
2015-09-25,16.3914737701416
2015-09-28,15.711099624633789
2015-09-29,16.120710372924805
2015-09-30,16.565038681030273
2015-10-01,16.315101623535156
2015-10-02,16.25262451171875
2015-10-05,16.46784782409668
2015-10-06,16.217905044555664
2015-10-07,16.273452758789062
2015-10-08,16.3289852142334
2015-10-09,16.287330627441406
2015-10-12,16.35675811767578
2015-10-13,16.287330627441406
2015-10-14,15.905488014221191
2015-10-15,16.3289852142334
2015-10-16,16.120710372924805
2015-10-19,16.12765121459961
2015-10-20,16.238740921020508
2015-10-21,16.086000442504883
2015-10-22,15.877721786499023
2015-10-23,16.814970016479492
2015-10-26,16.384532928466797
2015-10-27,16.33592987060547
2015-10-28,16.787199020385742
2015-10-29,16.73859977722168
2015-10-30,16.870508193969727
2015-11-02,16.97464942932129
2015-11-03,17.023447036743164
2015-11-04,17.100128173828125
2015-11-05,17.155900955200195
2015-11-06,17.936664581298828
2015-11-09,18.03426170349121
2015-11-10,18.12488555908203
2015-11-11,18.187623977661133
2015-11-12,17.78330421447754
2015-11-13,17.797237396240234
2015-11-16,17.901809692382812
2015-11-17,17.846038818359375
2015-11-18,18.264305114746094
2015-11-19,18.208538055419922
2015-11-20,18.138826370239258
2015-11-23,17.943634033203125
2015-11-24,18.215513229370117
2015-11-25,18.306127548217773
2015-11-27,18.396759033203125
2015-11-30,18.56406021118164
2015-12-01,18.473440170288086
2015-12-02,18.57103729248047
2015-12-03,18.452526092529297
2015-12-04,18.905649185180664
2015-12-07,18.480411529541016
2015-12-08,18.410696029663086
2015-12-09,18.194589614868164
2015-12-10,18.334016799926758
2015-12-11,17.853008270263672
2015-12-14,17.929691314697266
2015-12-15,18.50132179260254
2015-12-16,18.759254455566406
2015-12-17,18.45949363708496
2015-12-18,18.055173873901367
2015-12-21,18.145803451538086
2015-12-22,18.299158096313477
2015-12-23,18.487377166748047
2015-12-24,18.54315185546875
2015-12-28,18.410696029663086
2015-12-29,18.55709457397461
2015-12-30,18.334016799926758
2015-12-31,18.25733184814453
2016-01-04,17.985458374023438
2016-01-05,17.901809692382812
2016-01-06,17.622966766357422
2016-01-07,17.141958236694336
2016-01-08,16.605180740356445
2016-01-11,16.66094970703125
2016-01-12,16.66094970703125
2016-01-13,16.18691635131836
2016-01-14,15.963842391967773
2016-01-15,15.559516906738281
2016-01-19,15.496771812438965
2016-01-20,15.057599067687988
2016-01-21,14.869377136230469
2016-01-22,14.485966682434082
2016-01-25,13.795825958251953
2016-01-26,14.14438247680664
2016-01-27,14.785719871520996
2016-01-28,15.155191421508789
2016-01-29,14.813605308532715
2016-02-01,14.485966682434082
2016-02-02,14.156736373901367
2016-02-03,14.044659614562988
2016-02-04,14.170746803283691
2016-02-05,13.904565811157227
2016-02-08,13.449254989624023
2016-02-09,13.694417953491211
2016-02-10,13.211087226867676
2016-02-11,12.706740379333496
2016-02-12,13.232102394104004
2016-02-16,13.561323165893555
2016-02-17,13.764466285705566
2016-02-18,13.386207580566406
2016-02-19,13.477273941040039
2016-02-22,13.869538307189941
2016-02-23,13.568331718444824
2016-02-24,13.309155464172363
2016-02-25,13.4352388381958
2016-02-26,13.82751178741455
2016-02-29,13.470267295837402
2016-03-01,14.198766708374023
2016-03-02,14.682103157043457
2016-03-03,15.018332481384277
2016-03-04,15.361567497253418
2016-03-07,15.081376075744629
2016-03-08,14.654073715209961
2016-03-09,14.499978065490723
2016-03-10,14.717121124267578
2016-03-11,15.347553253173828
2016-03-14,15.473642349243164
2016-03-15,15.543692588806152
2016-03-16,15.13741683959961
2016-03-17,15.221473693847656
2016-03-18,15.466641426086426
2016-03-21,15.410597801208496
2016-03-22,15.361567497253418
2016-03-23,15.193453788757324
2016-03-24,15.123407363891602
2016-03-28,14.983306884765625
2016-03-29,14.850215911865234
2016-03-30,14.885238647460938
2016-03-31,14.675093650817871
2016-04-01,14.955291748046875
2016-04-04,15.067363739013672
2016-04-05,14.542003631591797
2016-04-06,14.948287010192871
2016-04-07,14.563018798828125
2016-04-08,14.619056701660156
2016-04-11,14.738139152526855
2016-04-12,15.067363739013672
2016-04-13,15.830891609191895
2016-04-14,15.984994888305664
2016-04-15,15.795862197875977
2016-04-18,15.91494083404541
2016-04-19,16.181133270263672
2016-04-20,16.363258361816406
2016-04-21,16.48233985900879
2016-04-22,16.545387268066406
2016-04-25,16.37726593017578
2016-04-26,16.4963436126709
2016-04-27,16.545387268066406
2016-04-28,16.279203414916992
2016-04-29,16.00600814819336
2016-05-02,16.238388061523438
2016-05-03,15.851095199584961
2016-05-04,15.484914779663086
2016-05-05,15.569417953491211
2016-05-06,15.555333137512207
2016-05-09,15.386335372924805
2016-05-10,15.74545955657959
2016-05-11,15.632794380187988
2016-05-12,15.32295036315918
2016-05-13,15.06945514678955
2016-05-16,15.287749290466309
2016-05-17,15.365203857421875
2016-05-18,16.287677764892578
2016-05-19,16.12572479248047
2016-05-20,16.182056427001953
